"Step","MADDPG-DDPG_3_1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MAX"
"3571","-22.2375418807002","-22.2375418807002","-22.2375418807002"
"3575","-22.20682501887524","-22.20682501887524","-22.20682501887524"
"3579","-22.32499674635296","-22.32499674635296","-22.32499674635296"
"3583","-22.18752976362267","-22.18752976362267","-22.18752976362267"
"3587","-22.332198808492567","-22.332198808492567","-22.332198808492567"
"3591","-22.719573517204793","-22.719573517204793","-22.719573517204793"
"3595","-22.499447920523327","-22.499447920523327","-22.499447920523327"
"3599","-22.559871913728415","-22.559871913728415","-22.559871913728415"
"3603","-22.464013221536014","-22.464013221536014","-22.464013221536014"
"3607","-22.22562871130897","-22.22562871130897","-22.22562871130897"
"3611","-22.23005629080283","-22.23005629080283","-22.23005629080283"
"3615","-21.749242330490105","-21.749242330490105","-21.749242330490105"
"3619","-21.785544064366132","-21.785544064366132","-21.785544064366132"
"3623","-21.700055135045762","-21.700055135045762","-21.700055135045762"
"3627","-21.713772341523928","-21.713772341523928","-21.713772341523928"
"3631","-21.747861330830847","-21.747861330830847","-21.747861330830847"
"3635","-21.89092930566255","-21.89092930566255","-21.89092930566255"
"3639","-21.82314384445128","-21.82314384445128","-21.82314384445128"
"3643","-21.710021973184567","-21.710021973184567","-21.710021973184567"
"3647","-21.73609799195201","-21.73609799195201","-21.73609799195201"
"3651","-22.053624525456026","-22.053624525456026","-22.053624525456026"
"3655","-22.36948819143131","-22.36948819143131","-22.36948819143131"
"3659","-22.23051627840214","-22.23051627840214","-22.23051627840214"
"3663","-22.403361814848918","-22.403361814848918","-22.403361814848918"
"3667","-22.522531408589945","-22.522531408589945","-22.522531408589945"
"3671","-22.75097361802002","-22.75097361802002","-22.75097361802002"
"3675","-22.787226550203954","-22.787226550203954","-22.787226550203954"
"3679","-23.10134422835231","-23.10134422835231","-23.10134422835231"
"3683","-23.273731260502462","-23.273731260502462","-23.273731260502462"
"3687","-23.814034075644518","-23.814034075644518","-23.814034075644518"
"3691","-23.98671842495387","-23.98671842495387","-23.98671842495387"
"3695","-24.257336171417077","-24.257336171417077","-24.257336171417077"
"3699","-24.322711747307135","-24.322711747307135","-24.322711747307135"
"3703","-24.47451955829656","-24.47451955829656","-24.47451955829656"
"3707","-24.431244084210885","-24.431244084210885","-24.431244084210885"
"3711","-24.263512338771953","-24.263512338771953","-24.263512338771953"
"3715","-24.25385765109167","-24.25385765109167","-24.25385765109167"
"3719","-24.24617918636097","-24.24617918636097","-24.24617918636097"
"3723","-24.08242385629178","-24.08242385629178","-24.08242385629178"
"3727","-23.91982972020781","-23.91982972020781","-23.91982972020781"
"3731","-23.948007958350434","-23.948007958350434","-23.948007958350434"
"3735","-23.659881368615103","-23.659881368615103","-23.659881368615103"
"3739","-23.803841132902217","-23.803841132902217","-23.803841132902217"
"3743","-23.73853393386421","-23.73853393386421","-23.73853393386421"
"3747","-23.44750878367622","-23.44750878367622","-23.44750878367622"
"3751","-23.194996362290723","-23.194996362290723","-23.194996362290723"
"3755","-23.39347787478205","-23.39347787478205","-23.39347787478205"
"3759","-23.41783860499663","-23.41783860499663","-23.41783860499663"
"3763","-23.16611009102634","-23.16611009102634","-23.16611009102634"
"3767","-22.977948804873648","-22.977948804873648","-22.977948804873648"
"3771","-22.66162087438554","-22.66162087438554","-22.66162087438554"
"3775","-22.635093320449826","-22.635093320449826","-22.635093320449826"
"3779","-22.179226554772082","-22.179226554772082","-22.179226554772082"
"3783","-22.402844673843607","-22.402844673843607","-22.402844673843607"
"3787","-22.50628101416381","-22.50628101416381","-22.50628101416381"
"3791","-22.78793068469448","-22.78793068469448","-22.78793068469448"
"3795","-22.778657916735888","-22.778657916735888","-22.778657916735888"
"3799","-22.77039067482506","-22.77039067482506","-22.77039067482506"
"3803","-23.210623170288397","-23.210623170288397","-23.210623170288397"
"3807","-23.20226139174161","-23.20226139174161","-23.20226139174161"
"3811","-23.085212641746583","-23.085212641746583","-23.085212641746583"
"3815","-23.67313009017364","-23.67313009017364","-23.67313009017364"
"3819","-23.39852543794614","-23.39852543794614","-23.39852543794614"
"3823","-23.430586596856397","-23.430586596856397","-23.430586596856397"
"3827","-23.53188000142109","-23.53188000142109","-23.53188000142109"
"3831","-23.00652309464225","-23.00652309464225","-23.00652309464225"
"3835","-23.10233218616867","-23.10233218616867","-23.10233218616867"
"3839","-23.209423576483708","-23.209423576483708","-23.209423576483708"
"3843","-23.032150660623127","-23.032150660623127","-23.032150660623127"
"3847","-22.74351352112258","-22.74351352112258","-22.74351352112258"
"3851","-22.9602655729957","-22.9602655729957","-22.9602655729957"
"3855","-23.27823024884144","-23.27823024884144","-23.27823024884144"
"3859","-23.197222265630675","-23.197222265630675","-23.197222265630675"
"3863","-23.022105223970275","-23.022105223970275","-23.022105223970275"
"3867","-23.81974313985276","-23.81974313985276","-23.81974313985276"
"3871","-23.99993423267676","-23.99993423267676","-23.99993423267676"
"3875","-24.08650808046228","-24.08650808046228","-24.08650808046228"
"3879","-24.226518512446518","-24.226518512446518","-24.226518512446518"
"3883","-24.45625313059403","-24.45625313059403","-24.45625313059403"
"3887","-24.44747942821245","-24.44747942821245","-24.44747942821245"
"3891","-24.510263561807278","-24.510263561807278","-24.510263561807278"
"3895","-24.5599090055945","-24.5599090055945","-24.5599090055945"
"3899","-24.755907706957466","-24.755907706957466","-24.755907706957466"
"3903","-24.475801889818808","-24.475801889818808","-24.475801889818808"
"3907","-24.74252871830139","-24.74252871830139","-24.74252871830139"
"3911","-24.732178576834357","-24.732178576834357","-24.732178576834357"
"3915","-25.095523928357704","-25.095523928357704","-25.095523928357704"
"3919","-25.105633596682264","-25.105633596682264","-25.105633596682264"
"3923","-25.368663550910615","-25.368663550910615","-25.368663550910615"
"3927","-25.00943704610964","-25.00943704610964","-25.00943704610964"
"3931","-24.629440056718348","-24.629440056718348","-24.629440056718348"
"3935","-24.6020901682464","-24.6020901682464","-24.6020901682464"
"3939","-24.45359659251393","-24.45359659251393","-24.45359659251393"
"3943","-24.716886905472123","-24.716886905472123","-24.716886905472123"
"3947","-24.907375622258716","-24.907375622258716","-24.907375622258716"
"3951","-25.111308541012285","-25.111308541012285","-25.111308541012285"
"3955","-24.96572355848217","-24.96572355848217","-24.96572355848217"
"3959","-24.846659922334098","-24.846659922334098","-24.846659922334098"
"3963","-24.965799596203716","-24.965799596203716","-24.965799596203716"
"3967","-25.32136816587461","-25.32136816587461","-25.32136816587461"
"3971","-25.04158677812974","-25.04158677812974","-25.04158677812974"
"3975","-25.412505406139932","-25.412505406139932","-25.412505406139932"
"3979","-25.1282397066317","-25.1282397066317","-25.1282397066317"
"3983","-25.045600697098973","-25.045600697098973","-25.045600697098973"
"3987","-25.043882947966434","-25.043882947966434","-25.043882947966434"
"3991","-24.86420643301382","-24.86420643301382","-24.86420643301382"
"3995","-24.68746404488965","-24.68746404488965","-24.68746404488965"
"3999","-25.18261353390138","-25.18261353390138","-25.18261353390138"
"4003","-25.726438747031633","-25.726438747031633","-25.726438747031633"
"4007","-25.512855074303726","-25.512855074303726","-25.512855074303726"
"4011","-25.62938593579104","-25.62938593579104","-25.62938593579104"
"4015","-25.58794277865427","-25.58794277865427","-25.58794277865427"
"4019","-25.49130149425403","-25.49130149425403","-25.49130149425403"
"4023","-25.728662701271848","-25.728662701271848","-25.728662701271848"
"4027","-26.16016951367538","-26.16016951367538","-26.16016951367538"
"4031","-26.181941991907483","-26.181941991907483","-26.181941991907483"
"4035","-25.965421986014658","-25.965421986014658","-25.965421986014658"
"4039","-25.80579203051913","-25.80579203051913","-25.80579203051913"
"4043","-26.0282769185942","-26.0282769185942","-26.0282769185942"
"4047","-25.953900677221604","-25.953900677221604","-25.953900677221604"
"4051","-26.143555325986163","-26.143555325986163","-26.143555325986163"
"4055","-26.117272178003024","-26.117272178003024","-26.117272178003024"
"4059","-26.045677835262264","-26.045677835262264","-26.045677835262264"
"4063","-25.953640763907277","-25.953640763907277","-25.953640763907277"
"4067","-25.88036885953778","-25.88036885953778","-25.88036885953778"
"4071","-25.83681533534964","-25.83681533534964","-25.83681533534964"
"4075","-26.50495191844651","-26.50495191844651","-26.50495191844651"
"4079","-26.695151515347625","-26.695151515347625","-26.695151515347625"
"4083","-26.836417410558848","-26.836417410558848","-26.836417410558848"
"4087","-26.796406666858914","-26.796406666858914","-26.796406666858914"
"4091","-26.7682526749773","-26.7682526749773","-26.7682526749773"
"4095","-26.794019705742876","-26.794019705742876","-26.794019705742876"
"4099","-27.403791336921945","-27.403791336921945","-27.403791336921945"
"4103","-27.34278261702452","-27.34278261702452","-27.34278261702452"
"4107","-27.509011108504684","-27.509011108504684","-27.509011108504684"
"4111","-28.007483554050417","-28.007483554050417","-28.007483554050417"
"4115","-27.96175010928722","-27.96175010928722","-27.96175010928722"
"4119","-28.004659478555112","-28.004659478555112","-28.004659478555112"
"4123","-28.372626610656315","-28.372626610656315","-28.372626610656315"
"4127","-28.344319668418642","-28.344319668418642","-28.344319668418642"
"4131","-28.717462494185547","-28.717462494185547","-28.717462494185547"
"4135","-28.97613539254392","-28.97613539254392","-28.97613539254392"
"4139","-29.677223290625665","-29.677223290625665","-29.677223290625665"
"4143","-29.84767904006038","-29.84767904006038","-29.84767904006038"
"4147","-29.517860893200915","-29.517860893200915","-29.517860893200915"
"4151","-29.729951855856505","-29.729951855856505","-29.729951855856505"
"4155","-29.85730171379134","-29.85730171379134","-29.85730171379134"
"4159","-30.194095844833132","-30.194095844833132","-30.194095844833132"
"4163","-29.933139347706454","-29.933139347706454","-29.933139347706454"
"4167","-29.653912609954133","-29.653912609954133","-29.653912609954133"
"4171","-29.67783774814342","-29.67783774814342","-29.67783774814342"
"4175","-30.039786425016324","-30.039786425016324","-30.039786425016324"
"4179","-30.12624750067672","-30.12624750067672","-30.12624750067672"
"4183","-29.800039178696856","-29.800039178696856","-29.800039178696856"
"4187","-30.05650536408739","-30.05650536408739","-30.05650536408739"
"4191","-29.986863818879733","-29.986863818879733","-29.986863818879733"
"4195","-29.96903357143278","-29.96903357143278","-29.96903357143278"
"4199","-29.63974905713621","-29.63974905713621","-29.63974905713621"
"4203","-29.841997470040045","-29.841997470040045","-29.841997470040045"
"4207","-29.543129551302524","-29.543129551302524","-29.543129551302524"
"4211","-29.541863579803344","-29.541863579803344","-29.541863579803344"
"4215","-29.21127473413846","-29.21127473413846","-29.21127473413846"
"4219","-28.882113839374536","-28.882113839374536","-28.882113839374536"
"4223","-28.844928592643274","-28.844928592643274","-28.844928592643274"
"4227","-28.736451661471715","-28.736451661471715","-28.736451661471715"
"4231","-28.48069153890644","-28.48069153890644","-28.48069153890644"
"4235","-28.126108703575625","-28.126108703575625","-28.126108703575625"
"4239","-28.353457661272056","-28.353457661272056","-28.353457661272056"
"4243","-28.54609126370522","-28.54609126370522","-28.54609126370522"
"4247","-28.758177060138127","-28.758177060138127","-28.758177060138127"
"4251","-28.743654893229422","-28.743654893229422","-28.743654893229422"
"4255","-28.5908999897917","-28.5908999897917","-28.5908999897917"
"4259","-28.928275675001906","-28.928275675001906","-28.928275675001906"
"4263","-29.103822208116263","-29.103822208116263","-29.103822208116263"
"4267","-28.95375861720129","-28.95375861720129","-28.95375861720129"
"4271","-28.955621068129776","-28.955621068129776","-28.955621068129776"
"4275","-28.769429097712514","-28.769429097712514","-28.769429097712514"
"4279","-28.80364030220645","-28.80364030220645","-28.80364030220645"
"4283","-29.19788534274361","-29.19788534274361","-29.19788534274361"
"4287","-29.784603074111605","-29.784603074111605","-29.784603074111605"
"4291","-28.990742731116015","-28.990742731116015","-28.990742731116015"
"4295","-29.26445747578617","-29.26445747578617","-29.26445747578617"
"4299","-29.135559426809262","-29.135559426809262","-29.135559426809262"
"4303","-29.68400506551624","-29.68400506551624","-29.68400506551624"
"4307","-29.888880745154747","-29.888880745154747","-29.888880745154747"
"4311","-29.884564693140483","-29.884564693140483","-29.884564693140483"
"4315","-30.132391935705833","-30.132391935705833","-30.132391935705833"
"4319","-30.1661680130577","-30.1661680130577","-30.1661680130577"
"4323","-30.46167351462709","-30.46167351462709","-30.46167351462709"
"4327","-30.073916167575433","-30.073916167575433","-30.073916167575433"
"4331","-30.016108382696178","-30.016108382696178","-30.016108382696178"
"4335","-30.298019161645616","-30.298019161645616","-30.298019161645616"
"4339","-30.34842569117206","-30.34842569117206","-30.34842569117206"
"4343","-30.357335137516298","-30.357335137516298","-30.357335137516298"
"4347","-30.131341463699542","-30.131341463699542","-30.131341463699542"
"4351","-30.103813544408776","-30.103813544408776","-30.103813544408776"
"4355","-30.21839079675033","-30.21839079675033","-30.21839079675033"
"4359","-30.528522177702634","-30.528522177702634","-30.528522177702634"
"4363","-30.64398756182732","-30.64398756182732","-30.64398756182732"
"4367","-30.73147123257067","-30.73147123257067","-30.73147123257067"
"4371","-30.427041051982155","-30.427041051982155","-30.427041051982155"
"4375","-30.326547568593522","-30.326547568593522","-30.326547568593522"
"4379","-30.283714403319735","-30.283714403319735","-30.283714403319735"
"4383","-30.542084983622285","-30.542084983622285","-30.542084983622285"
"4387","-30.410025841385945","-30.410025841385945","-30.410025841385945"
"4391","-30.634197452810405","-30.634197452810405","-30.634197452810405"
"4395","-30.587772540418083","-30.587772540418083","-30.587772540418083"
"4399","-30.562096044247753","-30.562096044247753","-30.562096044247753"
"4403","-31.097830937982444","-31.097830937982444","-31.097830937982444"
"4407","-31.12737763778613","-31.12737763778613","-31.12737763778613"
"4411","-31.5223348569892","-31.5223348569892","-31.5223348569892"
"4415","-32.06033486600824","-32.06033486600824","-32.06033486600824"
"4419","-32.195036308833984","-32.195036308833984","-32.195036308833984"
"4423","-32.16340951203851","-32.16340951203851","-32.16340951203851"
"4427","-32.0970587612486","-32.0970587612486","-32.0970587612486"
"4431","-32.02804280494582","-32.02804280494582","-32.02804280494582"
"4435","-31.95847975229866","-31.95847975229866","-31.95847975229866"
"4439","-31.930955857489298","-31.930955857489298","-31.930955857489298"
"4443","-32.004080721037354","-32.004080721037354","-32.004080721037354"
"4447","-31.985366623365973","-31.985366623365973","-31.985366623365973"
"4451","-31.491800119456755","-31.491800119456755","-31.491800119456755"
"4455","-31.657789723534552","-31.657789723534552","-31.657789723534552"
"4459","-31.970932669661153","-31.970932669661153","-31.970932669661153"
"4463","-31.539310787280144","-31.539310787280144","-31.539310787280144"
"4467","-31.444276095505387","-31.444276095505387","-31.444276095505387"
"4471","-30.947985857299617","-30.947985857299617","-30.947985857299617"
"4475","-30.914670226261133","-30.914670226261133","-30.914670226261133"
"4479","-30.965545252701936","-30.965545252701936","-30.965545252701936"
"4483","-30.555244347423177","-30.555244347423177","-30.555244347423177"
"4487","-30.459128611581146","-30.459128611581146","-30.459128611581146"
"4491","-30.5120444570008","-30.5120444570008","-30.5120444570008"
"4495","-30.294063636302454","-30.294063636302454","-30.294063636302454"
"4499","-30.35243946731699","-30.35243946731699","-30.35243946731699"
"4503","-30.526371445385156","-30.526371445385156","-30.526371445385156"
"4507","-30.5234179106682","-30.5234179106682","-30.5234179106682"
"4511","-30.525104350782016","-30.525104350782016","-30.525104350782016"
"4515","-30.886520120906127","-30.886520120906127","-30.886520120906127"
"4519","-30.92946450629622","-30.92946450629622","-30.92946450629622"
"4523","-30.836648477754675","-30.836648477754675","-30.836648477754675"
"4527","-30.34737150353302","-30.34737150353302","-30.34737150353302"
"4531","-30.33080904322115","-30.33080904322115","-30.33080904322115"
"4535","-30.59380003573078","-30.59380003573078","-30.59380003573078"
"4539","-30.43625156926937","-30.43625156926937","-30.43625156926937"
"4543","-30.408706048288003","-30.408706048288003","-30.408706048288003"
"4547","-30.721396554193834","-30.721396554193834","-30.721396554193834"
"4551","-31.03481684078086","-31.03481684078086","-31.03481684078086"
"4555","-30.833502848236694","-30.833502848236694","-30.833502848236694"
"4559","-30.699481347577557","-30.699481347577557","-30.699481347577557"
"4563","-30.547900590069652","-30.547900590069652","-30.547900590069652"
"4567","-30.90095609688975","-30.90095609688975","-30.90095609688975"
"4571","-30.898795854155995","-30.898795854155995","-30.898795854155995"
"4575","-30.777555516235957","-30.777555516235957","-30.777555516235957"
"4579","-31.413408130824315","-31.413408130824315","-31.413408130824315"
"4583","-31.2006037042635","-31.2006037042635","-31.2006037042635"
"4587","-30.157803810773647","-30.157803810773647","-30.157803810773647"
"4591","-29.912055379364134","-29.912055379364134","-29.912055379364134"
"4595","-30.037655468126175","-30.037655468126175","-30.037655468126175"
"4599","-30.041777373337677","-30.041777373337677","-30.041777373337677"
"4603","-29.67734906102484","-29.67734906102484","-29.67734906102484"
"4607","-29.798869285760464","-29.798869285760464","-29.798869285760464"
"4611","-29.94371345234528","-29.94371345234528","-29.94371345234528"
"4615","-29.646460191489595","-29.646460191489595","-29.646460191489595"
"4619","-29.630125130177657","-29.630125130177657","-29.630125130177657"
"4623","-29.537566718066177","-29.537566718066177","-29.537566718066177"
"4627","-29.40014012633967","-29.40014012633967","-29.40014012633967"
"4631","-29.87250843191529","-29.87250843191529","-29.87250843191529"
"4635","-29.849910196661458","-29.849910196661458","-29.849910196661458"
"4639","-29.756872503566516","-29.756872503566516","-29.756872503566516"
"4643","-29.77218297472082","-29.77218297472082","-29.77218297472082"
"4647","-30.01745468781041","-30.01745468781041","-30.01745468781041"
"4651","-29.517276492286232","-29.517276492286232","-29.517276492286232"
"4655","-29.521406343095823","-29.521406343095823","-29.521406343095823"
"4659","-29.597692912523797","-29.597692912523797","-29.597692912523797"
"4663","-29.554383334667982","-29.554383334667982","-29.554383334667982"
"4667","-28.90369966123444","-28.90369966123444","-28.90369966123444"
"4671","-29.102047925394228","-29.102047925394228","-29.102047925394228"
"4675","-28.94917639393611","-28.94917639393611","-28.94917639393611"
"4679","-29.047447796452815","-29.047447796452815","-29.047447796452815"
"4683","-29.257070760304842","-29.257070760304842","-29.257070760304842"
"4687","-29.28468701067092","-29.28468701067092","-29.28468701067092"
"4691","-28.977180899326846","-28.977180899326846","-28.977180899326846"
"4695","-29.05696260844858","-29.05696260844858","-29.05696260844858"
"4699","-28.934938423355884","-28.934938423355884","-28.934938423355884"
"4703","-29.003898532245167","-29.003898532245167","-29.003898532245167"
"4707","-29.184646572113564","-29.184646572113564","-29.184646572113564"
"4711","-29.208456425223336","-29.208456425223336","-29.208456425223336"
"4715","-29.131963227380908","-29.131963227380908","-29.131963227380908"
"4719","-29.21789533097005","-29.21789533097005","-29.21789533097005"
"4723","-29.30617569605171","-29.30617569605171","-29.30617569605171"
"4727","-29.623494041416347","-29.623494041416347","-29.623494041416347"
"4731","-29.938239839946913","-29.938239839946913","-29.938239839946913"
"4735","-30.13825640973934","-30.13825640973934","-30.13825640973934"
"4739","-30.341700323405554","-30.341700323405554","-30.341700323405554"
"4743","-30.507545104570227","-30.507545104570227","-30.507545104570227"
"4747","-30.070548729892465","-30.070548729892465","-30.070548729892465"
"4751","-29.84204846631909","-29.84204846631909","-29.84204846631909"
"4755","-30.30712943572426","-30.30712943572426","-30.30712943572426"
"4759","-29.844054731325162","-29.844054731325162","-29.844054731325162"
"4763","-29.66947913989577","-29.66947913989577","-29.66947913989577"
"4767","-29.79782656716287","-29.79782656716287","-29.79782656716287"
"4771","-30.23472372987198","-30.23472372987198","-30.23472372987198"
"4775","-29.745843430830018","-29.745843430830018","-29.745843430830018"
"4779","-30.07322156455199","-30.07322156455199","-30.07322156455199"
"4783","-30.10965935860752","-30.10965935860752","-30.10965935860752"
"4787","-30.088735366296643","-30.088735366296643","-30.088735366296643"
"4791","-30.539564594999764","-30.539564594999764","-30.539564594999764"
"4795","-30.767009389459318","-30.767009389459318","-30.767009389459318"
"4799","-30.493353197054613","-30.493353197054613","-30.493353197054613"
"4803","-30.314400895543557","-30.314400895543557","-30.314400895543557"
"4807","-30.031485176660503","-30.031485176660503","-30.031485176660503"
"4811","-29.784587432549287","-29.784587432549287","-29.784587432549287"
"4815","-29.70352099875848","-29.70352099875848","-29.70352099875848"
"4819","-29.785186303897436","-29.785186303897436","-29.785186303897436"
"4823","-29.470113393594193","-29.470113393594193","-29.470113393594193"
"4827","-29.54250031950133","-29.54250031950133","-29.54250031950133"
"4831","-28.94256960957655","-28.94256960957655","-28.94256960957655"
"4835","-29.150011078806934","-29.150011078806934","-29.150011078806934"
"4839","-29.224653386491763","-29.224653386491763","-29.224653386491763"
"4843","-28.959812103715045","-28.959812103715045","-28.959812103715045"
"4847","-29.078193379584004","-29.078193379584004","-29.078193379584004"
"4851","-28.965113744346986","-28.965113744346986","-28.965113744346986"
"4855","-28.959066385945288","-28.959066385945288","-28.959066385945288"
"4859","-29.149099026977535","-29.149099026977535","-29.149099026977535"
"4863","-29.1602573697047","-29.1602573697047","-29.1602573697047"
"4867","-29.074237464168974","-29.074237464168974","-29.074237464168974"
"4871","-29.381212659893098","-29.381212659893098","-29.381212659893098"
"4875","-28.34887158039922","-28.34887158039922","-28.34887158039922"
"4879","-28.20658353838376","-28.20658353838376","-28.20658353838376"
"4883","-28.216098672284893","-28.216098672284893","-28.216098672284893"
"4887","-27.924001043956817","-27.924001043956817","-27.924001043956817"
"4891","-27.69597761833554","-27.69597761833554","-27.69597761833554"
"4895","-27.661861989180597","-27.661861989180597","-27.661861989180597"
"4899","-27.702626733349103","-27.702626733349103","-27.702626733349103"
"4903","-27.910944378532733","-27.910944378532733","-27.910944378532733"
"4907","-27.85538632969891","-27.85538632969891","-27.85538632969891"
"4911","-27.46343253726246","-27.46343253726246","-27.46343253726246"
"4915","-27.622444187407226","-27.622444187407226","-27.622444187407226"
"4919","-27.604845696667404","-27.604845696667404","-27.604845696667404"
"4923","-27.39347944219368","-27.39347944219368","-27.39347944219368"
"4927","-27.586883456931467","-27.586883456931467","-27.586883456931467"
"4931","-27.320678365579624","-27.320678365579624","-27.320678365579624"
"4935","-27.006877636380995","-27.006877636380995","-27.006877636380995"
"4939","-27.107871507542043","-27.107871507542043","-27.107871507542043"
"4943","-27.063388315763664","-27.063388315763664","-27.063388315763664"
"4947","-27.94280113414832","-27.94280113414832","-27.94280113414832"
"4951","-27.861672055973898","-27.861672055973898","-27.861672055973898"
"4955","-27.70907310139542","-27.70907310139542","-27.70907310139542"
"4959","-27.36860095074518","-27.36860095074518","-27.36860095074518"
"4963","-28.108891125873143","-28.108891125873143","-28.108891125873143"
"4967","-28.435489868010695","-28.435489868010695","-28.435489868010695"
"4971","-28.34458401481927","-28.34458401481927","-28.34458401481927"
"4975","-28.35855313536802","-28.35855313536802","-28.35855313536802"
"4979","-28.014231541575995","-28.014231541575995","-28.014231541575995"
"4983","-28.274981977984012","-28.274981977984012","-28.274981977984012"
"4987","-28.1517240617959","-28.1517240617959","-28.1517240617959"
"4991","-28.297180184385926","-28.297180184385926","-28.297180184385926"
"4995","-28.547249687664884","-28.547249687664884","-28.547249687664884"
"4999","-28.33029233338993","-28.33029233338993","-28.33029233338993"
"5003","-28.078327483569236","-28.078327483569236","-28.078327483569236"
"5007","-28.361983414723436","-28.361983414723436","-28.361983414723436"
"5011","-28.256080965962347","-28.256080965962347","-28.256080965962347"
"5015","-28.62099485587727","-28.62099485587727","-28.62099485587727"
"5019","-29.11665837021676","-29.11665837021676","-29.11665837021676"
"5023","-28.948881805102307","-28.948881805102307","-28.948881805102307"
"5027","-28.632861839314877","-28.632861839314877","-28.632861839314877"
"5031","-29.13279757775012","-29.13279757775012","-29.13279757775012"
"5035","-29.039278403992057","-29.039278403992057","-29.039278403992057"
"5039","-28.83078160850916","-28.83078160850916","-28.83078160850916"
"5043","-28.915323217271144","-28.915323217271144","-28.915323217271144"
"5047","-28.916109910371393","-28.916109910371393","-28.916109910371393"
"5051","-28.988345089382797","-28.988345089382797","-28.988345089382797"
"5055","-29.40216384071778","-29.40216384071778","-29.40216384071778"
"5059","-29.952873714723296","-29.952873714723296","-29.952873714723296"
"5063","-30.427101907369106","-30.427101907369106","-30.427101907369106"
"5067","-31.360445386944495","-31.360445386944495","-31.360445386944495"
"5071","-31.243734983418584","-31.243734983418584","-31.243734983418584"
"5075","-31.228605426493605","-31.228605426493605","-31.228605426493605"
"5079","-31.20262316395198","-31.20262316395198","-31.20262316395198"
"5083","-31.152141747688088","-31.152141747688088","-31.152141747688088"
"5087","-31.18653323693136","-31.18653323693136","-31.18653323693136"
"5091","-31.592158572496466","-31.592158572496466","-31.592158572496466"
"5095","-32.49986280863369","-32.49986280863369","-32.49986280863369"
"5099","-32.58132793383729","-32.58132793383729","-32.58132793383729"
"5103","-32.7146992353519","-32.7146992353519","-32.7146992353519"
"5107","-33.12611126618974","-33.12611126618974","-33.12611126618974"
"5111","-33.1764187679564","-33.1764187679564","-33.1764187679564"
"5115","-33.324718672503415","-33.324718672503415","-33.324718672503415"
"5119","-33.412998683310235","-33.412998683310235","-33.412998683310235"
"5123","-33.46723102989689","-33.46723102989689","-33.46723102989689"
"5127","-33.500019030966136","-33.500019030966136","-33.500019030966136"
"5131","-33.56079961406285","-33.56079961406285","-33.56079961406285"
"5135","-33.254839041352206","-33.254839041352206","-33.254839041352206"
"5139","-32.99071418556537","-32.99071418556537","-32.99071418556537"
"5143","-33.219067415527846","-33.219067415527846","-33.219067415527846"
"5147","-33.252371147274424","-33.252371147274424","-33.252371147274424"
"5151","-33.241753287674285","-33.241753287674285","-33.241753287674285"
"5155","-33.216080348439846","-33.216080348439846","-33.216080348439846"
"5159","-33.20202096407351","-33.20202096407351","-33.20202096407351"
"5163","-33.37462157048214","-33.37462157048214","-33.37462157048214"
"5167","-33.445421722506715","-33.445421722506715","-33.445421722506715"
"5171","-33.68618830962096","-33.68618830962096","-33.68618830962096"
"5175","-33.88335536165761","-33.88335536165761","-33.88335536165761"
"5179","-33.765129646754765","-33.765129646754765","-33.765129646754765"
"5183","-33.75448257641091","-33.75448257641091","-33.75448257641091"
"5187","-34.05892108019364","-34.05892108019364","-34.05892108019364"
"5191","-33.77775747712544","-33.77775747712544","-33.77775747712544"
"5195","-33.945552305907746","-33.945552305907746","-33.945552305907746"
"5199","-34.04230245939037","-34.04230245939037","-34.04230245939037"
"5203","-34.08664212105593","-34.08664212105593","-34.08664212105593"
"5207","-34.03234655976162","-34.03234655976162","-34.03234655976162"
"5211","-33.613263112606376","-33.613263112606376","-33.613263112606376"
"5215","-34.066536101020645","-34.066536101020645","-34.066536101020645"
"5219","-33.68728828236392","-33.68728828236392","-33.68728828236392"
"5223","-33.76683856981537","-33.76683856981537","-33.76683856981537"
"5227","-33.33604128932099","-33.33604128932099","-33.33604128932099"
"5231","-33.33287695077671","-33.33287695077671","-33.33287695077671"
"5235","-33.23659713430308","-33.23659713430308","-33.23659713430308"
"5239","-33.19855752218322","-33.19855752218322","-33.19855752218322"
"5243","-33.22059055622377","-33.22059055622377","-33.22059055622377"
"5247","-33.476316104663724","-33.476316104663724","-33.476316104663724"
"5251","-34.19523754170498","-34.19523754170498","-34.19523754170498"
"5255","-34.18332117040467","-34.18332117040467","-34.18332117040467"
"5259","-34.39204827256798","-34.39204827256798","-34.39204827256798"
"5263","-34.86369354669015","-34.86369354669015","-34.86369354669015"
"5267","-34.915254037204015","-34.915254037204015","-34.915254037204015"
"5271","-34.811846324003184","-34.811846324003184","-34.811846324003184"
"5275","-34.889495693145626","-34.889495693145626","-34.889495693145626"
"5279","-34.648487655765365","-34.648487655765365","-34.648487655765365"
"5283","-34.876436191368434","-34.876436191368434","-34.876436191368434"
"5287","-34.99339841806099","-34.99339841806099","-34.99339841806099"
"5291","-35.15627022149307","-35.15627022149307","-35.15627022149307"
"5295","-35.30797826406783","-35.30797826406783","-35.30797826406783"
"5299","-35.25256674960005","-35.25256674960005","-35.25256674960005"
