Step,DDPG-MADDPG_4_2 - Mean Episode Reward (Last 200 episodes),DDPG-MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN,DDPG-MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX
7211,-53.57551171783534,-63.57551171783534,-63.57551171783534
7214,-52.150050029907696,-62.150050029907696,-62.150050029907696
7217,-52.349832169405545,-62.349832169405545,-62.349832169405545
7220,-52.25927088826319,-62.25927088826319,-62.25927088826319
7223,-52.5342592701394,-62.5342592701394,-62.5342592701394
7226,-52.27630904862664,-62.27630904862664,-62.27630904862664
7229,-54.22101316460156,-64.22101316460156,-64.22101316460156
7232,-54.562791863388895,-64.5627918633889,-64.5627918633889
7235,-54.38274278120099,-64.38274278120099,-64.38274278120099
7238,-54.30391150890976,-64.30391150890976,-64.30391150890976
7241,-54.019538356015275,-64.01953835601527,-64.01953835601527
7244,-51.772626731594194,-61.772626731594194,-61.772626731594194
7247,-51.82152860880309,-61.82152860880309,-61.82152860880309
7250,-52.228216870073375,-62.228216870073375,-62.228216870073375
7253,-52.79160558546408,-62.79160558546408,-62.79160558546408
7256,-52.92038931332988,-62.92038931332988,-62.92038931332988
7259,-53.167739698055335,-63.167739698055335,-63.167739698055335
7262,-51.78009377257101,-61.78009377257101,-61.78009377257101
7265,-51.46975797137364,-61.46975797137364,-61.46975797137364
7268,-51.79180044525378,-61.79180044525378,-61.79180044525378
7271,-52.658158400442375,-62.658158400442375,-62.658158400442375
7274,-52.69507640634979,-62.69507640634979,-62.69507640634979
7277,-52.01103165697796,-62.01103165697796,-62.01103165697796
7280,-52.67239007708925,-62.67239007708925,-62.67239007708925
7283,-51.61340774960858,-61.61340774960858,-61.61340774960858
7286,-51.99877711747754,-61.99877711747754,-61.99877711747754
7289,-52.19792170570215,-62.19792170570215,-62.19792170570215
7292,-52.39696049457169,-62.39696049457169,-62.39696049457169
7295,-52.12772601543389,-62.12772601543389,-62.12772601543389
7298,-50.645896488567175,-60.645896488567175,-60.645896488567175
7301,-51.44414152663014,-61.44414152663014,-61.44414152663014
7304,-51.22308988502583,-61.22308988502583,-61.22308988502583
7307,-51.43166989503184,-61.43166989503184,-61.43166989503184
7310,-51.75315576591891,-61.75315576591891,-61.75315576591891
7313,-51.26135369626147,-61.26135369626147,-61.26135369626147
7316,-50.58070133185798,-60.58070133185798,-60.58070133185798
7319,-50.95533982071476,-60.95533982071476,-60.95533982071476
7322,-50.165564577326606,-60.165564577326606,-60.165564577326606
7325,-49.39340795923859,-59.39340795923859,-59.39340795923859
7328,-49.33675624009756,-59.33675624009756,-59.33675624009756
7331,-49.55092876725875,-59.55092876725875,-59.55092876725875
7334,-49.664325647459485,-59.664325647459485,-59.664325647459485
7337,-48.557296394851065,-58.557296394851065,-58.557296394851065
7340,-47.7737469440625,-57.7737469440625,-57.7737469440625
7343,-46.337239800469085,-56.337239800469085,-56.337239800469085
7346,-44.23758215516435,-54.23758215516435,-54.23758215516435
7349,-44.00908127714096,-54.00908127714096,-54.00908127714096
7352,-45.13426949261319,-55.13426949261319,-55.13426949261319
7355,-45.13766192518438,-55.13766192518438,-55.13766192518438
7358,-44.98181503609176,-54.98181503609176,-54.98181503609176
7361,-44.76184336608993,-54.76184336608993,-54.76184336608993
7364,-46.15327754660368,-56.15327754660368,-56.15327754660368
7367,-45.13247234481365,-55.13247234481365,-55.13247234481365
7370,-44.459170842950336,-54.459170842950336,-54.459170842950336
7373,-44.99212018146354,-54.99212018146354,-54.99212018146354
7376,-45.556271307643264,-55.556271307643264,-55.556271307643264
7379,-45.03245309306166,-55.03245309306166,-55.03245309306166
7382,-45.39757017779364,-55.39757017779364,-55.39757017779364
7385,-46.3112785134298,-56.3112785134298,-56.3112785134298
7388,-45.51228692975133,-55.51228692975133,-55.51228692975133
7391,-45.53879744914733,-55.53879744914733,-55.53879744914733
7394,-45.09992835381236,-55.09992835381236,-55.09992835381236
7397,-45.97876211199315,-55.97876211199315,-55.97876211199315
7400,-45.409996310694815,-55.409996310694815,-55.409996310694815
7403,-45.61838067844766,-55.61838067844766,-55.61838067844766
7406,-47.45610425534759,-57.45610425534759,-57.45610425534759
7409,-48.28863932831802,-58.28863932831802,-58.28863932831802
7412,-49.06922786378093,-59.06922786378093,-59.06922786378093
7415,-49.0872261788917,-59.0872261788917,-59.0872261788917
7418,-48.638904890781184,-58.638904890781184,-58.638904890781184
7421,-47.042913607420985,-57.042913607420985,-57.042913607420985
7424,-46.873317675807655,-56.873317675807655,-56.873317675807655
7427,-47.79861648611772,-57.79861648611772,-57.79861648611772
7430,-48.435599862303576,-58.435599862303576,-58.435599862303576
7433,-48.92933633643839,-58.92933633643839,-58.92933633643839
7436,-48.90008528887023,-58.90008528887023,-58.90008528887023
7439,-48.35046154648359,-58.35046154648359,-58.35046154648359
7442,-50.226711097072766,-60.226711097072766,-60.226711097072766
7445,-51.051048247104056,-61.051048247104056,-61.051048247104056
7448,-51.51049701435691,-61.51049701435691,-61.51049701435691
7451,-51.28795406695657,-61.28795406695657,-61.28795406695657
7454,-51.21469672833163,-61.21469672833163,-61.21469672833163
7457,-52.1295376543349,-62.1295376543349,-62.1295376543349
7460,-53.34681518191681,-63.34681518191681,-63.34681518191681
7463,-53.70295645851338,-63.70295645851338,-63.70295645851338
7466,-52.77712909244961,-62.77712909244961,-62.77712909244961
7469,-52.88457818558473,-62.88457818558473,-62.88457818558473
7472,-53.54513673572859,-63.54513673572859,-63.54513673572859
7475,-52.93266478570569,-62.93266478570569,-62.93266478570569
7478,-52.31564425931887,-62.31564425931887,-62.31564425931887
7481,-53.65322259941226,-63.65322259941226,-63.65322259941226
7484,-52.75620388242773,-62.75620388242773,-62.75620388242773
7487,-52.009008482583695,-62.009008482583695,-62.009008482583695
7490,-51.94420786042864,-61.94420786042864,-61.94420786042864
7493,-52.27267894414254,-62.27267894414254,-62.27267894414254
7496,-51.79998099898495,-61.79998099898495,-61.79998099898495
7499,-51.31235372166756,-61.31235372166756,-61.31235372166756
7502,-49.82426568095357,-59.82426568095357,-59.82426568095357
7505,-49.97138312138564,-59.97138312138564,-59.97138312138564
7508,-49.73412821951267,-59.73412821951267,-59.73412821951267
7511,-49.55232178307352,-59.55232178307352,-59.55232178307352
7514,-49.5651341908366,-59.5651341908366,-59.5651341908366
7517,-50.140676884404,-60.140676884404,-60.140676884404
7520,-48.64573032854446,-58.64573032854446,-58.64573032854446
7523,-47.12480433549256,-57.12480433549256,-57.12480433549256
7526,-49.77028482698809,-59.77028482698809,-59.77028482698809
7529,-49.708459861817566,-59.708459861817566,-59.708459861817566
7532,-49.5005066516112,-59.5005066516112,-59.5005066516112
7535,-50.26554905811932,-60.26554905811932,-60.26554905811932
7538,-49.0849858607197,-59.0849858607197,-59.0849858607197
7541,-49.79707637597601,-59.79707637597601,-59.79707637597601
7544,-49.3275193052937,-59.3275193052937,-59.3275193052937
7547,-50.659402554827146,-60.659402554827146,-60.659402554827146
7550,-51.55608680698421,-61.55608680698421,-61.55608680698421
7553,-50.06863884050647,-60.06863884050647,-60.06863884050647
7556,-50.42939049635237,-60.42939049635237,-60.42939049635237
7559,-51.71171322536209,-61.71171322536209,-61.71171322536209
7562,-52.20604173998764,-62.20604173998764,-62.20604173998764
7565,-50.62279906693854,-60.62279906693854,-60.62279906693854
7568,-50.55527962148754,-60.55527962148754,-60.55527962148754
7571,-50.11526422038231,-60.11526422038231,-60.11526422038231
7574,-49.49903748763094,-59.49903748763094,-59.49903748763094
7577,-48.83006467077624,-58.83006467077624,-58.83006467077624
7580,-48.39722337376032,-58.39722337376032,-58.39722337376032
7583,-47.2942440051273,-57.2942440051273,-57.2942440051273
7586,-48.54655141171781,-58.54655141171781,-58.54655141171781
7589,-47.6264729587464,-57.6264729587464,-57.6264729587464
7592,-46.858499258678414,-56.858499258678414,-56.858499258678414
7595,-46.0083151758462,-56.0083151758462,-56.0083151758462
7598,-45.56159530891199,-55.56159530891199,-55.56159530891199
7601,-45.46908737795869,-55.46908737795869,-55.46908737795869
7604,-46.02023159989276,-56.02023159989276,-56.02023159989276
7607,-46.418133636833744,-56.418133636833744,-56.418133636833744
7610,-47.87366663992376,-57.87366663992376,-57.87366663992376
7613,-47.9691358241392,-57.9691358241392,-57.9691358241392
7616,-45.65854344996527,-55.65854344996527,-55.65854344996527
7619,-45.39000729708432,-55.39000729708432,-55.39000729708432
7622,-43.24149937311312,-53.24149937311312,-53.24149937311312
7625,-43.752544190969296,-53.752544190969296,-53.752544190969296
7628,-45.17603458876003,-55.17603458876003,-55.17603458876003
7631,-45.63143827479033,-55.63143827479033,-55.63143827479033
7634,-45.784650756854006,-55.784650756854006,-55.784650756854006
7637,-46.37522345518465,-56.37522345518465,-56.37522345518465
7640,-46.841198760320346,-56.841198760320346,-56.841198760320346
7643,-48.84005527601399,-58.84005527601399,-58.84005527601399
7646,-49.22472655042413,-59.22472655042413,-59.22472655042413
7649,-48.97499440728942,-58.97499440728942,-58.97499440728942
7652,-49.51017387224367,-59.51017387224367,-59.51017387224367
7655,-50.37688911666304,-60.37688911666304,-60.37688911666304
7658,-50.444811051905546,-60.444811051905546,-60.444811051905546
7661,-50.43949372475111,-60.43949372475111,-60.43949372475111
7664,-51.24519611332192,-61.24519611332192,-61.24519611332192
7667,-51.41416078911252,-61.41416078911252,-61.41416078911252
7670,-51.64035719247096,-61.64035719247096,-61.64035719247096
7673,-51.93038720269698,-61.93038720269698,-61.93038720269698
7676,-50.97748848579177,-60.97748848579177,-60.97748848579177
7679,-50.10888224238136,-60.10888224238136,-60.10888224238136
7682,-50.27395083629495,-60.27395083629495,-60.27395083629495
7685,-51.03555962735831,-61.03555962735831,-61.03555962735831
7688,-50.31719793807319,-60.31719793807319,-60.31719793807319
7691,-50.495227344465846,-60.495227344465846,-60.495227344465846
7694,-50.306052330076845,-60.306052330076845,-60.306052330076845
7697,-50.25034993060226,-60.25034993060226,-60.25034993060226
7700,-50.952233201216856,-60.952233201216856,-60.952233201216856
7703,-51.79943385301286,-61.79943385301286,-61.79943385301286
7706,-52.70366481898271,-62.70366481898271,-62.70366481898271
7709,-52.800523105845,-62.800523105845,-62.800523105845
7712,-53.28117893305394,-63.28117893305394,-63.28117893305394
7715,-53.30843330654472,-63.30843330654472,-63.30843330654472
7718,-53.17664844739816,-63.17664844739816,-63.17664844739816
7721,-52.89106882812234,-62.89106882812234,-62.89106882812234
7724,-52.05378698292029,-62.05378698292029,-62.05378698292029
7727,-52.55166696895356,-62.55166696895356,-62.55166696895356
7730,-51.71971090256315,-61.71971090256315,-61.71971090256315
7733,-51.69087651956178,-61.69087651956178,-61.69087651956178
7736,-50.33828231073844,-60.33828231073844,-60.33828231073844
7739,-50.11536490860931,-60.11536490860931,-60.11536490860931
7742,-50.344008877171774,-60.344008877171774,-60.344008877171774
7745,-51.75303427270231,-61.75303427270231,-61.75303427270231
7748,-50.53846505350759,-60.53846505350759,-60.53846505350759
7751,-50.78896168671028,-60.78896168671028,-60.78896168671028
7754,-51.679830929795536,-61.679830929795536,-61.679830929795536
7757,-51.911858348613386,-61.911858348613386,-61.911858348613386
7760,-51.70156100840805,-61.70156100840805,-61.70156100840805
7763,-50.15965460223848,-60.15965460223848,-60.15965460223848
7766,-49.74711475618771,-59.74711475618771,-59.74711475618771
7769,-51.380534078840135,-61.380534078840135,-61.380534078840135
7772,-52.54608236968884,-62.54608236968884,-62.54608236968884
7775,-52.48136371938057,-62.48136371938057,-62.48136371938057
7778,-53.79745909091089,-63.79745909091089,-63.79745909091089
7781,-53.67007281215268,-63.67007281215268,-63.67007281215268
7784,-52.44313051230438,-62.44313051230438,-62.44313051230438
7787,-51.73960128797795,-61.73960128797795,-61.73960128797795
7790,-54.28520898669309,-64.28520898669309,-64.28520898669309
7793,-55.09725800287735,-65.09725800287735,-65.09725800287735
7796,-54.40169560408262,-64.40169560408262,-64.40169560408262
7799,-52.51358319091445,-62.51358319091445,-62.51358319091445
7802,-52.14760582520877,-62.14760582520877,-62.14760582520877
7805,-52.15737735878326,-62.15737735878326,-62.15737735878326
7808,-52.02694808629587,-62.02694808629587,-62.02694808629587
7811,-52.67579592215477,-62.67579592215477,-62.67579592215477
7814,-54.01104289136484,-64.01104289136484,-64.01104289136484
7817,-53.53514131962143,-63.53514131962143,-63.53514131962143
7820,-53.525476865633856,-63.525476865633856,-63.525476865633856
7823,-54.869519809002156,-64.86951980900216,-64.86951980900216
7826,-55.31028095201209,-65.31028095201209,-65.31028095201209
7829,-55.06118961644184,-65.06118961644184,-65.06118961644184
7832,-53.34080582656042,-63.34080582656042,-63.34080582656042
7835,-52.95221671266109,-62.95221671266109,-62.95221671266109
7838,-52.503963928514096,-62.503963928514096,-62.503963928514096
7841,-50.47063541892726,-60.47063541892726,-60.47063541892726
7844,-51.7052797574386,-61.7052797574386,-61.7052797574386
7847,-51.35550779857758,-61.35550779857758,-61.35550779857758
7850,-50.43425271948055,-60.43425271948055,-60.43425271948055
7853,-49.53795705796739,-59.53795705796739,-59.53795705796739
7856,-49.49558965638384,-59.49558965638384,-59.49558965638384
7859,-50.79786359594356,-60.79786359594356,-60.79786359594356
7862,-51.56601359484539,-61.56601359484539,-61.56601359484539
7865,-52.14827283791292,-62.14827283791292,-62.14827283791292
7868,-50.43795106484157,-60.43795106484157,-60.43795106484157
7871,-50.800660799660776,-60.800660799660776,-60.800660799660776
7874,-48.75172832915847,-58.75172832915847,-58.75172832915847
7877,-48.72267830154023,-58.72267830154023,-58.72267830154023
7880,-48.870414816590085,-58.870414816590085,-58.870414816590085
7883,-49.6808917942385,-59.6808917942385,-59.6808917942385
7886,-48.895950751999365,-58.895950751999365,-58.895950751999365
7889,-47.576761309155664,-57.576761309155664,-57.576761309155664
7892,-44.721145888667486,-54.721145888667486,-54.721145888667486
7895,-44.93519306304363,-54.93519306304363,-54.93519306304363
7898,-44.32994659900709,-54.32994659900709,-54.32994659900709
7901,-43.85452917031966,-53.85452917031966,-53.85452917031966
7904,-43.53711491895209,-53.53711491895209,-53.53711491895209
7907,-43.97520886731913,-53.97520886731913,-53.97520886731913
7910,-46.5576447963526,-56.5576447963526,-56.5576447963526
7913,-46.51047848415055,-56.51047848415055,-56.51047848415055
7916,-46.011384843940334,-56.011384843940334,-56.011384843940334
7919,-45.60811129476415,-55.60811129476415,-55.60811129476415
7922,-45.408691404207936,-55.408691404207936,-55.408691404207936
7925,-46.115397892036846,-56.115397892036846,-56.115397892036846
7928,-47.24601922717309,-57.24601922717309,-57.24601922717309
7931,-46.26873064028695,-56.26873064028695,-56.26873064028695
7934,-45.490317531818754,-55.490317531818754,-55.490317531818754
7937,-46.0454162525941,-56.0454162525941,-56.0454162525941
7940,-46.38030348196315,-56.38030348196315,-56.38030348196315
7943,-48.27392536053466,-58.27392536053466,-58.27392536053466
7946,-49.72710560224024,-59.72710560224024,-59.72710560224024
7949,-48.71835760678125,-58.71835760678125,-58.71835760678125
7952,-48.33320312420421,-58.33320312420421,-58.33320312420421
7955,-47.99761991482409,-57.99761991482409,-57.99761991482409
7958,-47.79528440624658,-57.79528440624658,-57.79528440624658
7961,-47.22292588432548,-57.22292588432548,-57.22292588432548
7964,-45.7791333548328,-55.7791333548328,-55.7791333548328
7967,-44.8772009127935,-54.8772009127935,-54.8772009127935
7970,-45.76038565928158,-55.76038565928158,-55.76038565928158
7973,-45.66087827109877,-55.66087827109877,-55.66087827109877
7976,-45.45224761657322,-55.45224761657322,-55.45224761657322
7979,-45.344074891437366,-55.344074891437366,-55.344074891437366
7982,-45.1980890303516,-55.1980890303516,-55.1980890303516
7985,-44.27505387216925,-54.27505387216925,-54.27505387216925
7988,-45.13970298446092,-55.13970298446092,-55.13970298446092
7991,-44.695788616119,-54.695788616119,-54.695788616119
7994,-44.703669025718845,-54.703669025718845,-54.703669025718845
7997,-44.26348846046113,-54.26348846046113,-54.26348846046113
8000,-43.57804193603751,-53.57804193603751,-53.57804193603751
8003,-44.22745052382895,-54.22745052382895,-54.22745052382895
8006,-43.50348287128172,-53.50348287128172,-53.50348287128172
8009,-43.41397632212872,-53.41397632212872,-53.41397632212872
8012,-42.95109135127616,-52.95109135127616,-52.95109135127616
8015,-43.94536536871087,-53.94536536871087,-53.94536536871087
8018,-44.89166765322559,-54.89166765322559,-54.89166765322559
8021,-45.96918289801241,-55.96918289801241,-55.96918289801241
8024,-44.9022303755232,-54.9022303755232,-54.9022303755232
8027,-44.73130195426455,-54.73130195426455,-54.73130195426455
8030,-45.23778616746526,-55.23778616746526,-55.23778616746526
8033,-45.49745531534689,-55.49745531534689,-55.49745531534689
8036,-45.29707523269723,-55.29707523269723,-55.29707523269723
8039,-45.263328312474805,-55.263328312474805,-55.263328312474805
8042,-44.87653586091765,-54.87653586091765,-54.87653586091765
8045,-45.3302729961767,-55.3302729961767,-55.3302729961767
8048,-45.99335624785266,-55.99335624785266,-55.99335624785266
8051,-46.6682248874038,-56.6682248874038,-56.6682248874038
8054,-45.53409000217581,-55.53409000217581,-55.53409000217581
8057,-45.21972704529806,-55.21972704529806,-55.21972704529806
8060,-45.30269859655859,-55.30269859655859,-55.30269859655859
8063,-44.36376934239165,-54.36376934239165,-54.36376934239165
8066,-44.571472337339365,-54.571472337339365,-54.571472337339365
8069,-44.20109964567028,-54.20109964567028,-54.20109964567028
8072,-44.20605792450777,-54.20605792450777,-54.20605792450777
8075,-45.71051174336972,-55.71051174336972,-55.71051174336972
8078,-45.58812496600454,-55.58812496600454,-55.58812496600454
8081,-45.60919782932637,-55.60919782932637,-55.60919782932637
8084,-44.4974333604514,-54.4974333604514,-54.4974333604514
8087,-45.57315716786909,-55.57315716786909,-55.57315716786909
8090,-44.5383435465896,-54.5383435465896,-54.5383435465896
8093,-46.56543228405664,-56.56543228405664,-56.56543228405664
8096,-46.61209423789497,-56.61209423789497,-56.61209423789497
8099,-46.401918747032106,-56.401918747032106,-56.401918747032106
8102,-47.4936118626737,-57.4936118626737,-57.4936118626737
8105,-48.33967950662596,-58.33967950662596,-58.33967950662596
8108,-48.0311712401011,-58.0311712401011,-58.0311712401011
8111,-49.5277637378048,-59.5277637378048,-59.5277637378048
8114,-49.545285404084005,-59.545285404084005,-59.545285404084005
8117,-48.33860986536613,-58.33860986536613,-58.33860986536613
8120,-49.00420817004749,-59.00420817004749,-59.00420817004749
8123,-50.02086227080824,-60.02086227080824,-60.02086227080824
8126,-49.723338001032864,-59.723338001032864,-59.723338001032864
8129,-49.08864838439809,-59.08864838439809,-59.08864838439809
8132,-44.96138607742672,-54.96138607742672,-54.96138607742672
8135,-44.89135271626491,-54.89135271626491,-54.89135271626491
8138,-46.24087077045831,-56.24087077045831,-56.24087077045831
8141,-45.70411454850656,-55.70411454850656,-55.70411454850656
8144,-45.08162958089158,-55.08162958089158,-55.08162958089158
8147,-45.24202097630271,-55.24202097630271,-55.24202097630271
8150,-45.27255483084711,-55.27255483084711,-55.27255483084711
8153,-46.7080484984725,-56.7080484984725,-56.7080484984725
8156,-46.36357572673214,-56.36357572673214,-56.36357572673214
8159,-46.58324243400999,-56.58324243400999,-56.58324243400999
8162,-44.98402218949036,-54.98402218949036,-54.98402218949036
8165,-46.13747935877199,-56.13747935877199,-56.13747935877199
8168,-44.60731678273167,-54.60731678273167,-54.60731678273167
8171,-46.08993992299412,-56.08993992299412,-56.08993992299412
8174,-44.559615403520645,-54.559615403520645,-54.559615403520645
8177,-43.94717508435634,-53.94717508435634,-53.94717508435634
8180,-44.99725542872498,-54.99725542872498,-54.99725542872498
8183,-45.836927764684326,-55.836927764684326,-55.836927764684326
8186,-46.14108513617816,-56.14108513617816,-56.14108513617816
8189,-47.98891120808976,-57.98891120808976,-57.98891120808976
8192,-48.58141254552896,-58.58141254552896,-58.58141254552896
8195,-49.10805682889409,-59.10805682889409,-59.10805682889409
8198,-50.137069586050885,-60.137069586050885,-60.137069586050885
8201,-48.80391470511081,-58.80391470511081,-58.80391470511081
8204,-48.91302632520638,-58.91302632520638,-58.91302632520638
8207,-49.28670344266133,-59.28670344266133,-59.28670344266133
8210,-47.9504667367823,-57.9504667367823,-57.9504667367823
8213,-48.290947263110574,-58.290947263110574,-58.290947263110574
8216,-49.63174520100805,-59.63174520100805,-59.63174520100805
8219,-49.15859274965784,-59.15859274965784,-59.15859274965784
8222,-49.09610807035544,-59.09610807035544,-59.09610807035544
8225,-49.29667999117516,-59.29667999117516,-59.29667999117516
8228,-49.70232410325984,-59.70232410325984,-59.70232410325984
8231,-49.26601537036176,-59.26601537036176,-59.26601537036176
8234,-49.482386399867465,-59.482386399867465,-59.482386399867465
8237,-49.28707434670472,-59.28707434670472,-59.28707434670472
8240,-50.41834217046988,-60.41834217046988,-60.41834217046988
8243,-48.892092501433545,-58.892092501433545,-58.892092501433545
8246,-46.82658254689847,-56.82658254689847,-56.82658254689847
8249,-46.859529537403695,-56.859529537403695,-56.859529537403695
8252,-47.35414888247137,-57.35414888247137,-57.35414888247137
8255,-47.2436495181116,-57.2436495181116,-57.2436495181116
8258,-47.71611633438878,-57.71611633438878,-57.71611633438878
8261,-47.056297085029485,-57.056297085029485,-57.056297085029485
8264,-46.57441843098961,-56.57441843098961,-56.57441843098961
8267,-46.3981348035603,-56.3981348035603,-56.3981348035603
8270,-47.60597239851986,-57.60597239851986,-57.60597239851986
8273,-46.83814451797931,-56.83814451797931,-56.83814451797931
8276,-48.31217178682697,-58.31217178682697,-58.31217178682697
8279,-48.37503156735552,-58.37503156735552,-58.37503156735552
8282,-47.956972746093314,-57.956972746093314,-57.956972746093314
8285,-47.226494488206335,-57.226494488206335,-57.226494488206335
8288,-46.77708889531945,-56.77708889531945,-56.77708889531945
8291,-47.85447220244458,-57.85447220244458,-57.85447220244458
8294,-48.43015616794713,-58.43015616794713,-58.43015616794713
8297,-48.91893683472224,-58.91893683472224,-58.91893683472224
8300,-49.67814426507484,-59.67814426507484,-59.67814426507484
8303,-48.89443649318599,-58.89443649318599,-58.89443649318599
8306,-49.40381225313874,-59.40381225313874,-59.40381225313874
8309,-49.26512863621936,-59.26512863621936,-59.26512863621936
8312,-49.01507216289856,-59.01507216289856,-59.01507216289856
8315,-50.13901731839723,-60.13901731839723,-60.13901731839723
8318,-50.22661275773356,-60.22661275773356,-60.22661275773356
8321,-51.02720796177769,-61.02720796177769,-61.02720796177769
8324,-51.87931696813418,-61.87931696813418,-61.87931696813418
8327,-51.46874763775259,-61.46874763775259,-61.46874763775259
8330,-51.59765024315796,-61.59765024315796,-61.59765024315796
8333,-51.29249191413228,-61.29249191413228,-61.29249191413228
8336,-52.85627528868904,-62.85627528868904,-62.85627528868904
8339,-53.62460742916367,-63.62460742916367,-63.62460742916367
8342,-53.38067220647663,-63.38067220647663,-63.38067220647663
8345,-53.19988582853631,-63.19988582853631,-63.19988582853631
8348,-53.562258243772185,-63.562258243772185,-63.562258243772185
8351,-53.07131638615849,-63.07131638615849,-63.07131638615849
8354,-52.29456600451297,-62.29456600451297,-62.29456600451297
8357,-52.77829652702132,-62.77829652702132,-62.77829652702132
8360,-52.00059820615197,-62.00059820615197,-62.00059820615197
8363,-52.08091023767717,-62.08091023767717,-62.08091023767717
8366,-53.34609077128415,-63.34609077128415,-63.34609077128415
8369,-53.125319638156114,-63.125319638156114,-63.125319638156114
8372,-53.02772733421761,-63.02772733421761,-63.02772733421761
8375,-53.92976192864663,-63.92976192864663,-63.92976192864663
8378,-53.986774863297214,-63.986774863297214,-63.986774863297214
8381,-55.38296816309911,-65.38296816309911,-65.38296816309911
8384,-55.79220012450364,-65.79220012450364,-65.79220012450364
8387,-57.38991071308084,-67.38991071308084,-67.38991071308084
8390,-57.46170560346346,-67.46170560346346,-67.46170560346346
8393,-57.39659703604784,-67.39659703604784,-67.39659703604784
8396,-58.227858720693675,-68.22785872069367,-68.22785872069367
8399,-61.09980043148268,-71.09980043148268,-71.09980043148268
8402,-61.623187263814046,-71.62318726381405,-71.62318726381405
8405,-61.5604309140396,-71.5604309140396,-71.5604309140396
8408,-60.41628141408012,-70.41628141408012,-70.41628141408012
8411,-59.19386610466411,-69.19386610466411,-69.19386610466411
8414,-59.08578290530329,-69.08578290530329,-69.08578290530329
8417,-59.50671638984157,-69.50671638984157,-69.50671638984157
8420,-58.733628892954854,-68.73362889295485,-68.73362889295485
8423,-57.24535244850213,-67.24535244850213,-67.24535244850213
8426,-56.77545874942602,-66.77545874942602,-66.77545874942602
8429,-55.54104917356064,-65.54104917356064,-65.54104917356064
8432,-57.87022430048401,-67.87022430048401,-67.87022430048401
8435,-58.05816568832675,-68.05816568832675,-68.05816568832675
8438,-58.59155996291847,-68.59155996291847,-68.59155996291847
8441,-59.409151738279206,-69.4091517382792,-69.4091517382792
8444,-59.071813896037824,-69.07181389603782,-69.07181389603782
8447,-59.86516008291464,-69.86516008291464,-69.86516008291464
8450,-60.38301399433247,-70.38301399433247,-70.38301399433247
8453,-61.3119090194911,-71.3119090194911,-71.3119090194911
8456,-61.33561808550462,-71.33561808550462,-71.33561808550462
8459,-60.39754625576005,-70.39754625576005,-70.39754625576005
8462,-60.47378432095127,-70.47378432095127,-70.47378432095127
8465,-60.01844340457963,-70.01844340457963,-70.01844340457963
8468,-61.13446566638814,-71.13446566638814,-71.13446566638814
8471,-60.299074694250535,-70.29907469425054,-70.29907469425054
8474,-62.09395995542437,-72.09395995542437,-72.09395995542437
8477,-63.05442853568984,-73.05442853568984,-73.05442853568984
8480,-63.27712059113922,-73.27712059113922,-73.27712059113922
8483,-62.649574709214036,-72.64957470921404,-72.64957470921404
8486,-62.77016113893181,-72.77016113893181,-72.77016113893181
8489,-63.33078613533938,-73.33078613533938,-73.33078613533938
8492,-64.84820189749979,-74.84820189749979,-74.84820189749979
8495,-64.78425166076488,-74.78425166076488,-74.78425166076488
8498,-66.63571489304196,-76.63571489304196,-76.63571489304196
8501,-66.20143339632847,-76.20143339632847,-76.20143339632847
8504,-66.15644795983101,-76.15644795983101,-76.15644795983101
8507,-66.41274094405308,-76.41274094405308,-76.41274094405308
8510,-65.05952074473399,-75.05952074473399,-75.05952074473399
8513,-65.27103466613629,-75.27103466613629,-75.27103466613629
8516,-65.48777297513021,-75.48777297513021,-75.48777297513021
8519,-66.4574427668862,-76.4574427668862,-76.4574427668862
8522,-65.44340162485085,-75.44340162485085,-75.44340162485085
8525,-65.72131583596058,-75.72131583596058,-75.72131583596058
8528,-64.58981160351003,-74.58981160351003,-74.58981160351003
8531,-66.45600617631231,-76.45600617631231,-76.45600617631231
8534,-67.36898316124004,-77.36898316124004,-77.36898316124004
8537,-66.05518029396323,-76.05518029396323,-76.05518029396323
8540,-65.19796970300199,-75.19796970300199,-75.19796970300199
8543,-64.39402565650344,-74.39402565650344,-74.39402565650344
8546,-63.862357910426695,-73.8623579104267,-73.8623579104267
8549,-64.76064581783199,-74.76064581783199,-74.76064581783199
8552,-65.63446609226062,-75.63446609226062,-75.63446609226062
8555,-65.45566817743878,-75.45566817743878,-75.45566817743878
8558,-65.67265038549255,-75.67265038549255,-75.67265038549255
8561,-66.21444243023596,-76.21444243023596,-76.21444243023596
8564,-66.75228580537195,-76.75228580537195,-76.75228580537195
8567,-67.7304741675942,-77.7304741675942,-77.7304741675942
8570,-67.17339922298738,-77.17339922298738,-77.17339922298738
8573,-66.96118246355788,-76.96118246355788,-76.96118246355788
8576,-67.69535560868108,-77.69535560868108,-77.69535560868108
8579,-68.31273611060114,-78.31273611060114,-78.31273611060114
8582,-67.97426558089252,-77.97426558089252,-77.97426558089252
8585,-67.99001382170154,-77.99001382170154,-77.99001382170154
8588,-67.60624057634188,-77.60624057634188,-77.60624057634188
8591,-67.72514603760249,-77.72514603760249,-77.72514603760249
8594,-67.84422239753394,-77.84422239753394,-77.84422239753394
8597,-67.2639556845548,-77.2639556845548,-77.2639556845548
