"Step","DQN_DQN_3_1 - Mean Episode Reward (Last 1000 episodes)","DQN_DQN_3_1 - Mean Episode Reward (Last 1000 episodes)__MIN","DQN_DQN_3_1 - Mean Episode Reward (Last 1000 episodes)__MAX"
"230","-101.41767667291057","-101.41767667291057","-101.41767667291057"
"231","-101.29632982386856","-101.29632982386856","-101.29632982386856"
"232","-101.19933174929956","-101.19933174929956","-101.19933174929956"
"233","-101.69425389003939","-101.69425389003939","-101.69425389003939"
"234","-101.4700026572772","-101.4700026572772","-101.4700026572772"
"235","-101.46162965322921","-101.46162965322921","-101.46162965322921"
"236","-101.74267172095482","-101.74267172095482","-101.74267172095482"
"237","-102.06262189456557","-102.06262189456557","-102.06262189456557"
"238","-101.91830525921468","-101.91830525921468","-101.91830525921468"
"239","-101.19967188231226","-101.19967188231226","-101.19967188231226"
"240","-101.23259482353978","-101.23259482353978","-101.23259482353978"
"241","-101.46039426832546","-101.46039426832546","-101.46039426832546"
"242","-102.0655488478148","-102.0655488478148","-102.0655488478148"
"243","-102.67628112095238","-102.67628112095238","-102.67628112095238"
"244","-102.71011412268876","-102.71011412268876","-102.71011412268876"
"245","-102.85988948475259","-102.85988948475259","-102.85988948475259"
"246","-103.06193735362575","-103.06193735362575","-103.06193735362575"
"247","-103.36012917955658","-103.36012917955658","-103.36012917955658"
"248","-103.16491579135561","-103.16491579135561","-103.16491579135561"
"249","-103.23839316300311","-103.23839316300311","-103.23839316300311"
"250","-103.03428197532745","-103.03428197532745","-103.03428197532745"
"251","-102.8957217027839","-102.8957217027839","-102.8957217027839"
"252","-103.23734157195224","-103.23734157195224","-103.23734157195224"
"253","-103.41681763783426","-103.41681763783426","-103.41681763783426"
"254","-103.6133929236427","-103.6133929236427","-103.6133929236427"
"255","-103.62190584772236","-103.62190584772236","-103.62190584772236"
"256","-103.75405497553426","-103.75405497553426","-103.75405497553426"
"257","-103.7624404668696","-103.7624404668696","-103.7624404668696"
"258","-103.97048315339332","-103.97048315339332","-103.97048315339332"
"259","-104.44116987941824","-104.44116987941824","-104.44116987941824"
"260","-104.10708699350299","-104.10708699350299","-104.10708699350299"
"261","-104.70710241766712","-104.70710241766712","-104.70710241766712"
"262","-104.0691278149302","-104.0691278149302","-104.0691278149302"
"263","-103.72918271115012","-103.72918271115012","-103.72918271115012"
"264","-103.74631091041394","-103.74631091041394","-103.74631091041394"
"265","-103.48260856096594","-103.48260856096594","-103.48260856096594"
"266","-103.2219958617904","-103.2219958617904","-103.2219958617904"
"267","-103.18161289524517","-103.18161289524517","-103.18161289524517"
"268","-103.04861383426632","-103.04861383426632","-103.04861383426632"
"269","-102.96481272647024","-102.96481272647024","-102.96481272647024"
"270","-102.86322159191195","-102.86322159191195","-102.86322159191195"
"271","-102.87311906227333","-102.87311906227333","-102.87311906227333"
"272","-102.9977377813903","-102.9977377813903","-102.9977377813903"
"273","-103.00720362087036","-103.00720362087036","-103.00720362087036"
"274","-102.81547271576619","-102.81547271576619","-102.81547271576619"
"275","-103.29766578175429","-103.29766578175429","-103.29766578175429"
"276","-103.49684555128935","-103.49684555128935","-103.49684555128935"
"277","-103.47960922508315","-103.47960922508315","-103.47960922508315"
"278","-103.37834112368881","-103.37834112368881","-103.37834112368881"
"279","-103.10087588315362","-103.10087588315362","-103.10087588315362"
"280","-103.26064733661568","-103.26064733661568","-103.26064733661568"
"281","-103.83949953650237","-103.83949953650237","-103.83949953650237"
"282","-103.63540426328272","-103.63540426328272","-103.63540426328272"
"283","-103.4018939614769","-103.4018939614769","-103.4018939614769"
"284","-103.96253815377183","-103.96253815377183","-103.96253815377183"
"285","-104.57262094022377","-104.57262094022377","-104.57262094022377"
"286","-104.41597263875774","-104.41597263875774","-104.41597263875774"
"287","-104.23394493948875","-104.23394493948875","-104.23394493948875"
"288","-104.79542653487823","-104.79542653487823","-104.79542653487823"
"289","-104.6024220881149","-104.6024220881149","-104.6024220881149"
"290","-105.1783102224812","-105.1783102224812","-105.1783102224812"
"291","-105.14685544938457","-105.14685544938457","-105.14685544938457"
"292","-105.25252772915778","-105.25252772915778","-105.25252772915778"
"293","-105.47678848105525","-105.47678848105525","-105.47678848105525"
"294","-105.3866908761869","-105.3866908761869","-105.3866908761869"
"295","-105.21855948939076","-105.21855948939076","-105.21855948939076"
"296","-105.41508590124454","-105.41508590124454","-105.41508590124454"
"297","-105.52305220898342","-105.52305220898342","-105.52305220898342"
"298","-105.25388179986658","-105.25388179986658","-105.25388179986658"
"299","-104.86089445742331","-104.86089445742331","-104.86089445742331"
"300","-104.82118098964355","-104.82118098964355","-104.82118098964355"
"301","-104.62169655360326","-104.62169655360326","-104.62169655360326"
"302","-104.16546569032126","-104.16546569032126","-104.16546569032126"
"303","-104.04566255480566","-104.04566255480566","-104.04566255480566"
"304","-103.79981057443791","-103.79981057443791","-103.79981057443791"
"305","-104.0434305620982","-104.0434305620982","-104.0434305620982"
"306","-104.55483410532936","-104.55483410532936","-104.55483410532936"
"307","-104.77544070593352","-104.77544070593352","-104.77544070593352"
"308","-105.14963247445318","-105.14963247445318","-105.14963247445318"
"309","-105.37474492168106","-105.37474492168106","-105.37474492168106"
"310","-105.69149876536841","-105.69149876536841","-105.69149876536841"
"311","-105.86895103245061","-105.86895103245061","-105.86895103245061"
"312","-106.16797434868397","-106.16797434868397","-106.16797434868397"
"313","-106.1912890753491","-106.1912890753491","-106.1912890753491"
"314","-106.56795478715267","-106.56795478715267","-106.56795478715267"
"315","-106.28645845844527","-106.28645845844527","-106.28645845844527"
"316","-106.69557232874172","-106.69557232874172","-106.69557232874172"
"317","-106.26738613330409","-106.26738613330409","-106.26738613330409"
"318","-106.0577764473753","-106.0577764473753","-106.0577764473753"
"319","-105.87942622540795","-105.87942622540795","-105.87942622540795"
"320","-106.00843284192776","-106.00843284192776","-106.00843284192776"
"321","-105.49796867228874","-105.49796867228874","-105.49796867228874"
"322","-105.34700789553266","-105.34700789553266","-105.34700789553266"
"323","-105.67030358075975","-105.67030358075975","-105.67030358075975"
"324","-106.03294912253743","-106.03294912253743","-106.03294912253743"
"325","-105.87786420750513","-105.87786420750513","-105.87786420750513"
"326","-105.94238112038013","-105.94238112038013","-105.94238112038013"
"327","-105.78454629992451","-105.78454629992451","-105.78454629992451"
"328","-105.92257288790776","-105.92257288790776","-105.92257288790776"
"329","-106.16401175174013","-106.16401175174013","-106.16401175174013"
"330","-105.89518494415165","-105.89518494415165","-105.89518494415165"
"331","-106.30041339172914","-106.30041339172914","-106.30041339172914"
"332","-106.22094223306043","-106.22094223306043","-106.22094223306043"
"333","-106.46982185341236","-106.46982185341236","-106.46982185341236"
"334","-106.3357778038235","-106.3357778038235","-106.3357778038235"
"335","-106.74841927100702","-106.74841927100702","-106.74841927100702"
"336","-106.45110540778477","-106.45110540778477","-106.45110540778477"
"337","-107.11536210167753","-107.11536210167753","-107.11536210167753"
"338","-107.62937607861713","-107.62937607861713","-107.62937607861713"
"339","-107.88667672074071","-107.88667672074071","-107.88667672074071"
"340","-107.92026461627584","-107.92026461627584","-107.92026461627584"
"341","-108.25870399109922","-108.25870399109922","-108.25870399109922"
"342","-108.19589812299745","-108.19589812299745","-108.19589812299745"
"343","-107.94013324293502","-107.94013324293502","-107.94013324293502"
"344","-108.14557824112958","-108.14557824112958","-108.14557824112958"
"345","-108.19164911003942","-108.19164911003942","-108.19164911003942"
"346","-108.1742963410432","-108.1742963410432","-108.1742963410432"
"347","-108.54117875937804","-108.54117875937804","-108.54117875937804"
"348","-108.99206964894842","-108.99206964894842","-108.99206964894842"
"349","-109.4363220393724","-109.4363220393724","-109.4363220393724"
"350","-109.53211338502811","-109.53211338502811","-109.53211338502811"
"351","-109.53345890747482","-109.53345890747482","-109.53345890747482"
"352","-109.57677154477483","-109.57677154477483","-109.57677154477483"
"353","-109.7031885863185","-109.7031885863185","-109.7031885863185"
"354","-109.53383774891495","-109.53383774891495","-109.53383774891495"
"355","-109.44095274199786","-109.44095274199786","-109.44095274199786"
"356","-109.20960032677183","-109.20960032677183","-109.20960032677183"
"357","-108.81211971720678","-108.81211971720678","-108.81211971720678"
"358","-109.11778881432942","-109.11778881432942","-109.11778881432942"
"359","-108.92556564204763","-108.92556564204763","-108.92556564204763"
"360","-109.13473376854911","-109.13473376854911","-109.13473376854911"
"361","-109.10220413577402","-109.10220413577402","-109.10220413577402"
"362","-109.31322972868097","-109.31322972868097","-109.31322972868097"
"363","-109.36109487702203","-109.36109487702203","-109.36109487702203"
"364","-109.3202007674431","-109.3202007674431","-109.3202007674431"
"365","-108.94606184478774","-108.94606184478774","-108.94606184478774"
"366","-108.88386187839824","-108.88386187839824","-108.88386187839824"
"367","-108.92244576344793","-108.92244576344793","-108.92244576344793"
"368","-108.64667433447767","-108.64667433447767","-108.64667433447767"
"369","-108.7969436740578","-108.7969436740578","-108.7969436740578"
"370","-108.92969461505581","-108.92969461505581","-108.92969461505581"
"371","-109.29108509543465","-109.29108509543465","-109.29108509543465"
"372","-109.53960205949468","-109.53960205949468","-109.53960205949468"
"373","-109.09810870635694","-109.09810870635694","-109.09810870635694"
"374","-109.65599429028765","-109.65599429028765","-109.65599429028765"
"375","-109.30131630196746","-109.30131630196746","-109.30131630196746"
"376","-109.65356266875176","-109.65356266875176","-109.65356266875176"
"377","-109.6557227964101","-109.6557227964101","-109.6557227964101"
"378","-109.68786750620754","-109.68786750620754","-109.68786750620754"
"379","-109.58306544143869","-109.58306544143869","-109.58306544143869"
"380","-110.00697732448572","-110.00697732448572","-110.00697732448572"
"381","-109.86812218796095","-109.86812218796095","-109.86812218796095"
"382","-110.38414581197259","-110.38414581197259","-110.38414581197259"
"383","-110.16525000083942","-110.16525000083942","-110.16525000083942"
"384","-110.21890133101279","-110.21890133101279","-110.21890133101279"
"385","-110.083414367128","-110.083414367128","-110.083414367128"
"386","-110.28518595854389","-110.28518595854389","-110.28518595854389"
"387","-110.02054471536668","-110.02054471536668","-110.02054471536668"
"388","-109.93565379881774","-109.93565379881774","-109.93565379881774"
"389","-109.98308061798909","-109.98308061798909","-109.98308061798909"
"390","-109.8836398546987","-109.8836398546987","-109.8836398546987"
"391","-110.11149858139872","-110.11149858139872","-110.11149858139872"
"392","-110.48306177912818","-110.48306177912818","-110.48306177912818"
"393","-110.6393187944781","-110.6393187944781","-110.6393187944781"
"394","-111.04743713284266","-111.04743713284266","-111.04743713284266"
"395","-110.58057729355104","-110.58057729355104","-110.58057729355104"
"396","-110.79660173793147","-110.79660173793147","-110.79660173793147"
"397","-110.88891728710779","-110.88891728710779","-110.88891728710779"
"398","-110.8612028858055","-110.8612028858055","-110.8612028858055"
"399","-110.77421645570448","-110.77421645570448","-110.77421645570448"
"400","-111.10703817447023","-111.10703817447023","-111.10703817447023"
"401","-111.45587773495325","-111.45587773495325","-111.45587773495325"
"402","-111.17023158596051","-111.17023158596051","-111.17023158596051"
"403","-111.22375831876006","-111.22375831876006","-111.22375831876006"
"404","-111.54469167435249","-111.54469167435249","-111.54469167435249"
"405","-111.62990156994216","-111.62990156994216","-111.62990156994216"
"406","-111.52859933811988","-111.52859933811988","-111.52859933811988"
"407","-111.80630167789647","-111.80630167789647","-111.80630167789647"
"408","-111.97090211749047","-111.97090211749047","-111.97090211749047"
"409","-111.81829971465854","-111.81829971465854","-111.81829971465854"
"410","-112.00215332399013","-112.00215332399013","-112.00215332399013"
"411","-112.19732023666876","-112.19732023666876","-112.19732023666876"
"412","-112.06944999235773","-112.06944999235773","-112.06944999235773"
"413","-112.58988808321124","-112.58988808321124","-112.58988808321124"
"414","-112.7228184748703","-112.7228184748703","-112.7228184748703"
"415","-112.7189849473632","-112.7189849473632","-112.7189849473632"
"416","-112.94619189511579","-112.94619189511579","-112.94619189511579"
"417","-113.12511094487952","-113.12511094487952","-113.12511094487952"
"418","-113.3193234901713","-113.3193234901713","-113.3193234901713"
"419","-113.22960659752307","-113.22960659752307","-113.22960659752307"
"420","-113.65694904372774","-113.65694904372774","-113.65694904372774"
"421","-113.8979681719321","-113.8979681719321","-113.8979681719321"
"422","-113.74123832607894","-113.74123832607894","-113.74123832607894"
"423","-113.66491546600787","-113.66491546600787","-113.66491546600787"
"424","-113.81260977051443","-113.81260977051443","-113.81260977051443"
"425","-114.07149664880497","-114.07149664880497","-114.07149664880497"
"426","-114.30749567495613","-114.30749567495613","-114.30749567495613"
"427","-114.3945618376676","-114.3945618376676","-114.3945618376676"
"428","-114.37965866953031","-114.37965866953031","-114.37965866953031"
"429","-114.64076552921952","-114.64076552921952","-114.64076552921952"
"430","-114.56862088494321","-114.56862088494321","-114.56862088494321"
"431","-114.56120950677139","-114.56120950677139","-114.56120950677139"
"432","-114.57389157839118","-114.57389157839118","-114.57389157839118"
"433","-114.5966733325332","-114.5966733325332","-114.5966733325332"
"434","-114.61164315049795","-114.61164315049795","-114.61164315049795"
"435","-114.3985135623302","-114.3985135623302","-114.3985135623302"
"436","-114.28489693647558","-114.28489693647558","-114.28489693647558"
"437","-114.69562350514444","-114.69562350514444","-114.69562350514444"
"438","-114.82394755294048","-114.82394755294048","-114.82394755294048"
"439","-114.8559291465182","-114.8559291465182","-114.8559291465182"
"440","-114.87281191874168","-114.87281191874168","-114.87281191874168"
"441","-114.99007156041026","-114.99007156041026","-114.99007156041026"
"442","-115.09336457591769","-115.09336457591769","-115.09336457591769"
"443","-115.24241721401053","-115.24241721401053","-115.24241721401053"
