"Step","DDPG_DDPG_3_1 - Mean Episode Reward (Last 200 episodes)","DDPG_DDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_DDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MAX"
"2314","-8.202447793617221","-8.202447793617221","-8.202447793617221"
"2315","-7.81105229705236","-7.81105229705236","-7.81105229705236"
"2316","-7.913098899965478","-7.913098899965478","-7.913098899965478"
"2317","-7.966648192072958","-7.966648192072958","-7.966648192072958"
"2318","-7.995401216382017","-7.995401216382017","-7.995401216382017"
"2319","-7.955368462717384","-7.955368462717384","-7.955368462717384"
"2320","-7.92075415956087","-7.92075415956087","-7.92075415956087"
"2321","-7.923360348208118","-7.923360348208118","-7.923360348208118"
"2322","-8.212397433753877","-8.212397433753877","-8.212397433753877"
"2323","-8.402348149561218","-8.402348149561218","-8.402348149561218"
"2324","-8.62033414397907","-8.62033414397907","-8.62033414397907"
"2325","-8.99177466773245","-8.99177466773245","-8.99177466773245"
"2326","-8.936777409077866","-8.936777409077866","-8.936777409077866"
"2327","-9.079708760111062","-9.079708760111062","-9.079708760111062"
"2328","-8.8898443029068","-8.8898443029068","-8.8898443029068"
"2329","-9.22911151562564","-9.22911151562564","-9.22911151562564"
"2330","-8.909487674188535","-8.909487674188535","-8.909487674188535"
"2331","-9.123840837996829","-9.123840837996829","-9.123840837996829"
"2332","-9.1790801552348","-9.1790801552348","-9.1790801552348"
"2333","-8.96480457176089","-8.96480457176089","-8.96480457176089"
"2334","-8.968852752931987","-8.968852752931987","-8.968852752931987"
"2335","-8.997822888918842","-8.997822888918842","-8.997822888918842"
"2336","-9.093140779516023","-9.093140779516023","-9.093140779516023"
"2337","-9.079707248917128","-9.079707248917128","-9.079707248917128"
"2338","-9.084771445781545","-9.084771445781545","-9.084771445781545"
"2339","-8.918396803497414","-8.918396803497414","-8.918396803497414"
"2340","-8.910328084135914","-8.910328084135914","-8.910328084135914"
"2341","-9.139855665468628","-9.139855665468628","-9.139855665468628"
"2342","-8.73541781147665","-8.73541781147665","-8.73541781147665"
"2343","-8.47713776972931","-8.47713776972931","-8.47713776972931"
"2344","-8.370677528522915","-8.370677528522915","-8.370677528522915"
"2345","-8.171588959063827","-8.171588959063827","-8.171588959063827"
"2346","-8.163517681028956","-8.163517681028956","-8.163517681028956"
"2347","-8.180219316803514","-8.180219316803514","-8.180219316803514"
"2348","-8.507774098030437","-8.507774098030437","-8.507774098030437"
"2349","-8.487046250431403","-8.487046250431403","-8.487046250431403"
"2350","-8.454332201435504","-8.454332201435504","-8.454332201435504"
"2351","-8.46863487925239","-8.46863487925239","-8.46863487925239"
"2352","-8.543454966723191","-8.543454966723191","-8.543454966723191"
"2353","-8.775876420142723","-8.775876420142723","-8.775876420142723"
"2354","-8.929522544469087","-8.929522544469087","-8.929522544469087"
"2355","-8.981523761659224","-8.981523761659224","-8.981523761659224"
"2356","-9.208467489045995","-9.208467489045995","-9.208467489045995"
"2357","-9.194137938572316","-9.194137938572316","-9.194137938572316"
"2358","-9.305871138737114","-9.305871138737114","-9.305871138737114"
"2359","-9.676134795576807","-9.676134795576807","-9.676134795576807"
"2360","-9.734163683182944","-9.734163683182944","-9.734163683182944"
"2361","-10.050640539078298","-10.050640539078298","-10.050640539078298"
"2362","-10.080315495586937","-10.080315495586937","-10.080315495586937"
"2363","-9.782873463351327","-9.782873463351327","-9.782873463351327"
"2364","-9.758770143917172","-9.758770143917172","-9.758770143917172"
"2365","-9.632824053913831","-9.632824053913831","-9.632824053913831"
"2366","-9.71938095228746","-9.71938095228746","-9.71938095228746"
"2367","-9.775071375239133","-9.775071375239133","-9.775071375239133"
"2368","-9.633251928088551","-9.633251928088551","-9.633251928088551"
"2369","-9.622051871050987","-9.622051871050987","-9.622051871050987"
"2370","-9.944376027323406","-9.944376027323406","-9.944376027323406"
"2371","-9.842173713691386","-9.842173713691386","-9.842173713691386"
"2372","-9.808652695550284","-9.808652695550284","-9.808652695550284"
"2373","-9.857580295558845","-9.857580295558845","-9.857580295558845"
"2374","-9.749689396119196","-9.749689396119196","-9.749689396119196"
"2375","-9.732793912372042","-9.732793912372042","-9.732793912372042"
"2376","-9.318842149615968","-9.318842149615968","-9.318842149615968"
"2377","-9.022845840540016","-9.022845840540016","-9.022845840540016"
"2378","-8.97783179672756","-8.97783179672756","-8.97783179672756"
"2379","-8.964942581610423","-8.964942581610423","-8.964942581610423"
"2380","-9.012839450265531","-9.012839450265531","-9.012839450265531"
"2381","-8.952094417597865","-8.952094417597865","-8.952094417597865"
"2382","-8.878280425140822","-8.878280425140822","-8.878280425140822"
"2383","-8.89518212353076","-8.89518212353076","-8.89518212353076"
"2384","-8.994247120683726","-8.994247120683726","-8.994247120683726"
"2385","-9.149259615420343","-9.149259615420343","-9.149259615420343"
"2386","-9.152309436235639","-9.152309436235639","-9.152309436235639"
"2387","-9.00777698491442","-9.00777698491442","-9.00777698491442"
"2388","-9.03905696485514","-9.03905696485514","-9.03905696485514"
"2389","-9.362415048179589","-9.362415048179589","-9.362415048179589"
"2390","-9.70427538253191","-9.70427538253191","-9.70427538253191"
"2391","-9.301473717315059","-9.301473717315059","-9.301473717315059"
"2392","-8.72007514503884","-8.72007514503884","-8.72007514503884"
"2393","-8.81778653545948","-8.81778653545948","-8.81778653545948"
"2394","-8.805362343280173","-8.805362343280173","-8.805362343280173"
"2395","-9.186178222101702","-9.186178222101702","-9.186178222101702"
"2396","-9.03836008452966","-9.03836008452966","-9.03836008452966"
"2397","-9.051296784109946","-9.051296784109946","-9.051296784109946"
"2398","-9.265627761594025","-9.265627761594025","-9.265627761594025"
"2399","-9.270087637802272","-9.270087637802272","-9.270087637802272"
"2400","-9.330309035984804","-9.330309035984804","-9.330309035984804"
"2401","-9.606064468646805","-9.606064468646805","-9.606064468646805"
"2402","-9.525597302040122","-9.525597302040122","-9.525597302040122"
"2403","-9.958938620712196","-9.958938620712196","-9.958938620712196"
"2404","-9.928243465391638","-9.928243465391638","-9.928243465391638"
"2405","-10.083024001674337","-10.083024001674337","-10.083024001674337"
"2406","-9.947253743841896","-9.947253743841896","-9.947253743841896"
"2407","-9.67884552329081","-9.67884552329081","-9.67884552329081"
"2408","-9.819704420045662","-9.819704420045662","-9.819704420045662"
"2409","-9.760412515965168","-9.760412515965168","-9.760412515965168"
"2410","-9.59194240119477","-9.59194240119477","-9.59194240119477"
"2411","-9.599801074583462","-9.599801074583462","-9.599801074583462"
"2412","-9.567594151503956","-9.567594151503956","-9.567594151503956"
"2413","-9.596820777635216","-9.596820777635216","-9.596820777635216"
"2414","-9.742302262107003","-9.742302262107003","-9.742302262107003"
"2415","-9.804323286985511","-9.804323286985511","-9.804323286985511"
"2416","-9.769600832021215","-9.769600832021215","-9.769600832021215"
"2417","-9.643933870233173","-9.643933870233173","-9.643933870233173"
"2418","-9.648878532085817","-9.648878532085817","-9.648878532085817"
"2419","-9.535047085859821","-9.535047085859821","-9.535047085859821"
"2420","-9.568032428107998","-9.568032428107998","-9.568032428107998"
"2421","-9.548370405063503","-9.548370405063503","-9.548370405063503"
"2422","-9.761888901133782","-9.761888901133782","-9.761888901133782"
"2423","-10.229912622085207","-10.229912622085207","-10.229912622085207"
"2424","-9.743615227120534","-9.743615227120534","-9.743615227120534"
"2425","-9.74806277236073","-9.74806277236073","-9.74806277236073"
"2426","-9.74561412400491","-9.74561412400491","-9.74561412400491"
"2427","-9.87305907989474","-9.87305907989474","-9.87305907989474"
"2428","-9.913077358843182","-9.913077358843182","-9.913077358843182"
"2429","-9.846686369519938","-9.846686369519938","-9.846686369519938"
"2430","-9.698625320348288","-9.698625320348288","-9.698625320348288"
"2431","-9.715836587639712","-9.715836587639712","-9.715836587639712"
"2432","-9.74242670151018","-9.74242670151018","-9.74242670151018"
"2433","-9.705275522955052","-9.705275522955052","-9.705275522955052"
"2434","-9.617126210647394","-9.617126210647394","-9.617126210647394"
"2435","-9.63125547717877","-9.63125547717877","-9.63125547717877"
"2436","-9.611277765145923","-9.611277765145923","-9.611277765145923"
"2437","-9.32686045044342","-9.32686045044342","-9.32686045044342"
"2438","-9.336020198824022","-9.336020198824022","-9.336020198824022"
"2439","-9.50469866363143","-9.50469866363143","-9.50469866363143"
"2440","-9.539358408114241","-9.539358408114241","-9.539358408114241"
"2441","-9.537637265383275","-9.537637265383275","-9.537637265383275"
"2442","-9.653849767330787","-9.653849767330787","-9.653849767330787"
"2443","-9.542897808879067","-9.542897808879067","-9.542897808879067"
"2444","-9.437725775678569","-9.437725775678569","-9.437725775678569"
"2445","-9.574293295881011","-9.574293295881011","-9.574293295881011"
"2446","-9.557606387451923","-9.557606387451923","-9.557606387451923"
"2447","-10.051248808078569","-10.051248808078569","-10.051248808078569"
"2448","-9.997196923240777","-9.997196923240777","-9.997196923240777"
"2449","-10.356763073080362","-10.356763073080362","-10.356763073080362"
"2450","-10.463491080583687","-10.463491080583687","-10.463491080583687"
"2451","-10.406700360285688","-10.406700360285688","-10.406700360285688"
"2452","-10.347235523276847","-10.347235523276847","-10.347235523276847"
"2453","-10.160485218482352","-10.160485218482352","-10.160485218482352"
"2454","-10.201117738229277","-10.201117738229277","-10.201117738229277"
"2455","-10.207993820032428","-10.207993820032428","-10.207993820032428"
"2456","-10.169445705552025","-10.169445705552025","-10.169445705552025"
"2457","-10.461113293713998","-10.461113293713998","-10.461113293713998"
"2458","-10.614057484138765","-10.614057484138765","-10.614057484138765"
"2459","-10.51578525020603","-10.51578525020603","-10.51578525020603"
"2460","-10.523012794258824","-10.523012794258824","-10.523012794258824"
"2461","-10.478230056269743","-10.478230056269743","-10.478230056269743"
"2462","-10.642339554330725","-10.642339554330725","-10.642339554330725"
"2463","-10.548423278253098","-10.548423278253098","-10.548423278253098"
"2464","-10.589706517939174","-10.589706517939174","-10.589706517939174"
"2465","-10.70694361650099","-10.70694361650099","-10.70694361650099"
"2466","-10.667292071775044","-10.667292071775044","-10.667292071775044"
"2467","-10.436581059003087","-10.436581059003087","-10.436581059003087"
"2468","-10.285477361584572","-10.285477361584572","-10.285477361584572"
"2469","-10.183607948564383","-10.183607948564383","-10.183607948564383"
"2470","-10.21639994955756","-10.21639994955756","-10.21639994955756"
"2471","-10.172882508865246","-10.172882508865246","-10.172882508865246"
"2472","-10.179025692697238","-10.179025692697238","-10.179025692697238"
"2473","-10.355084059584549","-10.355084059584549","-10.355084059584549"
"2474","-10.312248132653998","-10.312248132653998","-10.312248132653998"
"2475","-10.204771631356868","-10.204771631356868","-10.204771631356868"
"2476","-10.333948461588053","-10.333948461588053","-10.333948461588053"
"2477","-10.742175076685008","-10.742175076685008","-10.742175076685008"
"2478","-10.969547275557836","-10.969547275557836","-10.969547275557836"
"2479","-11.217868789205511","-11.217868789205511","-11.217868789205511"
"2480","-11.258185162079098","-11.258185162079098","-11.258185162079098"
"2481","-11.419725678231545","-11.419725678231545","-11.419725678231545"
"2482","-11.34637527915762","-11.34637527915762","-11.34637527915762"
"2483","-11.362254555344986","-11.362254555344986","-11.362254555344986"
"2484","-11.407922237730375","-11.407922237730375","-11.407922237730375"
"2485","-11.394084340954942","-11.394084340954942","-11.394084340954942"
"2486","-10.760392281115196","-10.760392281115196","-10.760392281115196"
"2487","-10.622585572028004","-10.622585572028004","-10.622585572028004"
"2488","-10.3469141977372","-10.3469141977372","-10.3469141977372"
"2489","-10.326110234046169","-10.326110234046169","-10.326110234046169"
"2490","-10.505296247606289","-10.505296247606289","-10.505296247606289"
"2491","-10.389096695458427","-10.389096695458427","-10.389096695458427"
"2492","-10.5269393302829","-10.5269393302829","-10.5269393302829"
"2493","-10.633339455134696","-10.633339455134696","-10.633339455134696"
"2494","-10.673127699005962","-10.673127699005962","-10.673127699005962"
"2495","-10.681465030966919","-10.681465030966919","-10.681465030966919"
"2496","-10.87681609779346","-10.87681609779346","-10.87681609779346"
"2497","-10.894621419200405","-10.894621419200405","-10.894621419200405"
"2498","-11.077832915892062","-11.077832915892062","-11.077832915892062"
"2499","-11.263500594144247","-11.263500594144247","-11.263500594144247"
"2500","-11.826429595034995","-11.826429595034995","-11.826429595034995"
"2501","-11.592653762161753","-11.592653762161753","-11.592653762161753"
"2502","-11.567977593952651","-11.567977593952651","-11.567977593952651"
"2503","-11.567280774334131","-11.567280774334131","-11.567280774334131"
"2504","-11.488365389738322","-11.488365389738322","-11.488365389738322"
"2505","-11.38424244849986","-11.38424244849986","-11.38424244849986"
"2506","-11.073856962881525","-11.073856962881525","-11.073856962881525"
"2507","-11.286500963586036","-11.286500963586036","-11.286500963586036"
"2508","-11.511087004401299","-11.511087004401299","-11.511087004401299"
"2509","-12.062809862906654","-12.062809862906654","-12.062809862906654"
"2510","-12.062219007343773","-12.062219007343773","-12.062219007343773"
"2511","-12.241857511208957","-12.241857511208957","-12.241857511208957"
"2512","-11.727368449018519","-11.727368449018519","-11.727368449018519"
"2513","-11.757640720294432","-11.757640720294432","-11.757640720294432"
"2514","-11.251479005886411","-11.251479005886411","-11.251479005886411"
"2515","-11.585930114273873","-11.585930114273873","-11.585930114273873"
"2516","-11.621977611946065","-11.621977611946065","-11.621977611946065"
"2517","-11.039573407924204","-11.039573407924204","-11.039573407924204"
"2518","-10.977396121419654","-10.977396121419654","-10.977396121419654"
"2519","-10.991875590956148","-10.991875590956148","-10.991875590956148"
"2520","-11.084211772300621","-11.084211772300621","-11.084211772300621"
"2521","-11.511307569879747","-11.511307569879747","-11.511307569879747"
"2522","-11.555147593574354","-11.555147593574354","-11.555147593574354"
"2523","-11.21051600229252","-11.21051600229252","-11.21051600229252"
"2524","-11.161613005853358","-11.161613005853358","-11.161613005853358"
"2525","-11.07472024772929","-11.07472024772929","-11.07472024772929"
"2526","-11.207163533605579","-11.207163533605579","-11.207163533605579"
"2527","-11.42133001058891","-11.42133001058891","-11.42133001058891"
"2528","-11.460810479526165","-11.460810479526165","-11.460810479526165"
"2529","-11.411751793727634","-11.411751793727634","-11.411751793727634"
"2530","-11.578727135726012","-11.578727135726012","-11.578727135726012"
"2531","-11.379567000513214","-11.379567000513214","-11.379567000513214"
"2532","-11.390382500109045","-11.390382500109045","-11.390382500109045"
"2533","-11.624718266278432","-11.624718266278432","-11.624718266278432"
"2534","-11.63943928186448","-11.63943928186448","-11.63943928186448"
"2535","-11.607260881322784","-11.607260881322784","-11.607260881322784"
"2536","-11.61124594208925","-11.61124594208925","-11.61124594208925"
"2537","-11.682306685349952","-11.682306685349952","-11.682306685349952"
"2538","-11.681740601397534","-11.681740601397534","-11.681740601397534"
"2539","-11.729149875031053","-11.729149875031053","-11.729149875031053"
"2540","-11.597141400394067","-11.597141400394067","-11.597141400394067"
"2541","-11.536172047716814","-11.536172047716814","-11.536172047716814"
"2542","-11.710505573925694","-11.710505573925694","-11.710505573925694"
"2543","-11.708465206335639","-11.708465206335639","-11.708465206335639"
"2544","-12.032785247724643","-12.032785247724643","-12.032785247724643"
"2545","-12.294460366457274","-12.294460366457274","-12.294460366457274"
"2546","-12.263811662100045","-12.263811662100045","-12.263811662100045"
"2547","-12.120855064427417","-12.120855064427417","-12.120855064427417"
"2548","-12.41052617419456","-12.41052617419456","-12.41052617419456"
"2549","-12.402064028914848","-12.402064028914848","-12.402064028914848"
"2550","-12.374663029484697","-12.374663029484697","-12.374663029484697"
"2551","-12.417233064884375","-12.417233064884375","-12.417233064884375"
"2552","-12.645686789496699","-12.645686789496699","-12.645686789496699"
"2553","-12.227402881415399","-12.227402881415399","-12.227402881415399"
"2554","-12.507445533682299","-12.507445533682299","-12.507445533682299"
"2555","-12.61068309693529","-12.61068309693529","-12.61068309693529"
"2556","-12.417800717832995","-12.417800717832995","-12.417800717832995"
"2557","-12.56615650839148","-12.56615650839148","-12.56615650839148"
"2558","-12.632448486074136","-12.632448486074136","-12.632448486074136"
"2559","-12.58175338972388","-12.58175338972388","-12.58175338972388"
"2560","-12.514420563033582","-12.514420563033582","-12.514420563033582"
"2561","-12.397723375321531","-12.397723375321531","-12.397723375321531"
"2562","-12.011917501671606","-12.011917501671606","-12.011917501671606"
"2563","-12.301792671859552","-12.301792671859552","-12.301792671859552"
"2564","-12.121414510300074","-12.121414510300074","-12.121414510300074"
"2565","-12.398384359685224","-12.398384359685224","-12.398384359685224"
"2566","-11.939418389822556","-11.939418389822556","-11.939418389822556"
"2567","-11.912338798606601","-11.912338798606601","-11.912338798606601"
"2568","-12.401233022223712","-12.401233022223712","-12.401233022223712"
"2569","-12.464033702823235","-12.464033702823235","-12.464033702823235"
"2570","-13.377452299700188","-13.377452299700188","-13.377452299700188"
"2571","-13.365113271203839","-13.365113271203839","-13.365113271203839"
"2572","-13.30820349979741","-13.30820349979741","-13.30820349979741"
"2573","-13.29342653189906","-13.29342653189906","-13.29342653189906"
"2574","-13.484317139968187","-13.484317139968187","-13.484317139968187"
"2575","-13.501685781568579","-13.501685781568579","-13.501685781568579"
"2576","-13.640990708928426","-13.640990708928426","-13.640990708928426"
"2577","-13.906466473549367","-13.906466473549367","-13.906466473549367"
"2578","-13.89751071066266","-13.89751071066266","-13.89751071066266"
"2579","-13.83726456430349","-13.83726456430349","-13.83726456430349"
"2580","-13.79473812512848","-13.79473812512848","-13.79473812512848"
"2581","-13.831106835988853","-13.831106835988853","-13.831106835988853"
"2582","-13.708739632493764","-13.708739632493764","-13.708739632493764"
"2583","-13.678047739669996","-13.678047739669996","-13.678047739669996"
"2584","-13.524065531895115","-13.524065531895115","-13.524065531895115"
"2585","-13.622425692682695","-13.622425692682695","-13.622425692682695"
"2586","-13.693671077597553","-13.693671077597553","-13.693671077597553"
"2587","-13.930502752233036","-13.930502752233036","-13.930502752233036"
"2588","-13.915309682065448","-13.915309682065448","-13.915309682065448"
"2589","-14.168063038587743","-14.168063038587743","-14.168063038587743"
"2590","-14.238430688098815","-14.238430688098815","-14.238430688098815"
"2591","-14.98149437959749","-14.98149437959749","-14.98149437959749"
"2592","-15.355800412420619","-15.355800412420619","-15.355800412420619"
"2593","-15.391773193705612","-15.391773193705612","-15.391773193705612"
"2594","-15.38755344461922","-15.38755344461922","-15.38755344461922"
"2595","-15.354169775954997","-15.354169775954997","-15.354169775954997"
"2596","-14.811279251601466","-14.811279251601466","-14.811279251601466"
"2597","-14.984694104832096","-14.984694104832096","-14.984694104832096"
"2598","-14.82285524299166","-14.82285524299166","-14.82285524299166"
"2599","-14.913884952653309","-14.913884952653309","-14.913884952653309"
"2600","-14.753299806786725","-14.753299806786725","-14.753299806786725"
"2601","-14.680328393099389","-14.680328393099389","-14.680328393099389"
"2602","-14.793386292447599","-14.793386292447599","-14.793386292447599"
"2603","-15.118852246180674","-15.118852246180674","-15.118852246180674"
"2604","-14.599561967257815","-14.599561967257815","-14.599561967257815"
"2605","-14.116946776180344","-14.116946776180344","-14.116946776180344"
"2606","-14.277182896623101","-14.277182896623101","-14.277182896623101"
"2607","-14.569887153895406","-14.569887153895406","-14.569887153895406"
"2608","-14.743179870685813","-14.743179870685813","-14.743179870685813"
"2609","-14.762685577067094","-14.762685577067094","-14.762685577067094"
"2610","-14.916182007426707","-14.916182007426707","-14.916182007426707"
"2611","-14.974225465827681","-14.974225465827681","-14.974225465827681"
"2612","-14.943858904175388","-14.943858904175388","-14.943858904175388"
"2613","-14.814864059735232","-14.814864059735232","-14.814864059735232"
"2614","-14.61332791251305","-14.61332791251305","-14.61332791251305"
"2615","-14.420191794062966","-14.420191794062966","-14.420191794062966"
"2616","-14.439673518469986","-14.439673518469986","-14.439673518469986"
"2617","-14.349173204722204","-14.349173204722204","-14.349173204722204"
"2618","-14.018822964427402","-14.018822964427402","-14.018822964427402"
"2619","-14.149507252830368","-14.149507252830368","-14.149507252830368"
"2620","-13.992169745010335","-13.992169745010335","-13.992169745010335"
"2621","-14.078571793041737","-14.078571793041737","-14.078571793041737"
"2622","-14.262637296600944","-14.262637296600944","-14.262637296600944"
"2623","-13.848296254633459","-13.848296254633459","-13.848296254633459"
"2624","-13.626643210939335","-13.626643210939335","-13.626643210939335"
"2625","-13.439063317070609","-13.439063317070609","-13.439063317070609"
"2626","-13.511542199935139","-13.511542199935139","-13.511542199935139"
"2627","-13.437807237508267","-13.437807237508267","-13.437807237508267"
"2628","-13.377989086503483","-13.377989086503483","-13.377989086503483"
"2629","-13.397584199489222","-13.397584199489222","-13.397584199489222"
"2630","-13.412128554541006","-13.412128554541006","-13.412128554541006"
"2631","-13.50802097808717","-13.50802097808717","-13.50802097808717"
"2632","-13.477891950022103","-13.477891950022103","-13.477891950022103"
"2633","-13.519902167226949","-13.519902167226949","-13.519902167226949"
"2634","-13.478350661197345","-13.478350661197345","-13.478350661197345"
"2635","-13.564772968065258","-13.564772968065258","-13.564772968065258"
"2636","-13.483379490412522","-13.483379490412522","-13.483379490412522"
"2637","-13.66636397780295","-13.66636397780295","-13.66636397780295"
"2638","-13.67265239015365","-13.67265239015365","-13.67265239015365"
"2639","-13.62877437171358","-13.62877437171358","-13.62877437171358"
"2640","-13.530962136461651","-13.530962136461651","-13.530962136461651"
"2641","-13.317231311472142","-13.317231311472142","-13.317231311472142"
"2642","-12.851338752227207","-12.851338752227207","-12.851338752227207"
"2643","-12.979894070511223","-12.979894070511223","-12.979894070511223"
"2644","-12.771971907696509","-12.771971907696509","-12.771971907696509"
"2645","-12.827644362524424","-12.827644362524424","-12.827644362524424"
"2646","-12.850459174452231","-12.850459174452231","-12.850459174452231"
"2647","-12.640409316158479","-12.640409316158479","-12.640409316158479"
"2648","-12.719352390175619","-12.719352390175619","-12.719352390175619"
"2649","-12.468981892959512","-12.468981892959512","-12.468981892959512"
"2650","-12.585535597256001","-12.585535597256001","-12.585535597256001"
"2651","-12.26753610890632","-12.26753610890632","-12.26753610890632"
"2652","-12.352933077335738","-12.352933077335738","-12.352933077335738"
"2653","-12.563577953780776","-12.563577953780776","-12.563577953780776"
"2654","-12.308156566991224","-12.308156566991224","-12.308156566991224"
"2655","-12.287442065666816","-12.287442065666816","-12.287442065666816"
"2656","-12.192862978031087","-12.192862978031087","-12.192862978031087"
"2657","-12.134336169438127","-12.134336169438127","-12.134336169438127"
"2658","-11.839575470029159","-11.839575470029159","-11.839575470029159"
"2659","-11.86478206732699","-11.86478206732699","-11.86478206732699"
"2660","-11.199517442526645","-11.199517442526645","-11.199517442526645"
"2661","-11.221074621700229","-11.221074621700229","-11.221074621700229"
"2662","-10.529988131313711","-10.529988131313711","-10.529988131313711"
"2663","-10.638989856289257","-10.638989856289257","-10.638989856289257"
"2664","-10.538535712657918","-10.538535712657918","-10.538535712657918"
"2665","-10.203601972759309","-10.203601972759309","-10.203601972759309"
"2666","-10.178839581697305","-10.178839581697305","-10.178839581697305"
"2667","-10.045016044116545","-10.045016044116545","-10.045016044116545"
"2668","-10.175285204011104","-10.175285204011104","-10.175285204011104"
"2669","-10.135589371693504","-10.135589371693504","-10.135589371693504"
"2670","-9.999313682979782","-9.999313682979782","-9.999313682979782"
"2671","-9.810269158130545","-9.810269158130545","-9.810269158130545"
"2672","-9.733366027092028","-9.733366027092028","-9.733366027092028"
"2673","-10.013292162949085","-10.013292162949085","-10.013292162949085"
"2674","-9.995149704968483","-9.995149704968483","-9.995149704968483"
"2675","-9.962846791851467","-9.962846791851467","-9.962846791851467"
"2676","-9.926004842340976","-9.926004842340976","-9.926004842340976"
"2677","-9.914133494970288","-9.914133494970288","-9.914133494970288"
"2678","-10.119861120924774","-10.119861120924774","-10.119861120924774"
"2679","-10.122940986924762","-10.122940986924762","-10.122940986924762"
"2680","-10.063867410429491","-10.063867410429491","-10.063867410429491"
"2681","-9.899675229976033","-9.899675229976033","-9.899675229976033"
"2682","-9.61640145433477","-9.61640145433477","-9.61640145433477"
"2683","-9.577918869476411","-9.577918869476411","-9.577918869476411"
"2684","-9.648836825542082","-9.648836825542082","-9.648836825542082"
"2685","-9.660542130290123","-9.660542130290123","-9.660542130290123"
"2686","-10.247578039316208","-10.247578039316208","-10.247578039316208"
"2687","-9.945198635839352","-9.945198635839352","-9.945198635839352"
"2688","-10.25945530142897","-10.25945530142897","-10.25945530142897"
"2689","-10.274261761674284","-10.274261761674284","-10.274261761674284"
"2690","-10.118222168283424","-10.118222168283424","-10.118222168283424"
"2691","-10.323426775143185","-10.323426775143185","-10.323426775143185"
"2692","-10.565726399358978","-10.565726399358978","-10.565726399358978"
"2693","-10.098705328890079","-10.098705328890079","-10.098705328890079"
"2694","-9.993920103036062","-9.993920103036062","-9.993920103036062"
"2695","-10.42423260383885","-10.42423260383885","-10.42423260383885"
"2696","-10.323857883839421","-10.323857883839421","-10.323857883839421"
"2697","-10.284626296098798","-10.284626296098798","-10.284626296098798"
"2698","-9.92269182374626","-9.92269182374626","-9.92269182374626"
"2699","-9.938714833326245","-9.938714833326245","-9.938714833326245"
"2700","-9.709207588124722","-9.709207588124722","-9.709207588124722"
"2701","-9.947564979743621","-9.947564979743621","-9.947564979743621"
"2702","-9.910237839343262","-9.910237839343262","-9.910237839343262"
"2703","-9.888320354674216","-9.888320354674216","-9.888320354674216"
"2704","-9.9390402331817","-9.9390402331817","-9.9390402331817"
"2705","-9.534945686755275","-9.534945686755275","-9.534945686755275"
"2706","-9.816923118259075","-9.816923118259075","-9.816923118259075"
"2707","-10.363259940999027","-10.363259940999027","-10.363259940999027"
"2708","-10.360690237935868","-10.360690237935868","-10.360690237935868"
"2709","-10.020323723729009","-10.020323723729009","-10.020323723729009"
"2710","-9.987413148427098","-9.987413148427098","-9.987413148427098"
"2711","-10.250877839453356","-10.250877839453356","-10.250877839453356"
"2712","-10.866592239324582","-10.866592239324582","-10.866592239324582"
"2713","-10.544822000429567","-10.544822000429567","-10.544822000429567"
"2714","-11.12584045943003","-11.12584045943003","-11.12584045943003"
"2715","-10.990269845452232","-10.990269845452232","-10.990269845452232"
"2716","-11.175026740673905","-11.175026740673905","-11.175026740673905"
"2717","-11.378759752539484","-11.378759752539484","-11.378759752539484"
"2718","-11.07741661587194","-11.07741661587194","-11.07741661587194"
"2719","-11.137164049729131","-11.137164049729131","-11.137164049729131"
"2720","-11.233990050700136","-11.233990050700136","-11.233990050700136"
"2721","-10.666581319139238","-10.666581319139238","-10.666581319139238"
"2722","-10.30655749672645","-10.30655749672645","-10.30655749672645"
"2723","-10.196233550012824","-10.196233550012824","-10.196233550012824"
"2724","-9.428069573106704","-9.428069573106704","-9.428069573106704"
"2725","-9.367871036998503","-9.367871036998503","-9.367871036998503"
"2726","-10.074013517303406","-10.074013517303406","-10.074013517303406"
"2727","-9.844899250721527","-9.844899250721527","-9.844899250721527"
"2728","-9.836868865411065","-9.836868865411065","-9.836868865411065"
"2729","-9.75917593878507","-9.75917593878507","-9.75917593878507"
"2730","-9.892945843439845","-9.892945843439845","-9.892945843439845"
"2731","-9.24918917548543","-9.24918917548543","-9.24918917548543"
"2732","-9.002355034995276","-9.002355034995276","-9.002355034995276"
"2733","-8.974294545354635","-8.974294545354635","-8.974294545354635"
"2734","-8.988161472402794","-8.988161472402794","-8.988161472402794"
"2735","-9.137167573054363","-9.137167573054363","-9.137167573054363"
"2736","-9.059601718431798","-9.059601718431798","-9.059601718431798"
"2737","-8.993967854023158","-8.993967854023158","-8.993967854023158"
"2738","-8.928318562356658","-8.928318562356658","-8.928318562356658"
"2739","-8.730743458393405","-8.730743458393405","-8.730743458393405"
"2740","-8.89729384850134","-8.89729384850134","-8.89729384850134"
"2741","-8.698842377220872","-8.698842377220872","-8.698842377220872"
"2742","-8.850729200756797","-8.850729200756797","-8.850729200756797"
"2743","-8.968233868488854","-8.968233868488854","-8.968233868488854"
"2744","-9.054046375868737","-9.054046375868737","-9.054046375868737"
"2745","-9.102287327075814","-9.102287327075814","-9.102287327075814"
"2746","-9.219967083438938","-9.219967083438938","-9.219967083438938"
