"Step","MADDPG_MADDPG_3_1 - Mean Episode Reward (Last 200 episodes)","MADDPG_MADDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG_MADDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MAX"
"499","-68.28618032486033","-68.28618032486033","-68.28618032486033"
"504","-68.2060506041852","-68.2060506041852","-68.2060506041852"
"509","-67.85689500752176","-67.85689500752176","-67.85689500752176"
"514","-68.29521413011352","-68.29521413011352","-68.29521413011352"
"519","-67.90108270939446","-67.90108270939446","-67.90108270939446"
"524","-67.56136892976873","-67.56136892976873","-67.56136892976873"
"529","-68.36060140576902","-68.36060140576902","-68.36060140576902"
"534","-68.1285735910883","-68.1285735910883","-68.1285735910883"
"539","-66.92807283159298","-66.92807283159298","-66.92807283159298"
"544","-66.60134263415317","-66.60134263415317","-66.60134263415317"
"549","-66.67256450656126","-66.67256450656126","-66.67256450656126"
"554","-66.34462083142112","-66.34462083142112","-66.34462083142112"
"559","-66.26658252293423","-66.26658252293423","-66.26658252293423"
"564","-65.95641670437553","-65.95641670437553","-65.95641670437553"
"569","-65.3392728436948","-65.3392728436948","-65.3392728436948"
"574","-65.37109054750076","-65.37109054750076","-65.37109054750076"
"579","-64.72347540994896","-64.72347540994896","-64.72347540994896"
"584","-63.74174998341758","-63.74174998341758","-63.74174998341758"
"589","-63.361369308684814","-63.361369308684814","-63.361369308684814"
"594","-62.78112454802382","-62.78112454802382","-62.78112454802382"
"599","-62.261703747240084","-62.261703747240084","-62.261703747240084"
"604","-62.3215514666121","-62.3215514666121","-62.3215514666121"
"609","-62.15809311701124","-62.15809311701124","-62.15809311701124"
"614","-61.77020210096083","-61.77020210096083","-61.77020210096083"
"619","-61.454507543364585","-61.454507543364585","-61.454507543364585"
"624","-61.236206075357714","-61.236206075357714","-61.236206075357714"
"629","-60.57202965989306","-60.57202965989306","-60.57202965989306"
"634","-59.88010374205445","-59.88010374205445","-59.88010374205445"
"639","-59.562487955787894","-59.562487955787894","-59.562487955787894"
"644","-58.562895892811554","-58.562895892811554","-58.562895892811554"
"649","-58.46941670409834","-58.46941670409834","-58.46941670409834"
"654","-58.36706336315289","-58.36706336315289","-58.36706336315289"
"659","-58.41937603948997","-58.41937603948997","-58.41937603948997"
"664","-58.45787430160519","-58.45787430160519","-58.45787430160519"
"669","-59.09609149575596","-59.09609149575596","-59.09609149575596"
"674","-58.17364551514308","-58.17364551514308","-58.17364551514308"
"679","-58.032055471986126","-58.032055471986126","-58.032055471986126"
"684","-58.054906973486965","-58.054906973486965","-58.054906973486965"
"689","-57.22832825659794","-57.22832825659794","-57.22832825659794"
"694","-56.76992676489185","-56.76992676489185","-56.76992676489185"
"699","-56.48333793107031","-56.48333793107031","-56.48333793107031"
"704","-56.32743690061573","-56.32743690061573","-56.32743690061573"
"709","-56.07669387828891","-56.07669387828891","-56.07669387828891"
"714","-55.561850789902614","-55.561850789902614","-55.561850789902614"
"719","-55.590251166714125","-55.590251166714125","-55.590251166714125"
"724","-55.3619171136667","-55.3619171136667","-55.3619171136667"
"729","-55.24312165377696","-55.24312165377696","-55.24312165377696"
"734","-55.11134613324613","-55.11134613324613","-55.11134613324613"
"739","-54.60347040151981","-54.60347040151981","-54.60347040151981"
"744","-54.509606639711","-54.509606639711","-54.509606639711"
"749","-54.26053683016202","-54.26053683016202","-54.26053683016202"
"754","-54.00526544589425","-54.00526544589425","-54.00526544589425"
"759","-53.74642255896304","-53.74642255896304","-53.74642255896304"
"764","-53.372663634120215","-53.372663634120215","-53.372663634120215"
"769","-52.465227009122145","-52.465227009122145","-52.465227009122145"
"774","-52.19810712182877","-52.19810712182877","-52.19810712182877"
"779","-51.977877138005404","-51.977877138005404","-51.977877138005404"
"784","-51.756507088207904","-51.756507088207904","-51.756507088207904"
"789","-51.25921038890172","-51.25921038890172","-51.25921038890172"
"794","-51.124717394368744","-51.124717394368744","-51.124717394368744"
"799","-50.90641771949011","-50.90641771949011","-50.90641771949011"
"804","-50.65075784759645","-50.65075784759645","-50.65075784759645"
"809","-50.344299586516875","-50.344299586516875","-50.344299586516875"
"814","-50.08974665115662","-50.08974665115662","-50.08974665115662"
"819","-49.91162013580411","-49.91162013580411","-49.91162013580411"
"824","-49.91859475441013","-49.91859475441013","-49.91859475441013"
"829","-49.26974121608427","-49.26974121608427","-49.26974121608427"
"834","-48.823525617114036","-48.823525617114036","-48.823525617114036"
"839","-48.22725041589522","-48.22725041589522","-48.22725041589522"
"844","-48.166479213757775","-48.166479213757775","-48.166479213757775"
"849","-47.59603324813433","-47.59603324813433","-47.59603324813433"
"854","-47.484831190266135","-47.484831190266135","-47.484831190266135"
"859","-46.81662519571946","-46.81662519571946","-46.81662519571946"
"864","-46.64059892906131","-46.64059892906131","-46.64059892906131"
"869","-46.461759277376885","-46.461759277376885","-46.461759277376885"
"874","-46.38320904633923","-46.38320904633923","-46.38320904633923"
"879","-45.76607948561335","-45.76607948561335","-45.76607948561335"
"884","-45.79475736554643","-45.79475736554643","-45.79475736554643"
"889","-45.62683355928422","-45.62683355928422","-45.62683355928422"
"894","-46.060427469150575","-46.060427469150575","-46.060427469150575"
"899","-45.88950506979258","-45.88950506979258","-45.88950506979258"
"904","-45.85217934020633","-45.85217934020633","-45.85217934020633"
"909","-45.74406234360801","-45.74406234360801","-45.74406234360801"
"914","-45.56614554580638","-45.56614554580638","-45.56614554580638"
"919","-45.254315314741746","-45.254315314741746","-45.254315314741746"
"924","-45.13632815108272","-45.13632815108272","-45.13632815108272"
"929","-45.00852579671658","-45.00852579671658","-45.00852579671658"
"934","-44.64097929249089","-44.64097929249089","-44.64097929249089"
"939","-44.78690892246703","-44.78690892246703","-44.78690892246703"
"944","-44.616185547751044","-44.616185547751044","-44.616185547751044"
"949","-44.244598486562694","-44.244598486562694","-44.244598486562694"
"954","-43.932209782424735","-43.932209782424735","-43.932209782424735"
"959","-43.78286571411592","-43.78286571411592","-43.78286571411592"
"964","-43.60368533589648","-43.60368533589648","-43.60368533589648"
"969","-43.45807398222769","-43.45807398222769","-43.45807398222769"
"974","-43.320463242949884","-43.320463242949884","-43.320463242949884"
"979","-43.24891174348628","-43.24891174348628","-43.24891174348628"
"984","-43.012758236896495","-43.012758236896495","-43.012758236896495"
"989","-42.5639630890491","-42.5639630890491","-42.5639630890491"
"994","-42.071374464492365","-42.071374464492365","-42.071374464492365"
"999","-41.1569449321734","-41.1569449321734","-41.1569449321734"
"1004","-40.94297980402211","-40.94297980402211","-40.94297980402211"
"1009","-40.77005065055977","-40.77005065055977","-40.77005065055977"
"1014","-39.9663883765364","-39.9663883765364","-39.9663883765364"
"1019","-38.843280360006126","-38.843280360006126","-38.843280360006126"
"1024","-38.15900691579847","-38.15900691579847","-38.15900691579847"
"1029","-37.85512196210861","-37.85512196210861","-37.85512196210861"
"1034","-37.531813057568094","-37.531813057568094","-37.531813057568094"
"1039","-36.55170469913199","-36.55170469913199","-36.55170469913199"
"1044","-36.05615739449742","-36.05615739449742","-36.05615739449742"
"1049","-35.325055946891005","-35.325055946891005","-35.325055946891005"
"1054","-33.83189060090455","-33.83189060090455","-33.83189060090455"
"1059","-33.29805738515501","-33.29805738515501","-33.29805738515501"
"1064","-32.88591593483409","-32.88591593483409","-32.88591593483409"
"1069","-32.65070301630712","-32.65070301630712","-32.65070301630712"
"1074","-31.85383431059391","-31.85383431059391","-31.85383431059391"
"1079","-31.153960685210745","-31.153960685210745","-31.153960685210745"
"1084","-29.674681079013922","-29.674681079013922","-29.674681079013922"
"1089","-29.41614602870535","-29.41614602870535","-29.41614602870535"
"1094","-28.558947058672725","-28.558947058672725","-28.558947058672725"
"1099","-28.25157817089735","-28.25157817089735","-28.25157817089735"
"1104","-27.742234790070473","-27.742234790070473","-27.742234790070473"
"1109","-27.226998618422623","-27.226998618422623","-27.226998618422623"
"1114","-26.028550590886617","-26.028550590886617","-26.028550590886617"
"1119","-24.64396064539711","-24.64396064539711","-24.64396064539711"
"1124","-23.877080124085026","-23.877080124085026","-23.877080124085026"
"1129","-23.462056814042555","-23.462056814042555","-23.462056814042555"
"1134","-23.210989045659613","-23.210989045659613","-23.210989045659613"
"1139","-22.10548041651582","-22.10548041651582","-22.10548041651582"
"1144","-21.841188348779454","-21.841188348779454","-21.841188348779454"
"1149","-21.30529333951342","-21.30529333951342","-21.30529333951342"
"1154","-20.77706118267401","-20.77706118267401","-20.77706118267401"
"1159","-20.18467841352561","-20.18467841352561","-20.18467841352561"
"1164","-20.028674548473795","-20.028674548473795","-20.028674548473795"
"1169","-19.43737895998084","-19.43737895998084","-19.43737895998084"
"1174","-18.983562246803718","-18.983562246803718","-18.983562246803718"
"1179","-18.675938424345663","-18.675938424345663","-18.675938424345663"
"1184","-18.19238304807905","-18.19238304807905","-18.19238304807905"
"1189","-17.944358002327604","-17.944358002327604","-17.944358002327604"
"1194","-17.562493862150916","-17.562493862150916","-17.562493862150916"
"1199","-17.5516957444944","-17.5516957444944","-17.5516957444944"
"1204","-17.28254736162368","-17.28254736162368","-17.28254736162368"
"1209","-17.698368440876706","-17.698368440876706","-17.698368440876706"
"1214","-17.521998863740734","-17.521998863740734","-17.521998863740734"
"1219","-17.45503252058338","-17.45503252058338","-17.45503252058338"
"1224","-17.8414105332336","-17.8414105332336","-17.8414105332336"
"1229","-17.707618278027745","-17.707618278027745","-17.707618278027745"
"1234","-17.82219884125997","-17.82219884125997","-17.82219884125997"
"1239","-17.804794034542496","-17.804794034542496","-17.804794034542496"
"1244","-17.635534035881047","-17.635534035881047","-17.635534035881047"
"1249","-17.153434463451255","-17.153434463451255","-17.153434463451255"
"1254","-16.995623091338327","-16.995623091338327","-16.995623091338327"
"1259","-16.874722776450295","-16.874722776450295","-16.874722776450295"
"1264","-16.78381770612044","-16.78381770612044","-16.78381770612044"
"1269","-16.216659794547073","-16.216659794547073","-16.216659794547073"
"1274","-16.1552913184249","-16.1552913184249","-16.1552913184249"
"1279","-15.300620145882402","-15.300620145882402","-15.300620145882402"
"1284","-15.238806802542294","-15.238806802542294","-15.238806802542294"
"1289","-15.219437633207717","-15.219437633207717","-15.219437633207717"
"1294","-15.467421684663902","-15.467421684663902","-15.467421684663902"
"1299","-15.436678905478084","-15.436678905478084","-15.436678905478084"
"1304","-15.48613545507315","-15.48613545507315","-15.48613545507315"
"1309","-15.391339849193365","-15.391339849193365","-15.391339849193365"
"1314","-15.33791691149036","-15.33791691149036","-15.33791691149036"
"1319","-15.053995999291327","-15.053995999291327","-15.053995999291327"
"1324","-15.096488899726621","-15.096488899726621","-15.096488899726621"
"1329","-14.754359501254685","-14.754359501254685","-14.754359501254685"
"1334","-14.689084801670855","-14.689084801670855","-14.689084801670855"
"1339","-14.185746336577758","-14.185746336577758","-14.185746336577758"
"1344","-14.075441002802302","-14.075441002802302","-14.075441002802302"
"1349","-13.929059769076487","-13.929059769076487","-13.929059769076487"
"1354","-13.06333178655239","-13.06333178655239","-13.06333178655239"
"1359","-12.799447278381367","-12.799447278381367","-12.799447278381367"
"1364","-12.710437566493919","-12.710437566493919","-12.710437566493919"
"1369","-12.75682747955349","-12.75682747955349","-12.75682747955349"
"1374","-12.689537406654487","-12.689537406654487","-12.689537406654487"
"1379","-12.294970685181301","-12.294970685181301","-12.294970685181301"
"1384","-12.279470959752068","-12.279470959752068","-12.279470959752068"
"1389","-12.090679847393218","-12.090679847393218","-12.090679847393218"
"1394","-12.526607407503773","-12.526607407503773","-12.526607407503773"
"1399","-12.793480760527443","-12.793480760527443","-12.793480760527443"
"1404","-12.72867087733023","-12.72867087733023","-12.72867087733023"
"1409","-12.550639227920279","-12.550639227920279","-12.550639227920279"
"1414","-12.346435572422756","-12.346435572422756","-12.346435572422756"
"1419","-12.339876266110268","-12.339876266110268","-12.339876266110268"
"1424","-12.44126760112491","-12.44126760112491","-12.44126760112491"
"1429","-12.568679086763241","-12.568679086763241","-12.568679086763241"
"1434","-12.785785946486788","-12.785785946486788","-12.785785946486788"
"1439","-12.667944568596496","-12.667944568596496","-12.667944568596496"
"1444","-12.460286754002363","-12.460286754002363","-12.460286754002363"
"1449","-12.64259504645485","-12.64259504645485","-12.64259504645485"
"1454","-12.560479840829396","-12.560479840829396","-12.560479840829396"
"1459","-12.490386114429446","-12.490386114429446","-12.490386114429446"
"1464","-12.22287950231767","-12.22287950231767","-12.22287950231767"
"1469","-12.312926398707452","-12.312926398707452","-12.312926398707452"
"1474","-12.10341371321854","-12.10341371321854","-12.10341371321854"
"1479","-11.984042917084944","-11.984042917084944","-11.984042917084944"
"1484","-11.92715621782447","-11.92715621782447","-11.92715621782447"
"1489","-12.022180692513214","-12.022180692513214","-12.022180692513214"
"1494","-11.22922682643147","-11.22922682643147","-11.22922682643147"
"1499","-11.22753759117876","-11.22753759117876","-11.22753759117876"
"1504","-10.889137867666552","-10.889137867666552","-10.889137867666552"
"1509","-10.792762477143778","-10.792762477143778","-10.792762477143778"
"1514","-9.094998334686649","-9.094998334686649","-9.094998334686649"
"1519","-9.037029577306322","-9.037029577306322","-9.037029577306322"
"1524","-9.03237671507475","-9.03237671507475","-9.03237671507475"
"1529","-8.346358933795859","-8.346358933795859","-8.346358933795859"
"1534","-8.046596547942418","-8.046596547942418","-8.046596547942418"
"1539","-8.440340698680677","-8.440340698680677","-8.440340698680677"
"1544","-8.378711960966571","-8.378711960966571","-8.378711960966571"
"1549","-7.853516392296974","-7.853516392296974","-7.853516392296974"
"1554","-7.8252442600164525","-7.8252442600164525","-7.8252442600164525"
"1559","-7.608322328527493","-7.608322328527493","-7.608322328527493"
"1564","-7.667666315317381","-7.667666315317381","-7.667666315317381"
"1569","-7.832711384532717","-7.832711384532717","-7.832711384532717"
"1574","-7.618913946413993","-7.618913946413993","-7.618913946413993"
"1579","-7.761661249772816","-7.761661249772816","-7.761661249772816"
"1584","-8.278909554015602","-8.278909554015602","-8.278909554015602"
"1589","-8.697185482571344","-8.697185482571344","-8.697185482571344"
"1594","-8.625950439460915","-8.625950439460915","-8.625950439460915"
"1599","-8.742758150053255","-8.742758150053255","-8.742758150053255"
"1604","-8.467037296530975","-8.467037296530975","-8.467037296530975"
"1609","-8.445957503094213","-8.445957503094213","-8.445957503094213"
"1614","-8.44683081716778","-8.44683081716778","-8.44683081716778"
"1619","-8.435886179534748","-8.435886179534748","-8.435886179534748"
"1624","-8.400315775806526","-8.400315775806526","-8.400315775806526"
"1629","-8.25971033508408","-8.25971033508408","-8.25971033508408"
"1634","-8.591089190180272","-8.591089190180272","-8.591089190180272"
"1639","-8.127979127926963","-8.127979127926963","-8.127979127926963"
"1644","-8.689393520971015","-8.689393520971015","-8.689393520971015"
"1649","-8.534853134122331","-8.534853134122331","-8.534853134122331"
"1654","-8.401349496905901","-8.401349496905901","-8.401349496905901"
"1659","-8.237817753026963","-8.237817753026963","-8.237817753026963"
"1664","-7.992419744245183","-7.992419744245183","-7.992419744245183"
"1669","-7.355195600769797","-7.355195600769797","-7.355195600769797"
"1674","-7.7710826866232745","-7.7710826866232745","-7.7710826866232745"
"1679","-7.347169472282939","-7.347169472282939","-7.347169472282939"
"1684","-7.101632541527216","-7.101632541527216","-7.101632541527216"
"1689","-7.469704512064234","-7.469704512064234","-7.469704512064234"
"1694","-7.679541184506361","-7.679541184506361","-7.679541184506361"
"1699","-7.767632895008212","-7.767632895008212","-7.767632895008212"
"1704","-7.682617113258706","-7.682617113258706","-7.682617113258706"
"1709","-7.628507157723187","-7.628507157723187","-7.628507157723187"
"1714","-7.7672131427897355","-7.7672131427897355","-7.7672131427897355"
"1719","-7.542160678159555","-7.542160678159555","-7.542160678159555"
"1724","-7.489619075427974","-7.489619075427974","-7.489619075427974"
"1729","-7.227126119374787","-7.227126119374787","-7.227126119374787"
"1734","-7.250451217451046","-7.250451217451046","-7.250451217451046"
"1739","-7.524932925169402","-7.524932925169402","-7.524932925169402"
"1744","-7.4117587100280184","-7.4117587100280184","-7.4117587100280184"
"1749","-7.4113069129180325","-7.4113069129180325","-7.4113069129180325"
"1754","-7.515651277856016","-7.515651277856016","-7.515651277856016"
"1759","-7.519500010006882","-7.519500010006882","-7.519500010006882"
"1764","-7.5992861531527875","-7.5992861531527875","-7.5992861531527875"
"1769","-8.201205369097256","-8.201205369097256","-8.201205369097256"
"1774","-8.222069534928918","-8.222069534928918","-8.222069534928918"
"1779","-8.225437248533963","-8.225437248533963","-8.225437248533963"
"1784","-8.228116212041058","-8.228116212041058","-8.228116212041058"
"1789","-8.442697529718801","-8.442697529718801","-8.442697529718801"
"1794","-8.395958058331354","-8.395958058331354","-8.395958058331354"
"1799","-8.080118703444823","-8.080118703444823","-8.080118703444823"
"1804","-8.170576924994682","-8.170576924994682","-8.170576924994682"
"1809","-8.154294573054527","-8.154294573054527","-8.154294573054527"
"1814","-8.371907397739571","-8.371907397739571","-8.371907397739571"
"1819","-8.370234660247391","-8.370234660247391","-8.370234660247391"
"1824","-8.448792364133654","-8.448792364133654","-8.448792364133654"
"1829","-8.786822826488223","-8.786822826488223","-8.786822826488223"
"1834","-9.126761237985459","-9.126761237985459","-9.126761237985459"
"1839","-9.270082882874474","-9.270082882874474","-9.270082882874474"
"1844","-9.162550544781498","-9.162550544781498","-9.162550544781498"
"1849","-9.458232756820923","-9.458232756820923","-9.458232756820923"
"1854","-9.179050480721452","-9.179050480721452","-9.179050480721452"
"1859","-9.565113461371723","-9.565113461371723","-9.565113461371723"
"1864","-9.6248535969172","-9.6248535969172","-9.6248535969172"
"1869","-9.67817168654271","-9.67817168654271","-9.67817168654271"
"1874","-9.627911933096986","-9.627911933096986","-9.627911933096986"
"1879","-10.138281155465885","-10.138281155465885","-10.138281155465885"
"1884","-10.116504098933596","-10.116504098933596","-10.116504098933596"
"1889","-10.143829597411678","-10.143829597411678","-10.143829597411678"
"1894","-9.70849703395824","-9.70849703395824","-9.70849703395824"
"1899","-9.713662726194368","-9.713662726194368","-9.713662726194368"
"1904","-9.657202611734863","-9.657202611734863","-9.657202611734863"
"1909","-9.881605153061109","-9.881605153061109","-9.881605153061109"
"1914","-9.765718842986042","-9.765718842986042","-9.765718842986042"
"1919","-9.587255566188576","-9.587255566188576","-9.587255566188576"
"1924","-9.800835054622762","-9.800835054622762","-9.800835054622762"
"1929","-9.704415450430874","-9.704415450430874","-9.704415450430874"
"1934","-9.610296951716148","-9.610296951716148","-9.610296951716148"
"1939","-9.320649092293538","-9.320649092293538","-9.320649092293538"
"1944","-9.361462872765443","-9.361462872765443","-9.361462872765443"
"1949","-9.566699935164067","-9.566699935164067","-9.566699935164067"
"1954","-9.623191235838526","-9.623191235838526","-9.623191235838526"
"1959","-9.646766815019047","-9.646766815019047","-9.646766815019047"
"1964","-9.75466723627938","-9.75466723627938","-9.75466723627938"
"1969","-9.926636393121273","-9.926636393121273","-9.926636393121273"
"1974","-10.086400833157164","-10.086400833157164","-10.086400833157164"
"1979","-9.998238301916524","-9.998238301916524","-9.998238301916524"
"1984","-10.166230132932187","-10.166230132932187","-10.166230132932187"
"1989","-10.482171731248886","-10.482171731248886","-10.482171731248886"
"1994","-10.815719741717963","-10.815719741717963","-10.815719741717963"
"1999","-11.717917667894756","-11.717917667894756","-11.717917667894756"
"2004","-11.838372074784793","-11.838372074784793","-11.838372074784793"
"2009","-11.755473092115407","-11.755473092115407","-11.755473092115407"
"2014","-11.987787339535302","-11.987787339535302","-11.987787339535302"
"2019","-12.383538314416999","-12.383538314416999","-12.383538314416999"
"2024","-12.15231994717173","-12.15231994717173","-12.15231994717173"
"2029","-12.237195233144286","-12.237195233144286","-12.237195233144286"
"2034","-12.445092165889433","-12.445092165889433","-12.445092165889433"
"2039","-12.498191423188398","-12.498191423188398","-12.498191423188398"
"2044","-12.599801031384272","-12.599801031384272","-12.599801031384272"
"2049","-12.705248678730248","-12.705248678730248","-12.705248678730248"
"2054","-13.741860406354427","-13.741860406354427","-13.741860406354427"
"2059","-14.039766511710997","-14.039766511710997","-14.039766511710997"
"2064","-13.979975660775347","-13.979975660775347","-13.979975660775347"
"2069","-14.02376077693666","-14.02376077693666","-14.02376077693666"
"2074","-12.797211737076202","-12.797211737076202","-12.797211737076202"
"2079","-12.858942827529747","-12.858942827529747","-12.858942827529747"
"2084","-12.903435098977232","-12.903435098977232","-12.903435098977232"
"2089","-12.853345091084407","-12.853345091084407","-12.853345091084407"
"2094","-13.228324638024162","-13.228324638024162","-13.228324638024162"
"2099","-13.433994162042323","-13.433994162042323","-13.433994162042323"
"2104","-13.575098341415528","-13.575098341415528","-13.575098341415528"
"2109","-13.642454858668135","-13.642454858668135","-13.642454858668135"
"2114","-13.688871892641869","-13.688871892641869","-13.688871892641869"
"2119","-13.721627423553361","-13.721627423553361","-13.721627423553361"
"2124","-13.527138393232752","-13.527138393232752","-13.527138393232752"
"2129","-13.646611762378361","-13.646611762378361","-13.646611762378361"
"2134","-13.752676806922166","-13.752676806922166","-13.752676806922166"
"2139","-13.84291690803105","-13.84291690803105","-13.84291690803105"
"2144","-13.85892491759524","-13.85892491759524","-13.85892491759524"
"2149","-13.759384689380104","-13.759384689380104","-13.759384689380104"
"2154","-13.863298537771989","-13.863298537771989","-13.863298537771989"
