"Step","MADDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"716","-19.96930404833264","-19.96930404833264","-19.96930404833264"
"717","-19.88906246122045","-19.88906246122045","-19.88906246122045"
"718","-19.768873311784702","-19.768873311784702","-19.768873311784702"
"719","-19.73406725356511","-19.73406725356511","-19.73406725356511"
"720","-19.554205800175367","-19.554205800175367","-19.554205800175367"
"721","-19.609020607663737","-19.609020607663737","-19.609020607663737"
"722","-19.690578076625226","-19.690578076625226","-19.690578076625226"
"723","-19.675386755893797","-19.675386755893797","-19.675386755893797"
"724","-19.69653520431089","-19.69653520431089","-19.69653520431089"
"725","-19.53478661793638","-19.53478661793638","-19.53478661793638"
"726","-19.477459370744135","-19.477459370744135","-19.477459370744135"
"727","-19.708737777601733","-19.708737777601733","-19.708737777601733"
"728","-19.536482872526623","-19.536482872526623","-19.536482872526623"
"729","-19.2754807333851","-19.2754807333851","-19.2754807333851"
"730","-19.151244016303256","-19.151244016303256","-19.151244016303256"
"731","-19.096470767268166","-19.096470767268166","-19.096470767268166"
"732","-18.973541427110103","-18.973541427110103","-18.973541427110103"
"733","-18.476133407726273","-18.476133407726273","-18.476133407726273"
"734","-18.693285939768028","-18.693285939768028","-18.693285939768028"
"735","-17.87940968801867","-17.87940968801867","-17.87940968801867"
"736","-17.8268375060179","-17.8268375060179","-17.8268375060179"
"737","-17.77823798584139","-17.77823798584139","-17.77823798584139"
"738","-17.638678789731095","-17.638678789731095","-17.638678789731095"
"739","-17.67371522669465","-17.67371522669465","-17.67371522669465"
"740","-17.40949150105699","-17.40949150105699","-17.40949150105699"
"741","-17.523841719490044","-17.523841719490044","-17.523841719490044"
"742","-17.739955053564938","-17.739955053564938","-17.739955053564938"
"743","-18.019799655225377","-18.019799655225377","-18.019799655225377"
"744","-17.998084632173153","-17.998084632173153","-17.998084632173153"
"745","-17.940982265696015","-17.940982265696015","-17.940982265696015"
"746","-17.921257240923534","-17.921257240923534","-17.921257240923534"
"747","-17.86499064465189","-17.86499064465189","-17.86499064465189"
"748","-17.681350057729745","-17.681350057729745","-17.681350057729745"
"749","-17.37154130106153","-17.37154130106153","-17.37154130106153"
"750","-17.363599609878165","-17.363599609878165","-17.363599609878165"
"751","-17.62409308775503","-17.62409308775503","-17.62409308775503"
"752","-17.683033627584713","-17.683033627584713","-17.683033627584713"
"753","-18.198773064780738","-18.198773064780738","-18.198773064780738"
"754","-18.65998072828889","-18.65998072828889","-18.65998072828889"
"755","-18.65630908353316","-18.65630908353316","-18.65630908353316"
"756","-18.47927620721673","-18.47927620721673","-18.47927620721673"
"757","-18.05777797788188","-18.05777797788188","-18.05777797788188"
"758","-18.353297126159653","-18.353297126159653","-18.353297126159653"
"759","-18.595047047324883","-18.595047047324883","-18.595047047324883"
"760","-18.621653691041764","-18.621653691041764","-18.621653691041764"
"761","-18.641135922575533","-18.641135922575533","-18.641135922575533"
"762","-18.58174452232033","-18.58174452232033","-18.58174452232033"
"763","-18.401803166049305","-18.401803166049305","-18.401803166049305"
"764","-18.286846048129053","-18.286846048129053","-18.286846048129053"
"765","-18.321665739041485","-18.321665739041485","-18.321665739041485"
"766","-18.29824097609795","-18.29824097609795","-18.29824097609795"
"767","-18.606108765233177","-18.606108765233177","-18.606108765233177"
"768","-18.596895404991965","-18.596895404991965","-18.596895404991965"
"769","-18.488037236788404","-18.488037236788404","-18.488037236788404"
"770","-18.690405089908396","-18.690405089908396","-18.690405089908396"
"771","-18.782886056991757","-18.782886056991757","-18.782886056991757"
"772","-19.234480299921703","-19.234480299921703","-19.234480299921703"
"773","-19.505243175912252","-19.505243175912252","-19.505243175912252"
"774","-19.616248560186282","-19.616248560186282","-19.616248560186282"
"775","-19.644974638104863","-19.644974638104863","-19.644974638104863"
"776","-19.90468271359869","-19.90468271359869","-19.90468271359869"
"777","-19.661201172576597","-19.661201172576597","-19.661201172576597"
"778","-20.29247065891867","-20.29247065891867","-20.29247065891867"
"779","-19.65820877812432","-19.65820877812432","-19.65820877812432"
"780","-19.491413443856786","-19.491413443856786","-19.491413443856786"
"781","-20.08892508528512","-20.08892508528512","-20.08892508528512"
"782","-20.314042065716684","-20.314042065716684","-20.314042065716684"
"783","-20.448065652525894","-20.448065652525894","-20.448065652525894"
"784","-20.391530421654647","-20.391530421654647","-20.391530421654647"
"785","-20.272815394121896","-20.272815394121896","-20.272815394121896"
"786","-20.375966564245537","-20.375966564245537","-20.375966564245537"
"787","-20.399853993618052","-20.399853993618052","-20.399853993618052"
"788","-20.73640210829383","-20.73640210829383","-20.73640210829383"
"789","-20.239511221365298","-20.239511221365298","-20.239511221365298"
"790","-20.41683246195519","-20.41683246195519","-20.41683246195519"
"791","-19.979158122225364","-19.979158122225364","-19.979158122225364"
"792","-20.091429881213255","-20.091429881213255","-20.091429881213255"
"793","-20.333276964406203","-20.333276964406203","-20.333276964406203"
"794","-20.770996968168728","-20.770996968168728","-20.770996968168728"
"795","-20.845330144739776","-20.845330144739776","-20.845330144739776"
"796","-21.03297653446412","-21.03297653446412","-21.03297653446412"
"797","-22.24279529630886","-22.24279529630886","-22.24279529630886"
"798","-22.49148054520646","-22.49148054520646","-22.49148054520646"
"799","-22.50955421347403","-22.50955421347403","-22.50955421347403"
"800","-22.688942505983274","-22.688942505983274","-22.688942505983274"
"801","-22.92747552473492","-22.92747552473492","-22.92747552473492"
"802","-22.789175332910578","-22.789175332910578","-22.789175332910578"
"803","-22.723885853866623","-22.723885853866623","-22.723885853866623"
"804","-22.750398491728493","-22.750398491728493","-22.750398491728493"
"805","-22.788340917895372","-22.788340917895372","-22.788340917895372"
"806","-22.796850509625337","-22.796850509625337","-22.796850509625337"
"807","-22.793921806799595","-22.793921806799595","-22.793921806799595"
"808","-22.72005903868386","-22.72005903868386","-22.72005903868386"
"809","-22.453160469720366","-22.453160469720366","-22.453160469720366"
"810","-22.754358913939864","-22.754358913939864","-22.754358913939864"
"811","-23.092768324768063","-23.092768324768063","-23.092768324768063"
"812","-23.052086883125277","-23.052086883125277","-23.052086883125277"
"813","-22.729262035944917","-22.729262035944917","-22.729262035944917"
"814","-22.903700704376156","-22.903700704376156","-22.903700704376156"
"815","-22.69941222467513","-22.69941222467513","-22.69941222467513"
"816","-22.36738871073515","-22.36738871073515","-22.36738871073515"
"817","-22.05448224880115","-22.05448224880115","-22.05448224880115"
"818","-22.48038495453172","-22.48038495453172","-22.48038495453172"
"819","-22.35475836707234","-22.35475836707234","-22.35475836707234"
"820","-22.29951771420566","-22.29951771420566","-22.29951771420566"
"821","-22.071467428317884","-22.071467428317884","-22.071467428317884"
"822","-21.852661358748115","-21.852661358748115","-21.852661358748115"
"823","-21.850272951877546","-21.850272951877546","-21.850272951877546"
"824","-21.55045180871268","-21.55045180871268","-21.55045180871268"
"825","-21.128984117822935","-21.128984117822935","-21.128984117822935"
"826","-21.277274985006034","-21.277274985006034","-21.277274985006034"
"827","-21.471593711670206","-21.471593711670206","-21.471593711670206"
"828","-21.185410146564845","-21.185410146564845","-21.185410146564845"
"829","-20.70311549789142","-20.70311549789142","-20.70311549789142"
"830","-20.794736563902067","-20.794736563902067","-20.794736563902067"
"831","-20.630437571209654","-20.630437571209654","-20.630437571209654"
"832","-20.749771944769524","-20.749771944769524","-20.749771944769524"
"833","-20.89750771612729","-20.89750771612729","-20.89750771612729"
"834","-20.976307384449488","-20.976307384449488","-20.976307384449488"
"835","-20.58522666192066","-20.58522666192066","-20.58522666192066"
"836","-20.689047566489318","-20.689047566489318","-20.689047566489318"
"837","-20.502202576976924","-20.502202576976924","-20.502202576976924"
"838","-20.664666018896156","-20.664666018896156","-20.664666018896156"
"839","-20.70839527598409","-20.70839527598409","-20.70839527598409"
"840","-20.70003687481241","-20.70003687481241","-20.70003687481241"
"841","-20.629821275804588","-20.629821275804588","-20.629821275804588"
"842","-20.86041313993047","-20.86041313993047","-20.86041313993047"
"843","-20.979741436654667","-20.979741436654667","-20.979741436654667"
"844","-20.945864532104746","-20.945864532104746","-20.945864532104746"
"845","-21.22241520878442","-21.22241520878442","-21.22241520878442"
"846","-21.513192599877865","-21.513192599877865","-21.513192599877865"
"847","-21.654356826155126","-21.654356826155126","-21.654356826155126"
"848","-21.315483046652243","-21.315483046652243","-21.315483046652243"
"849","-21.252581169050142","-21.252581169050142","-21.252581169050142"
"850","-21.20348674118837","-21.20348674118837","-21.20348674118837"
"851","-21.88283483033956","-21.88283483033956","-21.88283483033956"
"852","-21.938563885722633","-21.938563885722633","-21.938563885722633"
"853","-22.578949447103955","-22.578949447103955","-22.578949447103955"
"854","-22.558196373657246","-22.558196373657246","-22.558196373657246"
"855","-22.30450323281166","-22.30450323281166","-22.30450323281166"
"856","-22.17316040292514","-22.17316040292514","-22.17316040292514"
"857","-22.46249267207174","-22.46249267207174","-22.46249267207174"
"858","-22.253905774428762","-22.253905774428762","-22.253905774428762"
"859","-22.184482146997265","-22.184482146997265","-22.184482146997265"
"860","-21.93433021761443","-21.93433021761443","-21.93433021761443"
"861","-21.632618230997608","-21.632618230997608","-21.632618230997608"
"862","-21.35773950173539","-21.35773950173539","-21.35773950173539"
"863","-21.1770475413232","-21.1770475413232","-21.1770475413232"
"864","-21.11911135989872","-21.11911135989872","-21.11911135989872"
"865","-21.485603972590997","-21.485603972590997","-21.485603972590997"
"866","-22.07311428518467","-22.07311428518467","-22.07311428518467"
"867","-21.718842087215553","-21.718842087215553","-21.718842087215553"
"868","-21.739671520751976","-21.739671520751976","-21.739671520751976"
"869","-21.75273521730341","-21.75273521730341","-21.75273521730341"
"870","-21.71974838557571","-21.71974838557571","-21.71974838557571"
"871","-21.898249052782194","-21.898249052782194","-21.898249052782194"
"872","-21.468493048054953","-21.468493048054953","-21.468493048054953"
"873","-21.635712993612625","-21.635712993612625","-21.635712993612625"
"874","-21.64167359973034","-21.64167359973034","-21.64167359973034"
"875","-22.31867367578848","-22.31867367578848","-22.31867367578848"
"876","-22.315852083855447","-22.315852083855447","-22.315852083855447"
"877","-22.404579877403748","-22.404579877403748","-22.404579877403748"
"878","-22.453305517725454","-22.453305517725454","-22.453305517725454"
"879","-22.187294135866082","-22.187294135866082","-22.187294135866082"
"880","-22.17525283703032","-22.17525283703032","-22.17525283703032"
"881","-22.347832265526527","-22.347832265526527","-22.347832265526527"
"882","-22.164631548578477","-22.164631548578477","-22.164631548578477"
"883","-22.280412219670012","-22.280412219670012","-22.280412219670012"
"884","-22.053392414960275","-22.053392414960275","-22.053392414960275"
"885","-22.07303933890885","-22.07303933890885","-22.07303933890885"
"886","-22.010983281126677","-22.010983281126677","-22.010983281126677"
"887","-22.32136615579857","-22.32136615579857","-22.32136615579857"
"888","-22.49577359060876","-22.49577359060876","-22.49577359060876"
"889","-23.115083309744346","-23.115083309744346","-23.115083309744346"
"890","-23.308012498209237","-23.308012498209237","-23.308012498209237"
"891","-23.387674475751044","-23.387674475751044","-23.387674475751044"
"892","-23.552415095307712","-23.552415095307712","-23.552415095307712"
"893","-23.55992007545816","-23.55992007545816","-23.55992007545816"
"894","-23.530885369704574","-23.530885369704574","-23.530885369704574"
"895","-23.627818610428623","-23.627818610428623","-23.627818610428623"
"896","-23.355793920521126","-23.355793920521126","-23.355793920521126"
"897","-23.33271963283937","-23.33271963283937","-23.33271963283937"
"898","-23.317012698019013","-23.317012698019013","-23.317012698019013"
"899","-23.269929798165787","-23.269929798165787","-23.269929798165787"
"900","-23.712653869230643","-23.712653869230643","-23.712653869230643"
"901","-23.69441336063336","-23.69441336063336","-23.69441336063336"
"902","-23.705880737020188","-23.705880737020188","-23.705880737020188"
"903","-24.206105999210873","-24.206105999210873","-24.206105999210873"
"904","-24.20720489731053","-24.20720489731053","-24.20720489731053"
"905","-24.120076234942395","-24.120076234942395","-24.120076234942395"
"906","-24.137210795186704","-24.137210795186704","-24.137210795186704"
"907","-23.972726532673295","-23.972726532673295","-23.972726532673295"
"908","-23.92668466717278","-23.92668466717278","-23.92668466717278"
"909","-23.93459546064206","-23.93459546064206","-23.93459546064206"
"910","-23.91754180655101","-23.91754180655101","-23.91754180655101"
"911","-23.869828249556345","-23.869828249556345","-23.869828249556345"
"912","-24.20561040157811","-24.20561040157811","-24.20561040157811"
"913","-24.077481300151568","-24.077481300151568","-24.077481300151568"
"914","-24.149470438701464","-24.149470438701464","-24.149470438701464"
"915","-24.032973603987237","-24.032973603987237","-24.032973603987237"
"916","-24.042448707048365","-24.042448707048365","-24.042448707048365"
"917","-23.844951447994834","-23.844951447994834","-23.844951447994834"
"918","-24.28326128260613","-24.28326128260613","-24.28326128260613"
"919","-24.232465146224357","-24.232465146224357","-24.232465146224357"
"920","-24.40682189666505","-24.40682189666505","-24.40682189666505"
"921","-24.628303951441705","-24.628303951441705","-24.628303951441705"
"922","-24.69758240520727","-24.69758240520727","-24.69758240520727"
"923","-25.05552061554139","-25.05552061554139","-25.05552061554139"
"924","-25.082893884826486","-25.082893884826486","-25.082893884826486"
"925","-24.717997986980567","-24.717997986980567","-24.717997986980567"
"926","-24.711869732909594","-24.711869732909594","-24.711869732909594"
"927","-24.529338922475837","-24.529338922475837","-24.529338922475837"
"928","-24.48248658559244","-24.48248658559244","-24.48248658559244"
"929","-24.133011236520275","-24.133011236520275","-24.133011236520275"
"930","-23.901436509011248","-23.901436509011248","-23.901436509011248"
"931","-23.89454168069806","-23.89454168069806","-23.89454168069806"
"932","-23.88326551740386","-23.88326551740386","-23.88326551740386"
"933","-24.267240820604954","-24.267240820604954","-24.267240820604954"
"934","-24.04485355442464","-24.04485355442464","-24.04485355442464"
"935","-24.604885220124924","-24.604885220124924","-24.604885220124924"
"936","-24.69668640855644","-24.69668640855644","-24.69668640855644"
"937","-24.773782361279892","-24.773782361279892","-24.773782361279892"
"938","-25.070934418960565","-25.070934418960565","-25.070934418960565"
"939","-25.038752906711842","-25.038752906711842","-25.038752906711842"
"940","-25.243055015215234","-25.243055015215234","-25.243055015215234"
"941","-25.207481593883504","-25.207481593883504","-25.207481593883504"
"942","-24.516563752708326","-24.516563752708326","-24.516563752708326"
"943","-24.37707068422062","-24.37707068422062","-24.37707068422062"
"944","-23.936118934827505","-23.936118934827505","-23.936118934827505"
"945","-23.97324535017708","-23.97324535017708","-23.97324535017708"
"946","-23.972824130190588","-23.972824130190588","-23.972824130190588"
"947","-24.181056827715608","-24.181056827715608","-24.181056827715608"
"948","-24.187093677323187","-24.187093677323187","-24.187093677323187"
"949","-24.368367054426287","-24.368367054426287","-24.368367054426287"
"950","-24.422670807304847","-24.422670807304847","-24.422670807304847"
"951","-24.126952958504994","-24.126952958504994","-24.126952958504994"
"952","-24.22317750001234","-24.22317750001234","-24.22317750001234"
"953","-24.23860333550535","-24.23860333550535","-24.23860333550535"
"954","-24.124048064210296","-24.124048064210296","-24.124048064210296"
"955","-24.094724101975814","-24.094724101975814","-24.094724101975814"
"956","-23.95014343633082","-23.95014343633082","-23.95014343633082"
"957","-24.11570129066579","-24.11570129066579","-24.11570129066579"
"958","-23.989541002750993","-23.989541002750993","-23.989541002750993"
"959","-24.030209980705784","-24.030209980705784","-24.030209980705784"
"960","-23.888433103353485","-23.888433103353485","-23.888433103353485"
"961","-24.139749576730306","-24.139749576730306","-24.139749576730306"
"962","-23.841300237106132","-23.841300237106132","-23.841300237106132"
"963","-23.44632728829539","-23.44632728829539","-23.44632728829539"
"964","-23.6089085017049","-23.6089085017049","-23.6089085017049"
"965","-23.625112732732763","-23.625112732732763","-23.625112732732763"
"966","-23.128060978847202","-23.128060978847202","-23.128060978847202"
"967","-23.150241094580675","-23.150241094580675","-23.150241094580675"
"968","-22.938575008082186","-22.938575008082186","-22.938575008082186"
"969","-22.896246632761","-22.896246632761","-22.896246632761"
"970","-23.018628294285413","-23.018628294285413","-23.018628294285413"
"971","-22.969996997218416","-22.969996997218416","-22.969996997218416"
"972","-22.771671463747047","-22.771671463747047","-22.771671463747047"
"973","-22.754879623094617","-22.754879623094617","-22.754879623094617"
"974","-22.708060060210613","-22.708060060210613","-22.708060060210613"
"975","-23.1029389373917","-23.1029389373917","-23.1029389373917"
"976","-23.246065657982548","-23.246065657982548","-23.246065657982548"
"977","-23.23720069144191","-23.23720069144191","-23.23720069144191"
"978","-22.894811394204076","-22.894811394204076","-22.894811394204076"
"979","-22.883662042987893","-22.883662042987893","-22.883662042987893"
"980","-22.748472079667735","-22.748472079667735","-22.748472079667735"
"981","-22.387851633213167","-22.387851633213167","-22.387851633213167"
"982","-22.379719699247662","-22.379719699247662","-22.379719699247662"
"983","-22.279291948422543","-22.279291948422543","-22.279291948422543"
"984","-22.664793835589474","-22.664793835589474","-22.664793835589474"
"985","-22.940909344324442","-22.940909344324442","-22.940909344324442"
"986","-22.851201046173856","-22.851201046173856","-22.851201046173856"
"987","-22.855697964185655","-22.855697964185655","-22.855697964185655"
"988","-22.912010962373575","-22.912010962373575","-22.912010962373575"
"989","-23.225572213109945","-23.225572213109945","-23.225572213109945"
"990","-23.331948363275213","-23.331948363275213","-23.331948363275213"
"991","-24.046692311465403","-24.046692311465403","-24.046692311465403"
"992","-24.032918226779465","-24.032918226779465","-24.032918226779465"
"993","-24.1533266834354","-24.1533266834354","-24.1533266834354"
"994","-23.84592246073635","-23.84592246073635","-23.84592246073635"
"995","-23.893004038343896","-23.893004038343896","-23.893004038343896"
"996","-24.080068772520214","-24.080068772520214","-24.080068772520214"
"997","-24.20454914071227","-24.20454914071227","-24.20454914071227"
"998","-24.288059424578076","-24.288059424578076","-24.288059424578076"
"999","-24.324913248812695","-24.324913248812695","-24.324913248812695"
"1000","-24.156088417959175","-24.156088417959175","-24.156088417959175"
"1001","-23.95546211893295","-23.95546211893295","-23.95546211893295"
"1002","-24.20239897526187","-24.20239897526187","-24.20239897526187"
"1003","-24.3268578658043","-24.3268578658043","-24.3268578658043"
"1004","-24.410232359856245","-24.410232359856245","-24.410232359856245"
"1005","-24.50840254810727","-24.50840254810727","-24.50840254810727"
"1006","-24.729614249571238","-24.729614249571238","-24.729614249571238"
"1007","-24.80342751886311","-24.80342751886311","-24.80342751886311"
"1008","-24.859413038965762","-24.859413038965762","-24.859413038965762"
"1009","-24.664855201440716","-24.664855201440716","-24.664855201440716"
"1010","-24.35562732854753","-24.35562732854753","-24.35562732854753"
"1011","-24.133574772709558","-24.133574772709558","-24.133574772709558"
"1012","-24.393459582763057","-24.393459582763057","-24.393459582763057"
"1013","-24.53885278595289","-24.53885278595289","-24.53885278595289"
"1014","-24.51681492192923","-24.51681492192923","-24.51681492192923"
"1015","-24.427506115838064","-24.427506115838064","-24.427506115838064"
"1016","-25.021389312453508","-25.021389312453508","-25.021389312453508"
"1017","-25.014646488270706","-25.014646488270706","-25.014646488270706"
"1018","-24.647734583133882","-24.647734583133882","-24.647734583133882"
"1019","-24.43778717171472","-24.43778717171472","-24.43778717171472"
"1020","-24.429629059472326","-24.429629059472326","-24.429629059472326"
"1021","-24.806430407840303","-24.806430407840303","-24.806430407840303"
"1022","-24.728921512770274","-24.728921512770274","-24.728921512770274"
"1023","-25.035650828059758","-25.035650828059758","-25.035650828059758"
"1024","-25.157809680013358","-25.157809680013358","-25.157809680013358"
"1025","-25.32369755038079","-25.32369755038079","-25.32369755038079"
"1026","-25.26765200053119","-25.26765200053119","-25.26765200053119"
"1027","-25.2580482815931","-25.2580482815931","-25.2580482815931"
"1028","-25.992636040426454","-25.992636040426454","-25.992636040426454"
"1029","-26.475315826605016","-26.475315826605016","-26.475315826605016"
"1030","-26.494975143020362","-26.494975143020362","-26.494975143020362"
"1031","-26.36334572927707","-26.36334572927707","-26.36334572927707"
"1032","-26.269869691267655","-26.269869691267655","-26.269869691267655"
"1033","-26.56040080629209","-26.56040080629209","-26.56040080629209"
"1034","-26.075128446304088","-26.075128446304088","-26.075128446304088"
"1035","-26.379748837642545","-26.379748837642545","-26.379748837642545"
"1036","-26.58995308775614","-26.58995308775614","-26.58995308775614"
"1037","-26.636581637861397","-26.636581637861397","-26.636581637861397"
"1038","-26.743742542418882","-26.743742542418882","-26.743742542418882"
"1039","-26.7432256730604","-26.7432256730604","-26.7432256730604"
"1040","-26.740916734002035","-26.740916734002035","-26.740916734002035"
"1041","-26.962239051778955","-26.962239051778955","-26.962239051778955"
"1042","-26.806994719239423","-26.806994719239423","-26.806994719239423"
"1043","-26.800424550686948","-26.800424550686948","-26.800424550686948"
"1044","-26.82592621394604","-26.82592621394604","-26.82592621394604"
"1045","-26.588069775942248","-26.588069775942248","-26.588069775942248"
"1046","-26.46635501556417","-26.46635501556417","-26.46635501556417"
"1047","-26.39959058217762","-26.39959058217762","-26.39959058217762"
"1048","-26.504382675538647","-26.504382675538647","-26.504382675538647"
"1049","-26.505711693428633","-26.505711693428633","-26.505711693428633"
"1050","-26.527558388049577","-26.527558388049577","-26.527558388049577"
"1051","-26.56791605785874","-26.56791605785874","-26.56791605785874"
"1052","-26.806004294326286","-26.806004294326286","-26.806004294326286"
"1053","-26.76699612783592","-26.76699612783592","-26.76699612783592"
"1054","-26.68338050570198","-26.68338050570198","-26.68338050570198"
"1055","-27.231228862426356","-27.231228862426356","-27.231228862426356"
"1056","-27.42325539989047","-27.42325539989047","-27.42325539989047"
"1057","-27.23674248096988","-27.23674248096988","-27.23674248096988"
"1058","-27.347902216809498","-27.347902216809498","-27.347902216809498"
"1059","-27.57505067199611","-27.57505067199611","-27.57505067199611"
"1060","-27.686718786705697","-27.686718786705697","-27.686718786705697"
"1061","-28.09497156822941","-28.09497156822941","-28.09497156822941"
"1062","-28.1740644887117","-28.1740644887117","-28.1740644887117"
"1063","-28.5147153935198","-28.5147153935198","-28.5147153935198"
"1064","-28.40129236385007","-28.40129236385007","-28.40129236385007"
"1065","-27.935340573599817","-27.935340573599817","-27.935340573599817"
"1066","-27.5531003970111","-27.5531003970111","-27.5531003970111"
"1067","-27.544334880427378","-27.544334880427378","-27.544334880427378"
"1068","-27.511563990340516","-27.511563990340516","-27.511563990340516"
"1069","-26.969681868055613","-26.969681868055613","-26.969681868055613"
"1070","-27.03118275300135","-27.03118275300135","-27.03118275300135"
"1071","-26.902385921913268","-26.902385921913268","-26.902385921913268"
"1072","-27.215989051942703","-27.215989051942703","-27.215989051942703"
"1073","-27.782545460683274","-27.782545460683274","-27.782545460683274"
"1074","-27.603798357916016","-27.603798357916016","-27.603798357916016"
"1075","-27.192280605834085","-27.192280605834085","-27.192280605834085"
"1076","-27.25940873510156","-27.25940873510156","-27.25940873510156"
"1077","-27.100244983959993","-27.100244983959993","-27.100244983959993"
"1078","-26.744435243659993","-26.744435243659993","-26.744435243659993"
"1079","-27.409665765204004","-27.409665765204004","-27.409665765204004"
"1080","-27.44845189077775","-27.44845189077775","-27.44845189077775"
"1081","-27.28604642262194","-27.28604642262194","-27.28604642262194"
"1082","-27.13714958359066","-27.13714958359066","-27.13714958359066"
"1083","-27.1333553262799","-27.1333553262799","-27.1333553262799"
"1084","-27.188384939755636","-27.188384939755636","-27.188384939755636"
"1085","-26.943244474238178","-26.943244474238178","-26.943244474238178"
"1086","-27.121256188850676","-27.121256188850676","-27.121256188850676"
"1087","-27.07000019105603","-27.07000019105603","-27.07000019105603"
"1088","-26.994821278572957","-26.994821278572957","-26.994821278572957"
"1089","-26.076327571999887","-26.076327571999887","-26.076327571999887"
"1090","-25.888435066726515","-25.888435066726515","-25.888435066726515"
"1091","-25.807776806925403","-25.807776806925403","-25.807776806925403"
"1092","-25.70481513091279","-25.70481513091279","-25.70481513091279"
"1093","-25.872054679441735","-25.872054679441735","-25.872054679441735"
"1094","-25.44952991022751","-25.44952991022751","-25.44952991022751"
"1095","-25.495005793140628","-25.495005793140628","-25.495005793140628"
"1096","-25.535269219866628","-25.535269219866628","-25.535269219866628"
"1097","-25.56937811639612","-25.56937811639612","-25.56937811639612"
"1098","-25.562475155280282","-25.562475155280282","-25.562475155280282"
"1099","-25.449654756864025","-25.449654756864025","-25.449654756864025"
"1100","-25.13222639143973","-25.13222639143973","-25.13222639143973"
"1101","-25.321231335715453","-25.321231335715453","-25.321231335715453"
"1102","-25.251458990206988","-25.251458990206988","-25.251458990206988"
"1103","-24.59088591113752","-24.59088591113752","-24.59088591113752"
"1104","-24.406624578010245","-24.406624578010245","-24.406624578010245"
"1105","-24.660965068812835","-24.660965068812835","-24.660965068812835"
"1106","-24.421217484456214","-24.421217484456214","-24.421217484456214"
"1107","-24.65302522005405","-24.65302522005405","-24.65302522005405"
"1108","-24.797015469696372","-24.797015469696372","-24.797015469696372"
"1109","-24.8072294352225","-24.8072294352225","-24.8072294352225"
"1110","-24.915646141042835","-24.915646141042835","-24.915646141042835"
"1111","-24.872735865962277","-24.872735865962277","-24.872735865962277"
"1112","-24.804697094608017","-24.804697094608017","-24.804697094608017"
"1113","-24.95311814117151","-24.95311814117151","-24.95311814117151"
"1114","-24.77501989012472","-24.77501989012472","-24.77501989012472"
"1115","-25.04950130148734","-25.04950130148734","-25.04950130148734"
"1116","-25.204738719134895","-25.204738719134895","-25.204738719134895"
"1117","-25.166409998296814","-25.166409998296814","-25.166409998296814"
"1118","-24.94413544848723","-24.94413544848723","-24.94413544848723"
"1119","-24.89887524019376","-24.89887524019376","-24.89887524019376"
"1120","-24.981130453552527","-24.981130453552527","-24.981130453552527"
"1121","-24.82492512330933","-24.82492512330933","-24.82492512330933"
"1122","-24.895421524812605","-24.895421524812605","-24.895421524812605"
"1123","-24.65085709130177","-24.65085709130177","-24.65085709130177"
"1124","-24.653442192010807","-24.653442192010807","-24.653442192010807"
"1125","-24.586562254371007","-24.586562254371007","-24.586562254371007"
"1126","-24.887883138075765","-24.887883138075765","-24.887883138075765"
"1127","-24.83283848373867","-24.83283848373867","-24.83283848373867"
"1128","-25.023639045105565","-25.023639045105565","-25.023639045105565"
"1129","-25.082665973091167","-25.082665973091167","-25.082665973091167"
"1130","-25.088536503552987","-25.088536503552987","-25.088536503552987"
"1131","-24.918229522525348","-24.918229522525348","-24.918229522525348"
"1132","-24.66763566688192","-24.66763566688192","-24.66763566688192"
"1133","-24.557732896400225","-24.557732896400225","-24.557732896400225"
"1134","-24.60723088125765","-24.60723088125765","-24.60723088125765"
"1135","-24.759853839471948","-24.759853839471948","-24.759853839471948"
"1136","-24.492779421346658","-24.492779421346658","-24.492779421346658"
"1137","-24.553581885379852","-24.553581885379852","-24.553581885379852"
"1138","-24.366792703918037","-24.366792703918037","-24.366792703918037"
"1139","-24.16415760139604","-24.16415760139604","-24.16415760139604"
"1140","-24.13932859519834","-24.13932859519834","-24.13932859519834"
"1141","-24.170140762347774","-24.170140762347774","-24.170140762347774"
"1142","-24.510740247552835","-24.510740247552835","-24.510740247552835"
"1143","-24.52555452666377","-24.52555452666377","-24.52555452666377"
"1144","-24.80049156805624","-24.80049156805624","-24.80049156805624"
"1145","-24.835637000668456","-24.835637000668456","-24.835637000668456"
"1146","-24.859886977277647","-24.859886977277647","-24.859886977277647"
"1147","-24.591168344790304","-24.591168344790304","-24.591168344790304"
"1148","-24.24874511422031","-24.24874511422031","-24.24874511422031"
"1149","-24.526824432959646","-24.526824432959646","-24.526824432959646"
"1150","-24.53981941157697","-24.53981941157697","-24.53981941157697"
"1151","-24.459928829791206","-24.459928829791206","-24.459928829791206"
"1152","-24.27948460050993","-24.27948460050993","-24.27948460050993"
"1153","-24.50098835416377","-24.50098835416377","-24.50098835416377"
"1154","-24.249770332265904","-24.249770332265904","-24.249770332265904"
"1155","-24.40903590980182","-24.40903590980182","-24.40903590980182"
"1156","-24.25796760312361","-24.25796760312361","-24.25796760312361"
