"Step","MADDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"229","-21.12934726293529","-21.12934726293529","-21.12934726293529"
"230","-21.20164190087697","-21.20164190087697","-21.20164190087697"
"231","-21.353315478637565","-21.353315478637565","-21.353315478637565"
"232","-20.653118024106575","-20.653118024106575","-20.653118024106575"
"233","-20.572701233487223","-20.572701233487223","-20.572701233487223"
"234","-20.875260743122144","-20.875260743122144","-20.875260743122144"
"235","-20.614774021534323","-20.614774021534323","-20.614774021534323"
"236","-19.78010871486399","-19.78010871486399","-19.78010871486399"
"237","-19.718626769452943","-19.718626769452943","-19.718626769452943"
"238","-19.197278921512332","-19.197278921512332","-19.197278921512332"
"239","-19.2452783754502","-19.2452783754502","-19.2452783754502"
"240","-18.757397290868997","-18.757397290868997","-18.757397290868997"
"241","-19.111952785976325","-19.111952785976325","-19.111952785976325"
"242","-19.202778884005","-19.202778884005","-19.202778884005"
"243","-19.33663210429398","-19.33663210429398","-19.33663210429398"
"244","-19.3160223303044","-19.3160223303044","-19.3160223303044"
"245","-19.847352923265547","-19.847352923265547","-19.847352923265547"
"246","-20.163270505683833","-20.163270505683833","-20.163270505683833"
"247","-20.38641254683375","-20.38641254683375","-20.38641254683375"
"248","-20.411344928896774","-20.411344928896774","-20.411344928896774"
"249","-21.03325430711139","-21.03325430711139","-21.03325430711139"
"250","-21.034051209769636","-21.034051209769636","-21.034051209769636"
"251","-20.31752111067507","-20.31752111067507","-20.31752111067507"
"252","-20.263428424493302","-20.263428424493302","-20.263428424493302"
"253","-20.202154865868007","-20.202154865868007","-20.202154865868007"
"254","-20.436873868616818","-20.436873868616818","-20.436873868616818"
"255","-20.697432601103106","-20.697432601103106","-20.697432601103106"
"256","-21.28946955949008","-21.28946955949008","-21.28946955949008"
"257","-21.18611722805705","-21.18611722805705","-21.18611722805705"
"258","-20.92281704703239","-20.92281704703239","-20.92281704703239"
"259","-20.818136790403187","-20.818136790403187","-20.818136790403187"
"260","-20.394175516629026","-20.394175516629026","-20.394175516629026"
"261","-19.454194673210424","-19.454194673210424","-19.454194673210424"
"262","-19.817375917311832","-19.817375917311832","-19.817375917311832"
"263","-19.792394911373425","-19.792394911373425","-19.792394911373425"
"264","-19.734884478600137","-19.734884478600137","-19.734884478600137"
"265","-19.45028258690685","-19.45028258690685","-19.45028258690685"
"266","-19.71371421896162","-19.71371421896162","-19.71371421896162"
"267","-19.19734095193658","-19.19734095193658","-19.19734095193658"
"268","-18.96483431209786","-18.96483431209786","-18.96483431209786"
"269","-18.759631044841893","-18.759631044841893","-18.759631044841893"
"270","-19.22764008994689","-19.22764008994689","-19.22764008994689"
"271","-19.075913815808597","-19.075913815808597","-19.075913815808597"
"272","-19.70528511174682","-19.70528511174682","-19.70528511174682"
"273","-19.399522719870703","-19.399522719870703","-19.399522719870703"
"274","-19.01332132934073","-19.01332132934073","-19.01332132934073"
"275","-19.032776990170447","-19.032776990170447","-19.032776990170447"
"276","-19.066433983781835","-19.066433983781835","-19.066433983781835"
"277","-19.30633024124148","-19.30633024124148","-19.30633024124148"
"278","-19.33476119198051","-19.33476119198051","-19.33476119198051"
"279","-18.499068100134753","-18.499068100134753","-18.499068100134753"
"280","-18.558427288709833","-18.558427288709833","-18.558427288709833"
"281","-18.51473777356585","-18.51473777356585","-18.51473777356585"
"282","-18.03559882000043","-18.03559882000043","-18.03559882000043"
"283","-18.239477317472883","-18.239477317472883","-18.239477317472883"
"284","-17.621587749101554","-17.621587749101554","-17.621587749101554"
"285","-17.631956544461374","-17.631956544461374","-17.631956544461374"
"286","-17.789530058848882","-17.789530058848882","-17.789530058848882"
"287","-17.761146847403385","-17.761146847403385","-17.761146847403385"
"288","-17.770082467452053","-17.770082467452053","-17.770082467452053"
"289","-17.87532535036388","-17.87532535036388","-17.87532535036388"
"290","-18.310675729510546","-18.310675729510546","-18.310675729510546"
"291","-18.36484101147007","-18.36484101147007","-18.36484101147007"
"292","-18.47374121478135","-18.47374121478135","-18.47374121478135"
"293","-19.083756642644683","-19.083756642644683","-19.083756642644683"
"294","-18.86145457113454","-18.86145457113454","-18.86145457113454"
"295","-19.09700233316574","-19.09700233316574","-19.09700233316574"
"296","-19.050105255064796","-19.050105255064796","-19.050105255064796"
"297","-19.109103441542317","-19.109103441542317","-19.109103441542317"
"298","-19.003469985178533","-19.003469985178533","-19.003469985178533"
"299","-19.18896014430826","-19.18896014430826","-19.18896014430826"
"300","-19.043689855620634","-19.043689855620634","-19.043689855620634"
"301","-19.056038297289764","-19.056038297289764","-19.056038297289764"
"302","-19.325609406740565","-19.325609406740565","-19.325609406740565"
"303","-19.457115374938482","-19.457115374938482","-19.457115374938482"
"304","-19.506406260021325","-19.506406260021325","-19.506406260021325"
"305","-19.805702858538282","-19.805702858538282","-19.805702858538282"
"306","-20.29402482811685","-20.29402482811685","-20.29402482811685"
"307","-20.51321466285109","-20.51321466285109","-20.51321466285109"
"308","-20.546697907768003","-20.546697907768003","-20.546697907768003"
"309","-21.219373027471093","-21.219373027471093","-21.219373027471093"
"310","-21.14630920026122","-21.14630920026122","-21.14630920026122"
"311","-21.223905622258435","-21.223905622258435","-21.223905622258435"
"312","-21.634940208905338","-21.634940208905338","-21.634940208905338"
"313","-21.827208607430965","-21.827208607430965","-21.827208607430965"
"314","-21.73684302747076","-21.73684302747076","-21.73684302747076"
"315","-21.799420970867622","-21.799420970867622","-21.799420970867622"
"316","-22.29648012863649","-22.29648012863649","-22.29648012863649"
"317","-22.049898492199063","-22.049898492199063","-22.049898492199063"
"318","-21.779054152596846","-21.779054152596846","-21.779054152596846"
"319","-21.57126681247037","-21.57126681247037","-21.57126681247037"
"320","-21.584577773407155","-21.584577773407155","-21.584577773407155"
"321","-22.067467606391844","-22.067467606391844","-22.067467606391844"
"322","-21.91925659283131","-21.91925659283131","-21.91925659283131"
"323","-22.148768375051024","-22.148768375051024","-22.148768375051024"
"324","-21.998186078982812","-21.998186078982812","-21.998186078982812"
"325","-21.96344444979762","-21.96344444979762","-21.96344444979762"
"326","-22.00771655373013","-22.00771655373013","-22.00771655373013"
"327","-22.034772745186775","-22.034772745186775","-22.034772745186775"
"328","-21.968142666919825","-21.968142666919825","-21.968142666919825"
"329","-22.003243900090443","-22.003243900090443","-22.003243900090443"
"330","-22.105448061013952","-22.105448061013952","-22.105448061013952"
"331","-21.98178638690768","-21.98178638690768","-21.98178638690768"
"332","-21.807760581568505","-21.807760581568505","-21.807760581568505"
"333","-22.352142050412603","-22.352142050412603","-22.352142050412603"
"334","-22.694191789078832","-22.694191789078832","-22.694191789078832"
"335","-23.042116116795878","-23.042116116795878","-23.042116116795878"
"336","-22.91891334817238","-22.91891334817238","-22.91891334817238"
"337","-23.439031161120038","-23.439031161120038","-23.439031161120038"
"338","-23.390842987420385","-23.390842987420385","-23.390842987420385"
"339","-24.009213505916684","-24.009213505916684","-24.009213505916684"
"340","-23.989441923380017","-23.989441923380017","-23.989441923380017"
"341","-23.947527999636137","-23.947527999636137","-23.947527999636137"
"342","-23.59441360724359","-23.59441360724359","-23.59441360724359"
"343","-23.385043385925115","-23.385043385925115","-23.385043385925115"
"344","-23.305486443526874","-23.305486443526874","-23.305486443526874"
"345","-23.547203063177065","-23.547203063177065","-23.547203063177065"
"346","-23.547082593238155","-23.547082593238155","-23.547082593238155"
"347","-23.58993844325938","-23.58993844325938","-23.58993844325938"
"348","-24.019934807804248","-24.019934807804248","-24.019934807804248"
"349","-24.33742795634686","-24.33742795634686","-24.33742795634686"
"350","-24.416293965513567","-24.416293965513567","-24.416293965513567"
"351","-24.242188347348375","-24.242188347348375","-24.242188347348375"
"352","-24.44974348637275","-24.44974348637275","-24.44974348637275"
"353","-24.41231221600427","-24.41231221600427","-24.41231221600427"
"354","-23.86595651057802","-23.86595651057802","-23.86595651057802"
"355","-24.08587766650747","-24.08587766650747","-24.08587766650747"
"356","-24.205236012699242","-24.205236012699242","-24.205236012699242"
"357","-24.03591644099937","-24.03591644099937","-24.03591644099937"
"358","-23.981891843435392","-23.981891843435392","-23.981891843435392"
"359","-23.915802379139624","-23.915802379139624","-23.915802379139624"
"360","-23.959816240553437","-23.959816240553437","-23.959816240553437"
"361","-24.427239480957322","-24.427239480957322","-24.427239480957322"
"362","-24.983927308614483","-24.983927308614483","-24.983927308614483"
"363","-24.459336210432628","-24.459336210432628","-24.459336210432628"
"364","-24.631074855459318","-24.631074855459318","-24.631074855459318"
"365","-24.508724371849958","-24.508724371849958","-24.508724371849958"
"366","-24.321352292112444","-24.321352292112444","-24.321352292112444"
"367","-24.333198860540843","-24.333198860540843","-24.333198860540843"
"368","-24.53622994267294","-24.53622994267294","-24.53622994267294"
"369","-24.84647925795338","-24.84647925795338","-24.84647925795338"
"370","-24.516041910984747","-24.516041910984747","-24.516041910984747"
"371","-24.438675914832675","-24.438675914832675","-24.438675914832675"
"372","-24.23871734037542","-24.23871734037542","-24.23871734037542"
"373","-24.077636655347142","-24.077636655347142","-24.077636655347142"
"374","-24.188298890821173","-24.188298890821173","-24.188298890821173"
"375","-24.256460996663023","-24.256460996663023","-24.256460996663023"
"376","-24.53986607462364","-24.53986607462364","-24.53986607462364"
"377","-25.026169271259","-25.026169271259","-25.026169271259"
"378","-25.2729716020031","-25.2729716020031","-25.2729716020031"
"379","-25.350189136958797","-25.350189136958797","-25.350189136958797"
"380","-25.553974023578792","-25.553974023578792","-25.553974023578792"
"381","-25.477390801602173","-25.477390801602173","-25.477390801602173"
"382","-25.430235002509704","-25.430235002509704","-25.430235002509704"
"383","-24.96288110092321","-24.96288110092321","-24.96288110092321"
"384","-25.078973241597613","-25.078973241597613","-25.078973241597613"
"385","-24.853116491214468","-24.853116491214468","-24.853116491214468"
"386","-24.742549115080053","-24.742549115080053","-24.742549115080053"
"387","-24.812865955329748","-24.812865955329748","-24.812865955329748"
"388","-24.735072236002548","-24.735072236002548","-24.735072236002548"
"389","-24.518977035222015","-24.518977035222015","-24.518977035222015"
"390","-24.668299289060204","-24.668299289060204","-24.668299289060204"
"391","-24.7084451938464","-24.7084451938464","-24.7084451938464"
"392","-24.816165609104072","-24.816165609104072","-24.816165609104072"
"393","-25.083926696642422","-25.083926696642422","-25.083926696642422"
"394","-24.90854984537316","-24.90854984537316","-24.90854984537316"
"395","-24.91144646229264","-24.91144646229264","-24.91144646229264"
"396","-25.208498691471192","-25.208498691471192","-25.208498691471192"
"397","-25.387109060245972","-25.387109060245972","-25.387109060245972"
"398","-25.742861543274103","-25.742861543274103","-25.742861543274103"
"399","-25.91921955095804","-25.91921955095804","-25.91921955095804"
"400","-25.81387488527875","-25.81387488527875","-25.81387488527875"
"401","-25.801541814163627","-25.801541814163627","-25.801541814163627"
"402","-25.813021032361277","-25.813021032361277","-25.813021032361277"
"403","-25.561473369372546","-25.561473369372546","-25.561473369372546"
"404","-25.44402934074437","-25.44402934074437","-25.44402934074437"
"405","-25.762711520941142","-25.762711520941142","-25.762711520941142"
"406","-25.991452853910772","-25.991452853910772","-25.991452853910772"
"407","-26.046201229592228","-26.046201229592228","-26.046201229592228"
"408","-26.11214934452965","-26.11214934452965","-26.11214934452965"
"409","-25.73035091120955","-25.73035091120955","-25.73035091120955"
"410","-25.763915404627966","-25.763915404627966","-25.763915404627966"
"411","-26.088895538725488","-26.088895538725488","-26.088895538725488"
"412","-26.02488111475429","-26.02488111475429","-26.02488111475429"
"413","-26.000800546428703","-26.000800546428703","-26.000800546428703"
"414","-26.122776687175616","-26.122776687175616","-26.122776687175616"
"415","-26.0616791583627","-26.0616791583627","-26.0616791583627"
"416","-25.79843150329277","-25.79843150329277","-25.79843150329277"
"417","-25.711259282981825","-25.711259282981825","-25.711259282981825"
"418","-25.66407975995478","-25.66407975995478","-25.66407975995478"
"419","-25.695521097627253","-25.695521097627253","-25.695521097627253"
"420","-25.6464447153596","-25.6464447153596","-25.6464447153596"
"421","-25.665697533129205","-25.665697533129205","-25.665697533129205"
"422","-25.947450490276857","-25.947450490276857","-25.947450490276857"
"423","-26.455646351828264","-26.455646351828264","-26.455646351828264"
"424","-26.51385182833136","-26.51385182833136","-26.51385182833136"
"425","-26.1769382590852","-26.1769382590852","-26.1769382590852"
"426","-25.91721941725059","-25.91721941725059","-25.91721941725059"
"427","-25.869572306816444","-25.869572306816444","-25.869572306816444"
"428","-25.702071205406682","-25.702071205406682","-25.702071205406682"
"429","-25.531306672676095","-25.531306672676095","-25.531306672676095"
"430","-25.579513853410386","-25.579513853410386","-25.579513853410386"
"431","-25.53872473948611","-25.53872473948611","-25.53872473948611"
"432","-25.183432145619133","-25.183432145619133","-25.183432145619133"
"433","-24.755218577820838","-24.755218577820838","-24.755218577820838"
"434","-24.31504875437236","-24.31504875437236","-24.31504875437236"
"435","-24.19042217398689","-24.19042217398689","-24.19042217398689"
"436","-24.368513582604596","-24.368513582604596","-24.368513582604596"
"437","-24.12923587402902","-24.12923587402902","-24.12923587402902"
"438","-24.27885659074656","-24.27885659074656","-24.27885659074656"
"439","-24.215722515951487","-24.215722515951487","-24.215722515951487"
"440","-24.592082842043386","-24.592082842043386","-24.592082842043386"
"441","-24.039761733837004","-24.039761733837004","-24.039761733837004"
