"Step","DDPG-DDPG_4_2_reward(close) - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2_reward(close) - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2_reward(close) - Mean Episode Reward (Last 200 episodes)__MAX"
"2117","58.78197690341465","58.78197690341465","58.78197690341465"
"2120","58.7112965752599","58.7112965752599","58.7112965752599"
"2123","58.94870446858366","58.94870446858366","58.94870446858366"
"2126","59.22352878973769","59.22352878973769","59.22352878973769"
"2129","58.59422448362714","58.59422448362714","58.59422448362714"
"2132","58.720068120345225","58.720068120345225","58.720068120345225"
"2135","60.31955256777895","60.31955256777895","60.31955256777895"
"2138","59.50470196482651","59.50470196482651","59.50470196482651"
"2141","59.47681755758167","59.47681755758167","59.47681755758167"
"2144","57.971970912166455","57.971970912166455","57.971970912166455"
"2147","57.381440047611186","57.381440047611186","57.381440047611186"
"2150","56.17633675229661","56.17633675229661","56.17633675229661"
"2153","56.90380576316384","56.90380576316384","56.90380576316384"
"2156","57.04796421653759","57.04796421653759","57.04796421653759"
"2159","56.02026743337786","56.02026743337786","56.02026743337786"
"2162","56.066618280039954","56.066618280039954","56.066618280039954"
"2165","56.271708038602284","56.271708038602284","56.271708038602284"
"2168","56.28961632681878","56.28961632681878","56.28961632681878"
"2171","56.65319561074046","56.65319561074046","56.65319561074046"
"2174","56.71889445236837","56.71889445236837","56.71889445236837"
"2177","56.61648567948383","56.61648567948383","56.61648567948383"
"2180","55.18125461155029","55.18125461155029","55.18125461155029"
"2183","54.342945653010865","54.342945653010865","54.342945653010865"
"2186","53.77374835508086","53.77374835508086","53.77374835508086"
"2189","53.57705868420151","53.57705868420151","53.57705868420151"
"2192","52.72710760239335","52.72710760239335","52.72710760239335"
"2195","53.22404428823434","53.22404428823434","53.22404428823434"
"2198","52.21129715657414","52.21129715657414","52.21129715657414"
"2201","52.018643694821805","52.018643694821805","52.018643694821805"
"2204","51.36751503267695","51.36751503267695","51.36751503267695"
"2207","50.0871214765893","50.0871214765893","50.0871214765893"
"2210","49.82645731322223","49.82645731322223","49.82645731322223"
"2213","49.48904083409776","49.48904083409776","49.48904083409776"
"2216","50.54189805107896","50.54189805107896","50.54189805107896"
"2219","51.31685497122644","51.31685497122644","51.31685497122644"
"2222","50.515967499550264","50.515967499550264","50.515967499550264"
"2225","49.594752293721456","49.594752293721456","49.594752293721456"
"2228","49.5122369559636","49.5122369559636","49.5122369559636"
"2231","51.143815222858414","51.143815222858414","51.143815222858414"
"2234","49.96190875202658","49.96190875202658","49.96190875202658"
"2237","49.7911304368828","49.7911304368828","49.7911304368828"
"2240","50.552109168193","50.552109168193","50.552109168193"
"2243","51.146586821302684","51.146586821302684","51.146586821302684"
"2246","50.3640652105877","50.3640652105877","50.3640652105877"
"2249","51.99735186115695","51.99735186115695","51.99735186115695"
"2252","52.59685847403144","52.59685847403144","52.59685847403144"
"2255","52.30091869498726","52.30091869498726","52.30091869498726"
"2258","50.800814356088665","50.800814356088665","50.800814356088665"
"2261","53.83497173082837","53.83497173082837","53.83497173082837"
"2264","53.63210190772591","53.63210190772591","53.63210190772591"
"2267","53.04748116138451","53.04748116138451","53.04748116138451"
"2270","53.057683681466294","53.057683681466294","53.057683681466294"
"2273","52.64464285940338","52.64464285940338","52.64464285940338"
"2276","52.014647710754055","52.014647710754055","52.014647710754055"
"2279","51.704517071939364","51.704517071939364","51.704517071939364"
"2282","51.344046678662835","51.344046678662835","51.344046678662835"
"2285","50.30304106288222","50.30304106288222","50.30304106288222"
"2288","51.82690991424174","51.82690991424174","51.82690991424174"
"2291","52.51287707896771","52.51287707896771","52.51287707896771"
"2294","54.157225952612215","54.157225952612215","54.157225952612215"
"2297","53.384260263133704","53.384260263133704","53.384260263133704"
"2300","52.91431316901834","52.91431316901834","52.91431316901834"
"2303","52.982778300860225","52.982778300860225","52.982778300860225"
"2306","52.86823467032969","52.86823467032969","52.86823467032969"
"2309","54.44410300506018","54.44410300506018","54.44410300506018"
"2312","55.81336496702081","55.81336496702081","55.81336496702081"
"2315","54.995218325998266","54.995218325998266","54.995218325998266"
"2318","55.50142846708563","55.50142846708563","55.50142846708563"
"2321","55.34833793893471","55.34833793893471","55.34833793893471"
"2324","54.082441319818635","54.082441319818635","54.082441319818635"
"2327","54.13256577334365","54.13256577334365","54.13256577334365"
"2330","53.926966732568","53.926966732568","53.926966732568"
"2333","54.78182872167248","54.78182872167248","54.78182872167248"
"2336","54.892640138608996","54.892640138608996","54.892640138608996"
"2339","56.17033765625131","56.17033765625131","56.17033765625131"
"2342","57.297106053506084","57.297106053506084","57.297106053506084"
"2345","56.57184588668304","56.57184588668304","56.57184588668304"
"2348","55.756916043167166","55.756916043167166","55.756916043167166"
"2351","55.15618220078756","55.15618220078756","55.15618220078756"
"2354","54.1495711373225","54.1495711373225","54.1495711373225"
"2357","54.12664211610041","54.12664211610041","54.12664211610041"
"2360","53.9184470395817","53.9184470395817","53.9184470395817"
"2363","54.2735510413643","54.2735510413643","54.2735510413643"
"2366","55.169777515153285","55.169777515153285","55.169777515153285"
"2369","55.1324014616342","55.1324014616342","55.1324014616342"
"2372","55.76685297189664","55.76685297189664","55.76685297189664"
"2375","55.712442640926945","55.712442640926945","55.712442640926945"
"2378","56.33414913130195","56.33414913130195","56.33414913130195"
"2381","55.44202330664274","55.44202330664274","55.44202330664274"
"2384","55.80839496918362","55.80839496918362","55.80839496918362"
"2387","55.69347574777327","55.69347574777327","55.69347574777327"
"2390","56.422550678929014","56.422550678929014","56.422550678929014"
"2393","55.26083327412663","55.26083327412663","55.26083327412663"
"2396","54.43236611764099","54.43236611764099","54.43236611764099"
"2399","53.51156757766609","53.51156757766609","53.51156757766609"
"2402","55.00228685621661","55.00228685621661","55.00228685621661"
"2405","54.634017623238094","54.634017623238094","54.634017623238094"
"2408","56.32961487041744","56.32961487041744","56.32961487041744"
"2411","56.36445603525235","56.36445603525235","56.36445603525235"
"2414","56.61301019188331","56.61301019188331","56.61301019188331"
"2417","56.029778699439404","56.029778699439404","56.029778699439404"
"2420","56.20533366336262","56.20533366336262","56.20533366336262"
"2423","55.85660793187566","55.85660793187566","55.85660793187566"
"2426","56.131016655414484","56.131016655414484","56.131016655414484"
"2429","56.79412237387289","56.79412237387289","56.79412237387289"
"2432","55.22334302536249","55.22334302536249","55.22334302536249"
"2435","55.25431777473051","55.25431777473051","55.25431777473051"
"2438","56.90024163926416","56.90024163926416","56.90024163926416"
"2441","57.4683382967338","57.4683382967338","57.4683382967338"
"2444","58.01267007328345","58.01267007328345","58.01267007328345"
"2447","57.15995508390469","57.15995508390469","57.15995508390469"
"2450","56.262421363802844","56.262421363802844","56.262421363802844"
"2453","55.021973735057344","55.021973735057344","55.021973735057344"
"2456","55.366527122479","55.366527122479","55.366527122479"
"2459","56.69816342415042","56.69816342415042","56.69816342415042"
"2462","56.88465527283685","56.88465527283685","56.88465527283685"
"2465","56.87049975176646","56.87049975176646","56.87049975176646"
"2468","56.701758477732525","56.701758477732525","56.701758477732525"
"2471","57.55178914236084","57.55178914236084","57.55178914236084"
"2474","56.81071624674289","56.81071624674289","56.81071624674289"
"2477","56.84700737436388","56.84700737436388","56.84700737436388"
"2480","56.3184286387221","56.3184286387221","56.3184286387221"
"2483","56.137045865178514","56.137045865178514","56.137045865178514"
"2486","56.42676776395225","56.42676776395225","56.42676776395225"
"2489","57.038735135181234","57.038735135181234","57.038735135181234"
"2492","56.6305976285725","56.6305976285725","56.6305976285725"
"2495","57.00150469794401","57.00150469794401","57.00150469794401"
"2498","57.89584463103097","57.89584463103097","57.89584463103097"
"2501","56.223796549896896","56.223796549896896","56.223796549896896"
"2504","55.974811311058694","55.974811311058694","55.974811311058694"
"2507","55.081824524301126","55.081824524301126","55.081824524301126"
"2510","55.024299241203586","55.024299241203586","55.024299241203586"
"2513","54.19134238754968","54.19134238754968","54.19134238754968"
"2516","54.21588634969953","54.21588634969953","54.21588634969953"
"2519","53.56203888157449","53.56203888157449","53.56203888157449"
"2522","52.98682031767922","52.98682031767922","52.98682031767922"
"2525","53.3724414694807","53.3724414694807","53.3724414694807"
"2528","53.901976683287586","53.901976683287586","53.901976683287586"
"2531","53.980004072384126","53.980004072384126","53.980004072384126"
"2534","54.36166325171168","54.36166325171168","54.36166325171168"
"2537","55.07744173937138","55.07744173937138","55.07744173937138"
"2540","55.33527575804344","55.33527575804344","55.33527575804344"
"2543","54.24713017843603","54.24713017843603","54.24713017843603"
"2546","56.4488063248755","56.4488063248755","56.4488063248755"
"2549","56.08698314161371","56.08698314161371","56.08698314161371"
"2552","56.31977500036617","56.31977500036617","56.31977500036617"
"2555","55.26532529108303","55.26532529108303","55.26532529108303"
"2558","55.794563472363045","55.794563472363045","55.794563472363045"
"2561","55.87041484459763","55.87041484459763","55.87041484459763"
"2564","55.6206256919777","55.6206256919777","55.6206256919777"
"2567","55.50747260366879","55.50747260366879","55.50747260366879"
"2570","54.466155560904774","54.466155560904774","54.466155560904774"
"2573","55.26645471612626","55.26645471612626","55.26645471612626"
"2576","56.28758999229081","56.28758999229081","56.28758999229081"
"2579","56.90464869959393","56.90464869959393","56.90464869959393"
"2582","59.5884019922048","59.5884019922048","59.5884019922048"
"2585","58.88271222196396","58.88271222196396","58.88271222196396"
"2588","59.46608519223784","59.46608519223784","59.46608519223784"
"2591","63.2732418807775","63.2732418807775","63.2732418807775"
"2594","60.64581638540641","60.64581638540641","60.64581638540641"
"2597","61.32428839842679","61.32428839842679","61.32428839842679"
"2600","59.561009253205576","59.561009253205576","59.561009253205576"
"2603","58.913709961052","58.913709961052","58.913709961052"
"2606","59.36031213047204","59.36031213047204","59.36031213047204"
"2609","59.29667490889947","59.29667490889947","59.29667490889947"
"2612","59.794432973165094","59.794432973165094","59.794432973165094"
"2615","58.31323877621193","58.31323877621193","58.31323877621193"
"2618","58.91159598576496","58.91159598576496","58.91159598576496"
"2621","59.530715158367194","59.530715158367194","59.530715158367194"
"2624","61.253286934715064","61.253286934715064","61.253286934715064"
"2627","61.17092704889228","61.17092704889228","61.17092704889228"
"2630","61.052956291909055","61.052956291909055","61.052956291909055"
"2633","61.96656558729016","61.96656558729016","61.96656558729016"
"2636","61.56427862290891","61.56427862290891","61.56427862290891"
"2639","64.14147149816822","64.14147149816822","64.14147149816822"
"2642","65.87907691432922","65.87907691432922","65.87907691432922"
"2645","66.79861073940232","66.79861073940232","66.79861073940232"
"2648","67.57156369967917","67.57156369967917","67.57156369967917"
"2651","67.5166276496741","67.5166276496741","67.5166276496741"
"2654","67.56584241189712","67.56584241189712","67.56584241189712"
"2657","68.10538298981015","68.10538298981015","68.10538298981015"
"2660","69.51379381279752","69.51379381279752","69.51379381279752"
"2663","70.5805628663596","70.5805628663596","70.5805628663596"
"2666","71.16586829305572","71.16586829305572","71.16586829305572"
"2669","69.96826812224936","69.96826812224936","69.96826812224936"
"2672","70.27113224858962","70.27113224858962","70.27113224858962"
"2675","69.55678004160302","69.55678004160302","69.55678004160302"
"2678","69.9146359939228","69.9146359939228","69.9146359939228"
"2681","68.8392589679318","68.8392589679318","68.8392589679318"
"2684","68.3940590626074","68.3940590626074","68.3940590626074"
"2687","69.33344278530765","69.33344278530765","69.33344278530765"
"2690","69.64480402387966","69.64480402387966","69.64480402387966"
"2693","71.08582039405015","71.08582039405015","71.08582039405015"
"2696","71.25952192559359","71.25952192559359","71.25952192559359"
"2699","70.69980464196952","70.69980464196952","70.69980464196952"
"2702","70.69485304651938","70.69485304651938","70.69485304651938"
"2705","70.63072607261594","70.63072607261594","70.63072607261594"
"2708","70.38523242221784","70.38523242221784","70.38523242221784"
"2711","69.57269919515942","69.57269919515942","69.57269919515942"
"2714","71.01074856059425","71.01074856059425","71.01074856059425"
"2717","71.55404130104503","71.55404130104503","71.55404130104503"
"2720","71.87269256577984","71.87269256577984","71.87269256577984"
"2723","72.62310418937643","72.62310418937643","72.62310418937643"
"2726","73.39604854266192","73.39604854266192","73.39604854266192"
"2729","73.40134193831658","73.40134193831658","73.40134193831658"
"2732","73.97174813483582","73.97174813483582","73.97174813483582"
"2735","72.36778980120316","72.36778980120316","72.36778980120316"
"2738","71.52967295400167","71.52967295400167","71.52967295400167"
"2741","72.19086340143289","72.19086340143289","72.19086340143289"
"2744","73.02229649572246","73.02229649572246","73.02229649572246"
"2747","73.00317767837966","73.00317767837966","73.00317767837966"
"2750","72.33284298709948","72.33284298709948","72.33284298709948"
"2753","71.68220843602845","71.68220843602845","71.68220843602845"
"2756","71.65942172435531","71.65942172435531","71.65942172435531"
"2759","72.75525527656066","72.75525527656066","72.75525527656066"
"2762","73.0609725198482","73.0609725198482","73.0609725198482"
"2765","74.00755012806479","74.00755012806479","74.00755012806479"
"2768","73.78158331366026","73.78158331366026","73.78158331366026"
"2771","77.1167162580183","77.1167162580183","77.1167162580183"
"2774","77.24160702167427","77.24160702167427","77.24160702167427"
"2777","78.4849312905051","78.4849312905051","78.4849312905051"
"2780","78.31399829095086","78.31399829095086","78.31399829095086"
"2783","77.57396011566071","77.57396011566071","77.57396011566071"
"2786","79.16161303056877","79.16161303056877","79.16161303056877"
"2789","79.25489295168576","79.25489295168576","79.25489295168576"
"2792","79.60117879476253","79.60117879476253","79.60117879476253"
"2795","79.2091374288388","79.2091374288388","79.2091374288388"
"2798","80.92822856518674","80.92822856518674","80.92822856518674"
"2801","80.98393518398274","80.98393518398274","80.98393518398274"
"2804","83.06803896099868","83.06803896099868","83.06803896099868"
"2807","83.30794614680117","83.30794614680117","83.30794614680117"
"2810","84.0080654346886","84.0080654346886","84.0080654346886"
"2813","84.06701556637844","84.06701556637844","84.06701556637844"
"2816","83.1596328393696","83.1596328393696","83.1596328393696"
"2819","81.3981398619619","81.3981398619619","81.3981398619619"
"2822","81.683562731835","81.683562731835","81.683562731835"
"2825","82.1908718378031","82.1908718378031","82.1908718378031"
"2828","81.50320646631822","81.50320646631822","81.50320646631822"
"2831","79.49879973738615","79.49879973738615","79.49879973738615"
"2834","79.09211800888637","79.09211800888637","79.09211800888637"
"2837","79.98385751945146","79.98385751945146","79.98385751945146"
"2840","79.2188412648951","79.2188412648951","79.2188412648951"
"2843","78.45327235345152","78.45327235345152","78.45327235345152"
"2846","78.30664176709136","78.30664176709136","78.30664176709136"
"2849","76.8376369051057","76.8376369051057","76.8376369051057"
"2852","76.871150342124","76.871150342124","76.871150342124"
"2855","76.43311242387627","76.43311242387627","76.43311242387627"
"2858","79.04158873496215","79.04158873496215","79.04158873496215"
"2861","75.9008453543237","75.9008453543237","75.9008453543237"
"2864","75.8726713140763","75.8726713140763","75.8726713140763"
"2867","76.3431196634395","76.3431196634395","76.3431196634395"
"2870","76.64099105211706","76.64099105211706","76.64099105211706"
"2873","78.76061785769984","78.76061785769984","78.76061785769984"
"2876","79.60163313983328","79.60163313983328","79.60163313983328"
"2879","79.02614758564569","79.02614758564569","79.02614758564569"
"2882","79.39764696612126","79.39764696612126","79.39764696612126"
"2885","79.46295024126509","79.46295024126509","79.46295024126509"
"2888","78.28820917214638","78.28820917214638","78.28820917214638"
"2891","78.26566556394738","78.26566556394738","78.26566556394738"
"2894","76.54602779218831","76.54602779218831","76.54602779218831"
"2897","76.95795789214986","76.95795789214986","76.95795789214986"
"2900","77.47431151580356","77.47431151580356","77.47431151580356"
"2903","78.42552902860767","78.42552902860767","78.42552902860767"
"2906","78.45990442593866","78.45990442593866","78.45990442593866"
"2909","77.16631154465708","77.16631154465708","77.16631154465708"
"2912","75.19705409013218","75.19705409013218","75.19705409013218"
"2915","75.6285472926154","75.6285472926154","75.6285472926154"
"2918","74.67651413161613","74.67651413161613","74.67651413161613"
"2921","75.25733654248889","75.25733654248889","75.25733654248889"
"2924","75.67843565715937","75.67843565715937","75.67843565715937"
"2927","74.81895504661895","74.81895504661895","74.81895504661895"
"2930","74.27420500841184","74.27420500841184","74.27420500841184"
"2933","73.64100363384567","73.64100363384567","73.64100363384567"
"2936","72.96560059915478","72.96560059915478","72.96560059915478"
"2939","71.4301211273153","71.4301211273153","71.4301211273153"
"2942","70.67991010772276","70.67991010772276","70.67991010772276"
"2945","72.12096891501783","72.12096891501783","72.12096891501783"
"2948","73.07821738568406","73.07821738568406","73.07821738568406"
"2951","74.8315214889686","74.8315214889686","74.8315214889686"
"2954","76.07540724832394","76.07540724832394","76.07540724832394"
"2957","75.71159908925134","75.71159908925134","75.71159908925134"
"2960","76.07331146579213","76.07331146579213","76.07331146579213"
"2963","74.35219680346135","74.35219680346135","74.35219680346135"
"2966","73.9676669049742","73.9676669049742","73.9676669049742"
"2969","74.10630140653797","74.10630140653797","74.10630140653797"
"2972","73.49002701257679","73.49002701257679","73.49002701257679"
"2975","74.7062818915118","74.7062818915118","74.7062818915118"
"2978","73.71191078965956","73.71191078965956","73.71191078965956"
"2981","74.49373336333313","74.49373336333313","74.49373336333313"
"2984","74.2886182064726","74.2886182064726","74.2886182064726"
"2987","73.87719017997748","73.87719017997748","73.87719017997748"
"2990","74.1097969429847","74.1097969429847","74.1097969429847"
"2993","74.80902168783935","74.80902168783935","74.80902168783935"
"2996","75.53140228271167","75.53140228271167","75.53140228271167"
"2999","77.30336783107198","77.30336783107198","77.30336783107198"
"3002","76.25333719284086","76.25333719284086","76.25333719284086"
"3005","76.12546750436289","76.12546750436289","76.12546750436289"
"3008","73.93168779045016","73.93168779045016","73.93168779045016"
"3011","74.15425837118507","74.15425837118507","74.15425837118507"
"3014","73.85576694844512","73.85576694844512","73.85576694844512"
"3017","73.79996102482866","73.79996102482866","73.79996102482866"
"3020","73.9811043400698","73.9811043400698","73.9811043400698"
"3023","73.93941319856482","73.93941319856482","73.93941319856482"
"3026","74.68219421225933","74.68219421225933","74.68219421225933"
"3029","73.8497148716188","73.8497148716188","73.8497148716188"
"3032","73.2575248419281","73.2575248419281","73.2575248419281"
"3035","72.8751052684061","72.8751052684061","72.8751052684061"
"3038","72.19619234965748","72.19619234965748","72.19619234965748"
"3041","72.49937923247735","72.49937923247735","72.49937923247735"
"3044","72.39070960108712","72.39070960108712","72.39070960108712"
"3047","72.19833788321762","72.19833788321762","72.19833788321762"
"3050","72.79171197894343","72.79171197894343","72.79171197894343"
"3053","72.69381692676332","72.69381692676332","72.69381692676332"
"3056","73.57877280093987","73.57877280093987","73.57877280093987"
"3059","72.97393644292885","72.97393644292885","72.97393644292885"
"3062","74.75992172635111","74.75992172635111","74.75992172635111"
"3065","75.67211336471182","75.67211336471182","75.67211336471182"
"3068","76.4212044246412","76.4212044246412","76.4212044246412"
"3071","75.15649731752066","75.15649731752066","75.15649731752066"
"3074","75.1964738206517","75.1964738206517","75.1964738206517"
"3077","75.55676693348272","75.55676693348272","75.55676693348272"
"3080","76.47634702245006","76.47634702245006","76.47634702245006"
"3083","76.96638630702225","76.96638630702225","76.96638630702225"
"3086","77.23502878819362","77.23502878819362","77.23502878819362"
"3089","76.12835553936414","76.12835553936414","76.12835553936414"
"3092","76.80437657883213","76.80437657883213","76.80437657883213"
"3095","76.98464831528355","76.98464831528355","76.98464831528355"
"3098","75.51290014165494","75.51290014165494","75.51290014165494"
"3101","78.26284115936284","78.26284115936284","78.26284115936284"
"3104","77.62436215427104","77.62436215427104","77.62436215427104"
"3107","80.13711924190184","80.13711924190184","80.13711924190184"
"3110","80.52523191252685","80.52523191252685","80.52523191252685"
"3113","80.7457475060954","80.7457475060954","80.7457475060954"
"3116","81.09156915609009","81.09156915609009","81.09156915609009"
"3119","81.76460601702124","81.76460601702124","81.76460601702124"
"3122","83.70954156672055","83.70954156672055","83.70954156672055"
"3125","83.42385430389739","83.42385430389739","83.42385430389739"
"3128","83.86319312058235","83.86319312058235","83.86319312058235"
"3131","83.07217482877677","83.07217482877677","83.07217482877677"
"3134","82.94994217697226","82.94994217697226","82.94994217697226"
"3137","84.34045820028449","84.34045820028449","84.34045820028449"
"3140","83.55432966900358","83.55432966900358","83.55432966900358"
"3143","84.6848481922396","84.6848481922396","84.6848481922396"
"3146","84.45451078757117","84.45451078757117","84.45451078757117"
"3149","85.00649859461033","85.00649859461033","85.00649859461033"
"3152","85.8410275460857","85.8410275460857","85.8410275460857"
"3155","86.40174042407816","86.40174042407816","86.40174042407816"
"3158","86.27354199809224","86.27354199809224","86.27354199809224"
"3161","86.3073400087132","86.3073400087132","86.3073400087132"
"3164","85.6338043166082","85.6338043166082","85.6338043166082"
"3167","85.7586743602561","85.7586743602561","85.7586743602561"
"3170","85.96388037658889","85.96388037658889","85.96388037658889"
"3173","85.12508177551358","85.12508177551358","85.12508177551358"
"3176","83.8962568735488","83.8962568735488","83.8962568735488"
"3179","85.88117105139133","85.88117105139133","85.88117105139133"
"3182","83.5930860553513","83.5930860553513","83.5930860553513"
"3185","83.22444147170415","83.22444147170415","83.22444147170415"
"3188","83.5588215593208","83.5588215593208","83.5588215593208"
"3191","79.22309343889684","79.22309343889684","79.22309343889684"
"3194","80.21084709282428","80.21084709282428","80.21084709282428"
"3197","78.90494398685674","78.90494398685674","78.90494398685674"
"3200","79.72963702523016","79.72963702523016","79.72963702523016"
"3203","79.80549415860395","79.80549415860395","79.80549415860395"
"3206","80.91577897534084","80.91577897534084","80.91577897534084"
"3209","80.64725187666427","80.64725187666427","80.64725187666427"
"3212","80.45086143273242","80.45086143273242","80.45086143273242"
"3215","80.82123543839785","80.82123543839785","80.82123543839785"
"3218","80.87968207706915","80.87968207706915","80.87968207706915"
"3221","79.69277070424802","79.69277070424802","79.69277070424802"
"3224","78.21137324540622","78.21137324540622","78.21137324540622"
"3227","79.01433012451636","79.01433012451636","79.01433012451636"
"3230","79.55458872423247","79.55458872423247","79.55458872423247"
"3233","79.28513694647745","79.28513694647745","79.28513694647745"
"3236","79.16666697332329","79.16666697332329","79.16666697332329"
"3239","77.31453841441622","77.31453841441622","77.31453841441622"
"3242","77.55333871181413","77.55333871181413","77.55333871181413"
"3245","75.40641179729796","75.40641179729796","75.40641179729796"
"3248","74.98191170880995","74.98191170880995","74.98191170880995"
"3251","75.81778648786491","75.81778648786491","75.81778648786491"
"3254","76.77073376052273","76.77073376052273","76.77073376052273"
"3257","76.21447010593873","76.21447010593873","76.21447010593873"
"3260","75.02237362743638","75.02237362743638","75.02237362743638"
"3263","75.90989080289377","75.90989080289377","75.90989080289377"
"3266","75.15414679093762","75.15414679093762","75.15414679093762"
"3269","77.04781872146157","77.04781872146157","77.04781872146157"
"3272","77.91657888793436","77.91657888793436","77.91657888793436"
"3275","77.68667801921269","77.68667801921269","77.68667801921269"
"3278","78.09074303259453","78.09074303259453","78.09074303259453"
"3281","78.26734844687506","78.26734844687506","78.26734844687506"
"3284","78.83663940638479","78.83663940638479","78.83663940638479"
"3287","77.80789890685766","77.80789890685766","77.80789890685766"
"3290","77.9413216294373","77.9413216294373","77.9413216294373"
"3293","77.50197425868772","77.50197425868772","77.50197425868772"
"3296","77.81869812625904","77.81869812625904","77.81869812625904"
"3299","78.45245824267997","78.45245824267997","78.45245824267997"
"3302","78.15932621538983","78.15932621538983","78.15932621538983"
"3305","78.612386787324","78.612386787324","78.612386787324"
"3308","78.26739086377404","78.26739086377404","78.26739086377404"
"3311","78.09782527366409","78.09782527366409","78.09782527366409"
"3314","76.3041193268372","76.3041193268372","76.3041193268372"
"3317","76.81926024881275","76.81926024881275","76.81926024881275"
"3320","76.42285927660936","76.42285927660936","76.42285927660936"
"3323","76.09401892864415","76.09401892864415","76.09401892864415"
"3326","76.1547866209417","76.1547866209417","76.1547866209417"
"3329","76.41107931526464","76.41107931526464","76.41107931526464"
"3332","77.92620655880728","77.92620655880728","77.92620655880728"
"3335","77.69800771577837","77.69800771577837","77.69800771577837"
"3338","78.150278150637","78.150278150637","78.150278150637"
"3341","77.65918372448574","77.65918372448574","77.65918372448574"
"3344","78.15918697163767","78.15918697163767","78.15918697163767"
"3347","78.08943519677656","78.08943519677656","78.08943519677656"
"3350","78.3124151264604","78.3124151264604","78.3124151264604"
"3353","78.66907067664275","78.66907067664275","78.66907067664275"
"3356","79.47179628138647","79.47179628138647","79.47179628138647"
"3359","78.42563318062714","78.42563318062714","78.42563318062714"
"3362","78.75096067660884","78.75096067660884","78.75096067660884"
"3365","76.6257703037571","76.6257703037571","76.6257703037571"
"3368","76.75392367901726","76.75392367901726","76.75392367901726"
"3371","73.90677198932808","73.90677198932808","73.90677198932808"
"3374","73.68502763660054","73.68502763660054","73.68502763660054"
"3377","72.11237073524973","72.11237073524973","72.11237073524973"
"3380","74.11608592143493","74.11608592143493","74.11608592143493"
"3383","74.80490899602174","74.80490899602174","74.80490899602174"
"3386","72.9604296799929","72.9604296799929","72.9604296799929"
"3389","72.68065676812111","72.68065676812111","72.68065676812111"
"3392","72.41498677997936","72.41498677997936","72.41498677997936"
"3395","72.52893005267133","72.52893005267133","72.52893005267133"
"3398","71.82272808662019","71.82272808662019","71.82272808662019"
"3401","72.17036011909572","72.17036011909572","72.17036011909572"
"3404","72.11463712009623","72.11463712009623","72.11463712009623"
"3407","72.1503063738599","72.1503063738599","72.1503063738599"
"3410","72.30046892897784","72.30046892897784","72.30046892897784"
"3413","73.43500439321915","73.43500439321915","73.43500439321915"
"3416","73.29726142947254","73.29726142947254","73.29726142947254"
"3419","72.77943325654269","72.77943325654269","72.77943325654269"
"3422","73.69080294923029","73.69080294923029","73.69080294923029"
"3425","74.07287894368238","74.07287894368238","74.07287894368238"
"3428","75.0243685236501","75.0243685236501","75.0243685236501"
"3431","75.56684936419246","75.56684936419246","75.56684936419246"
"3434","75.53078881675978","75.53078881675978","75.53078881675978"
"3437","74.56376035218337","74.56376035218337","74.56376035218337"
"3440","74.94835388571784","74.94835388571784","74.94835388571784"
"3443","76.37834651342014","76.37834651342014","76.37834651342014"
"3446","77.46520227133868","77.46520227133868","77.46520227133868"
"3449","78.32457271053185","78.32457271053185","78.32457271053185"
"3452","78.1238399400584","78.1238399400584","78.1238399400584"
"3455","79.11810064462787","79.11810064462787","79.11810064462787"
"3458","76.937069731143","76.937069731143","76.937069731143"
"3461","79.3818056924506","79.3818056924506","79.3818056924506"
"3464","80.0225252969191","80.0225252969191","80.0225252969191"
"3467","81.20206733809746","81.20206733809746","81.20206733809746"
"3470","82.59297691430154","82.59297691430154","82.59297691430154"
"3473","81.97146631658785","81.97146631658785","81.97146631658785"
"3476","82.09294035516095","82.09294035516095","82.09294035516095"
"3479","83.85721065603198","83.85721065603198","83.85721065603198"
"3482","83.2360652374947","83.2360652374947","83.2360652374947"
"3485","84.59357176949159","84.59357176949159","84.59357176949159"
"3488","84.46731935203694","84.46731935203694","84.46731935203694"
"3491","84.55952435210243","84.55952435210243","84.55952435210243"
"3494","85.05965719942964","85.05965719942964","85.05965719942964"
"3497","84.94332258345555","84.94332258345555","84.94332258345555"
"3500","84.52571805460524","84.52571805460524","84.52571805460524"
"3503","83.92857904066885","83.92857904066885","83.92857904066885"
"3506","83.81306532867096","83.81306532867096","83.81306532867096"
"3509","84.45182780158588","84.45182780158588","84.45182780158588"
"3512","84.18249918881668","84.18249918881668","84.18249918881668"
"3515","84.634349790051","84.634349790051","84.634349790051"
"3518","85.95851049319482","85.95851049319482","85.95851049319482"
"3521","85.25579798923802","85.25579798923802","85.25579798923802"
"3524","84.89862852442933","84.89862852442933","84.89862852442933"
"3527","85.9167000310049","85.9167000310049","85.9167000310049"
"3530","86.45621290468065","86.45621290468065","86.45621290468065"
"3533","86.10286631772983","86.10286631772983","86.10286631772983"
"3536","86.80550234130686","86.80550234130686","86.80550234130686"
"3539","86.54873825766383","86.54873825766383","86.54873825766383"
"3542","86.78555035304406","86.78555035304406","86.78555035304406"
"3545","84.93709484158933","84.93709484158933","84.93709484158933"
"3548","83.45701553873147","83.45701553873147","83.45701553873147"
"3551","81.80539053801516","81.80539053801516","81.80539053801516"
