"Step","DDPG-DDPG_4_2_reward(close) - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2_reward(close) - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2_reward(close) - Mean Episode Reward (Last 200 episodes)__MAX"
"7103","82.5637041498182","82.5637041498182","82.5637041498182"
"7106","82.50355497155488","82.50355497155488","82.50355497155488"
"7109","81.1105448023605","81.1105448023605","81.1105448023605"
"7112","80.48207062346869","80.48207062346869","80.48207062346869"
"7115","80.75639361531712","80.75639361531712","80.75639361531712"
"7118","81.85828583928583","81.85828583928583","81.85828583928583"
"7121","81.75169058361458","81.75169058361458","81.75169058361458"
"7124","82.276244052021","82.276244052021","82.276244052021"
"7127","80.76581212941319","80.76581212941319","80.76581212941319"
"7130","80.67988789918093","80.67988789918093","80.67988789918093"
"7133","80.98329750998856","80.98329750998856","80.98329750998856"
"7136","82.63318116911243","82.63318116911243","82.63318116911243"
"7139","84.15977545226369","84.15977545226369","84.15977545226369"
"7142","84.36387439483784","84.36387439483784","84.36387439483784"
"7145","83.42563444366405","83.42563444366405","83.42563444366405"
"7148","85.00195013141939","85.00195013141939","85.00195013141939"
"7151","86.6518761074793","86.6518761074793","86.6518761074793"
"7154","87.08191318488413","87.08191318488413","87.08191318488413"
"7157","88.2897440054963","88.2897440054963","88.2897440054963"
"7160","87.43161541130414","87.43161541130414","87.43161541130414"
"7163","89.36133101171278","89.36133101171278","89.36133101171278"
"7166","90.25396244145026","90.25396244145026","90.25396244145026"
"7169","90.0472800252973","90.0472800252973","90.0472800252973"
"7172","90.98433469050546","90.98433469050546","90.98433469050546"
"7175","90.93966104691306","90.93966104691306","90.93966104691306"
"7178","90.60633556752839","90.60633556752839","90.60633556752839"
"7181","90.48283718180838","90.48283718180838","90.48283718180838"
"7184","91.6553467086236","91.6553467086236","91.6553467086236"
"7187","89.50958652402436","89.50958652402436","89.50958652402436"
"7190","89.36485037842209","89.36485037842209","89.36485037842209"
"7193","89.38574017882155","89.38574017882155","89.38574017882155"
"7196","89.5662510722392","89.5662510722392","89.5662510722392"
"7199","89.76625924959887","89.76625924959887","89.76625924959887"
"7202","90.26484037986793","90.26484037986793","90.26484037986793"
"7205","90.34325827705231","90.34325827705231","90.34325827705231"
"7208","91.8543224100075","91.8543224100075","91.8543224100075"
"7211","91.71534577464394","91.71534577464394","91.71534577464394"
"7214","92.1251227927458","92.1251227927458","92.1251227927458"
"7217","92.27472498951785","92.27472498951785","92.27472498951785"
"7220","92.70451575875072","92.70451575875072","92.70451575875072"
"7223","93.14421658799705","93.14421658799705","93.14421658799705"
"7226","94.67384222605921","94.67384222605921","94.67384222605921"
"7229","95.51989078435442","95.51989078435442","95.51989078435442"
"7232","94.37951686079339","94.37951686079339","94.37951686079339"
"7235","93.34344411529706","93.34344411529706","93.34344411529706"
"7238","93.77877663375386","93.77877663375386","93.77877663375386"
"7241","95.23378596710539","95.23378596710539","95.23378596710539"
"7244","94.48087183952441","94.48087183952441","94.48087183952441"
"7247","93.96445402755121","93.96445402755121","93.96445402755121"
"7250","96.3445023878531","96.3445023878531","96.3445023878531"
"7253","96.13211264910153","96.13211264910153","96.13211264910153"
"7256","96.6014404886572","96.6014404886572","96.6014404886572"
"7259","96.61434899739965","96.61434899739965","96.61434899739965"
"7262","99.2532784275892","99.2532784275892","99.2532784275892"
"7265","98.76179826894129","98.76179826894129","98.76179826894129"
"7268","98.21743836188392","98.21743836188392","98.21743836188392"
"7271","97.55025313137946","97.55025313137946","97.55025313137946"
"7274","97.10307228111805","97.10307228111805","97.10307228111805"
"7277","96.82655109667888","96.82655109667888","96.82655109667888"
"7280","97.89092069246331","97.89092069246331","97.89092069246331"
"7283","98.69842798046012","98.69842798046012","98.69842798046012"
"7286","99.32566987457689","99.32566987457689","99.32566987457689"
"7289","100.1414499203137","100.1414499203137","100.1414499203137"
"7292","102.16608456846629","102.16608456846629","102.16608456846629"
"7295","102.40892413636146","102.40892413636146","102.40892413636146"
"7298","102.22364120328875","102.22364120328875","102.22364120328875"
"7301","101.12883829929588","101.12883829929588","101.12883829929588"
"7304","99.7817982704391","99.7817982704391","99.7817982704391"
"7307","99.26137804392545","99.26137804392545","99.26137804392545"
"7310","96.6393621198818","96.6393621198818","96.6393621198818"
"7313","95.8402107464524","95.8402107464524","95.8402107464524"
"7316","95.55739267994268","95.55739267994268","95.55739267994268"
"7319","95.61846374005465","95.61846374005465","95.61846374005465"
"7322","96.60909762883611","96.60909762883611","96.60909762883611"
"7325","96.84509689017466","96.84509689017466","96.84509689017466"
"7328","97.02974371132665","97.02974371132665","97.02974371132665"
"7331","96.80604031317904","96.80604031317904","96.80604031317904"
"7334","96.21088734039938","96.21088734039938","96.21088734039938"
"7337","95.90696731627855","95.90696731627855","95.90696731627855"
"7340","95.69709190796858","95.69709190796858","95.69709190796858"
"7343","96.33635119113457","96.33635119113457","96.33635119113457"
"7346","96.3539191844932","96.3539191844932","96.3539191844932"
"7349","95.946470510829","95.946470510829","95.946470510829"
"7352","96.09574792528697","96.09574792528697","96.09574792528697"
"7355","95.04676488268333","95.04676488268333","95.04676488268333"
"7358","95.35408000167585","95.35408000167585","95.35408000167585"
"7361","94.2925226540402","94.2925226540402","94.2925226540402"
"7364","95.13752310360634","95.13752310360634","95.13752310360634"
"7367","95.82237597771882","95.82237597771882","95.82237597771882"
"7370","95.63450445588869","95.63450445588869","95.63450445588869"
"7373","94.89358382774786","94.89358382774786","94.89358382774786"
"7376","93.6931444742051","93.6931444742051","93.6931444742051"
"7379","94.0770630162127","94.0770630162127","94.0770630162127"
"7382","93.86051974853613","93.86051974853613","93.86051974853613"
"7385","94.1458984367907","94.1458984367907","94.1458984367907"
"7388","93.61833335205964","93.61833335205964","93.61833335205964"
"7391","94.92812782824969","94.92812782824969","94.92812782824969"
"7394","95.39244295718454","95.39244295718454","95.39244295718454"
"7397","94.61629023558663","94.61629023558663","94.61629023558663"
"7400","94.32577996755735","94.32577996755735","94.32577996755735"
"7403","94.43565292556667","94.43565292556667","94.43565292556667"
"7406","94.04019743631112","94.04019743631112","94.04019743631112"
"7409","92.97888601212134","92.97888601212134","92.97888601212134"
"7412","93.57284966210827","93.57284966210827","93.57284966210827"
"7415","93.62805562431912","93.62805562431912","93.62805562431912"
"7418","94.70447609096503","94.70447609096503","94.70447609096503"
"7421","94.45492943541842","94.45492943541842","94.45492943541842"
"7424","93.93525763112862","93.93525763112862","93.93525763112862"
"7427","92.37156001645488","92.37156001645488","92.37156001645488"
"7430","92.39581536164819","92.39581536164819","92.39581536164819"
"7433","92.36051851020153","92.36051851020153","92.36051851020153"
"7436","92.01654264933906","92.01654264933906","92.01654264933906"
"7439","92.02291379942864","92.02291379942864","92.02291379942864"
"7442","93.09748299096005","93.09748299096005","93.09748299096005"
"7445","92.1939318815756","92.1939318815756","92.1939318815756"
"7448","92.3536708253457","92.3536708253457","92.3536708253457"
"7451","92.98434976144102","92.98434976144102","92.98434976144102"
"7454","93.45640293440356","93.45640293440356","93.45640293440356"
"7457","93.51046314888356","93.51046314888356","93.51046314888356"
"7460","92.8837898331747","92.8837898331747","92.8837898331747"
"7463","92.70552444389217","92.70552444389217","92.70552444389217"
"7466","93.04723872094115","93.04723872094115","93.04723872094115"
"7469","94.16421419954455","94.16421419954455","94.16421419954455"
"7472","94.25469299452651","94.25469299452651","94.25469299452651"
"7475","93.78281323016463","93.78281323016463","93.78281323016463"
"7478","92.84184385580161","92.84184385580161","92.84184385580161"
"7481","92.69358846150428","92.69358846150428","92.69358846150428"
"7484","93.98577394665486","93.98577394665486","93.98577394665486"
"7487","94.07164056048343","94.07164056048343","94.07164056048343"
"7490","94.29164347445884","94.29164347445884","94.29164347445884"
"7493","94.8593762823908","94.8593762823908","94.8593762823908"
"7496","94.82864262348485","94.82864262348485","94.82864262348485"
"7499","96.91813258392447","96.91813258392447","96.91813258392447"
"7502","95.58408547336832","95.58408547336832","95.58408547336832"
"7505","96.01252800323334","96.01252800323334","96.01252800323334"
"7508","96.54358537161583","96.54358537161583","96.54358537161583"
"7511","98.30975524427971","98.30975524427971","98.30975524427971"
"7514","98.24417595440404","98.24417595440404","98.24417595440404"
"7517","97.33443953874288","97.33443953874288","97.33443953874288"
"7520","97.84486288832241","97.84486288832241","97.84486288832241"
"7523","95.81108117365473","95.81108117365473","95.81108117365473"
"7526","96.21204545356738","96.21204545356738","96.21204545356738"
"7529","96.1474542885249","96.1474542885249","96.1474542885249"
"7532","98.21128040669711","98.21128040669711","98.21128040669711"
"7535","98.47530703070703","98.47530703070703","98.47530703070703"
"7538","99.22587466393132","99.22587466393132","99.22587466393132"
"7541","98.13735031584248","98.13735031584248","98.13735031584248"
"7544","98.83521258342692","98.83521258342692","98.83521258342692"
"7547","99.08108494809447","99.08108494809447","99.08108494809447"
"7550","99.550865618728","99.550865618728","99.550865618728"
"7553","100.60352977249809","100.60352977249809","100.60352977249809"
"7556","100.89181732900106","100.89181732900106","100.89181732900106"
"7559","103.13921413006528","103.13921413006528","103.13921413006528"
"7562","103.38852525340735","103.38852525340735","103.38852525340735"
"7565","103.57606986135711","103.57606986135711","103.57606986135711"
"7568","103.48438247447943","103.48438247447943","103.48438247447943"
"7571","104.6961012168108","104.6961012168108","104.6961012168108"
"7574","105.6274757693017","105.6274757693017","105.6274757693017"
"7577","104.88559788892164","104.88559788892164","104.88559788892164"
"7580","106.66305607061766","106.66305607061766","106.66305607061766"
"7583","108.34565488812568","108.34565488812568","108.34565488812568"
"7586","108.43758073484409","108.43758073484409","108.43758073484409"
"7589","107.79353287994982","107.79353287994982","107.79353287994982"
"7592","106.79799203536578","106.79799203536578","106.79799203536578"
"7595","106.85386491201663","106.85386491201663","106.85386491201663"
"7598","105.99773575931935","105.99773575931935","105.99773575931935"
"7601","104.92573670890528","104.92573670890528","104.92573670890528"
"7604","105.49710418322793","105.49710418322793","105.49710418322793"
"7607","103.0823417312077","103.0823417312077","103.0823417312077"
"7610","103.34515289149365","103.34515289149365","103.34515289149365"
"7613","102.58817820485565","102.58817820485565","102.58817820485565"
"7616","103.12062067165381","103.12062067165381","103.12062067165381"
"7619","102.69943332802929","102.69943332802929","102.69943332802929"
"7622","101.1660829293624","101.1660829293624","101.1660829293624"
"7625","100.32333803510397","100.32333803510397","100.32333803510397"
"7628","99.20884057969137","99.20884057969137","99.20884057969137"
"7631","100.35097581647045","100.35097581647045","100.35097581647045"
"7634","100.86407871536771","100.86407871536771","100.86407871536771"
"7637","98.65144370705728","98.65144370705728","98.65144370705728"
"7640","96.58232279822298","96.58232279822298","96.58232279822298"
"7643","97.89133401581881","97.89133401581881","97.89133401581881"
"7646","99.0280270105893","99.0280270105893","99.0280270105893"
"7649","99.10932822203938","99.10932822203938","99.10932822203938"
"7652","98.97564637200244","98.97564637200244","98.97564637200244"
"7655","98.17717224255387","98.17717224255387","98.17717224255387"
"7658","97.89519236540194","97.89519236540194","97.89519236540194"
"7661","97.91353807189233","97.91353807189233","97.91353807189233"
"7664","99.57319747902139","99.57319747902139","99.57319747902139"
"7667","100.60009299233361","100.60009299233361","100.60009299233361"
"7670","99.84512252278863","99.84512252278863","99.84512252278863"
"7673","99.87340320710416","99.87340320710416","99.87340320710416"
"7676","101.27870517854952","101.27870517854952","101.27870517854952"
"7679","102.06113266628681","102.06113266628681","102.06113266628681"
"7682","102.155485996741","102.155485996741","102.155485996741"
"7685","102.53603026966903","102.53603026966903","102.53603026966903"
"7688","101.76173538748726","101.76173538748726","101.76173538748726"
"7691","102.54141890016582","102.54141890016582","102.54141890016582"
"7694","101.90384780051357","101.90384780051357","101.90384780051357"
"7697","102.4005108645091","102.4005108645091","102.4005108645091"
"7700","103.9113685726498","103.9113685726498","103.9113685726498"
"7703","104.28823810223466","104.28823810223466","104.28823810223466"
"7706","104.3956777235578","104.3956777235578","104.3956777235578"
"7709","107.2957497363112","107.2957497363112","107.2957497363112"
"7712","106.91924801936017","106.91924801936017","106.91924801936017"
"7715","107.4644477935319","107.4644477935319","107.4644477935319"
"7718","105.81099685657733","105.81099685657733","105.81099685657733"
"7721","105.72602941968731","105.72602941968731","105.72602941968731"
"7724","107.59387094723539","107.59387094723539","107.59387094723539"
"7727","107.6175055901115","107.6175055901115","107.6175055901115"
"7730","107.67069773047555","107.67069773047555","107.67069773047555"
"7733","107.78206345472393","107.78206345472393","107.78206345472393"
"7736","105.95725956027064","105.95725956027064","105.95725956027064"
"7739","104.0526411497694","104.0526411497694","104.0526411497694"
"7742","102.596187935156","102.596187935156","102.596187935156"
"7745","101.39901803232694","101.39901803232694","101.39901803232694"
"7748","99.82000967298445","99.82000967298445","99.82000967298445"
"7751","98.50194476835551","98.50194476835551","98.50194476835551"
"7754","98.18568072644456","98.18568072644456","98.18568072644456"
"7757","96.8439116284592","96.8439116284592","96.8439116284592"
"7760","97.7457181396775","97.7457181396775","97.7457181396775"
"7763","96.3253414847388","96.3253414847388","96.3253414847388"
"7766","96.02456610761459","96.02456610761459","96.02456610761459"
"7769","97.46274400067355","97.46274400067355","97.46274400067355"
"7772","96.84046673088143","96.84046673088143","96.84046673088143"
"7775","97.39223095019128","97.39223095019128","97.39223095019128"
"7778","97.82030404356594","97.82030404356594","97.82030404356594"
"7781","97.6306450986528","97.6306450986528","97.6306450986528"
"7784","97.13113184327739","97.13113184327739","97.13113184327739"
"7787","97.84575566595888","97.84575566595888","97.84575566595888"
"7790","97.89230487432835","97.89230487432835","97.89230487432835"
"7793","98.22592054647878","98.22592054647878","98.22592054647878"
"7796","98.51385110478162","98.51385110478162","98.51385110478162"
"7799","99.49361319809725","99.49361319809725","99.49361319809725"
"7802","99.50121658304217","99.50121658304217","99.50121658304217"
"7805","98.61547349446808","98.61547349446808","98.61547349446808"
"7808","97.12748496725939","97.12748496725939","97.12748496725939"
"7811","97.50730246706246","97.50730246706246","97.50730246706246"
"7814","97.39702532594512","97.39702532594512","97.39702532594512"
"7817","98.69191105838463","98.69191105838463","98.69191105838463"
"7820","98.34115762327755","98.34115762327755","98.34115762327755"
"7823","97.86817158161061","97.86817158161061","97.86817158161061"
"7826","97.02136427434588","97.02136427434588","97.02136427434588"
"7829","97.7944096758219","97.7944096758219","97.7944096758219"
"7832","97.81121949233227","97.81121949233227","97.81121949233227"
"7835","98.57156651242789","98.57156651242789","98.57156651242789"
"7838","98.24219802485678","98.24219802485678","98.24219802485678"
"7841","97.6655584374775","97.6655584374775","97.6655584374775"
"7844","98.13643812762264","98.13643812762264","98.13643812762264"
"7847","98.81035248882422","98.81035248882422","98.81035248882422"
"7850","96.82041582045481","96.82041582045481","96.82041582045481"
"7853","97.41053813618899","97.41053813618899","97.41053813618899"
"7856","96.94088085738876","96.94088085738876","96.94088085738876"
"7859","96.90355101152286","96.90355101152286","96.90355101152286"
"7862","94.06612697729886","94.06612697729886","94.06612697729886"
"7865","93.28966390373566","93.28966390373566","93.28966390373566"
"7868","93.27656127230016","93.27656127230016","93.27656127230016"
"7871","93.5687799846348","93.5687799846348","93.5687799846348"
"7874","94.11880222129734","94.11880222129734","94.11880222129734"
"7877","94.57684619089144","94.57684619089144","94.57684619089144"
"7880","96.38468890795708","96.38468890795708","96.38468890795708"
"7883","96.00024209469525","96.00024209469525","96.00024209469525"
"7886","96.5032096250279","96.5032096250279","96.5032096250279"
"7889","96.8041447468372","96.8041447468372","96.8041447468372"
"7892","95.16065271626691","95.16065271626691","95.16065271626691"
"7895","97.37799421276924","97.37799421276924","97.37799421276924"
"7898","98.17541743254718","98.17541743254718","98.17541743254718"
"7901","98.2737398162024","98.2737398162024","98.2737398162024"
"7904","98.54792525331051","98.54792525331051","98.54792525331051"
"7907","98.40508025883634","98.40508025883634","98.40508025883634"
"7910","99.39695684124722","99.39695684124722","99.39695684124722"
"7913","99.46283474995047","99.46283474995047","99.46283474995047"
"7916","99.5957833537943","99.5957833537943","99.5957833537943"
"7919","100.62712654802388","100.62712654802388","100.62712654802388"
"7922","100.24129175524426","100.24129175524426","100.24129175524426"
"7925","100.00274807630005","100.00274807630005","100.00274807630005"
"7928","100.32542945933727","100.32542945933727","100.32542945933727"
"7931","102.2382877312403","102.2382877312403","102.2382877312403"
"7934","102.66287325859632","102.66287325859632","102.66287325859632"
"7937","102.51644850637307","102.51644850637307","102.51644850637307"
"7940","104.5978916788894","104.5978916788894","104.5978916788894"
"7943","104.14081475454304","104.14081475454304","104.14081475454304"
"7946","104.14081625161606","104.14081625161606","104.14081625161606"
"7949","104.16012000836267","104.16012000836267","104.16012000836267"
"7952","103.97562113698055","103.97562113698055","103.97562113698055"
"7955","104.78422470947233","104.78422470947233","104.78422470947233"
"7958","105.69511285635352","105.69511285635352","105.69511285635352"
"7961","107.5349019839014","107.5349019839014","107.5349019839014"
"7964","106.25597267092058","106.25597267092058","106.25597267092058"
"7967","105.67261234891129","105.67261234891129","105.67261234891129"
"7970","105.32541481379513","105.32541481379513","105.32541481379513"
"7973","104.30203322788529","104.30203322788529","104.30203322788529"
"7976","104.67875536077794","104.67875536077794","104.67875536077794"
"7979","104.27111167400521","104.27111167400521","104.27111167400521"
"7982","104.49894063521191","104.49894063521191","104.49894063521191"
"7985","104.27435669883947","104.27435669883947","104.27435669883947"
"7988","104.08550924527128","104.08550924527128","104.08550924527128"
"7991","103.69503534787923","103.69503534787923","103.69503534787923"
"7994","103.07497796103691","103.07497796103691","103.07497796103691"
"7997","102.78650489809675","102.78650489809675","102.78650489809675"
"8000","103.48228887240332","103.48228887240332","103.48228887240332"
"8003","103.38908243920501","103.38908243920501","103.38908243920501"
"8006","104.19666419519062","104.19666419519062","104.19666419519062"
"8009","103.28948674125617","103.28948674125617","103.28948674125617"
"8012","103.58719408576904","103.58719408576904","103.58719408576904"
"8015","103.32549984794638","103.32549984794638","103.32549984794638"
"8018","103.85257260952942","103.85257260952942","103.85257260952942"
"8021","103.90502988579901","103.90502988579901","103.90502988579901"
"8024","103.69956795120964","103.69956795120964","103.69956795120964"
"8027","104.43007392370549","104.43007392370549","104.43007392370549"
"8030","104.825357700465","104.825357700465","104.825357700465"
"8033","106.13909889830657","106.13909889830657","106.13909889830657"
"8036","104.87694168448053","104.87694168448053","104.87694168448053"
"8039","104.70248160439164","104.70248160439164","104.70248160439164"
"8042","103.85284758940419","103.85284758940419","103.85284758940419"
"8045","104.45396079819167","104.45396079819167","104.45396079819167"
"8048","104.24755970973996","104.24755970973996","104.24755970973996"
"8051","102.93578309805669","102.93578309805669","102.93578309805669"
"8054","102.78774620285569","102.78774620285569","102.78774620285569"
"8057","101.89957074149666","101.89957074149666","101.89957074149666"
"8060","101.9572130564105","101.9572130564105","101.9572130564105"
"8063","104.3074873844802","104.3074873844802","104.3074873844802"
"8066","104.71753856927738","104.71753856927738","104.71753856927738"
"8069","103.04126288295264","103.04126288295264","103.04126288295264"
"8072","103.06804073401662","103.06804073401662","103.06804073401662"
"8075","102.89458403989757","102.89458403989757","102.89458403989757"
"8078","102.85737571491386","102.85737571491386","102.85737571491386"
"8081","102.42788866679145","102.42788866679145","102.42788866679145"
"8084","101.28762413259183","101.28762413259183","101.28762413259183"
"8087","101.81562168199913","101.81562168199913","101.81562168199913"
"8090","100.78315998800777","100.78315998800777","100.78315998800777"
"8093","99.87602792980223","99.87602792980223","99.87602792980223"
"8096","100.00978582837553","100.00978582837553","100.00978582837553"
"8099","98.51974736572276","98.51974736572276","98.51974736572276"
"8102","99.07828187579369","99.07828187579369","99.07828187579369"
"8105","101.0443026369622","101.0443026369622","101.0443026369622"
"8108","100.71219102123479","100.71219102123479","100.71219102123479"
"8111","98.84024846713453","98.84024846713453","98.84024846713453"
"8114","98.27157112998356","98.27157112998356","98.27157112998356"
"8117","97.74171225369986","97.74171225369986","97.74171225369986"
"8120","99.14104510681351","99.14104510681351","99.14104510681351"
"8123","99.9341525995462","99.9341525995462","99.9341525995462"
"8126","99.98796624827668","99.98796624827668","99.98796624827668"
"8129","101.36501919201794","101.36501919201794","101.36501919201794"
"8132","99.25793767831954","99.25793767831954","99.25793767831954"
"8135","99.95594611451077","99.95594611451077","99.95594611451077"
"8138","98.96218536846325","98.96218536846325","98.96218536846325"
"8141","98.9709673203175","98.9709673203175","98.9709673203175"
"8144","97.34294715172038","97.34294715172038","97.34294715172038"
"8147","96.72058976686196","96.72058976686196","96.72058976686196"
"8150","97.06549445887771","97.06549445887771","97.06549445887771"
"8153","96.72499853057579","96.72499853057579","96.72499853057579"
"8156","97.78556316507387","97.78556316507387","97.78556316507387"
"8159","97.6003192472197","97.6003192472197","97.6003192472197"
"8162","97.81080772877556","97.81080772877556","97.81080772877556"
"8165","96.54730168018698","96.54730168018698","96.54730168018698"
"8168","96.71158242096585","96.71158242096585","96.71158242096585"
"8171","96.96225699018882","96.96225699018882","96.96225699018882"
"8174","96.60036217647769","96.60036217647769","96.60036217647769"
"8177","97.06507737035821","97.06507737035821","97.06507737035821"
"8180","96.26479456341536","96.26479456341536","96.26479456341536"
"8183","94.91473586813814","94.91473586813814","94.91473586813814"
"8186","95.24027184913608","95.24027184913608","95.24027184913608"
"8189","95.42984948698118","95.42984948698118","95.42984948698118"
"8192","93.92044533657153","93.92044533657153","93.92044533657153"
"8195","93.16822274364291","93.16822274364291","93.16822274364291"
"8198","93.05259266047906","93.05259266047906","93.05259266047906"
"8201","92.74551114938899","92.74551114938899","92.74551114938899"
"8204","92.9357514717431","92.9357514717431","92.9357514717431"
"8207","93.50352429090982","93.50352429090982","93.50352429090982"
"8210","95.10776625870652","95.10776625870652","95.10776625870652"
"8213","95.93932750521644","95.93932750521644","95.93932750521644"
"8216","95.90852922720225","95.90852922720225","95.90852922720225"
"8219","96.33569275675485","96.33569275675485","96.33569275675485"
"8222","97.15226341870249","97.15226341870249","97.15226341870249"
"8225","96.47567684879382","96.47567684879382","96.47567684879382"
"8228","95.26092105828248","95.26092105828248","95.26092105828248"
"8231","96.52959815021727","96.52959815021727","96.52959815021727"
"8234","96.51198108166764","96.51198108166764","96.51198108166764"
"8237","98.32675649752181","98.32675649752181","98.32675649752181"
"8240","98.96661081825282","98.96661081825282","98.96661081825282"
"8243","98.6486864425543","98.6486864425543","98.6486864425543"
"8246","96.52419286550126","96.52419286550126","96.52419286550126"
"8249","95.89871390486228","95.89871390486228","95.89871390486228"
"8252","96.19645018344154","96.19645018344154","96.19645018344154"
"8255","98.20099368678557","98.20099368678557","98.20099368678557"
"8258","98.1269273217107","98.1269273217107","98.1269273217107"
"8261","97.29426652178526","97.29426652178526","97.29426652178526"
"8264","95.79379902481045","95.79379902481045","95.79379902481045"
"8267","94.69760386540122","94.69760386540122","94.69760386540122"
"8270","95.22929904238434","95.22929904238434","95.22929904238434"
"8273","96.82639406852527","96.82639406852527","96.82639406852527"
"8276","96.03469060189714","96.03469060189714","96.03469060189714"
"8279","95.24630881488456","95.24630881488456","95.24630881488456"
"8282","96.02437196731336","96.02437196731336","96.02437196731336"
"8285","95.5412381904098","95.5412381904098","95.5412381904098"
"8288","96.74773212167047","96.74773212167047","96.74773212167047"
"8291","96.16961698427049","96.16961698427049","96.16961698427049"
"8294","96.73353770330374","96.73353770330374","96.73353770330374"
"8297","96.24492690252195","96.24492690252195","96.24492690252195"
"8300","94.41057747375163","94.41057747375163","94.41057747375163"
"8303","94.80506887881674","94.80506887881674","94.80506887881674"
"8306","94.69909640835257","94.69909640835257","94.69909640835257"
"8309","93.35411669868152","93.35411669868152","93.35411669868152"
"8312","93.24322312542493","93.24322312542493","93.24322312542493"
"8315","92.85788123847728","92.85788123847728","92.85788123847728"
"8318","92.85272383339935","92.85272383339935","92.85272383339935"
"8321","90.99011090024682","90.99011090024682","90.99011090024682"
"8324","89.0478867731958","89.0478867731958","89.0478867731958"
"8327","89.0739806188565","89.0739806188565","89.0739806188565"
"8330","89.08214325836893","89.08214325836893","89.08214325836893"
"8333","88.78419537157507","88.78419537157507","88.78419537157507"
"8336","88.5407628481717","88.5407628481717","88.5407628481717"
"8339","88.50142811488077","88.50142811488077","88.50142811488077"
"8342","89.16867718657286","89.16867718657286","89.16867718657286"
"8345","89.35857260954899","89.35857260954899","89.35857260954899"
"8348","90.19040267805097","90.19040267805097","90.19040267805097"
"8351","90.94418197672252","90.94418197672252","90.94418197672252"
"8354","91.72863505723919","91.72863505723919","91.72863505723919"
"8357","92.0339018587068","92.0339018587068","92.0339018587068"
"8360","91.70829100027062","91.70829100027062","91.70829100027062"
"8363","91.1225137131888","91.1225137131888","91.1225137131888"
"8366","91.64740002704069","91.64740002704069","91.64740002704069"
"8369","93.70137665835531","93.70137665835531","93.70137665835531"
"8372","93.2454027383875","93.2454027383875","93.2454027383875"
"8375","92.70118826394535","92.70118826394535","92.70118826394535"
"8378","92.5105497464116","92.5105497464116","92.5105497464116"
"8381","91.4978906756316","91.4978906756316","91.4978906756316"
"8384","91.32032265472019","91.32032265472019","91.32032265472019"
"8387","90.7603731372308","90.7603731372308","90.7603731372308"
"8390","90.74334816626309","90.74334816626309","90.74334816626309"
"8393","89.85951212881388","89.85951212881388","89.85951212881388"
"8396","90.8809509318722","90.8809509318722","90.8809509318722"
"8399","89.3448352805921","89.3448352805921","89.3448352805921"
"8402","89.08398244534976","89.08398244534976","89.08398244534976"
"8405","89.83669280046738","89.83669280046738","89.83669280046738"
"8408","91.27938495608028","91.27938495608028","91.27938495608028"
"8411","91.09415883022692","91.09415883022692","91.09415883022692"
"8414","91.71378132178144","91.71378132178144","91.71378132178144"
"8417","90.63658618237281","90.63658618237281","90.63658618237281"
"8420","91.43966333659873","91.43966333659873","91.43966333659873"
"8423","91.77060712864618","91.77060712864618","91.77060712864618"
"8426","92.39480232927755","92.39480232927755","92.39480232927755"
"8429","91.77552942965042","91.77552942965042","91.77552942965042"
"8432","91.26700224539883","91.26700224539883","91.26700224539883"
"8435","91.51948485346021","91.51948485346021","91.51948485346021"
"8438","92.05473997714216","92.05473997714216","92.05473997714216"
"8441","91.42991133471241","91.42991133471241","91.42991133471241"
"8444","92.19447224296646","92.19447224296646","92.19447224296646"
"8447","91.13675759140358","91.13675759140358","91.13675759140358"
"8450","90.05781731648574","90.05781731648574","90.05781731648574"
"8453","89.81204399978378","89.81204399978378","89.81204399978378"
"8456","90.22090884330504","90.22090884330504","90.22090884330504"
"8459","90.30873424543589","90.30873424543589","90.30873424543589"
"8462","89.81996617175201","89.81996617175201","89.81996617175201"
"8465","90.70712950576737","90.70712950576737","90.70712950576737"
"8468","91.68333067704788","91.68333067704788","91.68333067704788"
"8471","93.38423985847712","93.38423985847712","93.38423985847712"
"8474","94.17619432325273","94.17619432325273","94.17619432325273"
"8477","93.91449734068983","93.91449734068983","93.91449734068983"
"8480","92.53294293493727","92.53294293493727","92.53294293493727"
"8483","92.17614275973932","92.17614275973932","92.17614275973932"
"8486","91.505000101222","91.505000101222","91.505000101222"
"8489","90.69240479723605","90.69240479723605","90.69240479723605"
"8492","91.80048078125381","91.80048078125381","91.80048078125381"
"8495","89.2554039523074","89.2554039523074","89.2554039523074"
"8498","87.86844379276648","87.86844379276648","87.86844379276648"
"8501","88.2575532605508","88.2575532605508","88.2575532605508"
"8504","88.54384622851894","88.54384622851894","88.54384622851894"
"8507","88.52364369945964","88.52364369945964","88.52364369945964"
"8510","88.47396055749931","88.47396055749931","88.47396055749931"
"8513","88.8323945663134","88.8323945663134","88.8323945663134"
"8516","88.34841197074991","88.34841197074991","88.34841197074991"
"8519","87.4193674220936","87.4193674220936","87.4193674220936"
"8522","87.31634569645887","87.31634569645887","87.31634569645887"
"8525","87.81741890860077","87.81741890860077","87.81741890860077"
"8528","88.03550200901698","88.03550200901698","88.03550200901698"
"8531","87.3211655359991","87.3211655359991","87.3211655359991"
"8534","89.38990563240655","89.38990563240655","89.38990563240655"
