"Step","DDPG_MADDPG_3_1 - Mean Episode Reward (Last 200 episodes)","DDPG_MADDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_MADDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MAX"
"1919","0.3028112371459875","0.3028112371459875","0.3028112371459875"
"1921","0.06888493516661548","0.06888493516661548","0.06888493516661548"
"1923","0.09681338629805572","0.09681338629805572","0.09681338629805572"
"1925","0.32250162020520406","0.32250162020520406","0.32250162020520406"
"1927","0.3767695755362766","0.3767695755362766","0.3767695755362766"
"1929","-0.07219588891758416","-0.07219588891758416","-0.07219588891758416"
"1931","-0.16352665613018139","-0.16352665613018139","-0.16352665613018139"
"1933","-0.5793287042583737","-0.5793287042583737","-0.5793287042583737"
"1935","-0.4640760848353299","-0.4640760848353299","-0.4640760848353299"
"1937","-0.9034602748664098","-0.9034602748664098","-0.9034602748664098"
"1939","-0.8496672484120027","-0.8496672484120027","-0.8496672484120027"
"1941","-0.6680518790022891","-0.6680518790022891","-0.6680518790022891"
"1943","-0.7101479871506693","-0.7101479871506693","-0.7101479871506693"
"1945","-1.0827007749945694","-1.0827007749945694","-1.0827007749945694"
"1947","-1.3302253028635158","-1.3302253028635158","-1.3302253028635158"
"1949","-1.2645996369654677","-1.2645996369654677","-1.2645996369654677"
"1951","-1.0114551233263738","-1.0114551233263738","-1.0114551233263738"
"1953","-0.881506046343099","-0.881506046343099","-0.881506046343099"
"1955","-0.6899536774943177","-0.6899536774943177","-0.6899536774943177"
"1957","-0.2966867150975488","-0.2966867150975488","-0.2966867150975488"
"1959","-0.2693918258476642","-0.2693918258476642","-0.2693918258476642"
"1961","-0.2379187326112216","-0.2379187326112216","-0.2379187326112216"
"1963","-0.43944767187679945","-0.43944767187679945","-0.43944767187679945"
"1965","0.1869004179599902","0.1869004179599902","0.1869004179599902"
"1967","0.032097085376806514","0.032097085376806514","0.032097085376806514"
"1969","-0.14553242877205397","-0.14553242877205397","-0.14553242877205397"
"1971","0.2555583447015608","0.2555583447015608","0.2555583447015608"
"1973","0.13945486707465626","0.13945486707465626","0.13945486707465626"
"1975","-0.17687116031541766","-0.17687116031541766","-0.17687116031541766"
"1977","-0.31371481700216974","-0.31371481700216974","-0.31371481700216974"
"1979","-0.32496943359747904","-0.32496943359747904","-0.32496943359747904"
"1981","-0.2183476372878979","-0.2183476372878979","-0.2183476372878979"
"1983","-0.05145902094136517","-0.05145902094136517","-0.05145902094136517"
"1985","-0.16717394381818843","-0.16717394381818843","-0.16717394381818843"
"1987","0.2540370466722286","0.2540370466722286","0.2540370466722286"
"1989","0.31465048549989444","0.31465048549989444","0.31465048549989444"
"1991","0.2310648298428485","0.2310648298428485","0.2310648298428485"
"1993","0.21712421148872876","0.21712421148872876","0.21712421148872876"
"1995","0.40840638284488684","0.40840638284488684","0.40840638284488684"
"1997","0.48569590423117576","0.48569590423117576","0.48569590423117576"
"1999","0.3715948969508128","0.3715948969508128","0.3715948969508128"
"2001","0.5866028346633805","0.5866028346633805","0.5866028346633805"
"2003","0.5110696344806845","0.5110696344806845","0.5110696344806845"
"2005","0.5194265944242354","0.5194265944242354","0.5194265944242354"
"2007","0.20615800780441312","0.20615800780441312","0.20615800780441312"
"2009","0.3387734692473588","0.3387734692473588","0.3387734692473588"
"2011","0.2597804402536842","0.2597804402536842","0.2597804402536842"
"2013","0.37200183680512694","0.37200183680512694","0.37200183680512694"
"2015","0.3744959852629319","0.3744959852629319","0.3744959852629319"
"2017","0.14493886480818743","0.14493886480818743","0.14493886480818743"
"2019","0.3012741015011372","0.3012741015011372","0.3012741015011372"
"2021","0.3168486042600373","0.3168486042600373","0.3168486042600373"
"2023","0.9968261941348114","0.9968261941348114","0.9968261941348114"
"2025","0.8645259216112327","0.8645259216112327","0.8645259216112327"
"2027","0.8608061520410155","0.8608061520410155","0.8608061520410155"
"2029","1.4156062753665188","1.4156062753665188","1.4156062753665188"
"2031","1.5237320307360054","1.5237320307360054","1.5237320307360054"
"2033","1.8681375386700896","1.8681375386700896","1.8681375386700896"
"2035","1.7825330137747784","1.7825330137747784","1.7825330137747784"
"2037","1.6339597107710861","1.6339597107710861","1.6339597107710861"
"2039","1.1766122433642072","1.1766122433642072","1.1766122433642072"
"2041","1.1405567900951388","1.1405567900951388","1.1405567900951388"
"2043","1.1507780813806563","1.1507780813806563","1.1507780813806563"
"2045","1.06840358602992","1.06840358602992","1.06840358602992"
"2047","0.9325648200885192","0.9325648200885192","0.9325648200885192"
"2049","1.2949442839171084","1.2949442839171084","1.2949442839171084"
"2051","1.0359265782366072","1.0359265782366072","1.0359265782366072"
"2053","1.359207735390663","1.359207735390663","1.359207735390663"
"2055","1.1005512215830422","1.1005512215830422","1.1005512215830422"
"2057","1.1485615343865063","1.1485615343865063","1.1485615343865063"
"2059","1.3332729966093462","1.3332729966093462","1.3332729966093462"
"2061","1.8515308724260633","1.8515308724260633","1.8515308724260633"
"2063","1.7689915275781882","1.7689915275781882","1.7689915275781882"
"2065","1.019438068546686","1.019438068546686","1.019438068546686"
"2067","1.0260251841530605","1.0260251841530605","1.0260251841530605"
"2069","1.047350581836849","1.047350581836849","1.047350581836849"
"2071","0.9306176504238647","0.9306176504238647","0.9306176504238647"
"2073","0.7165682805272325","0.7165682805272325","0.7165682805272325"
"2075","0.6719745191818884","0.6719745191818884","0.6719745191818884"
"2077","0.313774334977441","0.313774334977441","0.313774334977441"
"2079","0.32826260990516887","0.32826260990516887","0.32826260990516887"
"2081","0.4513152246943361","0.4513152246943361","0.4513152246943361"
"2083","0.478776938880528","0.478776938880528","0.478776938880528"
"2085","0.47698807859012116","0.47698807859012116","0.47698807859012116"
"2087","0.6872916869163074","0.6872916869163074","0.6872916869163074"
"2089","0.6558327094573493","0.6558327094573493","0.6558327094573493"
"2091","0.32821474301520553","0.32821474301520553","0.32821474301520553"
"2093","0.2656139495847454","0.2656139495847454","0.2656139495847454"
"2095","0.16731078997630242","0.16731078997630242","0.16731078997630242"
"2097","-0.28937757569515343","-0.28937757569515343","-0.28937757569515343"
"2099","-0.24648933284677046","-0.24648933284677046","-0.24648933284677046"
"2101","0.12813104328664168","0.12813104328664168","0.12813104328664168"
"2103","0.11295451155748357","0.11295451155748357","0.11295451155748357"
"2105","0.09041349504761373","0.09041349504761373","0.09041349504761373"
"2107","0.10599418709483793","0.10599418709483793","0.10599418709483793"
"2109","0.17036436289886084","0.17036436289886084","0.17036436289886084"
"2111","0.16821357272184748","0.16821357272184748","0.16821357272184748"
"2113","-0.1290368857698468","-0.1290368857698468","-0.1290368857698468"
"2115","-0.22435197427413187","-0.22435197427413187","-0.22435197427413187"
"2117","0.4257698745873345","0.4257698745873345","0.4257698745873345"
"2119","0.952415527423725","0.952415527423725","0.952415527423725"
"2121","0.5789893974219746","0.5789893974219746","0.5789893974219746"
"2123","0.6098149636062605","0.6098149636062605","0.6098149636062605"
"2125","0.5208172394315951","0.5208172394315951","0.5208172394315951"
"2127","0.3160975100571801","0.3160975100571801","0.3160975100571801"
"2129","0.7060051210157734","0.7060051210157734","0.7060051210157734"
"2131","0.7425636070850452","0.7425636070850452","0.7425636070850452"
"2133","0.831608939679258","0.831608939679258","0.831608939679258"
"2135","0.6580272085253118","0.6580272085253118","0.6580272085253118"
"2137","0.6639071335119001","0.6639071335119001","0.6639071335119001"
"2139","0.5942245647457391","0.5942245647457391","0.5942245647457391"
"2141","0.40166692717299013","0.40166692717299013","0.40166692717299013"
"2143","-0.19784329983729715","-0.19784329983729715","-0.19784329983729715"
"2145","-0.5455004862312876","-0.5455004862312876","-0.5455004862312876"
"2147","-0.6946071305105357","-0.6946071305105357","-0.6946071305105357"
"2149","-0.9065254442381933","-0.9065254442381933","-0.9065254442381933"
"2151","-1.335395272403532","-1.335395272403532","-1.335395272403532"
"2153","-1.1814043615506127","-1.1814043615506127","-1.1814043615506127"
"2155","-1.595220219710435","-1.595220219710435","-1.595220219710435"
"2157","-1.6525336723163877","-1.6525336723163877","-1.6525336723163877"
"2159","-0.7033775012652359","-0.7033775012652359","-0.7033775012652359"
"2161","-0.7258422542920481","-0.7258422542920481","-0.7258422542920481"
"2163","-0.6931390616886121","-0.6931390616886121","-0.6931390616886121"
"2165","-0.7240784999089038","-0.7240784999089038","-0.7240784999089038"
"2167","-0.23609583079452995","-0.23609583079452995","-0.23609583079452995"
"2169","-0.1307658936307784","-0.1307658936307784","-0.1307658936307784"
"2171","-0.7358253752628805","-0.7358253752628805","-0.7358253752628805"
"2173","-0.5996638072072346","-0.5996638072072346","-0.5996638072072346"
"2175","0.021604731140942093","0.021604731140942093","0.021604731140942093"
"2177","0.15678525431072302","0.15678525431072302","0.15678525431072302"
"2179","0.27817934941928085","0.27817934941928085","0.27817934941928085"
"2181","0.19263696605286793","0.19263696605286793","0.19263696605286793"
"2183","-0.19441075450627213","-0.19441075450627213","-0.19441075450627213"
"2185","-0.255176131795649","-0.255176131795649","-0.255176131795649"
"2187","0.22436118750096384","0.22436118750096384","0.22436118750096384"
"2189","-0.2059461770430083","-0.2059461770430083","-0.2059461770430083"
"2191","-0.12058775329328242","-0.12058775329328242","-0.12058775329328242"
"2193","0.13284380360307493","0.13284380360307493","0.13284380360307493"
"2195","0.10233667565798882","0.10233667565798882","0.10233667565798882"
"2197","0.036296198847398244","0.036296198847398244","0.036296198847398244"
"2199","0.036834745144097215","0.036834745144097215","0.036834745144097215"
"2201","0.01719413199018911","0.01719413199018911","0.01719413199018911"
"2203","0.040331802916162694","0.040331802916162694","0.040331802916162694"
"2205","0.041363624024903164","0.041363624024903164","0.041363624024903164"
"2207","0.09465405913753967","0.09465405913753967","0.09465405913753967"
"2209","0.419988247053144","0.419988247053144","0.419988247053144"
"2211","0.17072687962680486","0.17072687962680486","0.17072687962680486"
"2213","0.30058652027735827","0.30058652027735827","0.30058652027735827"
"2215","0.5982365577309148","0.5982365577309148","0.5982365577309148"
"2217","0.8822704148407985","0.8822704148407985","0.8822704148407985"
"2219","0.8880215967005851","0.8880215967005851","0.8880215967005851"
"2221","0.41007652783281356","0.41007652783281356","0.41007652783281356"
"2223","0.5227883663521121","0.5227883663521121","0.5227883663521121"
"2225","0.6821580885650524","0.6821580885650524","0.6821580885650524"
"2227","0.306106023814892","0.306106023814892","0.306106023814892"
"2229","0.11250607318339284","0.11250607318339284","0.11250607318339284"
"2231","0.04321503340696422","0.04321503340696422","0.04321503340696422"
"2233","0.055713202499094054","0.055713202499094054","0.055713202499094054"
"2235","0.6705531323395927","0.6705531323395927","0.6705531323395927"
"2237","0.745285427106921","0.745285427106921","0.745285427106921"
"2239","0.7777968376028699","0.7777968376028699","0.7777968376028699"
"2241","0.7909788549737523","0.7909788549737523","0.7909788549737523"
"2243","0.7239793987006793","0.7239793987006793","0.7239793987006793"
"2245","0.015343294507715273","0.015343294507715273","0.015343294507715273"
"2247","-0.084313745152613","-0.084313745152613","-0.084313745152613"
"2249","-0.10263141863751604","-0.10263141863751604","-0.10263141863751604"
"2251","0.18344846105124193","0.18344846105124193","0.18344846105124193"
"2253","0.3188504879520146","0.3188504879520146","0.3188504879520146"
"2255","-0.023836891313442264","-0.023836891313442264","-0.023836891313442264"
"2257","-0.04086117428509537","-0.04086117428509537","-0.04086117428509537"
"2259","-0.2646739116125803","-0.2646739116125803","-0.2646739116125803"
"2261","-0.23478966748576974","-0.23478966748576974","-0.23478966748576974"
"2263","-0.27296317044138396","-0.27296317044138396","-0.27296317044138396"
"2265","-0.2996591188750423","-0.2996591188750423","-0.2996591188750423"
"2267","-0.06690734926107098","-0.06690734926107098","-0.06690734926107098"
"2269","-0.3616198288638179","-0.3616198288638179","-0.3616198288638179"
"2271","-0.3241694942596001","-0.3241694942596001","-0.3241694942596001"
"2273","-0.3404019813592272","-0.3404019813592272","-0.3404019813592272"
"2275","-0.3825774382840366","-0.3825774382840366","-0.3825774382840366"
"2277","-0.5670277638989761","-0.5670277638989761","-0.5670277638989761"
"2279","-0.5535557351470349","-0.5535557351470349","-0.5535557351470349"
"2281","-0.7708761240105769","-0.7708761240105769","-0.7708761240105769"
"2283","-1.0797441100801999","-1.0797441100801999","-1.0797441100801999"
"2285","-0.9847524315875976","-0.9847524315875976","-0.9847524315875976"
"2287","-1.3507586778964364","-1.3507586778964364","-1.3507586778964364"
"2289","-1.1196487221040239","-1.1196487221040239","-1.1196487221040239"
"2291","-1.601889628085808","-1.601889628085808","-1.601889628085808"
"2293","-1.6105406151084185","-1.6105406151084185","-1.6105406151084185"
"2295","-1.9009374042870044","-1.9009374042870044","-1.9009374042870044"
"2297","-1.841986865919109","-1.841986865919109","-1.841986865919109"
"2299","-1.7632060490609573","-1.7632060490609573","-1.7632060490609573"
"2301","-1.7676540292372553","-1.7676540292372553","-1.7676540292372553"
"2303","-1.8692411210818007","-1.8692411210818007","-1.8692411210818007"
"2305","-1.6740741709207259","-1.6740741709207259","-1.6740741709207259"
"2307","-1.7917255346454608","-1.7917255346454608","-1.7917255346454608"
"2309","-1.9413737612589461","-1.9413737612589461","-1.9413737612589461"
"2311","-1.7108340407784879","-1.7108340407784879","-1.7108340407784879"
"2313","-1.977184378622926","-1.977184378622926","-1.977184378622926"
"2315","-1.9199330979656215","-1.9199330979656215","-1.9199330979656215"
"2317","-1.9251241093963878","-1.9251241093963878","-1.9251241093963878"
"2319","-2.177824779911884","-2.177824779911884","-2.177824779911884"
"2321","-1.8872661914102369","-1.8872661914102369","-1.8872661914102369"
"2323","-1.910817204641189","-1.910817204641189","-1.910817204641189"
"2325","-2.1197181652270576","-2.1197181652270576","-2.1197181652270576"
"2327","-2.1079710625746686","-2.1079710625746686","-2.1079710625746686"
"2329","-2.266415024350029","-2.266415024350029","-2.266415024350029"
"2331","-2.187560350627507","-2.187560350627507","-2.187560350627507"
"2333","-2.104925769021077","-2.104925769021077","-2.104925769021077"
"2335","-2.2437860292721528","-2.2437860292721528","-2.2437860292721528"
"2337","-2.1681952039634296","-2.1681952039634296","-2.1681952039634296"
"2339","-1.9914306194531235","-1.9914306194531235","-1.9914306194531235"
"2341","-2.099456844601875","-2.099456844601875","-2.099456844601875"
"2343","-1.859119398597066","-1.859119398597066","-1.859119398597066"
"2345","-1.8891094191038946","-1.8891094191038946","-1.8891094191038946"
"2347","-1.7807374316413185","-1.7807374316413185","-1.7807374316413185"
"2349","-1.8153890837487037","-1.8153890837487037","-1.8153890837487037"
"2351","-2.1400400557280883","-2.1400400557280883","-2.1400400557280883"
"2353","-2.270561143872218","-2.270561143872218","-2.270561143872218"
"2355","-2.5442330643010105","-2.5442330643010105","-2.5442330643010105"
"2357","-2.986054242401592","-2.986054242401592","-2.986054242401592"
"2359","-3.0086407487030375","-3.0086407487030375","-3.0086407487030375"
"2361","-3.171028803302613","-3.171028803302613","-3.171028803302613"
"2363","-3.0731641940222967","-3.0731641940222967","-3.0731641940222967"
"2365","-3.658131803241594","-3.658131803241594","-3.658131803241594"
"2367","-3.6781591309904296","-3.6781591309904296","-3.6781591309904296"
"2369","-3.3979566137708246","-3.3979566137708246","-3.3979566137708246"
"2371","-3.4590866439330865","-3.4590866439330865","-3.4590866439330865"
"2373","-3.469798736011809","-3.469798736011809","-3.469798736011809"
"2375","-3.472249986442632","-3.472249986442632","-3.472249986442632"
"2377","-3.584789939865473","-3.584789939865473","-3.584789939865473"
"2379","-3.564388294350816","-3.564388294350816","-3.564388294350816"
"2381","-3.537315282966786","-3.537315282966786","-3.537315282966786"
"2383","-3.697465091602254","-3.697465091602254","-3.697465091602254"
"2385","-3.7954756010800184","-3.7954756010800184","-3.7954756010800184"
"2387","-4.066538217735483","-4.066538217735483","-4.066538217735483"
"2389","-4.188920049388783","-4.188920049388783","-4.188920049388783"
"2391","-4.131149615444969","-4.131149615444969","-4.131149615444969"
"2393","-4.126467069290974","-4.126467069290974","-4.126467069290974"
"2395","-4.445516834104255","-4.445516834104255","-4.445516834104255"
"2397","-4.457764063545374","-4.457764063545374","-4.457764063545374"
"2399","-4.625418625711764","-4.625418625711764","-4.625418625711764"
"2401","-4.645680883149186","-4.645680883149186","-4.645680883149186"
"2403","-4.563379963132567","-4.563379963132567","-4.563379963132567"
"2405","-4.4064312653507445","-4.4064312653507445","-4.4064312653507445"
"2407","-4.492064485337353","-4.492064485337353","-4.492064485337353"
"2409","-4.5303310502051515","-4.5303310502051515","-4.5303310502051515"
"2411","-4.512357646036743","-4.512357646036743","-4.512357646036743"
"2413","-4.8509374280217346","-4.8509374280217346","-4.8509374280217346"
"2415","-4.869553713688657","-4.869553713688657","-4.869553713688657"
"2417","-4.484881234349367","-4.484881234349367","-4.484881234349367"
"2419","-4.1036006985585605","-4.1036006985585605","-4.1036006985585605"
"2421","-4.077324656133514","-4.077324656133514","-4.077324656133514"
"2423","-4.587552643627389","-4.587552643627389","-4.587552643627389"
"2425","-4.159434471373931","-4.159434471373931","-4.159434471373931"
"2427","-3.490261717493981","-3.490261717493981","-3.490261717493981"
"2429","-2.81233868754987","-2.81233868754987","-2.81233868754987"
"2431","-2.9080607155928857","-2.9080607155928857","-2.9080607155928857"
"2433","-3.2684056861014428","-3.2684056861014428","-3.2684056861014428"
"2435","-3.223522297684495","-3.223522297684495","-3.223522297684495"
"2437","-3.07017097820736","-3.07017097820736","-3.07017097820736"
"2439","-2.610950710997484","-2.610950710997484","-2.610950710997484"
"2441","-2.4563682610482083","-2.4563682610482083","-2.4563682610482083"
"2443","-2.4435812834574007","-2.4435812834574007","-2.4435812834574007"
"2445","-2.5040303667983816","-2.5040303667983816","-2.5040303667983816"
"2447","-2.4543787339138636","-2.4543787339138636","-2.4543787339138636"
"2449","-3.0123650167110294","-3.0123650167110294","-3.0123650167110294"
"2451","-2.854646626171394","-2.854646626171394","-2.854646626171394"
"2453","-2.876463082465536","-2.876463082465536","-2.876463082465536"
"2455","-2.623860882986579","-2.623860882986579","-2.623860882986579"
"2457","-2.617975936210886","-2.617975936210886","-2.617975936210886"
"2459","-2.5818096851099335","-2.5818096851099335","-2.5818096851099335"
"2461","-3.0059021574533307","-3.0059021574533307","-3.0059021574533307"
"2463","-3.018231862326936","-3.018231862326936","-3.018231862326936"
"2465","-2.8757253375077125","-2.8757253375077125","-2.8757253375077125"
"2467","-2.7488613212614057","-2.7488613212614057","-2.7488613212614057"
"2469","-2.6422163489587662","-2.6422163489587662","-2.6422163489587662"
"2471","-2.5373038742800866","-2.5373038742800866","-2.5373038742800866"
"2473","-2.554065747755959","-2.554065747755959","-2.554065747755959"
"2475","-2.542390247399906","-2.542390247399906","-2.542390247399906"
"2477","-2.1339930935753126","-2.1339930935753126","-2.1339930935753126"
"2479","-2.2800169479657435","-2.2800169479657435","-2.2800169479657435"
"2481","-2.292761312523385","-2.292761312523385","-2.292761312523385"
"2483","-2.3973992334576706","-2.3973992334576706","-2.3973992334576706"
"2485","-2.757080047876832","-2.757080047876832","-2.757080047876832"
"2487","-3.005605890635033","-3.005605890635033","-3.005605890635033"
"2489","-2.9948364587793015","-2.9948364587793015","-2.9948364587793015"
"2491","-3.0170722740703604","-3.0170722740703604","-3.0170722740703604"
"2493","-3.1269561549758778","-3.1269561549758778","-3.1269561549758778"
"2495","-3.4041640896428906","-3.4041640896428906","-3.4041640896428906"
"2497","-3.0330285323195927","-3.0330285323195927","-3.0330285323195927"
"2499","-2.8482080873542373","-2.8482080873542373","-2.8482080873542373"
"2501","-2.9728372124928346","-2.9728372124928346","-2.9728372124928346"
"2503","-2.9563785546456285","-2.9563785546456285","-2.9563785546456285"
"2505","-3.0584372026180144","-3.0584372026180144","-3.0584372026180144"
"2507","-3.0535668202623443","-3.0535668202623443","-3.0535668202623443"
"2509","-3.119733680399938","-3.119733680399938","-3.119733680399938"
"2511","-3.3595601679123552","-3.3595601679123552","-3.3595601679123552"
"2513","-3.407211912523774","-3.407211912523774","-3.407211912523774"
"2515","-3.421411099006056","-3.421411099006056","-3.421411099006056"
"2517","-4.2399011468421195","-4.2399011468421195","-4.2399011468421195"
"2519","-4.798710441414393","-4.798710441414393","-4.798710441414393"
"2521","-4.7938825651978965","-4.7938825651978965","-4.7938825651978965"
"2523","-4.725131921080353","-4.725131921080353","-4.725131921080353"
"2525","-4.71439374114649","-4.71439374114649","-4.71439374114649"
"2527","-4.69531187504435","-4.69531187504435","-4.69531187504435"
"2529","-5.139701933083577","-5.139701933083577","-5.139701933083577"
"2531","-5.115484931696275","-5.115484931696275","-5.115484931696275"
"2533","-4.948787842079567","-4.948787842079567","-4.948787842079567"
"2535","-4.963285303222363","-4.963285303222363","-4.963285303222363"
"2537","-4.988184284491962","-4.988184284491962","-4.988184284491962"
"2539","-4.96290287975738","-4.96290287975738","-4.96290287975738"
"2541","-4.413157301673608","-4.413157301673608","-4.413157301673608"
"2543","-4.71534650785394","-4.71534650785394","-4.71534650785394"
"2545","-4.6478275274718515","-4.6478275274718515","-4.6478275274718515"
"2547","-4.258774202975797","-4.258774202975797","-4.258774202975797"
"2549","-4.342129256605535","-4.342129256605535","-4.342129256605535"
"2551","-4.217744746483532","-4.217744746483532","-4.217744746483532"
"2553","-4.428510221915839","-4.428510221915839","-4.428510221915839"
"2555","-4.411598564679155","-4.411598564679155","-4.411598564679155"
"2557","-4.2473052645339475","-4.2473052645339475","-4.2473052645339475"
"2559","-5.197170018002538","-5.197170018002538","-5.197170018002538"
"2561","-5.253779140068608","-5.253779140068608","-5.253779140068608"
"2563","-5.061534806274779","-5.061534806274779","-5.061534806274779"
"2565","-4.895097461911181","-4.895097461911181","-4.895097461911181"
"2567","-5.454614474136739","-5.454614474136739","-5.454614474136739"
"2569","-5.237902034468828","-5.237902034468828","-5.237902034468828"
"2571","-4.935906556649138","-4.935906556649138","-4.935906556649138"
"2573","-4.756665452192635","-4.756665452192635","-4.756665452192635"
"2575","-5.4731568240275585","-5.4731568240275585","-5.4731568240275585"
"2577","-5.4815289364395765","-5.4815289364395765","-5.4815289364395765"
"2579","-5.392358553709166","-5.392358553709166","-5.392358553709166"
"2581","-4.996218391300942","-4.996218391300942","-4.996218391300942"
"2583","-5.1898615134402375","-5.1898615134402375","-5.1898615134402375"
"2585","-5.146971551537836","-5.146971551537836","-5.146971551537836"
"2587","-5.624328342981447","-5.624328342981447","-5.624328342981447"
"2589","-5.48249921367791","-5.48249921367791","-5.48249921367791"
"2591","-5.4549526424259485","-5.4549526424259485","-5.4549526424259485"
"2593","-5.719259429216343","-5.719259429216343","-5.719259429216343"
"2595","-5.847323530350639","-5.847323530350639","-5.847323530350639"
"2597","-5.832289307796194","-5.832289307796194","-5.832289307796194"
"2599","-5.901825548309578","-5.901825548309578","-5.901825548309578"
"2601","-5.969930102167951","-5.969930102167951","-5.969930102167951"
"2603","-6.008583649953021","-6.008583649953021","-6.008583649953021"
"2605","-5.957990606785678","-5.957990606785678","-5.957990606785678"
"2607","-5.98257619315513","-5.98257619315513","-5.98257619315513"
"2609","-6.001717878688584","-6.001717878688584","-6.001717878688584"
"2611","-5.492127793114166","-5.492127793114166","-5.492127793114166"
"2613","-5.284262987891192","-5.284262987891192","-5.284262987891192"
"2615","-5.202783349626485","-5.202783349626485","-5.202783349626485"
"2617","-5.32229651559833","-5.32229651559833","-5.32229651559833"
"2619","-5.357746955206879","-5.357746955206879","-5.357746955206879"
"2621","-5.158664309672385","-5.158664309672385","-5.158664309672385"
"2623","-5.153030042088061","-5.153030042088061","-5.153030042088061"
"2625","-5.142540858654668","-5.142540858654668","-5.142540858654668"
"2627","-5.168549071664554","-5.168549071664554","-5.168549071664554"
"2629","-5.181057127547543","-5.181057127547543","-5.181057127547543"
"2631","-5.108128060220107","-5.108128060220107","-5.108128060220107"
"2633","-5.049664770126169","-5.049664770126169","-5.049664770126169"
"2635","-5.751900763334669","-5.751900763334669","-5.751900763334669"
"2637","-5.6462575895275045","-5.6462575895275045","-5.6462575895275045"
"2639","-5.487571897696666","-5.487571897696666","-5.487571897696666"
"2641","-5.512486147030558","-5.512486147030558","-5.512486147030558"
"2643","-5.495343186996555","-5.495343186996555","-5.495343186996555"
"2645","-5.39890768695928","-5.39890768695928","-5.39890768695928"
"2647","-5.199297211953437","-5.199297211953437","-5.199297211953437"
"2649","-5.220843994942081","-5.220843994942081","-5.220843994942081"
"2651","-5.410713704569721","-5.410713704569721","-5.410713704569721"
"2653","-5.403801924030662","-5.403801924030662","-5.403801924030662"
"2655","-5.189494268722564","-5.189494268722564","-5.189494268722564"
"2657","-5.2719957388040894","-5.2719957388040894","-5.2719957388040894"
"2659","-5.336254261932351","-5.336254261932351","-5.336254261932351"
"2661","-5.3549617345827745","-5.3549617345827745","-5.3549617345827745"
"2663","-5.215858844425608","-5.215858844425608","-5.215858844425608"
"2665","-5.350005940854376","-5.350005940854376","-5.350005940854376"
"2667","-5.567851261113023","-5.567851261113023","-5.567851261113023"
"2669","-5.5719726117860215","-5.5719726117860215","-5.5719726117860215"
"2671","-5.875749164648625","-5.875749164648625","-5.875749164648625"
"2673","-5.855092383496093","-5.855092383496093","-5.855092383496093"
"2675","-5.844244160341808","-5.844244160341808","-5.844244160341808"
"2677","-5.782168427672502","-5.782168427672502","-5.782168427672502"
"2679","-5.599669284676108","-5.599669284676108","-5.599669284676108"
"2681","-5.076528043761113","-5.076528043761113","-5.076528043761113"
"2683","-5.065542185008163","-5.065542185008163","-5.065542185008163"
"2685","-5.071388249432501","-5.071388249432501","-5.071388249432501"
"2687","-4.913857855681391","-4.913857855681391","-4.913857855681391"
"2689","-5.243257921591418","-5.243257921591418","-5.243257921591418"
"2691","-5.144021728304235","-5.144021728304235","-5.144021728304235"
"2693","-5.181109645461005","-5.181109645461005","-5.181109645461005"
"2695","-4.962821634444455","-4.962821634444455","-4.962821634444455"
"2697","-5.2516326663806145","-5.2516326663806145","-5.2516326663806145"
"2699","-5.339121114043545","-5.339121114043545","-5.339121114043545"
"2701","-5.3549656683189175","-5.3549656683189175","-5.3549656683189175"
"2703","-5.550289070979765","-5.550289070979765","-5.550289070979765"
"2705","-5.7971626042672595","-5.7971626042672595","-5.7971626042672595"
"2707","-5.810026012919183","-5.810026012919183","-5.810026012919183"
"2709","-5.403095153891626","-5.403095153891626","-5.403095153891626"
"2711","-5.79207263563087","-5.79207263563087","-5.79207263563087"
"2713","-5.693942552971705","-5.693942552971705","-5.693942552971705"
"2715","-5.725536978823278","-5.725536978823278","-5.725536978823278"
"2717","-5.82060940804906","-5.82060940804906","-5.82060940804906"
"2719","-5.795649486955914","-5.795649486955914","-5.795649486955914"
"2721","-5.4194282347245055","-5.4194282347245055","-5.4194282347245055"
"2723","-5.467586708412558","-5.467586708412558","-5.467586708412558"
"2725","-5.450134198739064","-5.450134198739064","-5.450134198739064"
"2727","-4.938342200301396","-4.938342200301396","-4.938342200301396"
"2729","-5.13449844749247","-5.13449844749247","-5.13449844749247"
"2731","-4.888481921684068","-4.888481921684068","-4.888481921684068"
"2733","-5.010204388048675","-5.010204388048675","-5.010204388048675"
"2735","-5.410177798755256","-5.410177798755256","-5.410177798755256"
"2737","-5.382174645576123","-5.382174645576123","-5.382174645576123"
"2739","-5.6805523217086575","-5.6805523217086575","-5.6805523217086575"
"2741","-5.683528563184293","-5.683528563184293","-5.683528563184293"
"2743","-5.588772076966759","-5.588772076966759","-5.588772076966759"
"2745","-5.477728208685181","-5.477728208685181","-5.477728208685181"
"2747","-5.57376409668787","-5.57376409668787","-5.57376409668787"
"2749","-5.51940689588951","-5.51940689588951","-5.51940689588951"
"2751","-5.623675280446187","-5.623675280446187","-5.623675280446187"
"2753","-5.771579255758597","-5.771579255758597","-5.771579255758597"
"2755","-5.660491783404325","-5.660491783404325","-5.660491783404325"
"2757","-5.653732098329093","-5.653732098329093","-5.653732098329093"
"2759","-5.842296911853845","-5.842296911853845","-5.842296911853845"
