"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX"
"2124","-62.58244303708901","-62.58244303708901","-62.58244303708901"
"2125","-62.433226411094246","-62.433226411094246","-62.433226411094246"
"2126","-62.56349838147916","-62.56349838147916","-62.56349838147916"
"2127","-62.68348180981607","-62.68348180981607","-62.68348180981607"
"2128","-62.16886639112838","-62.16886639112838","-62.16886639112838"
"2129","-61.8854889199136","-61.8854889199136","-61.8854889199136"
"2130","-62.02058220329557","-62.02058220329557","-62.02058220329557"
"2131","-61.904402097018234","-61.904402097018234","-61.904402097018234"
"2132","-61.48606359763913","-61.48606359763913","-61.48606359763913"
"2133","-62.263450384622395","-62.263450384622395","-62.263450384622395"
"2134","-62.23152939296873","-62.23152939296873","-62.23152939296873"
"2135","-61.770731575380424","-61.770731575380424","-61.770731575380424"
"2136","-61.80014884897786","-61.80014884897786","-61.80014884897786"
"2137","-61.507518060252295","-61.507518060252295","-61.507518060252295"
"2138","-61.593530912775634","-61.593530912775634","-61.593530912775634"
"2139","-61.74899807690629","-61.74899807690629","-61.74899807690629"
"2140","-61.99681010006095","-61.99681010006095","-61.99681010006095"
"2141","-62.10750229190464","-62.10750229190464","-62.10750229190464"
"2142","-61.436252806365445","-61.436252806365445","-61.436252806365445"
"2143","-61.95821702431252","-61.95821702431252","-61.95821702431252"
"2144","-62.09736182338231","-62.09736182338231","-62.09736182338231"
"2145","-62.20777199790469","-62.20777199790469","-62.20777199790469"
"2146","-61.573998556623266","-61.573998556623266","-61.573998556623266"
"2147","-61.73926921970015","-61.73926921970015","-61.73926921970015"
"2148","-61.447706947246544","-61.447706947246544","-61.447706947246544"
"2149","-61.980010637777475","-61.980010637777475","-61.980010637777475"
"2150","-61.78671610204177","-61.78671610204177","-61.78671610204177"
"2151","-61.99646864311372","-61.99646864311372","-61.99646864311372"
"2152","-62.27657956640296","-62.27657956640296","-62.27657956640296"
"2153","-62.61635400290623","-62.61635400290623","-62.61635400290623"
"2154","-62.863616981556085","-62.863616981556085","-62.863616981556085"
"2155","-62.68131128750243","-62.68131128750243","-62.68131128750243"
"2156","-62.50180599346822","-62.50180599346822","-62.50180599346822"
"2157","-62.57106413602838","-62.57106413602838","-62.57106413602838"
"2158","-61.97751657233814","-61.97751657233814","-61.97751657233814"
"2159","-62.053187770179605","-62.053187770179605","-62.053187770179605"
"2160","-62.031482501041374","-62.031482501041374","-62.031482501041374"
"2161","-61.55942957601871","-61.55942957601871","-61.55942957601871"
"2162","-61.10654972218454","-61.10654972218454","-61.10654972218454"
"2163","-60.09792165417034","-60.09792165417034","-60.09792165417034"
"2164","-59.73849336742166","-59.73849336742166","-59.73849336742166"
"2165","-59.4261053923607","-59.4261053923607","-59.4261053923607"
"2166","-59.44686285634696","-59.44686285634696","-59.44686285634696"
"2167","-59.31591128296688","-59.31591128296688","-59.31591128296688"
"2168","-59.741730877492834","-59.741730877492834","-59.741730877492834"
"2169","-59.786617477001926","-59.786617477001926","-59.786617477001926"
"2170","-60.00198420184814","-60.00198420184814","-60.00198420184814"
"2171","-59.59262643814126","-59.59262643814126","-59.59262643814126"
"2172","-59.65870134674041","-59.65870134674041","-59.65870134674041"
"2173","-59.21275602111044","-59.21275602111044","-59.21275602111044"
"2174","-59.273860057569735","-59.273860057569735","-59.273860057569735"
"2175","-58.87508093298227","-58.87508093298227","-58.87508093298227"
"2176","-58.62655815831511","-58.62655815831511","-58.62655815831511"
"2177","-58.54993008223993","-58.54993008223993","-58.54993008223993"
"2178","-58.31268504328233","-58.31268504328233","-58.31268504328233"
"2179","-58.575030629929515","-58.575030629929515","-58.575030629929515"
"2180","-58.209749483115786","-58.209749483115786","-58.209749483115786"
"2181","-58.56407033671445","-58.56407033671445","-58.56407033671445"
"2182","-58.06143534882377","-58.06143534882377","-58.06143534882377"
"2183","-58.298989821716845","-58.298989821716845","-58.298989821716845"
"2184","-58.334101570345275","-58.334101570345275","-58.334101570345275"
"2185","-57.905307825208475","-57.905307825208475","-57.905307825208475"
"2186","-58.42215276658498","-58.42215276658498","-58.42215276658498"
"2187","-58.03523147037531","-58.03523147037531","-58.03523147037531"
"2188","-57.81154496822266","-57.81154496822266","-57.81154496822266"
"2189","-57.71492544764276","-57.71492544764276","-57.71492544764276"
"2190","-58.20901717145829","-58.20901717145829","-58.20901717145829"
"2191","-58.10409700811001","-58.10409700811001","-58.10409700811001"
"2192","-57.90901312152235","-57.90901312152235","-57.90901312152235"
"2193","-57.62006167678529","-57.62006167678529","-57.62006167678529"
"2194","-57.54914023219949","-57.54914023219949","-57.54914023219949"
"2195","-57.52895604492696","-57.52895604492696","-57.52895604492696"
"2196","-58.490818740644634","-58.490818740644634","-58.490818740644634"
"2197","-58.465500774477235","-58.465500774477235","-58.465500774477235"
"2198","-59.012834943402275","-59.012834943402275","-59.012834943402275"
"2199","-59.79878574919313","-59.79878574919313","-59.79878574919313"
"2200","-59.676178066180576","-59.676178066180576","-59.676178066180576"
"2201","-59.31844000686568","-59.31844000686568","-59.31844000686568"
"2202","-59.16944432908683","-59.16944432908683","-59.16944432908683"
"2203","-59.276852091912566","-59.276852091912566","-59.276852091912566"
"2204","-59.62008090330061","-59.62008090330061","-59.62008090330061"
"2205","-59.161936164207525","-59.161936164207525","-59.161936164207525"
"2206","-59.204052328913114","-59.204052328913114","-59.204052328913114"
"2207","-59.390497499222164","-59.390497499222164","-59.390497499222164"
"2208","-59.12663831021131","-59.12663831021131","-59.12663831021131"
"2209","-59.064880115546664","-59.064880115546664","-59.064880115546664"
"2210","-59.46373323240995","-59.46373323240995","-59.46373323240995"
"2211","-59.4334783658788","-59.4334783658788","-59.4334783658788"
"2212","-59.351686693436115","-59.351686693436115","-59.351686693436115"
"2213","-59.196859288458974","-59.196859288458974","-59.196859288458974"
"2214","-59.1642458000009","-59.1642458000009","-59.1642458000009"
"2215","-59.100594391771786","-59.100594391771786","-59.100594391771786"
"2216","-59.46260098575693","-59.46260098575693","-59.46260098575693"
"2217","-59.268133867660744","-59.268133867660744","-59.268133867660744"
"2218","-59.05225296684685","-59.05225296684685","-59.05225296684685"
"2219","-58.85251828209103","-58.85251828209103","-58.85251828209103"
"2220","-58.705331337310355","-58.705331337310355","-58.705331337310355"
"2221","-58.84500597953181","-58.84500597953181","-58.84500597953181"
"2222","-58.47290932624062","-58.47290932624062","-58.47290932624062"
"2223","-58.513967370072386","-58.513967370072386","-58.513967370072386"
"2224","-58.80591023100227","-58.80591023100227","-58.80591023100227"
"2225","-59.004703303164135","-59.004703303164135","-59.004703303164135"
"2226","-59.087915310285425","-59.087915310285425","-59.087915310285425"
"2227","-58.58978447393907","-58.58978447393907","-58.58978447393907"
"2228","-58.67693087286809","-58.67693087286809","-58.67693087286809"
"2229","-58.47647203325378","-58.47647203325378","-58.47647203325378"
"2230","-58.128514654480504","-58.128514654480504","-58.128514654480504"
"2231","-58.07339583480361","-58.07339583480361","-58.07339583480361"
"2232","-57.979668287699944","-57.979668287699944","-57.979668287699944"
"2233","-57.93919208914452","-57.93919208914452","-57.93919208914452"
"2234","-58.37723171396155","-58.37723171396155","-58.37723171396155"
"2235","-58.32980939651894","-58.32980939651894","-58.32980939651894"
"2236","-58.402465996324906","-58.402465996324906","-58.402465996324906"
"2237","-58.50060468439529","-58.50060468439529","-58.50060468439529"
"2238","-59.43623937303814","-59.43623937303814","-59.43623937303814"
"2239","-59.22383492668953","-59.22383492668953","-59.22383492668953"
"2240","-58.70780923247007","-58.70780923247007","-58.70780923247007"
"2241","-58.45435001301825","-58.45435001301825","-58.45435001301825"
"2242","-58.76440041609417","-58.76440041609417","-58.76440041609417"
"2243","-58.648354915235984","-58.648354915235984","-58.648354915235984"
"2244","-58.78906637892369","-58.78906637892369","-58.78906637892369"
"2245","-58.54741764631686","-58.54741764631686","-58.54741764631686"
"2246","-58.55147279031205","-58.55147279031205","-58.55147279031205"
"2247","-58.276530503076","-58.276530503076","-58.276530503076"
"2248","-58.008366589607014","-58.008366589607014","-58.008366589607014"
"2249","-58.818500211533255","-58.818500211533255","-58.818500211533255"
"2250","-58.39259052064612","-58.39259052064612","-58.39259052064612"
"2251","-57.81283226929821","-57.81283226929821","-57.81283226929821"
"2252","-57.620280663926835","-57.620280663926835","-57.620280663926835"
"2253","-57.74591363098431","-57.74591363098431","-57.74591363098431"
"2254","-57.4639129731621","-57.4639129731621","-57.4639129731621"
"2255","-57.84755944839467","-57.84755944839467","-57.84755944839467"
"2256","-57.83781991157573","-57.83781991157573","-57.83781991157573"
"2257","-57.714409562752664","-57.714409562752664","-57.714409562752664"
"2258","-58.34899379796872","-58.34899379796872","-58.34899379796872"
"2259","-57.48206616058993","-57.48206616058993","-57.48206616058993"
"2260","-57.30387924432099","-57.30387924432099","-57.30387924432099"
"2261","-56.87613650561826","-56.87613650561826","-56.87613650561826"
"2262","-57.2327679448773","-57.2327679448773","-57.2327679448773"
"2263","-57.24185979093667","-57.24185979093667","-57.24185979093667"
"2264","-57.44294363118855","-57.44294363118855","-57.44294363118855"
"2265","-57.59996477734213","-57.59996477734213","-57.59996477734213"
"2266","-57.634703145304286","-57.634703145304286","-57.634703145304286"
"2267","-57.92671145618363","-57.92671145618363","-57.92671145618363"
"2268","-58.24050279799293","-58.24050279799293","-58.24050279799293"
"2269","-57.404940045829335","-57.404940045829335","-57.404940045829335"
"2270","-57.557817313889245","-57.557817313889245","-57.557817313889245"
"2271","-57.401080230557774","-57.401080230557774","-57.401080230557774"
"2272","-57.344313287625006","-57.344313287625006","-57.344313287625006"
"2273","-57.73904999419144","-57.73904999419144","-57.73904999419144"
"2274","-57.180670339240486","-57.180670339240486","-57.180670339240486"
"2275","-56.96855853410072","-56.96855853410072","-56.96855853410072"
"2276","-56.991899623291104","-56.991899623291104","-56.991899623291104"
"2277","-56.35946453643148","-56.35946453643148","-56.35946453643148"
"2278","-56.46722876950114","-56.46722876950114","-56.46722876950114"
"2279","-56.711701336061154","-56.711701336061154","-56.711701336061154"
"2280","-56.5555726265464","-56.5555726265464","-56.5555726265464"
"2281","-56.58374486044873","-56.58374486044873","-56.58374486044873"
"2282","-56.591027366873234","-56.591027366873234","-56.591027366873234"
"2283","-56.510567278602714","-56.510567278602714","-56.510567278602714"
"2284","-55.8572057678858","-55.8572057678858","-55.8572057678858"
"2285","-55.828717031195744","-55.828717031195744","-55.828717031195744"
"2286","-55.693838360120424","-55.693838360120424","-55.693838360120424"
"2287","-55.674682335881464","-55.674682335881464","-55.674682335881464"
"2288","-56.47004560849912","-56.47004560849912","-56.47004560849912"
"2289","-56.90578448030111","-56.90578448030111","-56.90578448030111"
"2290","-56.81885097922305","-56.81885097922305","-56.81885097922305"
"2291","-56.49668597657672","-56.49668597657672","-56.49668597657672"
"2292","-56.218184877354396","-56.218184877354396","-56.218184877354396"
"2293","-56.38869510233174","-56.38869510233174","-56.38869510233174"
"2294","-56.45177116894561","-56.45177116894561","-56.45177116894561"
"2295","-56.784967314032635","-56.784967314032635","-56.784967314032635"
"2296","-56.71799871969253","-56.71799871969253","-56.71799871969253"
"2297","-56.435995136770615","-56.435995136770615","-56.435995136770615"
"2298","-56.23580909803563","-56.23580909803563","-56.23580909803563"
"2299","-56.307619476573784","-56.307619476573784","-56.307619476573784"
"2300","-56.18491014792633","-56.18491014792633","-56.18491014792633"
"2301","-55.30295860545701","-55.30295860545701","-55.30295860545701"
"2302","-54.940022509037746","-54.940022509037746","-54.940022509037746"
"2303","-54.820265265561076","-54.820265265561076","-54.820265265561076"
"2304","-54.6236748277858","-54.6236748277858","-54.6236748277858"
"2305","-55.66537694569008","-55.66537694569008","-55.66537694569008"
"2306","-55.97749597616148","-55.97749597616148","-55.97749597616148"
"2307","-55.998997241276484","-55.998997241276484","-55.998997241276484"
"2308","-56.2777940442346","-56.2777940442346","-56.2777940442346"
"2309","-55.9599446206613","-55.9599446206613","-55.9599446206613"
"2310","-56.07495077545425","-56.07495077545425","-56.07495077545425"
"2311","-56.55454675012268","-56.55454675012268","-56.55454675012268"
"2312","-56.85927054303515","-56.85927054303515","-56.85927054303515"
"2313","-57.10415332752974","-57.10415332752974","-57.10415332752974"
"2314","-56.766986242371175","-56.766986242371175","-56.766986242371175"
"2315","-56.80503649123515","-56.80503649123515","-56.80503649123515"
"2316","-56.8888418574172","-56.8888418574172","-56.8888418574172"
"2317","-57.34922010569422","-57.34922010569422","-57.34922010569422"
"2318","-57.41548237798693","-57.41548237798693","-57.41548237798693"
"2319","-57.59253959048783","-57.59253959048783","-57.59253959048783"
"2320","-57.296082301885946","-57.296082301885946","-57.296082301885946"
"2321","-56.47075657112662","-56.47075657112662","-56.47075657112662"
"2322","-57.074750378547236","-57.074750378547236","-57.074750378547236"
"2323","-56.08657124429762","-56.08657124429762","-56.08657124429762"
"2324","-56.46784199962677","-56.46784199962677","-56.46784199962677"
"2325","-56.20163075764101","-56.20163075764101","-56.20163075764101"
"2326","-56.59832922876762","-56.59832922876762","-56.59832922876762"
"2327","-56.67002240704137","-56.67002240704137","-56.67002240704137"
"2328","-57.147920403009884","-57.147920403009884","-57.147920403009884"
"2329","-56.969657748583415","-56.969657748583415","-56.969657748583415"
"2330","-56.39913950645027","-56.39913950645027","-56.39913950645027"
"2331","-56.575530041461114","-56.575530041461114","-56.575530041461114"
"2332","-56.05343349415649","-56.05343349415649","-56.05343349415649"
"2333","-55.34090087554838","-55.34090087554838","-55.34090087554838"
"2334","-55.30791579200384","-55.30791579200384","-55.30791579200384"
"2335","-55.09552641038489","-55.09552641038489","-55.09552641038489"
"2336","-55.12362616012543","-55.12362616012543","-55.12362616012543"
"2337","-55.284762000046456","-55.284762000046456","-55.284762000046456"
"2338","-55.502753608691194","-55.502753608691194","-55.502753608691194"
"2339","-55.53874800017951","-55.53874800017951","-55.53874800017951"
"2340","-55.24268130946318","-55.24268130946318","-55.24268130946318"
"2341","-55.37180413469635","-55.37180413469635","-55.37180413469635"
"2342","-55.85271860478806","-55.85271860478806","-55.85271860478806"
"2343","-55.8295953977501","-55.8295953977501","-55.8295953977501"
"2344","-55.580995057888266","-55.580995057888266","-55.580995057888266"
"2345","-55.651499010821524","-55.651499010821524","-55.651499010821524"
"2346","-55.71217076652306","-55.71217076652306","-55.71217076652306"
"2347","-55.52649537744219","-55.52649537744219","-55.52649537744219"
"2348","-55.57629800307353","-55.57629800307353","-55.57629800307353"
"2349","-55.655429236393566","-55.655429236393566","-55.655429236393566"
"2350","-55.972198057786024","-55.972198057786024","-55.972198057786024"
"2351","-56.41924550369328","-56.41924550369328","-56.41924550369328"
"2352","-56.25045873336961","-56.25045873336961","-56.25045873336961"
"2353","-55.65156879319166","-55.65156879319166","-55.65156879319166"
"2354","-55.45880391097906","-55.45880391097906","-55.45880391097906"
"2355","-55.11735046590425","-55.11735046590425","-55.11735046590425"
"2356","-55.548896194596956","-55.548896194596956","-55.548896194596956"
"2357","-55.39546293494319","-55.39546293494319","-55.39546293494319"
"2358","-55.66115201110401","-55.66115201110401","-55.66115201110401"
"2359","-55.43656218330928","-55.43656218330928","-55.43656218330928"
"2360","-55.57321717305561","-55.57321717305561","-55.57321717305561"
"2361","-55.98870537877236","-55.98870537877236","-55.98870537877236"
"2362","-56.1304731729158","-56.1304731729158","-56.1304731729158"
"2363","-56.30036335917368","-56.30036335917368","-56.30036335917368"
"2364","-56.46406569603405","-56.46406569603405","-56.46406569603405"
"2365","-56.761883358669486","-56.761883358669486","-56.761883358669486"
"2366","-56.94643370804475","-56.94643370804475","-56.94643370804475"
"2367","-57.14554063633049","-57.14554063633049","-57.14554063633049"
"2368","-57.31137334541561","-57.31137334541561","-57.31137334541561"
"2369","-56.72905008265446","-56.72905008265446","-56.72905008265446"
"2370","-56.36042285676252","-56.36042285676252","-56.36042285676252"
"2371","-56.5589101221502","-56.5589101221502","-56.5589101221502"
"2372","-56.385936132657825","-56.385936132657825","-56.385936132657825"
"2373","-56.01559797871071","-56.01559797871071","-56.01559797871071"
"2374","-55.568589468981656","-55.568589468981656","-55.568589468981656"
"2375","-55.69372410865134","-55.69372410865134","-55.69372410865134"
"2376","-55.614851936477436","-55.614851936477436","-55.614851936477436"
"2377","-55.66761189860803","-55.66761189860803","-55.66761189860803"
"2378","-55.65035822687403","-55.65035822687403","-55.65035822687403"
"2379","-55.35958872450244","-55.35958872450244","-55.35958872450244"
"2380","-55.526947628556236","-55.526947628556236","-55.526947628556236"
"2381","-55.440037010447725","-55.440037010447725","-55.440037010447725"
"2382","-55.6099435820307","-55.6099435820307","-55.6099435820307"
"2383","-55.400887898490225","-55.400887898490225","-55.400887898490225"
"2384","-55.19631123992193","-55.19631123992193","-55.19631123992193"
"2385","-55.37356366024849","-55.37356366024849","-55.37356366024849"
"2386","-55.689122197080536","-55.689122197080536","-55.689122197080536"
"2387","-55.46361190083855","-55.46361190083855","-55.46361190083855"
"2388","-55.779062630807545","-55.779062630807545","-55.779062630807545"
"2389","-56.278319320475966","-56.278319320475966","-56.278319320475966"
"2390","-55.933405717036166","-55.933405717036166","-55.933405717036166"
"2391","-55.96431879739755","-55.96431879739755","-55.96431879739755"
"2392","-56.64063848838545","-56.64063848838545","-56.64063848838545"
"2393","-57.00856685899888","-57.00856685899888","-57.00856685899888"
"2394","-56.77242280225912","-56.77242280225912","-56.77242280225912"
"2395","-56.795971468405135","-56.795971468405135","-56.795971468405135"
"2396","-55.93238702878454","-55.93238702878454","-55.93238702878454"
"2397","-56.359451393684715","-56.359451393684715","-56.359451393684715"
"2398","-56.24434862053843","-56.24434862053843","-56.24434862053843"
"2399","-55.74176731412328","-55.74176731412328","-55.74176731412328"
"2400","-55.76522774374076","-55.76522774374076","-55.76522774374076"
"2401","-55.87337585320396","-55.87337585320396","-55.87337585320396"
"2402","-55.5396819942607","-55.5396819942607","-55.5396819942607"
"2403","-55.47661984075279","-55.47661984075279","-55.47661984075279"
"2404","-54.98851686742282","-54.98851686742282","-54.98851686742282"
"2405","-55.48248035968287","-55.48248035968287","-55.48248035968287"
"2406","-55.32669966850091","-55.32669966850091","-55.32669966850091"
"2407","-55.18887307201452","-55.18887307201452","-55.18887307201452"
"2408","-55.625285601491434","-55.625285601491434","-55.625285601491434"
"2409","-55.29701808671621","-55.29701808671621","-55.29701808671621"
"2410","-54.49251829036279","-54.49251829036279","-54.49251829036279"
"2411","-54.921853451453245","-54.921853451453245","-54.921853451453245"
"2412","-54.887824151205216","-54.887824151205216","-54.887824151205216"
"2413","-54.77000888711567","-54.77000888711567","-54.77000888711567"
"2414","-54.75245045257326","-54.75245045257326","-54.75245045257326"
"2415","-54.44365428300376","-54.44365428300376","-54.44365428300376"
"2416","-54.40650416994181","-54.40650416994181","-54.40650416994181"
"2417","-54.25220396746206","-54.25220396746206","-54.25220396746206"
"2418","-54.20715668154164","-54.20715668154164","-54.20715668154164"
"2419","-54.084084643467776","-54.084084643467776","-54.084084643467776"
"2420","-54.05256723375305","-54.05256723375305","-54.05256723375305"
"2421","-54.4265194068597","-54.4265194068597","-54.4265194068597"
"2422","-54.13336120431909","-54.13336120431909","-54.13336120431909"
"2423","-53.63460757449706","-53.63460757449706","-53.63460757449706"
"2424","-53.73384716639226","-53.73384716639226","-53.73384716639226"
"2425","-53.77045285841996","-53.77045285841996","-53.77045285841996"
"2426","-53.84497600278541","-53.84497600278541","-53.84497600278541"
"2427","-54.223035006522494","-54.223035006522494","-54.223035006522494"
"2428","-54.15309969852907","-54.15309969852907","-54.15309969852907"
"2429","-54.246583607069404","-54.246583607069404","-54.246583607069404"
"2430","-54.301537324380426","-54.301537324380426","-54.301537324380426"
"2431","-53.851632372422706","-53.851632372422706","-53.851632372422706"
"2432","-53.96201206135687","-53.96201206135687","-53.96201206135687"
"2433","-53.61578304375669","-53.61578304375669","-53.61578304375669"
"2434","-53.660689157115804","-53.660689157115804","-53.660689157115804"
"2435","-53.563402925396375","-53.563402925396375","-53.563402925396375"
"2436","-53.37431000335733","-53.37431000335733","-53.37431000335733"
"2437","-53.006194229027955","-53.006194229027955","-53.006194229027955"
"2438","-52.82155287163996","-52.82155287163996","-52.82155287163996"
"2439","-52.705667035173065","-52.705667035173065","-52.705667035173065"
"2440","-52.480263901846946","-52.480263901846946","-52.480263901846946"
"2441","-52.70791831140157","-52.70791831140157","-52.70791831140157"
"2442","-52.392464791022434","-52.392464791022434","-52.392464791022434"
"2443","-52.266169347355174","-52.266169347355174","-52.266169347355174"
"2444","-52.09780320126496","-52.09780320126496","-52.09780320126496"
"2445","-52.12932203012413","-52.12932203012413","-52.12932203012413"
"2446","-52.14707185281537","-52.14707185281537","-52.14707185281537"
"2447","-52.60701786365703","-52.60701786365703","-52.60701786365703"
"2448","-52.79069350873449","-52.79069350873449","-52.79069350873449"
"2449","-52.25596073110049","-52.25596073110049","-52.25596073110049"
"2450","-52.64934789972779","-52.64934789972779","-52.64934789972779"
"2451","-52.88075197453556","-52.88075197453556","-52.88075197453556"
"2452","-52.5141551750681","-52.5141551750681","-52.5141551750681"
"2453","-52.68364489463234","-52.68364489463234","-52.68364489463234"
"2454","-52.767543319340774","-52.767543319340774","-52.767543319340774"
"2455","-52.55396823223755","-52.55396823223755","-52.55396823223755"
"2456","-52.44956599119427","-52.44956599119427","-52.44956599119427"
"2457","-52.4287923297726","-52.4287923297726","-52.4287923297726"
"2458","-52.18696694904253","-52.18696694904253","-52.18696694904253"
"2459","-52.29217404145501","-52.29217404145501","-52.29217404145501"
"2460","-52.33359126455661","-52.33359126455661","-52.33359126455661"
"2461","-52.28808492091844","-52.28808492091844","-52.28808492091844"
"2462","-51.64130741595698","-51.64130741595698","-51.64130741595698"
"2463","-51.44119162974282","-51.44119162974282","-51.44119162974282"
"2464","-50.97059806203766","-50.97059806203766","-50.97059806203766"
"2465","-51.106335321954404","-51.106335321954404","-51.106335321954404"
"2466","-51.35296949914771","-51.35296949914771","-51.35296949914771"
"2467","-51.80055058490877","-51.80055058490877","-51.80055058490877"
"2468","-51.7541468316811","-51.7541468316811","-51.7541468316811"
"2469","-52.37488838451635","-52.37488838451635","-52.37488838451635"
"2470","-51.8532612290032","-51.8532612290032","-51.8532612290032"
"2471","-51.733137850138945","-51.733137850138945","-51.733137850138945"
"2472","-51.73906759468071","-51.73906759468071","-51.73906759468071"
"2473","-51.50645617656092","-51.50645617656092","-51.50645617656092"
"2474","-51.20416920689788","-51.20416920689788","-51.20416920689788"
"2475","-51.380351298638914","-51.380351298638914","-51.380351298638914"
"2476","-51.71612114932938","-51.71612114932938","-51.71612114932938"
"2477","-51.969793025067155","-51.969793025067155","-51.969793025067155"
"2478","-51.906423308873165","-51.906423308873165","-51.906423308873165"
"2479","-51.61927030173472","-51.61927030173472","-51.61927030173472"
"2480","-52.03948378459855","-52.03948378459855","-52.03948378459855"
"2481","-51.89877732073917","-51.89877732073917","-51.89877732073917"
"2482","-51.547541303162596","-51.547541303162596","-51.547541303162596"
"2483","-52.0527060063515","-52.0527060063515","-52.0527060063515"
"2484","-52.59663047424195","-52.59663047424195","-52.59663047424195"
"2485","-52.42477622291611","-52.42477622291611","-52.42477622291611"
"2486","-52.52194386304434","-52.52194386304434","-52.52194386304434"
"2487","-51.75344567924438","-51.75344567924438","-51.75344567924438"
"2488","-50.7321626578661","-50.7321626578661","-50.7321626578661"
"2489","-50.446737612530896","-50.446737612530896","-50.446737612530896"
"2490","-50.446902948621926","-50.446902948621926","-50.446902948621926"
"2491","-50.81407047025531","-50.81407047025531","-50.81407047025531"
"2492","-50.67617114874154","-50.67617114874154","-50.67617114874154"
"2493","-50.34718299348975","-50.34718299348975","-50.34718299348975"
"2494","-50.441155875919215","-50.441155875919215","-50.441155875919215"
"2495","-50.09887694805954","-50.09887694805954","-50.09887694805954"
"2496","-49.683260499734494","-49.683260499734494","-49.683260499734494"
"2497","-49.58451124483434","-49.58451124483434","-49.58451124483434"
"2498","-49.753242456504225","-49.753242456504225","-49.753242456504225"
"2499","-49.956254587442984","-49.956254587442984","-49.956254587442984"
"2500","-50.05668470445123","-50.05668470445123","-50.05668470445123"
"2501","-50.36633049458683","-50.36633049458683","-50.36633049458683"
"2502","-50.17313344053235","-50.17313344053235","-50.17313344053235"
"2503","-50.88528811800363","-50.88528811800363","-50.88528811800363"
"2504","-50.579690196913305","-50.579690196913305","-50.579690196913305"
"2505","-50.77311904383687","-50.77311904383687","-50.77311904383687"
"2506","-50.255866723678785","-50.255866723678785","-50.255866723678785"
"2507","-50.49587464415894","-50.49587464415894","-50.49587464415894"
"2508","-50.94659930292623","-50.94659930292623","-50.94659930292623"
"2509","-50.96461569453409","-50.96461569453409","-50.96461569453409"
"2510","-51.19059037734221","-51.19059037734221","-51.19059037734221"
"2511","-51.44569332731866","-51.44569332731866","-51.44569332731866"
"2512","-51.25996674924996","-51.25996674924996","-51.25996674924996"
"2513","-50.92259394650728","-50.92259394650728","-50.92259394650728"
"2514","-50.79638368226412","-50.79638368226412","-50.79638368226412"
"2515","-50.77329000865868","-50.77329000865868","-50.77329000865868"
"2516","-50.75990788324349","-50.75990788324349","-50.75990788324349"
"2517","-50.3634870395817","-50.3634870395817","-50.3634870395817"
"2518","-50.401892616981605","-50.401892616981605","-50.401892616981605"
"2519","-50.45086210896147","-50.45086210896147","-50.45086210896147"
"2520","-50.72790719903934","-50.72790719903934","-50.72790719903934"
"2521","-51.02476543406662","-51.02476543406662","-51.02476543406662"
"2522","-50.23025954951581","-50.23025954951581","-50.23025954951581"
"2523","-50.93997938636706","-50.93997938636706","-50.93997938636706"
"2524","-50.30545854180065","-50.30545854180065","-50.30545854180065"
"2525","-50.1241549057427","-50.1241549057427","-50.1241549057427"
"2526","-49.974812455101876","-49.974812455101876","-49.974812455101876"
"2527","-49.86929844609877","-49.86929844609877","-49.86929844609877"
"2528","-49.71948671104051","-49.71948671104051","-49.71948671104051"
"2529","-50.05293435342744","-50.05293435342744","-50.05293435342744"
"2530","-49.807845338751406","-49.807845338751406","-49.807845338751406"
"2531","-50.21157872312379","-50.21157872312379","-50.21157872312379"
"2532","-50.617813056677484","-50.617813056677484","-50.617813056677484"
"2533","-51.30030386473832","-51.30030386473832","-51.30030386473832"
"2534","-51.75468806936752","-51.75468806936752","-51.75468806936752"
"2535","-52.423327170376254","-52.423327170376254","-52.423327170376254"
"2536","-52.03485088299766","-52.03485088299766","-52.03485088299766"
"2537","-52.182615831934044","-52.182615831934044","-52.182615831934044"
"2538","-52.43384902980934","-52.43384902980934","-52.43384902980934"
"2539","-52.33462985781447","-52.33462985781447","-52.33462985781447"
"2540","-52.41448843233859","-52.41448843233859","-52.41448843233859"
"2541","-52.340073031611254","-52.340073031611254","-52.340073031611254"
"2542","-52.67972483014577","-52.67972483014577","-52.67972483014577"
"2543","-52.434079455863696","-52.434079455863696","-52.434079455863696"
"2544","-52.57758405778726","-52.57758405778726","-52.57758405778726"
"2545","-52.667931899031245","-52.667931899031245","-52.667931899031245"
"2546","-52.92628344019935","-52.92628344019935","-52.92628344019935"
"2547","-53.13470742654685","-53.13470742654685","-53.13470742654685"
"2548","-53.57917048164886","-53.57917048164886","-53.57917048164886"
"2549","-53.487164715404596","-53.487164715404596","-53.487164715404596"
"2550","-53.37635232937052","-53.37635232937052","-53.37635232937052"
"2551","-52.800165510000426","-52.800165510000426","-52.800165510000426"
"2552","-52.703695688789274","-52.703695688789274","-52.703695688789274"
"2553","-52.70485056747949","-52.70485056747949","-52.70485056747949"
"2554","-52.876538727793175","-52.876538727793175","-52.876538727793175"
"2555","-53.14205255926529","-53.14205255926529","-53.14205255926529"
"2556","-53.23001610977496","-53.23001610977496","-53.23001610977496"
