"Step","DDPG_DDPG_3_1_RS-close - Mean Episode Reward (Last 200 episodes)","DDPG_DDPG_3_1_RS-close - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_DDPG_3_1_RS-close - Mean Episode Reward (Last 200 episodes)__MAX","DDPG_DDPG_3_1_RS-far - Mean Episode Reward (Last 200 episodes)","DDPG_DDPG_3_1_RS-far - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_DDPG_3_1_RS-far - Mean Episode Reward (Last 200 episodes)__MAX"
"1439","30.791415109921683","30.791415109921683","30.791415109921683","-7.145747936834574","-7.145747936834574","-7.145747936834574"
"1440","30.89902712037026","30.89902712037026","30.89902712037026","-7.108303456975018","-7.108303456975018","-7.108303456975018"
"1441","30.65695091868029","30.65695091868029","30.65695091868029","-7.076652190095977","-7.076652190095977","-7.076652190095977"
"1442","30.84378308541133","30.84378308541133","30.84378308541133","-7.081459032121447","-7.081459032121447","-7.081459032121447"
"1443","30.861086255360988","30.861086255360988","30.861086255360988","-7.0163422901071435","-7.0163422901071435","-7.0163422901071435"
"1444","30.893059773946526","30.893059773946526","30.893059773946526","-6.824374153602395","-6.824374153602395","-6.824374153602395"
"1445","30.81169339155473","30.81169339155473","30.81169339155473","-6.825030562549307","-6.825030562549307","-6.825030562549307"
"1446","30.83952305521872","30.83952305521872","30.83952305521872","-6.909020957017643","-6.909020957017643","-6.909020957017643"
"1447","30.83049279930635","30.83049279930635","30.83049279930635","-6.976399109746112","-6.976399109746112","-6.976399109746112"
"1448","30.838141068402855","30.838141068402855","30.838141068402855","-6.862265621427342","-6.862265621427342","-6.862265621427342"
"1449","30.901040067422908","30.901040067422908","30.901040067422908","-7.092189916789405","-7.092189916789405","-7.092189916789405"
"1450","30.9259735794144","30.9259735794144","30.9259735794144","-6.561710255273371","-6.561710255273371","-6.561710255273371"
"1451","30.994917332042416","30.994917332042416","30.994917332042416","-6.389024626261816","-6.389024626261816","-6.389024626261816"
"1452","31.03568495852562","31.03568495852562","31.03568495852562","-6.382212060692493","-6.382212060692493","-6.382212060692493"
"1453","31.17022452832838","31.17022452832838","31.17022452832838","-6.369235048204002","-6.369235048204002","-6.369235048204002"
"1454","31.121619002049616","31.121619002049616","31.121619002049616","-6.388169577815443","-6.388169577815443","-6.388169577815443"
"1455","31.053688884779895","31.053688884779895","31.053688884779895","-6.351872897293682","-6.351872897293682","-6.351872897293682"
"1456","31.454332062746147","31.454332062746147","31.454332062746147","-6.658010218380166","-6.658010218380166","-6.658010218380166"
"1457","31.491071215080282","31.491071215080282","31.491071215080282","-7.202867688383292","-7.202867688383292","-7.202867688383292"
"1458","31.483974795063496","31.483974795063496","31.483974795063496","-7.220282295657154","-7.220282295657154","-7.220282295657154"
"1459","31.339498979559522","31.339498979559522","31.339498979559522","-7.264037424305396","-7.264037424305396","-7.264037424305396"
"1460","31.328740606265402","31.328740606265402","31.328740606265402","-6.883332750039136","-6.883332750039136","-6.883332750039136"
"1461","30.490109567544117","30.490109567544117","30.490109567544117","-7.3030378373406055","-7.3030378373406055","-7.3030378373406055"
"1462","30.617040112373545","30.617040112373545","30.617040112373545","-7.541284518731754","-7.541284518731754","-7.541284518731754"
"1463","30.35751934738697","30.35751934738697","30.35751934738697","-7.236523276251692","-7.236523276251692","-7.236523276251692"
"1464","30.69918828443003","30.69918828443003","30.69918828443003","-7.216181374199181","-7.216181374199181","-7.216181374199181"
"1465","30.40697901942794","30.40697901942794","30.40697901942794","-7.523706205709792","-7.523706205709792","-7.523706205709792"
"1466","30.399856543593536","30.399856543593536","30.399856543593536","-7.831452323878492","-7.831452323878492","-7.831452323878492"
"1467","30.148389268601424","30.148389268601424","30.148389268601424","-7.84648850668033","-7.84648850668033","-7.84648850668033"
"1468","30.172796515295328","30.172796515295328","30.172796515295328","-7.650618983636357","-7.650618983636357","-7.650618983636357"
"1469","30.23697224857084","30.23697224857084","30.23697224857084","-7.5754400389918075","-7.5754400389918075","-7.5754400389918075"
"1470","30.279949816104068","30.279949816104068","30.279949816104068","-7.671637679522985","-7.671637679522985","-7.671637679522985"
"1471","30.105122986030572","30.105122986030572","30.105122986030572","-7.615801259768916","-7.615801259768916","-7.615801259768916"
"1472","29.88199594005433","29.88199594005433","29.88199594005433","-7.768927300907868","-7.768927300907868","-7.768927300907868"
"1473","29.879630876319695","29.879630876319695","29.879630876319695","-7.763076454998351","-7.763076454998351","-7.763076454998351"
"1474","28.984928104953973","28.984928104953973","28.984928104953973","-8.109776976843303","-8.109776976843303","-8.109776976843303"
"1475","29.032639414276577","29.032639414276577","29.032639414276577","-7.95598596729131","-7.95598596729131","-7.95598596729131"
"1476","29.306130236022693","29.306130236022693","29.306130236022693","-7.73709742598749","-7.73709742598749","-7.73709742598749"
"1477","29.328666178651062","29.328666178651062","29.328666178651062","-7.726316525716909","-7.726316525716909","-7.726316525716909"
"1478","29.040669313853776","29.040669313853776","29.040669313853776","-7.535767593000867","-7.535767593000867","-7.535767593000867"
"1479","28.743944985389806","28.743944985389806","28.743944985389806","-7.83600446145782","-7.83600446145782","-7.83600446145782"
"1480","28.88030113661383","28.88030113661383","28.88030113661383","-7.7746249398101455","-7.7746249398101455","-7.7746249398101455"
"1481","28.70128215547647","28.70128215547647","28.70128215547647","-8.128060148104856","-8.128060148104856","-8.128060148104856"
"1482","28.500122954337158","28.500122954337158","28.500122954337158","-8.009543673245611","-8.009543673245611","-8.009543673245611"
"1483","28.3042773014741","28.3042773014741","28.3042773014741","-8.086231263113959","-8.086231263113959","-8.086231263113959"
"1484","28.260594180330127","28.260594180330127","28.260594180330127","-7.778033251773252","-7.778033251773252","-7.778033251773252"
"1485","28.42514722390762","28.42514722390762","28.42514722390762","-7.755450792856609","-7.755450792856609","-7.755450792856609"
"1486","28.422621860511455","28.422621860511455","28.422621860511455","-7.763148290114547","-7.763148290114547","-7.763148290114547"
"1487","28.425136765927878","28.425136765927878","28.425136765927878","-7.904210153286926","-7.904210153286926","-7.904210153286926"
"1488","27.98371200410894","27.98371200410894","27.98371200410894","-8.0227748745113","-8.0227748745113","-8.0227748745113"
"1489","27.99224370036372","27.99224370036372","27.99224370036372","-8.025843299907173","-8.025843299907173","-8.025843299907173"
"1490","28.021601835214494","28.021601835214494","28.021601835214494","-8.008479013975323","-8.008479013975323","-8.008479013975323"
"1491","28.249339332416607","28.249339332416607","28.249339332416607","-8.03150892848157","-8.03150892848157","-8.03150892848157"
"1492","28.33271388321542","28.33271388321542","28.33271388321542","-7.922216721205068","-7.922216721205068","-7.922216721205068"
"1493","29.241938478316694","29.241938478316694","29.241938478316694","-7.695869769541202","-7.695869769541202","-7.695869769541202"
"1494","29.040199137950182","29.040199137950182","29.040199137950182","-7.842085267267208","-7.842085267267208","-7.842085267267208"
"1495","29.106244018075376","29.106244018075376","29.106244018075376","-7.80766888887661","-7.80766888887661","-7.80766888887661"
"1496","28.62051360065922","28.62051360065922","28.62051360065922","-7.806478983196768","-7.806478983196768","-7.806478983196768"
"1497","28.611508129395542","28.611508129395542","28.611508129395542","-7.839619657178656","-7.839619657178656","-7.839619657178656"
"1498","28.40838037506457","28.40838037506457","28.40838037506457","-7.785409431469133","-7.785409431469133","-7.785409431469133"
"1499","28.8239289205644","28.8239289205644","28.8239289205644","-7.702411509807186","-7.702411509807186","-7.702411509807186"
"1500","28.795171009592863","28.795171009592863","28.795171009592863","-7.419826932943804","-7.419826932943804","-7.419826932943804"
"1501","28.401007633611115","28.401007633611115","28.401007633611115","-7.562330531283643","-7.562330531283643","-7.562330531283643"
"1502","28.36240280172196","28.36240280172196","28.36240280172196","-7.704389470931552","-7.704389470931552","-7.704389470931552"
"1503","28.090436504161634","28.090436504161634","28.090436504161634","-7.813002405520039","-7.813002405520039","-7.813002405520039"
"1504","28.099305206123404","28.099305206123404","28.099305206123404","-7.786286187971806","-7.786286187971806","-7.786286187971806"
"1505","28.08730061664935","28.08730061664935","28.08730061664935","-7.585695430193631","-7.585695430193631","-7.585695430193631"
"1506","28.096778654684794","28.096778654684794","28.096778654684794","-7.5073518917042925","-7.5073518917042925","-7.5073518917042925"
"1507","27.934005644510858","27.934005644510858","27.934005644510858","-7.52890582653552","-7.52890582653552","-7.52890582653552"
"1508","28.03336534261793","28.03336534261793","28.03336534261793","-7.623282686781074","-7.623282686781074","-7.623282686781074"
"1509","28.246927481552163","28.246927481552163","28.246927481552163","-7.47920628242101","-7.47920628242101","-7.47920628242101"
"1510","28.32873486674802","28.32873486674802","28.32873486674802","-7.789731201311996","-7.789731201311996","-7.789731201311996"
"1511","27.910543175829158","27.910543175829158","27.910543175829158","-7.8264786013049195","-7.8264786013049195","-7.8264786013049195"
"1512","28.09099297030369","28.09099297030369","28.09099297030369","-8.304759553219988","-8.304759553219988","-8.304759553219988"
"1513","28.357467029894504","28.357467029894504","28.357467029894504","-8.146763648757561","-8.146763648757561","-8.146763648757561"
"1514","28.8600034135643","28.8600034135643","28.8600034135643","-8.288824117075148","-8.288824117075148","-8.288824117075148"
"1515","28.64165844497198","28.64165844497198","28.64165844497198","-8.195685174123998","-8.195685174123998","-8.195685174123998"
"1516","28.796424773935726","28.796424773935726","28.796424773935726","-8.445887091400818","-8.445887091400818","-8.445887091400818"
"1517","28.90051020617802","28.90051020617802","28.90051020617802","-8.212160679043778","-8.212160679043778","-8.212160679043778"
"1518","28.890254681437924","28.890254681437924","28.890254681437924","-8.272131548926872","-8.272131548926872","-8.272131548926872"
"1519","28.90185683506038","28.90185683506038","28.90185683506038","-7.8758751369357265","-7.8758751369357265","-7.8758751369357265"
"1520","28.666842580147158","28.666842580147158","28.666842580147158","-7.82554069435302","-7.82554069435302","-7.82554069435302"
"1521","28.786714753889527","28.786714753889527","28.786714753889527","-7.694599785524676","-7.694599785524676","-7.694599785524676"
"1522","28.84052273706113","28.84052273706113","28.84052273706113","-7.461585268573633","-7.461585268573633","-7.461585268573633"
"1523","29.248464600344477","29.248464600344477","29.248464600344477","-7.974932635098898","-7.974932635098898","-7.974932635098898"
"1524","29.31577443139054","29.31577443139054","29.31577443139054","-7.64108252784812","-7.64108252784812","-7.64108252784812"
"1525","29.037723190606012","29.037723190606012","29.037723190606012","-7.897875628695681","-7.897875628695681","-7.897875628695681"
"1526","29.006285131396798","29.006285131396798","29.006285131396798","-7.875709827947872","-7.875709827947872","-7.875709827947872"
"1527","28.964674875204402","28.964674875204402","28.964674875204402","-7.669041835839713","-7.669041835839713","-7.669041835839713"
"1528","28.961340649408285","28.961340649408285","28.961340649408285","-7.792864581839915","-7.792864581839915","-7.792864581839915"
"1529","29.001501708179884","29.001501708179884","29.001501708179884","-7.734100194511483","-7.734100194511483","-7.734100194511483"
"1530","28.353439737685786","28.353439737685786","28.353439737685786","-7.6079975296459255","-7.6079975296459255","-7.6079975296459255"
"1531","28.040154348666988","28.040154348666988","28.040154348666988","-7.436628832718258","-7.436628832718258","-7.436628832718258"
"1532","27.773052977067536","27.773052977067536","27.773052977067536","-7.4543350189041675","-7.4543350189041675","-7.4543350189041675"
"1533","27.80889748314714","27.80889748314714","27.80889748314714","-7.350813787021805","-7.350813787021805","-7.350813787021805"
"1534","27.989639660487807","27.989639660487807","27.989639660487807","-7.016371399594609","-7.016371399594609","-7.016371399594609"
"1535","27.955785693683836","27.955785693683836","27.955785693683836","-7.210437163405338","-7.210437163405338","-7.210437163405338"
"1536","27.76566196171716","27.76566196171716","27.76566196171716","-7.245070200483063","-7.245070200483063","-7.245070200483063"
"1537","27.747302557740344","27.747302557740344","27.747302557740344","-7.165495955157304","-7.165495955157304","-7.165495955157304"
"1538","27.741569009394052","27.741569009394052","27.741569009394052","-6.957411083143476","-6.957411083143476","-6.957411083143476"
"1539","28.07771820665903","28.07771820665903","28.07771820665903","-7.154431395751651","-7.154431395751651","-7.154431395751651"
"1540","27.25658759262558","27.25658759262558","27.25658759262558","-6.898461650901919","-6.898461650901919","-6.898461650901919"
"1541","27.33246028003789","27.33246028003789","27.33246028003789","-6.92057791454244","-6.92057791454244","-6.92057791454244"
"1542","27.26244590479594","27.26244590479594","27.26244590479594","-6.91240117363448","-6.91240117363448","-6.91240117363448"
"1543","27.774074007054146","27.774074007054146","27.774074007054146","-7.118553171953098","-7.118553171953098","-7.118553171953098"
"1544","28.101548434207665","28.101548434207665","28.101548434207665","-7.142896060709355","-7.142896060709355","-7.142896060709355"
"1545","28.134671936848246","28.134671936848246","28.134671936848246","-7.018248656858288","-7.018248656858288","-7.018248656858288"
"1546","28.111458074149468","28.111458074149468","28.111458074149468","-6.824958856437232","-6.824958856437232","-6.824958856437232"
"1547","28.351045351274955","28.351045351274955","28.351045351274955","-6.590537880725517","-6.590537880725517","-6.590537880725517"
"1548","28.33471324015795","28.33471324015795","28.33471324015795","-6.631319208276057","-6.631319208276057","-6.631319208276057"
"1549","28.646047611012424","28.646047611012424","28.646047611012424","-6.594270763781758","-6.594270763781758","-6.594270763781758"
"1550","28.654765009256643","28.654765009256643","28.654765009256643","-6.8122807106370455","-6.8122807106370455","-6.8122807106370455"
"1551","28.802527634359336","28.802527634359336","28.802527634359336","-6.953875538607789","-6.953875538607789","-6.953875538607789"
"1552","28.816983767657433","28.816983767657433","28.816983767657433","-6.90252621286211","-6.90252621286211","-6.90252621286211"
"1553","28.861374203670753","28.861374203670753","28.861374203670753","-6.911377387413974","-6.911377387413974","-6.911377387413974"
"1554","29.038199896961668","29.038199896961668","29.038199896961668","-6.887776682698392","-6.887776682698392","-6.887776682698392"
"1555","29.086224335254585","29.086224335254585","29.086224335254585","-6.874541412631655","-6.874541412631655","-6.874541412631655"
"1556","29.240019862840295","29.240019862840295","29.240019862840295","-7.293170773345611","-7.293170773345611","-7.293170773345611"
"1557","29.24452246740691","29.24452246740691","29.24452246740691","-7.310017635189374","-7.310017635189374","-7.310017635189374"
"1558","29.207709792451347","29.207709792451347","29.207709792451347","-7.6205394108433655","-7.6205394108433655","-7.6205394108433655"
"1559","29.011431340109663","29.011431340109663","29.011431340109663","-7.254694434907284","-7.254694434907284","-7.254694434907284"
"1560","28.79919319950084","28.79919319950084","28.79919319950084","-7.197362645782752","-7.197362645782752","-7.197362645782752"
"1561","28.76789169118329","28.76789169118329","28.76789169118329","-6.983153085298591","-6.983153085298591","-6.983153085298591"
"1562","28.67496598324267","28.67496598324267","28.67496598324267","-7.0782521861804515","-7.0782521861804515","-7.0782521861804515"
"1563","28.700724340752284","28.700724340752284","28.700724340752284","-6.9320916615280135","-6.9320916615280135","-6.9320916615280135"
"1564","28.57376003437035","28.57376003437035","28.57376003437035","-7.083756268829044","-7.083756268829044","-7.083756268829044"
"1565","28.664067442241393","28.664067442241393","28.664067442241393","-7.416447471707804","-7.416447471707804","-7.416447471707804"
"1566","28.573261336683764","28.573261336683764","28.573261336683764","-7.504649996323368","-7.504649996323368","-7.504649996323368"
"1567","28.096816495036236","28.096816495036236","28.096816495036236","-7.521248067188773","-7.521248067188773","-7.521248067188773"
"1568","28.069130426378603","28.069130426378603","28.069130426378603","-7.7968444497029905","-7.7968444497029905","-7.7968444497029905"
"1569","28.89989822558231","28.89989822558231","28.89989822558231","-8.112629062475555","-8.112629062475555","-8.112629062475555"
"1570","28.87965527753922","28.87965527753922","28.87965527753922","-8.151048857658223","-8.151048857658223","-8.151048857658223"
"1571","28.960156258736436","28.960156258736436","28.960156258736436","-8.232232948866322","-8.232232948866322","-8.232232948866322"
"1572","28.87100286113503","28.87100286113503","28.87100286113503","-8.228168673982646","-8.228168673982646","-8.228168673982646"
"1573","28.98930149421298","28.98930149421298","28.98930149421298","-8.2363439812011","-8.2363439812011","-8.2363439812011"
"1574","28.985672245244317","28.985672245244317","28.985672245244317","-8.271595020514363","-8.271595020514363","-8.271595020514363"
"1575","28.986578996696384","28.986578996696384","28.986578996696384","-8.26190528255489","-8.26190528255489","-8.26190528255489"
"1576","29.08355944971213","29.08355944971213","29.08355944971213","-8.217160752795488","-8.217160752795488","-8.217160752795488"
"1577","29.098203350980103","29.098203350980103","29.098203350980103","-8.199913147768457","-8.199913147768457","-8.199913147768457"
"1578","29.09603162131997","29.09603162131997","29.09603162131997","-8.235693518884547","-8.235693518884547","-8.235693518884547"
"1579","29.213101250553276","29.213101250553276","29.213101250553276","-8.283877730833352","-8.283877730833352","-8.283877730833352"
"1580","29.32611964050404","29.32611964050404","29.32611964050404","-8.20407515687195","-8.20407515687195","-8.20407515687195"
"1581","29.04051333762798","29.04051333762798","29.04051333762798","-8.6628292601932","-8.6628292601932","-8.6628292601932"
"1582","28.990698234812626","28.990698234812626","28.990698234812626","-8.763311652947571","-8.763311652947571","-8.763311652947571"
"1583","28.99032907163952","28.99032907163952","28.99032907163952","-8.733834002746258","-8.733834002746258","-8.733834002746258"
"1584","29.270248933205636","29.270248933205636","29.270248933205636","-8.628537928160412","-8.628537928160412","-8.628537928160412"
"1585","29.41499461685366","29.41499461685366","29.41499461685366","-8.263630946817429","-8.263630946817429","-8.263630946817429"
"1586","29.441478790827038","29.441478790827038","29.441478790827038","-8.26195515937484","-8.26195515937484","-8.26195515937484"
"1587","29.62137781739381","29.62137781739381","29.62137781739381","-8.527154124530291","-8.527154124530291","-8.527154124530291"
"1588","29.644001386900385","29.644001386900385","29.644001386900385","-8.57909294928387","-8.57909294928387","-8.57909294928387"
"1589","29.142252615928456","29.142252615928456","29.142252615928456","-8.572310379146254","-8.572310379146254","-8.572310379146254"
"1590","29.214923109844698","29.214923109844698","29.214923109844698","-8.893313365299452","-8.893313365299452","-8.893313365299452"
"1591","29.20235809779966","29.20235809779966","29.20235809779966","-8.886786208332108","-8.886786208332108","-8.886786208332108"
"1592","29.12830161817257","29.12830161817257","29.12830161817257","-8.9072687222455","-8.9072687222455","-8.9072687222455"
"1593","29.04027544695808","29.04027544695808","29.04027544695808","-8.887770892275675","-8.887770892275675","-8.887770892275675"
"1594","28.926042764933964","28.926042764933964","28.926042764933964","-9.134472286507487","-9.134472286507487","-9.134472286507487"
"1595","28.59013213623978","28.59013213623978","28.59013213623978","-8.841599608929421","-8.841599608929421","-8.841599608929421"
"1596","28.57444658097594","28.57444658097594","28.57444658097594","-8.710569247335544","-8.710569247335544","-8.710569247335544"
"1597","28.951483967601984","28.951483967601984","28.951483967601984","-8.942837878254567","-8.942837878254567","-8.942837878254567"
"1598","28.87037153620274","28.87037153620274","28.87037153620274","-9.003958364301512","-9.003958364301512","-9.003958364301512"
"1599","28.913426918995423","28.913426918995423","28.913426918995423","-8.668717262777575","-8.668717262777575","-8.668717262777575"
"1600","28.90583297032024","28.90583297032024","28.90583297032024","-8.754350183735221","-8.754350183735221","-8.754350183735221"
"1601","28.875122499239236","28.875122499239236","28.875122499239236","-8.80298089806149","-8.80298089806149","-8.80298089806149"
"1602","28.884188298557465","28.884188298557465","28.884188298557465","-8.702408134133552","-8.702408134133552","-8.702408134133552"
"1603","29.361304288632365","29.361304288632365","29.361304288632365","-8.725277102012084","-8.725277102012084","-8.725277102012084"
"1604","29.33011840639483","29.33011840639483","29.33011840639483","-9.253490094187889","-9.253490094187889","-9.253490094187889"
"1605","29.497722023827478","29.497722023827478","29.497722023827478","-9.292314404706367","-9.292314404706367","-9.292314404706367"
"1606","29.403653323181093","29.403653323181093","29.403653323181093","-9.293040187796827","-9.293040187796827","-9.293040187796827"
"1607","29.409093434464342","29.409093434464342","29.409093434464342","-9.271624021626229","-9.271624021626229","-9.271624021626229"
"1608","29.405957634009727","29.405957634009727","29.405957634009727","-9.155887208634258","-9.155887208634258","-9.155887208634258"
"1609","29.462391611811817","29.462391611811817","29.462391611811817","-9.107938592881302","-9.107938592881302","-9.107938592881302"
"1610","29.454753094251952","29.454753094251952","29.454753094251952","-9.137137770701917","-9.137137770701917","-9.137137770701917"
"1611","29.442066809535305","29.442066809535305","29.442066809535305","-8.969752160716066","-8.969752160716066","-8.969752160716066"
"1612","29.249894207994853","29.249894207994853","29.249894207994853","-8.90327571256932","-8.90327571256932","-8.90327571256932"
"1613","29.514978610381412","29.514978610381412","29.514978610381412","-8.838108822839166","-8.838108822839166","-8.838108822839166"
"1614","29.69442727390785","29.69442727390785","29.69442727390785","-9.109697042303974","-9.109697042303974","-9.109697042303974"
"1615","29.733360340180493","29.733360340180493","29.733360340180493","-8.810740466641311","-8.810740466641311","-8.810740466641311"
"1616","29.834005580753693","29.834005580753693","29.834005580753693","-8.851103264031702","-8.851103264031702","-8.851103264031702"
"1617","29.916870598210515","29.916870598210515","29.916870598210515","-8.584276937416261","-8.584276937416261","-8.584276937416261"
"1618","29.96979427570541","29.96979427570541","29.96979427570541","-8.636654396616859","-8.636654396616859","-8.636654396616859"
"1619","30.036420134415835","30.036420134415835","30.036420134415835","-8.78270669899793","-8.78270669899793","-8.78270669899793"
"1620","29.906816461722183","29.906816461722183","29.906816461722183","-8.703213242705733","-8.703213242705733","-8.703213242705733"
"1621","29.91965221116821","29.91965221116821","29.91965221116821","-8.498606518881445","-8.498606518881445","-8.498606518881445"
"1622","29.764640322271738","29.764640322271738","29.764640322271738","-8.53591626332452","-8.53591626332452","-8.53591626332452"
"1623","29.772875098933174","29.772875098933174","29.772875098933174","-8.500427343757886","-8.500427343757886","-8.500427343757886"
"1624","29.813463665233698","29.813463665233698","29.813463665233698","-8.539853176628954","-8.539853176628954","-8.539853176628954"
"1625","29.762270670549768","29.762270670549768","29.762270670549768","-8.513026704226412","-8.513026704226412","-8.513026704226412"
"1626","29.71856951928361","29.71856951928361","29.71856951928361","-8.525510609026252","-8.525510609026252","-8.525510609026252"
"1627","29.62048578821231","29.62048578821231","29.62048578821231","-8.454796507502914","-8.454796507502914","-8.454796507502914"
"1628","29.949653503504543","29.949653503504543","29.949653503504543","-8.800269502407405","-8.800269502407405","-8.800269502407405"
"1629","29.91750969623416","29.91750969623416","29.91750969623416","-9.42741005382076","-9.42741005382076","-9.42741005382076"
"1630","30.19062993476971","30.19062993476971","30.19062993476971","-9.426817616475248","-9.426817616475248","-9.426817616475248"
"1631","30.815206476924377","30.815206476924377","30.815206476924377","-9.472036655185104","-9.472036655185104","-9.472036655185104"
"1632","30.514494547538913","30.514494547538913","30.514494547538913","-9.089185605785955","-9.089185605785955","-9.089185605785955"
"1633","30.80201213804094","30.80201213804094","30.80201213804094","-9.173322041897801","-9.173322041897801","-9.173322041897801"
"1634","30.781252876271683","30.781252876271683","30.781252876271683","-9.162671995302473","-9.162671995302473","-9.162671995302473"
"1635","30.713531792545968","30.713531792545968","30.713531792545968","-9.233715847732487","-9.233715847732487","-9.233715847732487"
"1636","30.848683125850428","30.848683125850428","30.848683125850428","-8.41891094758516","-8.41891094758516","-8.41891094758516"
"1637","30.86455508588993","30.86455508588993","30.86455508588993","-8.740483353744496","-8.740483353744496","-8.740483353744496"
"1638","30.720578761745486","30.720578761745486","30.720578761745486","-8.753418222844736","-8.753418222844736","-8.753418222844736"
"1639","30.841072879965637","30.841072879965637","30.841072879965637","-8.917137491998291","-8.917137491998291","-8.917137491998291"
"1640","30.791412801469686","30.791412801469686","30.791412801469686","-8.90961860538713","-8.90961860538713","-8.90961860538713"
"1641","30.488060074098776","30.488060074098776","30.488060074098776","-8.186275526248766","-8.186275526248766","-8.186275526248766"
"1642","30.339172734271557","30.339172734271557","30.339172734271557","-8.21777403262102","-8.21777403262102","-8.21777403262102"
"1643","30.30800336376514","30.30800336376514","30.30800336376514","-8.299903537030149","-8.299903537030149","-8.299903537030149"
"1644","30.657996341144894","30.657996341144894","30.657996341144894","-8.320872057331746","-8.320872057331746","-8.320872057331746"
"1645","30.71795546943474","30.71795546943474","30.71795546943474","-8.613981706473913","-8.613981706473913","-8.613981706473913"
"1646","30.821986318443884","30.821986318443884","30.821986318443884","-8.780182808048378","-8.780182808048378","-8.780182808048378"
"1647","31.069790049582835","31.069790049582835","31.069790049582835","-8.773707631170474","-8.773707631170474","-8.773707631170474"
"1648","31.046527881115257","31.046527881115257","31.046527881115257","-8.776535251317652","-8.776535251317652","-8.776535251317652"
"1649","31.191531003761543","31.191531003761543","31.191531003761543","-8.967737805436455","-8.967737805436455","-8.967737805436455"
"1650","31.209610976270245","31.209610976270245","31.209610976270245","-9.484235359162708","-9.484235359162708","-9.484235359162708"
"1651","31.20215688060117","31.20215688060117","31.20215688060117","-9.640824246336543","-9.640824246336543","-9.640824246336543"
"1652","31.14664427843738","31.14664427843738","31.14664427843738","-9.632251176197268","-9.632251176197268","-9.632251176197268"
"1653","31.12463550023632","31.12463550023632","31.12463550023632","-9.60843983590769","-9.60843983590769","-9.60843983590769"
"1654","31.129617613473567","31.129617613473567","31.129617613473567","-9.589546161899706","-9.589546161899706","-9.589546161899706"
"1655","31.065310387352707","31.065310387352707","31.065310387352707","-9.56227477549661","-9.56227477549661","-9.56227477549661"
"1656","30.64297900210449","30.64297900210449","30.64297900210449","-9.549432359941488","-9.549432359941488","-9.549432359941488"
"1657","30.630135191919337","30.630135191919337","30.630135191919337","-9.613410246788828","-9.613410246788828","-9.613410246788828"
"1658","30.460017184781606","30.460017184781606","30.460017184781606","-9.112429421855444","-9.112429421855444","-9.112429421855444"
"1659","30.461442526991867","30.461442526991867","30.461442526991867","-8.472352884023907","-8.472352884023907","-8.472352884023907"
"1660","30.569082371653103","30.569082371653103","30.569082371653103","-8.83145711958682","-8.83145711958682","-8.83145711958682"
"1661","30.456573396083844","30.456573396083844","30.456573396083844","-7.901727922297357","-7.901727922297357","-7.901727922297357"
"1662","30.437821403827883","30.437821403827883","30.437821403827883","-7.860885837221639","-7.860885837221639","-7.860885837221639"
"1663","30.47143963430995","30.47143963430995","30.47143963430995","-8.035417847187608","-8.035417847187608","-8.035417847187608"
"1664","30.16913118243","30.16913118243","30.16913118243","-8.028203173549821","-8.028203173549821","-8.028203173549821"
"1665","29.92185917263825","29.92185917263825","29.92185917263825","-8.068828318557813","-8.068828318557813","-8.068828318557813"
"1666","30.127583149107735","30.127583149107735","30.127583149107735","-8.138553330391135","-8.138553330391135","-8.138553330391135"
"1667","30.179615796318007","30.179615796318007","30.179615796318007","-8.12640883238246","-8.12640883238246","-8.12640883238246"
"1668","30.160504872030444","30.160504872030444","30.160504872030444","-8.177065949512206","-8.177065949512206","-8.177065949512206"
"1669","30.0978434494774","30.0978434494774","30.0978434494774","-8.206551461198247","-8.206551461198247","-8.206551461198247"
"1670","30.223190042437526","30.223190042437526","30.223190042437526","-8.147472044527776","-8.147472044527776","-8.147472044527776"
"1671","30.712985530285334","30.712985530285334","30.712985530285334","-8.375779576330999","-8.375779576330999","-8.375779576330999"
"1672","30.704340672920402","30.704340672920402","30.704340672920402","-8.275044975469454","-8.275044975469454","-8.275044975469454"
"1673","30.644869927069735","30.644869927069735","30.644869927069735","-8.262791960225487","-8.262791960225487","-8.262791960225487"
"1674","30.727085657850125","30.727085657850125","30.727085657850125","-8.251836959924434","-8.251836959924434","-8.251836959924434"
"1675","30.648963060157293","30.648963060157293","30.648963060157293","-8.127479277497752","-8.127479277497752","-8.127479277497752"
"1676","30.56240923729649","30.56240923729649","30.56240923729649","-8.270087068512824","-8.270087068512824","-8.270087068512824"
"1677","30.858482173522166","30.858482173522166","30.858482173522166","-8.26497819346537","-8.26497819346537","-8.26497819346537"
"1678","30.949287695238425","30.949287695238425","30.949287695238425","-8.483317997451161","-8.483317997451161","-8.483317997451161"
"1679","30.96966095716295","30.96966095716295","30.96966095716295","-7.8459104556721035","-7.8459104556721035","-7.8459104556721035"
"1680","30.783191500202516","30.783191500202516","30.783191500202516","-7.661527576218239","-7.661527576218239","-7.661527576218239"
"1681","30.842149523701792","30.842149523701792","30.842149523701792","-7.714512251773195","-7.714512251773195","-7.714512251773195"
"1682","30.812354930098092","30.812354930098092","30.812354930098092","-7.709764513553434","-7.709764513553434","-7.709764513553434"
