"Step","DDPG_DDPG_3_1_RS-close - Mean Episode Reward (Last 200 episodes)","DDPG_DDPG_3_1_RS-close - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_DDPG_3_1_RS-close - Mean Episode Reward (Last 200 episodes)__MAX","DDPG_DDPG_3_1_RS-far - Mean Episode Reward (Last 200 episodes)","DDPG_DDPG_3_1_RS-far - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_DDPG_3_1_RS-far - Mean Episode Reward (Last 200 episodes)__MAX"
"2830","31.60092474938749","31.60092474938749","31.60092474938749","-4.782898101803437","-4.782898101803437","-4.782898101803437"
"2831","31.59005930775802","31.59005930775802","31.59005930775802","-4.791966264536214","-4.791966264536214","-4.791966264536214"
"2832","31.189618780221018","31.189618780221018","31.189618780221018","-4.743375499371499","-4.743375499371499","-4.743375499371499"
"2833","31.629876888912555","31.629876888912555","31.629876888912555","-4.750834169276273","-4.750834169276273","-4.750834169276273"
"2834","31.842675593327854","31.842675593327854","31.842675593327854","-4.6766952141510005","-4.6766952141510005","-4.6766952141510005"
"2835","31.497867105948785","31.497867105948785","31.497867105948785","-4.660053059890917","-4.660053059890917","-4.660053059890917"
"2836","31.450720527854205","31.450720527854205","31.450720527854205","-4.426975702531575","-4.426975702531575","-4.426975702531575"
"2837","31.367704838496902","31.367704838496902","31.367704838496902","-3.741617561243227","-3.741617561243227","-3.741617561243227"
"2838","31.69409316732731","31.69409316732731","31.69409316732731","-4.177793456937396","-4.177793456937396","-4.177793456937396"
"2839","31.3461525517367","31.3461525517367","31.3461525517367","-4.219068105298184","-4.219068105298184","-4.219068105298184"
"2840","31.77445799799717","31.77445799799717","31.77445799799717","-4.187047533439457","-4.187047533439457","-4.187047533439457"
"2841","31.45044897434431","31.45044897434431","31.45044897434431","-4.2247487668919215","-4.2247487668919215","-4.2247487668919215"
"2842","31.65229257854583","31.65229257854583","31.65229257854583","-3.831990497053893","-3.831990497053893","-3.831990497053893"
"2843","31.575060902969852","31.575060902969852","31.575060902969852","-3.8241659409741944","-3.8241659409741944","-3.8241659409741944"
"2844","31.571785773826242","31.571785773826242","31.571785773826242","-3.797869990304385","-3.797869990304385","-3.797869990304385"
"2845","31.765122556950796","31.765122556950796","31.765122556950796","-3.6335425752633226","-3.6335425752633226","-3.6335425752633226"
"2846","31.924027007965382","31.924027007965382","31.924027007965382","-3.830874662190603","-3.830874662190603","-3.830874662190603"
"2847","31.688996916931536","31.688996916931536","31.688996916931536","-3.411970430436449","-3.411970430436449","-3.411970430436449"
"2848","31.54794628913801","31.54794628913801","31.54794628913801","-3.57328006245417","-3.57328006245417","-3.57328006245417"
"2849","31.502722415916264","31.502722415916264","31.502722415916264","-3.563391270101355","-3.563391270101355","-3.563391270101355"
"2850","31.346315849128835","31.346315849128835","31.346315849128835","-3.4063874471864977","-3.4063874471864977","-3.4063874471864977"
"2851","31.181334703002236","31.181334703002236","31.181334703002236","-3.3973524820655245","-3.3973524820655245","-3.3973524820655245"
"2852","31.06194100962402","31.06194100962402","31.06194100962402","-3.3671255125753454","-3.3671255125753454","-3.3671255125753454"
"2853","31.157245065580973","31.157245065580973","31.157245065580973","-3.2991696022664034","-3.2991696022664034","-3.2991696022664034"
"2854","31.336517838144797","31.336517838144797","31.336517838144797","-3.3111026378375708","-3.3111026378375708","-3.3111026378375708"
"2855","30.956378551958085","30.956378551958085","30.956378551958085","-3.3216524895582715","-3.3216524895582715","-3.3216524895582715"
"2856","30.966471479977876","30.966471479977876","30.966471479977876","-2.8024212834923543","-2.8024212834923543","-2.8024212834923543"
"2857","30.71421781105718","30.71421781105718","30.71421781105718","-3.097421434492854","-3.097421434492854","-3.097421434492854"
"2858","30.953980804566203","30.953980804566203","30.953980804566203","-3.571198815499922","-3.571198815499922","-3.571198815499922"
"2859","30.29181771124161","30.29181771124161","30.29181771124161","-3.560755390665821","-3.560755390665821","-3.560755390665821"
"2860","30.262449907032888","30.262449907032888","30.262449907032888","-3.598573549504782","-3.598573549504782","-3.598573549504782"
"2861","30.329165894577976","30.329165894577976","30.329165894577976","-3.2973255905737386","-3.2973255905737386","-3.2973255905737386"
"2862","30.20380993878049","30.20380993878049","30.20380993878049","-2.9245241048223534","-2.9245241048223534","-2.9245241048223534"
"2863","29.890350767450617","29.890350767450617","29.890350767450617","-2.8308497114989954","-2.8308497114989954","-2.8308497114989954"
"2864","29.591564086262576","29.591564086262576","29.591564086262576","-2.396109531853","-2.396109531853","-2.396109531853"
"2865","29.601225720307237","29.601225720307237","29.601225720307237","-2.3898406166127795","-2.3898406166127795","-2.3898406166127795"
"2866","29.314284546727237","29.314284546727237","29.314284546727237","-2.42364898452764","-2.42364898452764","-2.42364898452764"
"2867","29.307511341000378","29.307511341000378","29.307511341000378","-2.5563150057207262","-2.5563150057207262","-2.5563150057207262"
"2868","29.319756856688738","29.319756856688738","29.319756856688738","-2.62948112202796","-2.62948112202796","-2.62948112202796"
"2869","29.547200144424174","29.547200144424174","29.547200144424174","-3.1103594067721345","-3.1103594067721345","-3.1103594067721345"
"2870","29.461108113070058","29.461108113070058","29.461108113070058","-3.1503261597121366","-3.1503261597121366","-3.1503261597121366"
"2871","29.51050975279023","29.51050975279023","29.51050975279023","-3.1149084774792275","-3.1149084774792275","-3.1149084774792275"
"2872","29.560635269402887","29.560635269402887","29.560635269402887","-3.135759623444771","-3.135759623444771","-3.135759623444771"
"2873","28.747427824337578","28.747427824337578","28.747427824337578","-3.4349643924626343","-3.4349643924626343","-3.4349643924626343"
"2874","28.42637859891538","28.42637859891538","28.42637859891538","-3.5039832365036085","-3.5039832365036085","-3.5039832365036085"
"2875","28.690423364928147","28.690423364928147","28.690423364928147","-3.8071294861144707","-3.8071294861144707","-3.8071294861144707"
"2876","28.64652716349243","28.64652716349243","28.64652716349243","-3.791607216345103","-3.791607216345103","-3.791607216345103"
"2877","28.057413351527458","28.057413351527458","28.057413351527458","-3.733390215140529","-3.733390215140529","-3.733390215140529"
"2878","28.009599244575725","28.009599244575725","28.009599244575725","-3.6285044805825417","-3.6285044805825417","-3.6285044805825417"
"2879","27.93624215854334","27.93624215854334","27.93624215854334","-3.978258900412899","-3.978258900412899","-3.978258900412899"
"2880","27.88142043847196","27.88142043847196","27.88142043847196","-3.9779645841126046","-3.9779645841126046","-3.9779645841126046"
"2881","27.841298228840586","27.841298228840586","27.841298228840586","-4.022822493391522","-4.022822493391522","-4.022822493391522"
"2882","27.84193575477239","27.84193575477239","27.84193575477239","-3.7142586151873114","-3.7142586151873114","-3.7142586151873114"
"2883","27.77370002843856","27.77370002843856","27.77370002843856","-3.9811844083714214","-3.9811844083714214","-3.9811844083714214"
"2884","28.18343357147324","28.18343357147324","28.18343357147324","-4.011861605063899","-4.011861605063899","-4.011861605063899"
"2885","28.37276147878184","28.37276147878184","28.37276147878184","-3.7496002959550747","-3.7496002959550747","-3.7496002959550747"
"2886","28.430926859756028","28.430926859756028","28.430926859756028","-4.133578060694262","-4.133578060694262","-4.133578060694262"
"2887","28.4723325266383","28.4723325266383","28.4723325266383","-4.069892437581925","-4.069892437581925","-4.069892437581925"
"2888","28.140885710798674","28.140885710798674","28.140885710798674","-4.177355164374952","-4.177355164374952","-4.177355164374952"
"2889","28.237542148095482","28.237542148095482","28.237542148095482","-4.142731974400556","-4.142731974400556","-4.142731974400556"
"2890","27.81033222299806","27.81033222299806","27.81033222299806","-4.131365640954766","-4.131365640954766","-4.131365640954766"
"2891","27.818617298561875","27.818617298561875","27.818617298561875","-4.522005530401403","-4.522005530401403","-4.522005530401403"
"2892","27.804136516566526","27.804136516566526","27.804136516566526","-3.911387634584722","-3.911387634584722","-3.911387634584722"
"2893","28.078670833532243","28.078670833532243","28.078670833532243","-4.210300559212665","-4.210300559212665","-4.210300559212665"
"2894","27.994791759358204","27.994791759358204","27.994791759358204","-4.169043876745136","-4.169043876745136","-4.169043876745136"
"2895","28.09197465895613","28.09197465895613","28.09197465895613","-4.175711317212746","-4.175711317212746","-4.175711317212746"
"2896","28.147564882651345","28.147564882651345","28.147564882651345","-4.2764757360553665","-4.2764757360553665","-4.2764757360553665"
"2897","28.015800291345553","28.015800291345553","28.015800291345553","-4.223272685167883","-4.223272685167883","-4.223272685167883"
"2898","28.158466990682026","28.158466990682026","28.158466990682026","-4.468617519517412","-4.468617519517412","-4.468617519517412"
"2899","28.577422326374375","28.577422326374375","28.577422326374375","-4.189093223084716","-4.189093223084716","-4.189093223084716"
"2900","28.612792287451242","28.612792287451242","28.612792287451242","-4.395358144173531","-4.395358144173531","-4.395358144173531"
"2901","28.412680855143144","28.412680855143144","28.412680855143144","-4.537753511777871","-4.537753511777871","-4.537753511777871"
"2902","28.369805985202532","28.369805985202532","28.369805985202532","-4.580494827660258","-4.580494827660258","-4.580494827660258"
"2903","28.27774974383562","28.27774974383562","28.27774974383562","-4.616640178518323","-4.616640178518323","-4.616640178518323"
"2904","28.14375177662034","28.14375177662034","28.14375177662034","-4.627752033279837","-4.627752033279837","-4.627752033279837"
"2905","28.15954359091927","28.15954359091927","28.15954359091927","-4.636217108881968","-4.636217108881968","-4.636217108881968"
"2906","28.146818957043056","28.146818957043056","28.146818957043056","-4.387065787056731","-4.387065787056731","-4.387065787056731"
"2907","28.193149258522205","28.193149258522205","28.193149258522205","-4.648080271215147","-4.648080271215147","-4.648080271215147"
"2908","28.273724851576574","28.273724851576574","28.273724851576574","-4.75017759888483","-4.75017759888483","-4.75017759888483"
"2909","28.26803944806143","28.26803944806143","28.26803944806143","-4.352291340775185","-4.352291340775185","-4.352291340775185"
"2910","28.206923093002263","28.206923093002263","28.206923093002263","-4.142218631934444","-4.142218631934444","-4.142218631934444"
"2911","28.458435395813968","28.458435395813968","28.458435395813968","-4.121795018178862","-4.121795018178862","-4.121795018178862"
"2912","28.482236297455646","28.482236297455646","28.482236297455646","-4.410483724634856","-4.410483724634856","-4.410483724634856"
"2913","27.99035323496267","27.99035323496267","27.99035323496267","-4.399064890933326","-4.399064890933326","-4.399064890933326"
"2914","28.06450581342819","28.06450581342819","28.06450581342819","-4.427259720782371","-4.427259720782371","-4.427259720782371"
"2915","28.100436684565576","28.100436684565576","28.100436684565576","-4.401618342238836","-4.401618342238836","-4.401618342238836"
"2916","26.96081782572679","26.96081782572679","26.96081782572679","-4.407215460553937","-4.407215460553937","-4.407215460553937"
"2917","27.153252629159624","27.153252629159624","27.153252629159624","-4.54509272244951","-4.54509272244951","-4.54509272244951"
"2918","27.24174609469424","27.24174609469424","27.24174609469424","-4.60585335334931","-4.60585335334931","-4.60585335334931"
"2919","27.376572671622725","27.376572671622725","27.376572671622725","-4.5519881359610865","-4.5519881359610865","-4.5519881359610865"
"2920","26.96115223792166","26.96115223792166","26.96115223792166","-4.824840852356637","-4.824840852356637","-4.824840852356637"
"2921","27.15694952345086","27.15694952345086","27.15694952345086","-4.599566321044034","-4.599566321044034","-4.599566321044034"
"2922","27.900253626919238","27.900253626919238","27.900253626919238","-4.897467492045407","-4.897467492045407","-4.897467492045407"
"2923","27.84946298361347","27.84946298361347","27.84946298361347","-4.9352410738969255","-4.9352410738969255","-4.9352410738969255"
"2924","27.555186246418874","27.555186246418874","27.555186246418874","-4.654656290046073","-4.654656290046073","-4.654656290046073"
"2925","27.57519853081536","27.57519853081536","27.57519853081536","-4.589916842175221","-4.589916842175221","-4.589916842175221"
"2926","27.54071565478786","27.54071565478786","27.54071565478786","-4.302765868727474","-4.302765868727474","-4.302765868727474"
"2927","27.566958552360894","27.566958552360894","27.566958552360894","-4.704337843812551","-4.704337843812551","-4.704337843812551"
"2928","27.4461917672369","27.4461917672369","27.4461917672369","-4.763028197956368","-4.763028197956368","-4.763028197956368"
"2929","27.50028388753326","27.50028388753326","27.50028388753326","-5.082821016892577","-5.082821016892577","-5.082821016892577"
"2930","27.51156545253017","27.51156545253017","27.51156545253017","-5.097820095997445","-5.097820095997445","-5.097820095997445"
"2931","27.469153308443452","27.469153308443452","27.469153308443452","-5.2158341590854205","-5.2158341590854205","-5.2158341590854205"
"2932","26.916011019102285","26.916011019102285","26.916011019102285","-5.224744068048451","-5.224744068048451","-5.224744068048451"
"2933","26.991994725742344","26.991994725742344","26.991994725742344","-5.16229814845349","-5.16229814845349","-5.16229814845349"
"2934","26.916359825338294","26.916359825338294","26.916359825338294","-4.642474284506739","-4.642474284506739","-4.642474284506739"
"2935","26.84459848547938","26.84459848547938","26.84459848547938","-4.638382379899266","-4.638382379899266","-4.638382379899266"
"2936","26.954618721725005","26.954618721725005","26.954618721725005","-4.644899208004529","-4.644899208004529","-4.644899208004529"
"2937","26.890508263059036","26.890508263059036","26.890508263059036","-4.650461931883459","-4.650461931883459","-4.650461931883459"
"2938","26.815353815007626","26.815353815007626","26.815353815007626","-4.639804211709315","-4.639804211709315","-4.639804211709315"
"2939","26.957113993510593","26.957113993510593","26.957113993510593","-4.622451740334864","-4.622451740334864","-4.622451740334864"
"2940","26.419067336871027","26.419067336871027","26.419067336871027","-4.315958572667247","-4.315958572667247","-4.315958572667247"
"2941","26.271414595723336","26.271414595723336","26.271414595723336","-4.501936648511096","-4.501936648511096","-4.501936648511096"
"2942","26.70518034332053","26.70518034332053","26.70518034332053","-4.477917169371893","-4.477917169371893","-4.477917169371893"
"2943","27.26183143143513","27.26183143143513","27.26183143143513","-4.5070543055761565","-4.5070543055761565","-4.5070543055761565"
"2944","27.03337167744128","27.03337167744128","27.03337167744128","-4.678830988175298","-4.678830988175298","-4.678830988175298"
"2945","27.039642942353034","27.039642942353034","27.039642942353034","-4.153197616773471","-4.153197616773471","-4.153197616773471"
"2946","27.086303610450543","27.086303610450543","27.086303610450543","-4.147452427505902","-4.147452427505902","-4.147452427505902"
"2947","26.95605644791106","26.95605644791106","26.95605644791106","-4.454409915119195","-4.454409915119195","-4.454409915119195"
"2948","27.014481790710782","27.014481790710782","27.014481790710782","-4.64486391880402","-4.64486391880402","-4.64486391880402"
"2949","27.03438054588837","27.03438054588837","27.03438054588837","-5.025237235213797","-5.025237235213797","-5.025237235213797"
"2950","27.031685561327805","27.031685561327805","27.031685561327805","-5.017322451203007","-5.017322451203007","-5.017322451203007"
"2951","27.179734687678046","27.179734687678046","27.179734687678046","-5.221603117497088","-5.221603117497088","-5.221603117497088"
"2952","27.678665148335245","27.678665148335245","27.678665148335245","-4.307922200648958","-4.307922200648958","-4.307922200648958"
"2953","27.913525748847295","27.913525748847295","27.913525748847295","-4.346510136732804","-4.346510136732804","-4.346510136732804"
"2954","28.096050052586275","28.096050052586275","28.096050052586275","-3.658480514562969","-3.658480514562969","-3.658480514562969"
"2955","28.106959129523453","28.106959129523453","28.106959129523453","-4.418029060315468","-4.418029060315468","-4.418029060315468"
"2956","28.280049058532196","28.280049058532196","28.280049058532196","-4.391342256517428","-4.391342256517428","-4.391342256517428"
"2957","28.604515229716288","28.604515229716288","28.604515229716288","-4.380907758258148","-4.380907758258148","-4.380907758258148"
"2958","29.00137851205825","29.00137851205825","29.00137851205825","-4.408560657395632","-4.408560657395632","-4.408560657395632"
"2959","29.009203227130275","29.009203227130275","29.009203227130275","-4.0709095470125645","-4.0709095470125645","-4.0709095470125645"
"2960","29.217119124727542","29.217119124727542","29.217119124727542","-4.200592726817261","-4.200592726817261","-4.200592726817261"
"2961","29.160366838583595","29.160366838583595","29.160366838583595","-4.604626018617635","-4.604626018617635","-4.604626018617635"
"2962","29.27603397971784","29.27603397971784","29.27603397971784","-4.872788753675845","-4.872788753675845","-4.872788753675845"
"2963","29.495122066701864","29.495122066701864","29.495122066701864","-4.857707495390739","-4.857707495390739","-4.857707495390739"
"2964","29.57318577280043","29.57318577280043","29.57318577280043","-4.811707396651627","-4.811707396651627","-4.811707396651627"
"2965","29.52626121332885","29.52626121332885","29.52626121332885","-5.105723122400829","-5.105723122400829","-5.105723122400829"
"2966","29.507931054354696","29.507931054354696","29.507931054354696","-5.1832223961222015","-5.1832223961222015","-5.1832223961222015"
"2967","29.531507216977968","29.531507216977968","29.531507216977968","-5.0387679324508765","-5.0387679324508765","-5.0387679324508765"
"2968","29.538003537467162","29.538003537467162","29.538003537467162","-5.44594858545871","-5.44594858545871","-5.44594858545871"
"2969","29.455866471607397","29.455866471607397","29.455866471607397","-5.359200295350733","-5.359200295350733","-5.359200295350733"
"2970","29.378550647768648","29.378550647768648","29.378550647768648","-5.407367067830272","-5.407367067830272","-5.407367067830272"
"2971","29.40606733322448","29.40606733322448","29.40606733322448","-5.748350214557981","-5.748350214557981","-5.748350214557981"
"2972","29.1825511869698","29.1825511869698","29.1825511869698","-5.777364101478929","-5.777364101478929","-5.777364101478929"
"2973","29.22086244888864","29.22086244888864","29.22086244888864","-5.733714548989623","-5.733714548989623","-5.733714548989623"
"2974","29.26931768542803","29.26931768542803","29.26931768542803","-6.017103407800862","-6.017103407800862","-6.017103407800862"
"2975","29.15640256241352","29.15640256241352","29.15640256241352","-6.017531788610841","-6.017531788610841","-6.017531788610841"
"2976","29.224211722709516","29.224211722709516","29.224211722709516","-6.487042831799317","-6.487042831799317","-6.487042831799317"
"2977","29.23296918904574","29.23296918904574","29.23296918904574","-6.1633375307215","-6.1633375307215","-6.1633375307215"
"2978","29.53398790682749","29.53398790682749","29.53398790682749","-6.783759323504631","-6.783759323504631","-6.783759323504631"
"2979","29.128903863897754","29.128903863897754","29.128903863897754","-6.72320268532621","-6.72320268532621","-6.72320268532621"
"2980","28.945138377614363","28.945138377614363","28.945138377614363","-6.691636024667229","-6.691636024667229","-6.691636024667229"
"2981","28.964965522588667","28.964965522588667","28.964965522588667","-6.698853503032622","-6.698853503032622","-6.698853503032622"
"2982","28.797070633652087","28.797070633652087","28.797070633652087","-6.88161353142607","-6.88161353142607","-6.88161353142607"
"2983","28.773796163162","28.773796163162","28.773796163162","-6.663510716685571","-6.663510716685571","-6.663510716685571"
"2984","28.78392808948679","28.78392808948679","28.78392808948679","-6.33870179338286","-6.33870179338286","-6.33870179338286"
"2985","28.948882729649778","28.948882729649778","28.948882729649778","-6.329443120064849","-6.329443120064849","-6.329443120064849"
"2986","28.740092964367136","28.740092964367136","28.740092964367136","-6.4230768637407785","-6.4230768637407785","-6.4230768637407785"
"2987","28.689144539749638","28.689144539749638","28.689144539749638","-6.575990840467158","-6.575990840467158","-6.575990840467158"
"2988","29.46390903725221","29.46390903725221","29.46390903725221","-7.027770763914027","-7.027770763914027","-7.027770763914027"
"2989","29.42700426880007","29.42700426880007","29.42700426880007","-7.226587795070413","-7.226587795070413","-7.226587795070413"
"2990","29.519061940560483","29.519061940560483","29.519061940560483","-6.884016124370404","-6.884016124370404","-6.884016124370404"
"2991","29.51983045142893","29.51983045142893","29.51983045142893","-6.660497479331716","-6.660497479331716","-6.660497479331716"
"2992","30.018686239908934","30.018686239908934","30.018686239908934","-6.59632127759094","-6.59632127759094","-6.59632127759094"
"2993","30.025152173331257","30.025152173331257","30.025152173331257","-6.508312180802872","-6.508312180802872","-6.508312180802872"
"2994","29.71251645196214","29.71251645196214","29.71251645196214","-6.486168130491083","-6.486168130491083","-6.486168130491083"
"2995","29.522880405257432","29.522880405257432","29.522880405257432","-6.387410896840866","-6.387410896840866","-6.387410896840866"
"2996","29.40461152897647","29.40461152897647","29.40461152897647","-6.370852493617458","-6.370852493617458","-6.370852493617458"
"2997","29.175308369684053","29.175308369684053","29.175308369684053","-6.324772237199311","-6.324772237199311","-6.324772237199311"
"2998","29.56808206520985","29.56808206520985","29.56808206520985","-6.292665167701665","-6.292665167701665","-6.292665167701665"
"2999","29.682796333365932","29.682796333365932","29.682796333365932","-6.021985809065038","-6.021985809065038","-6.021985809065038"
"3000","29.6385415896022","29.6385415896022","29.6385415896022","-6.02741111642121","-6.02741111642121","-6.02741111642121"
"3001","29.610097908369383","29.610097908369383","29.610097908369383","-6.178071075820379","-6.178071075820379","-6.178071075820379"
"3002","29.626867894907267","29.626867894907267","29.626867894907267","-6.246302689967778","-6.246302689967778","-6.246302689967778"
"3003","29.538607901755363","29.538607901755363","29.538607901755363","-6.236978435770795","-6.236978435770795","-6.236978435770795"
"3004","28.94449234876703","28.94449234876703","28.94449234876703","-6.005610870501569","-6.005610870501569","-6.005610870501569"
"3005","29.34398624791793","29.34398624791793","29.34398624791793","-6.060686902404353","-6.060686902404353","-6.060686902404353"
"3006","29.159875848134686","29.159875848134686","29.159875848134686","-6.390504595403853","-6.390504595403853","-6.390504595403853"
"3007","29.146423381233284","29.146423381233284","29.146423381233284","-6.31131737581936","-6.31131737581936","-6.31131737581936"
"3008","29.146795486513817","29.146795486513817","29.146795486513817","-6.4550144352984615","-6.4550144352984615","-6.4550144352984615"
"3009","29.46886156794158","29.46886156794158","29.46886156794158","-6.144864695855474","-6.144864695855474","-6.144864695855474"
"3010","29.5228011614964","29.5228011614964","29.5228011614964","-6.1646403951731985","-6.1646403951731985","-6.1646403951731985"
"3011","29.10493419949795","29.10493419949795","29.10493419949795","-6.225171814171469","-6.225171814171469","-6.225171814171469"
"3012","29.006595300491472","29.006595300491472","29.006595300491472","-6.176145254871467","-6.176145254871467","-6.176145254871467"
"3013","28.62468394481363","28.62468394481363","28.62468394481363","-6.227837182846481","-6.227837182846481","-6.227837182846481"
"3014","28.61106012432949","28.61106012432949","28.61106012432949","-6.1882010921830135","-6.1882010921830135","-6.1882010921830135"
"3015","28.754351515328562","28.754351515328562","28.754351515328562","-6.016804866040469","-6.016804866040469","-6.016804866040469"
"3016","28.489599642763984","28.489599642763984","28.489599642763984","-5.705187807592551","-5.705187807592551","-5.705187807592551"
"3017","28.043136805043705","28.043136805043705","28.043136805043705","-5.521725709840279","-5.521725709840279","-5.521725709840279"
"3018","28.039366681800775","28.039366681800775","28.039366681800775","-5.521451693541406","-5.521451693541406","-5.521451693541406"
"3019","28.258868560913584","28.258868560913584","28.258868560913584","-5.602003126816693","-5.602003126816693","-5.602003126816693"
"3020","28.39232149911704","28.39232149911704","28.39232149911704","-5.696375041533927","-5.696375041533927","-5.696375041533927"
"3021","28.277207594449525","28.277207594449525","28.277207594449525","-5.798323592329789","-5.798323592329789","-5.798323592329789"
"3022","28.603152135712513","28.603152135712513","28.603152135712513","-5.5233989605033775","-5.5233989605033775","-5.5233989605033775"
"3023","28.23715247517005","28.23715247517005","28.23715247517005","-5.516952073108248","-5.516952073108248","-5.516952073108248"
"3024","28.256511071477753","28.256511071477753","28.256511071477753","-5.721976994030118","-5.721976994030118","-5.721976994030118"
"3025","28.461092758758614","28.461092758758614","28.461092758758614","-5.707048290436339","-5.707048290436339","-5.707048290436339"
"3026","28.490482246737212","28.490482246737212","28.490482246737212","-5.761508089636517","-5.761508089636517","-5.761508089636517"
"3027","29.088341018651576","29.088341018651576","29.088341018651576","-5.765302611081676","-5.765302611081676","-5.765302611081676"
"3028","28.73056120296919","28.73056120296919","28.73056120296919","-5.968713552476707","-5.968713552476707","-5.968713552476707"
"3029","28.754113806209606","28.754113806209606","28.754113806209606","-5.92363260117066","-5.92363260117066","-5.92363260117066"
"3030","28.288107701221783","28.288107701221783","28.288107701221783","-5.865264564625899","-5.865264564625899","-5.865264564625899"
"3031","28.29406855413208","28.29406855413208","28.29406855413208","-5.898431578815022","-5.898431578815022","-5.898431578815022"
"3032","28.26289316500457","28.26289316500457","28.26289316500457","-5.897068254953816","-5.897068254953816","-5.897068254953816"
"3033","28.1893452486521","28.1893452486521","28.1893452486521","-5.9201939905172125","-5.9201939905172125","-5.9201939905172125"
"3034","28.022502394474124","28.022502394474124","28.022502394474124","-5.969012852054657","-5.969012852054657","-5.969012852054657"
"3035","27.902887431503046","27.902887431503046","27.902887431503046","-5.956266646390914","-5.956266646390914","-5.956266646390914"
"3036","28.351207733131766","28.351207733131766","28.351207733131766","-6.280613887988228","-6.280613887988228","-6.280613887988228"
"3037","28.428376905558398","28.428376905558398","28.428376905558398","-6.696149087905564","-6.696149087905564","-6.696149087905564"
"3038","28.30085154697979","28.30085154697979","28.30085154697979","-7.045312986939208","-7.045312986939208","-7.045312986939208"
"3039","28.316672120594735","28.316672120594735","28.316672120594735","-7.038045550347695","-7.038045550347695","-7.038045550347695"
"3040","27.909411318936353","27.909411318936353","27.909411318936353","-7.246507402433106","-7.246507402433106","-7.246507402433106"
"3041","28.20563612843182","28.20563612843182","28.20563612843182","-7.319996263469099","-7.319996263469099","-7.319996263469099"
"3042","27.806307062885967","27.806307062885967","27.806307062885967","-7.55236429964251","-7.55236429964251","-7.55236429964251"
"3043","27.990729152694254","27.990729152694254","27.990729152694254","-7.642704809139489","-7.642704809139489","-7.642704809139489"
"3044","28.241801533675762","28.241801533675762","28.241801533675762","-7.714728072675878","-7.714728072675878","-7.714728072675878"
"3045","28.156182585270408","28.156182585270408","28.156182585270408","-7.930478457412339","-7.930478457412339","-7.930478457412339"
"3046","27.971050431154552","27.971050431154552","27.971050431154552","-7.903437481302307","-7.903437481302307","-7.903437481302307"
"3047","27.999832591232952","27.999832591232952","27.999832591232952","-7.919819968340311","-7.919819968340311","-7.919819968340311"
"3048","28.10513740371794","28.10513740371794","28.10513740371794","-7.798134137077296","-7.798134137077296","-7.798134137077296"
"3049","28.043972593107014","28.043972593107014","28.043972593107014","-7.774796540644304","-7.774796540644304","-7.774796540644304"
"3050","28.43290853663535","28.43290853663535","28.43290853663535","-7.772530724937191","-7.772530724937191","-7.772530724937191"
"3051","28.399459925924067","28.399459925924067","28.399459925924067","-7.73547825564827","-7.73547825564827","-7.73547825564827"
"3052","28.71842266060613","28.71842266060613","28.71842266060613","-7.790579122338545","-7.790579122338545","-7.790579122338545"
"3053","28.74926320261128","28.74926320261128","28.74926320261128","-7.507627890731839","-7.507627890731839","-7.507627890731839"
"3054","28.687493798717586","28.687493798717586","28.687493798717586","-7.504586016917902","-7.504586016917902","-7.504586016917902"
"3055","29.093651021977784","29.093651021977784","29.093651021977784","-7.452553433786921","-7.452553433786921","-7.452553433786921"
"3056","28.82419327979001","28.82419327979001","28.82419327979001","-8.065290739793227","-8.065290739793227","-8.065290739793227"
"3057","28.815879009584602","28.815879009584602","28.815879009584602","-7.8284284606172685","-7.8284284606172685","-7.8284284606172685"
"3058","28.603249948167704","28.603249948167704","28.603249948167704","-8.07400251639231","-8.07400251639231","-8.07400251639231"
"3059","28.729298322760236","28.729298322760236","28.729298322760236","-7.5882924743810705","-7.5882924743810705","-7.5882924743810705"
"3060","29.109005411509166","29.109005411509166","29.109005411509166","-7.198238760727377","-7.198238760727377","-7.198238760727377"
"3061","29.06610145156342","29.06610145156342","29.06610145156342","-7.814150632786814","-7.814150632786814","-7.814150632786814"
"3062","29.029230221303315","29.029230221303315","29.029230221303315","-8.226195475945577","-8.226195475945577","-8.226195475945577"
"3063","29.398374782927853","29.398374782927853","29.398374782927853","-8.336537416183178","-8.336537416183178","-8.336537416183178"
"3064","29.50056740870558","29.50056740870558","29.50056740870558","-8.63954251738622","-8.63954251738622","-8.63954251738622"
"3065","29.553453182460636","29.553453182460636","29.553453182460636","-8.342515918278284","-8.342515918278284","-8.342515918278284"
"3066","29.478504798688373","29.478504798688373","29.478504798688373","-8.107322800088623","-8.107322800088623","-8.107322800088623"
"3067","29.527141315645604","29.527141315645604","29.527141315645604","-7.971350162783462","-7.971350162783462","-7.971350162783462"
"3068","29.526155569983768","29.526155569983768","29.526155569983768","-7.765706869123061","-7.765706869123061","-7.765706869123061"
"3069","29.527176445926962","29.527176445926962","29.527176445926962","-7.630847175600033","-7.630847175600033","-7.630847175600033"
"3070","29.798287459695644","29.798287459695644","29.798287459695644","-7.336940997829058","-7.336940997829058","-7.336940997829058"
"3071","30.071502198765693","30.071502198765693","30.071502198765693","-7.516714205686301","-7.516714205686301","-7.516714205686301"
"3072","30.057353087843374","30.057353087843374","30.057353087843374","-7.503994891534032","-7.503994891534032","-7.503994891534032"
