"Step","MADDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"499","-6.906952989570507","-6.906952989570507","-6.906952989570507"
"504","-7.176442668028296","-7.176442668028296","-7.176442668028296"
"509","-6.853402740867861","-6.853402740867861","-6.853402740867861"
"514","-5.394680693003497","-5.394680693003497","-5.394680693003497"
"519","-5.698641167990895","-5.698641167990895","-5.698641167990895"
"524","-6.0242234848351535","-6.0242234848351535","-6.0242234848351535"
"529","-6.180449518947444","-6.180449518947444","-6.180449518947444"
"534","-6.365908421457451","-6.365908421457451","-6.365908421457451"
"539","-6.441661389068118","-6.441661389068118","-6.441661389068118"
"544","-5.697753033957149","-5.697753033957149","-5.697753033957149"
"549","-6.0356043102385115","-6.0356043102385115","-6.0356043102385115"
"554","-4.358100938553957","-4.358100938553957","-4.358100938553957"
"559","-3.3460846544336382","-3.3460846544336382","-3.3460846544336382"
"564","-3.4635862425185255","-3.4635862425185255","-3.4635862425185255"
"569","-3.321730380466901","-3.321730380466901","-3.321730380466901"
"574","-1.8752099987336766","-1.8752099987336766","-1.8752099987336766"
"579","-1.206118797639016","-1.206118797639016","-1.206118797639016"
"584","-0.9095508850150666","-0.9095508850150666","-0.9095508850150666"
"589","1.0265647567215406","1.0265647567215406","1.0265647567215406"
"594","1.7040418890554196","1.7040418890554196","1.7040418890554196"
"599","1.424892855284901","1.424892855284901","1.424892855284901"
"604","1.6384123332663036","1.6384123332663036","1.6384123332663036"
"609","1.9592021896268597","1.9592021896268597","1.9592021896268597"
"614","2.340934706390414","2.340934706390414","2.340934706390414"
"619","1.9554779009011518","1.9554779009011518","1.9554779009011518"
"624","3.8766957242012494","3.8766957242012494","3.8766957242012494"
"629","4.736222483699905","4.736222483699905","4.736222483699905"
"634","4.482770506158082","4.482770506158082","4.482770506158082"
"639","6.295710266731463","6.295710266731463","6.295710266731463"
"644","6.430345922903084","6.430345922903084","6.430345922903084"
"649","6.7003127338949335","6.7003127338949335","6.7003127338949335"
"654","6.8159766293824084","6.8159766293824084","6.8159766293824084"
"659","7.918139896137291","7.918139896137291","7.918139896137291"
"664","9.12968463307433","9.12968463307433","9.12968463307433"
"669","10.498641712077259","10.498641712077259","10.498641712077259"
"674","10.561172913916202","10.561172913916202","10.561172913916202"
"679","11.011813995952423","11.011813995952423","11.011813995952423"
"684","10.934978689216956","10.934978689216956","10.934978689216956"
"689","10.985480450367339","10.985480450367339","10.985480450367339"
"694","11.366978827541592","11.366978827541592","11.366978827541592"
"699","11.381700156083166","11.381700156083166","11.381700156083166"
"704","11.040350664843565","11.040350664843565","11.040350664843565"
"709","11.541734335338244","11.541734335338244","11.541734335338244"
"714","11.387215031392383","11.387215031392383","11.387215031392383"
"719","10.929913885790913","10.929913885790913","10.929913885790913"
"724","10.526972468883814","10.526972468883814","10.526972468883814"
"729","10.213717603283948","10.213717603283948","10.213717603283948"
"734","10.150242481869233","10.150242481869233","10.150242481869233"
"739","9.318258319709269","9.318258319709269","9.318258319709269"
"744","8.252219125180192","8.252219125180192","8.252219125180192"
"749","8.335031269092308","8.335031269092308","8.335031269092308"
"754","8.337827673946059","8.337827673946059","8.337827673946059"
"759","8.140990792401626","8.140990792401626","8.140990792401626"
"764","8.830799879790693","8.830799879790693","8.830799879790693"
"769","8.092144773300998","8.092144773300998","8.092144773300998"
"774","8.286445895108152","8.286445895108152","8.286445895108152"
"779","7.9580208823619705","7.9580208823619705","7.9580208823619705"
"784","8.18045405434843","8.18045405434843","8.18045405434843"
"789","8.379025308189846","8.379025308189846","8.379025308189846"
"794","8.040857182720375","8.040857182720375","8.040857182720375"
"799","7.187047959893855","7.187047959893855","7.187047959893855"
"804","6.716478416879064","6.716478416879064","6.716478416879064"
"809","6.984464013278119","6.984464013278119","6.984464013278119"
"814","6.513022152771712","6.513022152771712","6.513022152771712"
"819","6.402376396406922","6.402376396406922","6.402376396406922"
"824","6.225975105719317","6.225975105719317","6.225975105719317"
"829","6.625114528398455","6.625114528398455","6.625114528398455"
"834","7.161383870611718","7.161383870611718","7.161383870611718"
"839","6.7024258846573606","6.7024258846573606","6.7024258846573606"
"844","6.849662057204626","6.849662057204626","6.849662057204626"
"849","6.5832455475183185","6.5832455475183185","6.5832455475183185"
"854","5.9705737581467515","5.9705737581467515","5.9705737581467515"
"859","6.335024358399932","6.335024358399932","6.335024358399932"
"864","6.571032752596354","6.571032752596354","6.571032752596354"
"869","6.78744544493786","6.78744544493786","6.78744544493786"
"874","6.643709199956936","6.643709199956936","6.643709199956936"
"879","6.654004417049248","6.654004417049248","6.654004417049248"
"884","7.041649642474832","7.041649642474832","7.041649642474832"
"889","6.849844916718369","6.849844916718369","6.849844916718369"
"894","6.337231173242745","6.337231173242745","6.337231173242745"
"899","5.756602493227236","5.756602493227236","5.756602493227236"
"904","4.62962977433573","4.62962977433573","4.62962977433573"
"909","4.813533615158208","4.813533615158208","4.813533615158208"
"914","4.557607480335298","4.557607480335298","4.557607480335298"
"919","4.231659099523436","4.231659099523436","4.231659099523436"
"924","4.3702926351560585","4.3702926351560585","4.3702926351560585"
"929","4.077964919817653","4.077964919817653","4.077964919817653"
"934","3.9118580153191735","3.9118580153191735","3.9118580153191735"
"939","2.7855804408357736","2.7855804408357736","2.7855804408357736"
"944","2.6193130351749856","2.6193130351749856","2.6193130351749856"
"949","2.8450732474662255","2.8450732474662255","2.8450732474662255"
"954","3.2046690387007772","3.2046690387007772","3.2046690387007772"
"959","3.0783702237223953","3.0783702237223953","3.0783702237223953"
"964","2.8995836705795996","2.8995836705795996","2.8995836705795996"
"969","2.599170292295898","2.599170292295898","2.599170292295898"
"974","2.8397085833940428","2.8397085833940428","2.8397085833940428"
"979","2.4119008018013037","2.4119008018013037","2.4119008018013037"
"984","1.6816312108259202","1.6816312108259202","1.6816312108259202"
"989","2.160298869654068","2.160298869654068","2.160298869654068"
"994","1.9676493499380208","1.9676493499380208","1.9676493499380208"
"999","1.5087066508002216","1.5087066508002216","1.5087066508002216"
"1004","1.625246670201262","1.625246670201262","1.625246670201262"
"1009","3.8942894163948454","3.8942894163948454","3.8942894163948454"
"1014","3.4908665634717146","3.4908665634717146","3.4908665634717146"
"1019","3.3170678418091466","3.3170678418091466","3.3170678418091466"
"1024","2.67475150576297","2.67475150576297","2.67475150576297"
"1029","2.547294889860183","2.547294889860183","2.547294889860183"
"1034","2.8268766911779846","2.8268766911779846","2.8268766911779846"
"1039","4.145683738163554","4.145683738163554","4.145683738163554"
"1044","4.6378077359095595","4.6378077359095595","4.6378077359095595"
"1049","4.177138262997385","4.177138262997385","4.177138262997385"
"1054","4.209436885139684","4.209436885139684","4.209436885139684"
"1059","5.588352558649319","5.588352558649319","5.588352558649319"
"1064","7.127842892250445","7.127842892250445","7.127842892250445"
"1069","7.008070541636671","7.008070541636671","7.008070541636671"
"1074","8.386967449471856","8.386967449471856","8.386967449471856"
"1079","8.100426864102502","8.100426864102502","8.100426864102502"
"1084","9.186601075029294","9.186601075029294","9.186601075029294"
"1089","10.701028592064622","10.701028592064622","10.701028592064622"
"1094","10.7342141515047","10.7342141515047","10.7342141515047"
"1099","12.580274661299338","12.580274661299338","12.580274661299338"
"1104","12.977819111231756","12.977819111231756","12.977819111231756"
"1109","14.604074257622965","14.604074257622965","14.604074257622965"
"1114","14.474519713636935","14.474519713636935","14.474519713636935"
"1119","15.288613526898235","15.288613526898235","15.288613526898235"
"1124","15.039605171279197","15.039605171279197","15.039605171279197"
"1129","15.619216269812107","15.619216269812107","15.619216269812107"
"1134","15.904223901699114","15.904223901699114","15.904223901699114"
"1139","14.054839212048158","14.054839212048158","14.054839212048158"
"1144","13.90545969933369","13.90545969933369","13.90545969933369"
"1149","14.743426079856048","14.743426079856048","14.743426079856048"
"1154","15.856714259192948","15.856714259192948","15.856714259192948"
"1159","17.176205161733854","17.176205161733854","17.176205161733854"
"1164","17.776742139427725","17.776742139427725","17.776742139427725"
"1169","18.445614776234944","18.445614776234944","18.445614776234944"
"1174","18.684534261141295","18.684534261141295","18.684534261141295"
"1179","17.85479347081637","17.85479347081637","17.85479347081637"
"1184","19.08810406468677","19.08810406468677","19.08810406468677"
"1189","19.30338903983237","19.30338903983237","19.30338903983237"
"1194","19.789254593068012","19.789254593068012","19.789254593068012"
"1199","19.905838185037492","19.905838185037492","19.905838185037492"
"1204","20.34219398603848","20.34219398603848","20.34219398603848"
"1209","21.58419957023024","21.58419957023024","21.58419957023024"
"1214","21.317620278017017","21.317620278017017","21.317620278017017"
"1219","20.834918774787155","20.834918774787155","20.834918774787155"
"1224","20.356876823150543","20.356876823150543","20.356876823150543"
"1229","20.550559672119157","20.550559672119157","20.550559672119157"
"1234","20.485912338242397","20.485912338242397","20.485912338242397"
"1239","19.22809945875445","19.22809945875445","19.22809945875445"
"1244","19.585972887721212","19.585972887721212","19.585972887721212"
"1249","21.035482812624085","21.035482812624085","21.035482812624085"
"1254","20.433878031239168","20.433878031239168","20.433878031239168"
"1259","20.548752828810233","20.548752828810233","20.548752828810233"
"1264","20.221954372610018","20.221954372610018","20.221954372610018"
"1269","19.178479993964686","19.178479993964686","19.178479993964686"
"1274","18.44986810083336","18.44986810083336","18.44986810083336"
"1279","18.992050785452946","18.992050785452946","18.992050785452946"
"1284","18.27840195699539","18.27840195699539","18.27840195699539"
"1289","18.399573725988347","18.399573725988347","18.399573725988347"
"1294","18.297242903329643","18.297242903329643","18.297242903329643"
"1299","18.131389725554147","18.131389725554147","18.131389725554147"
"1304","18.368219096022727","18.368219096022727","18.368219096022727"
"1309","17.918252531390987","17.918252531390987","17.918252531390987"
"1314","16.68586663427958","16.68586663427958","16.68586663427958"
"1319","15.87209297456277","15.87209297456277","15.87209297456277"
"1324","15.954877504779077","15.954877504779077","15.954877504779077"
"1329","17.26522942599774","17.26522942599774","17.26522942599774"
"1334","18.079509247956803","18.079509247956803","18.079509247956803"
"1339","18.097340723280443","18.097340723280443","18.097340723280443"
"1344","18.730524798281284","18.730524798281284","18.730524798281284"
"1349","18.137060014347725","18.137060014347725","18.137060014347725"
"1354","18.461782000925204","18.461782000925204","18.461782000925204"
"1359","17.319573632312803","17.319573632312803","17.319573632312803"
"1364","17.312320377993803","17.312320377993803","17.312320377993803"
"1369","17.70614170328529","17.70614170328529","17.70614170328529"
"1374","17.265662545241675","17.265662545241675","17.265662545241675"
"1379","16.917511538239456","16.917511538239456","16.917511538239456"
"1384","17.32911190534099","17.32911190534099","17.32911190534099"
"1389","16.49718878279022","16.49718878279022","16.49718878279022"
"1394","16.501285566324256","16.501285566324256","16.501285566324256"
"1399","16.570572203816273","16.570572203816273","16.570572203816273"
"1404","16.667783336975127","16.667783336975127","16.667783336975127"
"1409","15.961159073568863","15.961159073568863","15.961159073568863"
"1414","16.285578646998893","16.285578646998893","16.285578646998893"
"1419","16.192019740689656","16.192019740689656","16.192019740689656"
"1424","16.64792924439817","16.64792924439817","16.64792924439817"
"1429","16.310277154682193","16.310277154682193","16.310277154682193"
"1434","16.292932221237564","16.292932221237564","16.292932221237564"
"1439","14.178804321728212","14.178804321728212","14.178804321728212"
"1444","14.08546797225147","14.08546797225147","14.08546797225147"
"1449","14.142142871220742","14.142142871220742","14.142142871220742"
"1454","13.962882379488665","13.962882379488665","13.962882379488665"
"1459","15.299526240914968","15.299526240914968","15.299526240914968"
"1464","14.871296271343253","14.871296271343253","14.871296271343253"
"1469","14.539898807514719","14.539898807514719","14.539898807514719"
"1474","14.705094503208347","14.705094503208347","14.705094503208347"
"1479","14.083965357022604","14.083965357022604","14.083965357022604"
"1484","13.911383728197945","13.911383728197945","13.911383728197945"
"1489","12.587158963834101","12.587158963834101","12.587158963834101"
"1494","12.672104045615294","12.672104045615294","12.672104045615294"
"1499","9.97772405606385","9.97772405606385","9.97772405606385"
"1504","10.085043818522387","10.085043818522387","10.085043818522387"
"1509","10.31289012338191","10.31289012338191","10.31289012338191"
"1514","9.759385430991482","9.759385430991482","9.759385430991482"
"1519","9.658534450420303","9.658534450420303","9.658534450420303"
"1524","10.140248693044374","10.140248693044374","10.140248693044374"
"1529","11.11615452125548","11.11615452125548","11.11615452125548"
"1534","11.136456669896775","11.136456669896775","11.136456669896775"
"1539","11.155269634907546","11.155269634907546","11.155269634907546"
"1544","10.830731590816365","10.830731590816365","10.830731590816365"
"1549","12.117122353191405","12.117122353191405","12.117122353191405"
"1554","11.265792049484558","11.265792049484558","11.265792049484558"
"1559","11.135817727904893","11.135817727904893","11.135817727904893"
"1564","10.822010904952357","10.822010904952357","10.822010904952357"
"1569","10.873438079444384","10.873438079444384","10.873438079444384"
"1574","9.838261353967452","9.838261353967452","9.838261353967452"
"1579","9.340412826792075","9.340412826792075","9.340412826792075"
"1584","9.12918170871196","9.12918170871196","9.12918170871196"
"1589","7.856890873321107","7.856890873321107","7.856890873321107"
"1594","7.806511126581062","7.806511126581062","7.806511126581062"
"1599","8.520637190795817","8.520637190795817","8.520637190795817"
"1604","8.24558796834683","8.24558796834683","8.24558796834683"
"1609","8.484982231329056","8.484982231329056","8.484982231329056"
"1614","8.936178109944061","8.936178109944061","8.936178109944061"
"1619","9.089515507714328","9.089515507714328","9.089515507714328"
"1624","7.604877327417034","7.604877327417034","7.604877327417034"
"1629","7.747800704801258","7.747800704801258","7.747800704801258"
"1634","7.885174745207429","7.885174745207429","7.885174745207429"
"1639","7.068352461406463","7.068352461406463","7.068352461406463"
"1644","6.907854862552778","6.907854862552778","6.907854862552778"
"1649","7.079704877968859","7.079704877968859","7.079704877968859"
"1654","6.924716719698345","6.924716719698345","6.924716719698345"
"1659","5.93741077975614","5.93741077975614","5.93741077975614"
"1664","4.66027148192721","4.66027148192721","4.66027148192721"
"1669","3.721695858769969","3.721695858769969","3.721695858769969"
"1674","3.4835179737212747","3.4835179737212747","3.4835179737212747"
"1679","2.8966923463269234","2.8966923463269234","2.8966923463269234"
"1684","2.7080264599859345","2.7080264599859345","2.7080264599859345"
"1689","2.974747607093672","2.974747607093672","2.974747607093672"
"1694","2.52992903944905","2.52992903944905","2.52992903944905"
"1699","2.3833892694825325","2.3833892694825325","2.3833892694825325"
"1704","2.275066087061156","2.275066087061156","2.275066087061156"
"1709","1.9270867905216102","1.9270867905216102","1.9270867905216102"
"1714","2.060010379423323","2.060010379423323","2.060010379423323"
"1719","2.2536184345648906","2.2536184345648906","2.2536184345648906"
"1724","2.038230965156487","2.038230965156487","2.038230965156487"
"1729","2.148561446292383","2.148561446292383","2.148561446292383"
"1734","2.2861924561168228","2.2861924561168228","2.2861924561168228"
"1739","2.277940383190965","2.277940383190965","2.277940383190965"
"1744","2.734057200416496","2.734057200416496","2.734057200416496"
"1749","2.5487244747402666","2.5487244747402666","2.5487244747402666"
"1754","2.340348202054052","2.340348202054052","2.340348202054052"
"1759","2.548172869365839","2.548172869365839","2.548172869365839"
"1764","2.8536621929474713","2.8536621929474713","2.8536621929474713"
"1769","4.167545112955262","4.167545112955262","4.167545112955262"
"1774","3.8645505724001934","3.8645505724001934","3.8645505724001934"
"1779","3.8957782403008125","3.8957782403008125","3.8957782403008125"
"1784","3.3744856381454404","3.3744856381454404","3.3744856381454404"
"1789","3.694035831525647","3.694035831525647","3.694035831525647"
"1794","4.218963890195937","4.218963890195937","4.218963890195937"
"1799","5.140880284456676","5.140880284456676","5.140880284456676"
"1804","5.535208908778364","5.535208908778364","5.535208908778364"
"1809","5.398942527918974","5.398942527918974","5.398942527918974"
"1814","5.67412928038697","5.67412928038697","5.67412928038697"
"1819","5.886969153546525","5.886969153546525","5.886969153546525"
"1824","5.6860949635564655","5.6860949635564655","5.6860949635564655"
"1829","5.86491091747184","5.86491091747184","5.86491091747184"
"1834","5.314481261818603","5.314481261818603","5.314481261818603"
"1839","5.4727039338698225","5.4727039338698225","5.4727039338698225"
"1844","5.402983053489854","5.402983053489854","5.402983053489854"
"1849","5.776382897517159","5.776382897517159","5.776382897517159"
"1854","6.317610625041807","6.317610625041807","6.317610625041807"
"1859","5.878788937313106","5.878788937313106","5.878788937313106"
"1864","6.36850273887198","6.36850273887198","6.36850273887198"
"1869","6.483884399549021","6.483884399549021","6.483884399549021"
"1874","6.962284654532265","6.962284654532265","6.962284654532265"
"1879","6.956168998443272","6.956168998443272","6.956168998443272"
"1884","6.3619673437445154","6.3619673437445154","6.3619673437445154"
"1889","6.246687051579044","6.246687051579044","6.246687051579044"
"1894","6.55348880915664","6.55348880915664","6.55348880915664"
"1899","6.963492364984389","6.963492364984389","6.963492364984389"
"1904","7.837290517127412","7.837290517127412","7.837290517127412"
"1909","7.464397257493897","7.464397257493897","7.464397257493897"
"1914","7.173367280189651","7.173367280189651","7.173367280189651"
"1919","7.280379170647613","7.280379170647613","7.280379170647613"
"1924","6.591908358398115","6.591908358398115","6.591908358398115"
"1929","7.25252176321928","7.25252176321928","7.25252176321928"
"1934","7.035902400179364","7.035902400179364","7.035902400179364"
"1939","8.473664549507266","8.473664549507266","8.473664549507266"
"1944","8.519272732193444","8.519272732193444","8.519272732193444"
"1949","8.42046164784285","8.42046164784285","8.42046164784285"
"1954","9.05239971766204","9.05239971766204","9.05239971766204"
"1959","9.488789233756997","9.488789233756997","9.488789233756997"
"1964","10.136427771747186","10.136427771747186","10.136427771747186"
"1969","10.306298846145022","10.306298846145022","10.306298846145022"
"1974","10.308095786490101","10.308095786490101","10.308095786490101"
"1979","10.82871986956007","10.82871986956007","10.82871986956007"
"1984","10.597854659567986","10.597854659567986","10.597854659567986"
"1989","9.669933475032673","9.669933475032673","9.669933475032673"
"1994","9.788828333470782","9.788828333470782","9.788828333470782"
"1999","10.751770071074407","10.751770071074407","10.751770071074407"
"2004","10.933887534094781","10.933887534094781","10.933887534094781"
"2009","10.6669236587047","10.6669236587047","10.6669236587047"
"2014","10.538543304557312","10.538543304557312","10.538543304557312"
"2019","11.089206040339288","11.089206040339288","11.089206040339288"
"2024","11.380306477510935","11.380306477510935","11.380306477510935"
"2029","11.229904761845654","11.229904761845654","11.229904761845654"
"2034","11.838857901765257","11.838857901765257","11.838857901765257"
"2039","11.837034843313239","11.837034843313239","11.837034843313239"
"2044","12.04214264045725","12.04214264045725","12.04214264045725"
"2049","12.539759053084492","12.539759053084492","12.539759053084492"
"2054","12.772590466568097","12.772590466568097","12.772590466568097"
"2059","12.222249893803953","12.222249893803953","12.222249893803953"
"2064","11.709258332216978","11.709258332216978","11.709258332216978"
"2069","11.418273320232696","11.418273320232696","11.418273320232696"
"2074","10.719157024850412","10.719157024850412","10.719157024850412"
"2079","10.963966945569414","10.963966945569414","10.963966945569414"
"2084","11.055998995899795","11.055998995899795","11.055998995899795"
"2089","10.246964904190364","10.246964904190364","10.246964904190364"
"2094","11.31247110401217","11.31247110401217","11.31247110401217"
"2099","10.486999067983236","10.486999067983236","10.486999067983236"
"2104","10.603696267784379","10.603696267784379","10.603696267784379"
"2109","9.975955141518922","9.975955141518922","9.975955141518922"
"2114","10.874747602336537","10.874747602336537","10.874747602336537"
"2119","10.521414190572763","10.521414190572763","10.521414190572763"
"2124","11.394501883366047","11.394501883366047","11.394501883366047"
"2129","10.824400120021114","10.824400120021114","10.824400120021114"
"2134","11.688018845966385","11.688018845966385","11.688018845966385"
"2139","12.571918270509894","12.571918270509894","12.571918270509894"
"2144","12.352154948668256","12.352154948668256","12.352154948668256"
"2149","12.033455943035376","12.033455943035376","12.033455943035376"
"2154","12.237345847287589","12.237345847287589","12.237345847287589"
"2159","12.10206705634355","12.10206705634355","12.10206705634355"
"2164","11.839928093427075","11.839928093427075","11.839928093427075"
"2169","11.724368882017442","11.724368882017442","11.724368882017442"
"2174","11.745627392381476","11.745627392381476","11.745627392381476"
"2179","12.53978915122655","12.53978915122655","12.53978915122655"
"2184","12.421378190742638","12.421378190742638","12.421378190742638"
"2189","12.658447112682131","12.658447112682131","12.658447112682131"
"2194","12.247335328596115","12.247335328596115","12.247335328596115"
"2199","11.471239916203793","11.471239916203793","11.471239916203793"
"2204","10.818431163706359","10.818431163706359","10.818431163706359"
"2209","9.892832503494764","9.892832503494764","9.892832503494764"
"2214","10.30885819882221","10.30885819882221","10.30885819882221"
"2219","10.296127544882438","10.296127544882438","10.296127544882438"
"2224","10.256776530102101","10.256776530102101","10.256776530102101"
"2229","11.070466363228457","11.070466363228457","11.070466363228457"
"2234","11.078897870428024","11.078897870428024","11.078897870428024"
"2239","11.116748595396148","11.116748595396148","11.116748595396148"
"2244","11.300136652541184","11.300136652541184","11.300136652541184"
"2249","11.049912856107545","11.049912856107545","11.049912856107545"
"2254","11.14300375033194","11.14300375033194","11.14300375033194"
"2259","11.105853479758407","11.105853479758407","11.105853479758407"
"2264","11.217009235808622","11.217009235808622","11.217009235808622"
"2269","11.119439899940955","11.119439899940955","11.119439899940955"
"2274","11.20715280365847","11.20715280365847","11.20715280365847"
"2279","11.157166767970553","11.157166767970553","11.157166767970553"
"2284","11.973139423115445","11.973139423115445","11.973139423115445"
"2289","11.964017726744679","11.964017726744679","11.964017726744679"
"2294","12.205084630084222","12.205084630084222","12.205084630084222"
