"Step","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"2597","24.76900766309783","24.76900766309783","24.76900766309783"
"2598","24.71782397258712","24.71782397258712","24.71782397258712"
"2599","23.807367957389584","23.807367957389584","23.807367957389584"
"2600","24.421272724696724","24.421272724696724","24.421272724696724"
"2601","24.392654185620017","24.392654185620017","24.392654185620017"
"2602","23.847307545881318","23.847307545881318","23.847307545881318"
"2603","23.801777597847746","23.801777597847746","23.801777597847746"
"2604","23.288437937463986","23.288437937463986","23.288437937463986"
"2605","22.73032667901657","22.73032667901657","22.73032667901657"
"2606","22.76429836532616","22.76429836532616","22.76429836532616"
"2607","22.907277046976464","22.907277046976464","22.907277046976464"
"2608","24.049061834314248","24.049061834314248","24.049061834314248"
"2609","24.025826886468245","24.025826886468245","24.025826886468245"
"2610","24.042833942206343","24.042833942206343","24.042833942206343"
"2611","23.417314729609416","23.417314729609416","23.417314729609416"
"2612","24.05241334013077","24.05241334013077","24.05241334013077"
"2613","24.252667950139042","24.252667950139042","24.252667950139042"
"2614","24.353640778886486","24.353640778886486","24.353640778886486"
"2615","24.045464774458736","24.045464774458736","24.045464774458736"
"2616","23.73314376350841","23.73314376350841","23.73314376350841"
"2617","23.80605727693257","23.80605727693257","23.80605727693257"
"2618","23.657719459306882","23.657719459306882","23.657719459306882"
"2619","24.26136344329075","24.26136344329075","24.26136344329075"
"2620","24.044948205263996","24.044948205263996","24.044948205263996"
"2621","24.05558906337659","24.05558906337659","24.05558906337659"
"2622","23.121739967802487","23.121739967802487","23.121739967802487"
"2623","22.286802283796693","22.286802283796693","22.286802283796693"
"2624","22.185341065701927","22.185341065701927","22.185341065701927"
"2625","22.39185421359771","22.39185421359771","22.39185421359771"
"2626","23.430022085149286","23.430022085149286","23.430022085149286"
"2627","23.18436393773693","23.18436393773693","23.18436393773693"
"2628","23.232332374246496","23.232332374246496","23.232332374246496"
"2629","23.507417229961543","23.507417229961543","23.507417229961543"
"2630","22.863164543201698","22.863164543201698","22.863164543201698"
"2631","23.26899270871144","23.26899270871144","23.26899270871144"
"2632","23.75775201370986","23.75775201370986","23.75775201370986"
"2633","23.995606272524036","23.995606272524036","23.995606272524036"
"2634","24.62466903542284","24.62466903542284","24.62466903542284"
"2635","24.74042284163196","24.74042284163196","24.74042284163196"
"2636","24.715031040455855","24.715031040455855","24.715031040455855"
"2637","24.776066314305517","24.776066314305517","24.776066314305517"
"2638","25.357932400721","25.357932400721","25.357932400721"
"2639","25.300161537809544","25.300161537809544","25.300161537809544"
"2640","24.534266911384456","24.534266911384456","24.534266911384456"
"2641","24.994371039359297","24.994371039359297","24.994371039359297"
"2642","24.694898444756603","24.694898444756603","24.694898444756603"
"2643","24.870524398077514","24.870524398077514","24.870524398077514"
"2644","24.60557265471324","24.60557265471324","24.60557265471324"
"2645","24.298270067712398","24.298270067712398","24.298270067712398"
"2646","24.242938622957677","24.242938622957677","24.242938622957677"
"2647","23.894943554630913","23.894943554630913","23.894943554630913"
"2648","23.8108913420719","23.8108913420719","23.8108913420719"
"2649","23.32954667062618","23.32954667062618","23.32954667062618"
"2650","23.044200084697245","23.044200084697245","23.044200084697245"
"2651","23.116658823467063","23.116658823467063","23.116658823467063"
"2652","23.03022774977109","23.03022774977109","23.03022774977109"
"2653","22.20410656713778","22.20410656713778","22.20410656713778"
"2654","22.67483957169632","22.67483957169632","22.67483957169632"
"2655","23.21957557763603","23.21957557763603","23.21957557763603"
"2656","23.082119866068346","23.082119866068346","23.082119866068346"
"2657","23.429584412982113","23.429584412982113","23.429584412982113"
"2658","23.041087246486537","23.041087246486537","23.041087246486537"
"2659","22.805029692257087","22.805029692257087","22.805029692257087"
"2660","23.34000615138411","23.34000615138411","23.34000615138411"
"2661","23.46458209059774","23.46458209059774","23.46458209059774"
"2662","23.77785338129106","23.77785338129106","23.77785338129106"
"2663","23.85672344275744","23.85672344275744","23.85672344275744"
"2664","23.818620254348243","23.818620254348243","23.818620254348243"
"2665","24.333757185044924","24.333757185044924","24.333757185044924"
"2666","24.18978902637149","24.18978902637149","24.18978902637149"
"2667","23.985879426274405","23.985879426274405","23.985879426274405"
"2668","24.249264822894833","24.249264822894833","24.249264822894833"
"2669","23.680864146044364","23.680864146044364","23.680864146044364"
"2670","23.403923015713957","23.403923015713957","23.403923015713957"
"2671","24.197309426125102","24.197309426125102","24.197309426125102"
"2672","24.19648285512926","24.19648285512926","24.19648285512926"
"2673","24.060082714622613","24.060082714622613","24.060082714622613"
"2674","24.17545297447041","24.17545297447041","24.17545297447041"
"2675","23.701880595284816","23.701880595284816","23.701880595284816"
"2676","24.315298010237324","24.315298010237324","24.315298010237324"
"2677","24.23558291449147","24.23558291449147","24.23558291449147"
"2678","24.179178685351026","24.179178685351026","24.179178685351026"
"2679","24.00125596032352","24.00125596032352","24.00125596032352"
"2680","23.42187565595529","23.42187565595529","23.42187565595529"
"2681","23.619904251484794","23.619904251484794","23.619904251484794"
"2682","23.934205973515958","23.934205973515958","23.934205973515958"
"2683","23.7807042004367","23.7807042004367","23.7807042004367"
"2684","23.373101415916377","23.373101415916377","23.373101415916377"
"2685","23.06728263465689","23.06728263465689","23.06728263465689"
"2686","22.124518258119227","22.124518258119227","22.124518258119227"
"2687","22.277174022538833","22.277174022538833","22.277174022538833"
"2688","22.731966697592974","22.731966697592974","22.731966697592974"
"2689","22.97079642046981","22.97079642046981","22.97079642046981"
"2690","24.007135177344217","24.007135177344217","24.007135177344217"
"2691","22.994472231462282","22.994472231462282","22.994472231462282"
"2692","23.22855009911252","23.22855009911252","23.22855009911252"
"2693","24.08767013656879","24.08767013656879","24.08767013656879"
"2694","24.00702768434895","24.00702768434895","24.00702768434895"
"2695","24.45407568612991","24.45407568612991","24.45407568612991"
"2696","24.661105259851816","24.661105259851816","24.661105259851816"
"2697","24.655982903176596","24.655982903176596","24.655982903176596"
"2698","25.77341288331432","25.77341288331432","25.77341288331432"
"2699","25.019616671807853","25.019616671807853","25.019616671807853"
"2700","23.94895948429083","23.94895948429083","23.94895948429083"
"2701","25.237547522421206","25.237547522421206","25.237547522421206"
"2702","24.475998506095657","24.475998506095657","24.475998506095657"
"2703","23.894002635720295","23.894002635720295","23.894002635720295"
"2704","23.23961819254389","23.23961819254389","23.23961819254389"
"2705","23.09526763855464","23.09526763855464","23.09526763855464"
"2706","23.38102258264003","23.38102258264003","23.38102258264003"
"2707","23.55380358222007","23.55380358222007","23.55380358222007"
"2708","23.55119035729425","23.55119035729425","23.55119035729425"
"2709","23.68142462135763","23.68142462135763","23.68142462135763"
"2710","23.68671068022029","23.68671068022029","23.68671068022029"
"2711","23.648660958838146","23.648660958838146","23.648660958838146"
"2712","23.156856736236413","23.156856736236413","23.156856736236413"
"2713","23.258605761063695","23.258605761063695","23.258605761063695"
"2714","22.510926437920094","22.510926437920094","22.510926437920094"
"2715","22.29794367218285","22.29794367218285","22.29794367218285"
"2716","21.715998345266698","21.715998345266698","21.715998345266698"
"2717","20.420378406204744","20.420378406204744","20.420378406204744"
"2718","20.499450997708227","20.499450997708227","20.499450997708227"
"2719","20.349136880578843","20.349136880578843","20.349136880578843"
"2720","20.82723550753311","20.82723550753311","20.82723550753311"
"2721","21.067196051539316","21.067196051539316","21.067196051539316"
"2722","21.05851835506685","21.05851835506685","21.05851835506685"
"2723","20.708380161003497","20.708380161003497","20.708380161003497"
"2724","20.80810378416287","20.80810378416287","20.80810378416287"
"2725","21.295938459566283","21.295938459566283","21.295938459566283"
"2726","21.245804733116767","21.245804733116767","21.245804733116767"
"2727","20.75833669070861","20.75833669070861","20.75833669070861"
"2728","21.116540850669224","21.116540850669224","21.116540850669224"
"2729","20.989206061486936","20.989206061486936","20.989206061486936"
"2730","21.33154561519255","21.33154561519255","21.33154561519255"
"2731","21.325668220933544","21.325668220933544","21.325668220933544"
"2732","21.93838489833261","21.93838489833261","21.93838489833261"
"2733","22.273006500306202","22.273006500306202","22.273006500306202"
"2734","22.0743443436226","22.0743443436226","22.0743443436226"
"2735","22.147411920488462","22.147411920488462","22.147411920488462"
"2736","21.979578686347512","21.979578686347512","21.979578686347512"
"2737","21.93938083001914","21.93938083001914","21.93938083001914"
"2738","21.98883598009597","21.98883598009597","21.98883598009597"
"2739","21.64865207580035","21.64865207580035","21.64865207580035"
"2740","21.831958319149695","21.831958319149695","21.831958319149695"
"2741","21.86948427350675","21.86948427350675","21.86948427350675"
"2742","21.581411593110953","21.581411593110953","21.581411593110953"
"2743","21.85968898491006","21.85968898491006","21.85968898491006"
"2744","22.08804754221939","22.08804754221939","22.08804754221939"
"2745","21.946448510673477","21.946448510673477","21.946448510673477"
"2746","21.532803533352556","21.532803533352556","21.532803533352556"
"2747","21.756114393112824","21.756114393112824","21.756114393112824"
"2748","21.036532582940158","21.036532582940158","21.036532582940158"
"2749","20.07564285333226","20.07564285333226","20.07564285333226"
"2750","20.525678692692363","20.525678692692363","20.525678692692363"
"2751","21.627748317937503","21.627748317937503","21.627748317937503"
"2752","21.6946910693887","21.6946910693887","21.6946910693887"
"2753","20.905522230880607","20.905522230880607","20.905522230880607"
"2754","20.798622192794614","20.798622192794614","20.798622192794614"
"2755","21.33590563440927","21.33590563440927","21.33590563440927"
"2756","20.785069282326866","20.785069282326866","20.785069282326866"
"2757","20.836218106461384","20.836218106461384","20.836218106461384"
"2758","21.62520824043953","21.62520824043953","21.62520824043953"
"2759","22.204467886219785","22.204467886219785","22.204467886219785"
"2760","22.36402173482738","22.36402173482738","22.36402173482738"
"2761","22.302267799340676","22.302267799340676","22.302267799340676"
"2762","23.471930303524655","23.471930303524655","23.471930303524655"
"2763","23.149540864190094","23.149540864190094","23.149540864190094"
"2764","23.281960890793904","23.281960890793904","23.281960890793904"
"2765","22.857388847554045","22.857388847554045","22.857388847554045"
"2766","22.06559629500813","22.06559629500813","22.06559629500813"
"2767","22.170521853555684","22.170521853555684","22.170521853555684"
"2768","22.33444118121674","22.33444118121674","22.33444118121674"
"2769","22.348062041316034","22.348062041316034","22.348062041316034"
"2770","21.989601941910713","21.989601941910713","21.989601941910713"
"2771","22.19629013190255","22.19629013190255","22.19629013190255"
"2772","22.325107094213614","22.325107094213614","22.325107094213614"
"2773","22.30025695558343","22.30025695558343","22.30025695558343"
"2774","21.887422697218508","21.887422697218508","21.887422697218508"
"2775","22.53223325977415","22.53223325977415","22.53223325977415"
"2776","22.044121301950813","22.044121301950813","22.044121301950813"
"2777","22.730175137507228","22.730175137507228","22.730175137507228"
"2778","22.024880626862533","22.024880626862533","22.024880626862533"
"2779","22.93876099808626","22.93876099808626","22.93876099808626"
"2780","23.004600656098972","23.004600656098972","23.004600656098972"
"2781","23.049744116102065","23.049744116102065","23.049744116102065"
"2782","23.117481019601016","23.117481019601016","23.117481019601016"
"2783","23.463294556993215","23.463294556993215","23.463294556993215"
"2784","23.570343637639233","23.570343637639233","23.570343637639233"
"2785","23.970868118712325","23.970868118712325","23.970868118712325"
"2786","24.196455914699236","24.196455914699236","24.196455914699236"
"2787","23.627281624821798","23.627281624821798","23.627281624821798"
"2788","23.662026953550903","23.662026953550903","23.662026953550903"
"2789","24.381472336163608","24.381472336163608","24.381472336163608"
"2790","24.515966225784638","24.515966225784638","24.515966225784638"
"2791","24.998124461017063","24.998124461017063","24.998124461017063"
"2792","26.489743061568973","26.489743061568973","26.489743061568973"
"2793","26.153727889036894","26.153727889036894","26.153727889036894"
"2794","25.33709582778183","25.33709582778183","25.33709582778183"
"2795","25.16830870510785","25.16830870510785","25.16830870510785"
"2796","24.786364682154627","24.786364682154627","24.786364682154627"
"2797","24.68479189945211","24.68479189945211","24.68479189945211"
"2798","24.804336668754587","24.804336668754587","24.804336668754587"
"2799","24.491084463230447","24.491084463230447","24.491084463230447"
"2800","23.49463407657533","23.49463407657533","23.49463407657533"
"2801","23.785055755937815","23.785055755937815","23.785055755937815"
"2802","24.054732488899116","24.054732488899116","24.054732488899116"
"2803","24.122285007003292","24.122285007003292","24.122285007003292"
"2804","25.275637465432563","25.275637465432563","25.275637465432563"
"2805","25.352141295358496","25.352141295358496","25.352141295358496"
"2806","25.83915700906051","25.83915700906051","25.83915700906051"
"2807","26.404275623859267","26.404275623859267","26.404275623859267"
"2808","25.04859695630275","25.04859695630275","25.04859695630275"
"2809","25.327556834448274","25.327556834448274","25.327556834448274"
"2810","25.331626965733008","25.331626965733008","25.331626965733008"
"2811","25.384652774997598","25.384652774997598","25.384652774997598"
"2812","25.088110787425407","25.088110787425407","25.088110787425407"
"2813","24.310374203030634","24.310374203030634","24.310374203030634"
"2814","23.886646229691923","23.886646229691923","23.886646229691923"
"2815","23.843307442033122","23.843307442033122","23.843307442033122"
"2816","23.85787259113205","23.85787259113205","23.85787259113205"
"2817","23.790359277325127","23.790359277325127","23.790359277325127"
"2818","23.82110648930294","23.82110648930294","23.82110648930294"
"2819","22.390702112485524","22.390702112485524","22.390702112485524"
"2820","22.302205324944147","22.302205324944147","22.302205324944147"
"2821","22.62076346694783","22.62076346694783","22.62076346694783"
"2822","22.723470848779858","22.723470848779858","22.723470848779858"
"2823","21.82989271927748","21.82989271927748","21.82989271927748"
"2824","21.79063466793216","21.79063466793216","21.79063466793216"
"2825","22.007025448277215","22.007025448277215","22.007025448277215"
"2826","22.247196219671395","22.247196219671395","22.247196219671395"
"2827","22.11281959151339","22.11281959151339","22.11281959151339"
"2828","22.208917370465056","22.208917370465056","22.208917370465056"
"2829","22.27300061415438","22.27300061415438","22.27300061415438"
"2830","22.135525670501448","22.135525670501448","22.135525670501448"
"2831","22.124930676459662","22.124930676459662","22.124930676459662"
"2832","21.051009731426532","21.051009731426532","21.051009731426532"
"2833","21.16384660274728","21.16384660274728","21.16384660274728"
"2834","20.49138837422577","20.49138837422577","20.49138837422577"
"2835","20.523013906962802","20.523013906962802","20.523013906962802"
"2836","20.26928125447698","20.26928125447698","20.26928125447698"
"2837","20.28384424991658","20.28384424991658","20.28384424991658"
"2838","20.263310951170006","20.263310951170006","20.263310951170006"
"2839","21.085512925214967","21.085512925214967","21.085512925214967"
"2840","21.531370398263544","21.531370398263544","21.531370398263544"
"2841","20.95398561471921","20.95398561471921","20.95398561471921"
"2842","20.975883511529933","20.975883511529933","20.975883511529933"
"2843","20.71260715914299","20.71260715914299","20.71260715914299"
"2844","20.79217620383094","20.79217620383094","20.79217620383094"
"2845","20.621222432296214","20.621222432296214","20.621222432296214"
"2846","21.221217717502356","21.221217717502356","21.221217717502356"
"2847","21.091438734828007","21.091438734828007","21.091438734828007"
"2848","21.22199027207478","21.22199027207478","21.22199027207478"
"2849","22.021662698905384","22.021662698905384","22.021662698905384"
"2850","22.079267634980816","22.079267634980816","22.079267634980816"
"2851","21.852138907553094","21.852138907553094","21.852138907553094"
"2852","22.15454989430391","22.15454989430391","22.15454989430391"
"2853","22.299512153839647","22.299512153839647","22.299512153839647"
"2854","21.943178702630078","21.943178702630078","21.943178702630078"
"2855","21.676061238884937","21.676061238884937","21.676061238884937"
"2856","21.85064217677426","21.85064217677426","21.85064217677426"
"2857","21.208575558032134","21.208575558032134","21.208575558032134"
"2858","21.115353875123464","21.115353875123464","21.115353875123464"
"2859","21.279569350803385","21.279569350803385","21.279569350803385"
"2860","20.853420270657622","20.853420270657622","20.853420270657622"
"2861","21.08383454361188","21.08383454361188","21.08383454361188"
"2862","20.768864257208328","20.768864257208328","20.768864257208328"
"2863","21.179491191875357","21.179491191875357","21.179491191875357"
"2864","21.549180597078042","21.549180597078042","21.549180597078042"
"2865","21.107764200821467","21.107764200821467","21.107764200821467"
"2866","20.97886826693252","20.97886826693252","20.97886826693252"
"2867","21.254709051108804","21.254709051108804","21.254709051108804"
"2868","21.18172879340782","21.18172879340782","21.18172879340782"
"2869","21.215470322526695","21.215470322526695","21.215470322526695"
"2870","21.306902803520654","21.306902803520654","21.306902803520654"
"2871","21.43950167983712","21.43950167983712","21.43950167983712"
"2872","22.288781479160807","22.288781479160807","22.288781479160807"
"2873","22.64325047506075","22.64325047506075","22.64325047506075"
"2874","22.48775763276001","22.48775763276001","22.48775763276001"
"2875","22.472400062586942","22.472400062586942","22.472400062586942"
"2876","21.632555155911017","21.632555155911017","21.632555155911017"
"2877","22.194011059981168","22.194011059981168","22.194011059981168"
"2878","22.34217805203947","22.34217805203947","22.34217805203947"
"2879","21.87212259708552","21.87212259708552","21.87212259708552"
"2880","22.111692599984934","22.111692599984934","22.111692599984934"
"2881","22.333267117806944","22.333267117806944","22.333267117806944"
"2882","22.384066777787037","22.384066777787037","22.384066777787037"
"2883","22.518376548648465","22.518376548648465","22.518376548648465"
"2884","23.17211494561499","23.17211494561499","23.17211494561499"
"2885","23.132679018185925","23.132679018185925","23.132679018185925"
"2886","22.869924132250006","22.869924132250006","22.869924132250006"
"2887","22.216537993946076","22.216537993946076","22.216537993946076"
"2888","21.517584120696483","21.517584120696483","21.517584120696483"
"2889","21.38266156058192","21.38266156058192","21.38266156058192"
"2890","21.627272301421712","21.627272301421712","21.627272301421712"
"2891","21.616251500372776","21.616251500372776","21.616251500372776"
"2892","21.699601127107766","21.699601127107766","21.699601127107766"
"2893","21.366086045955107","21.366086045955107","21.366086045955107"
"2894","21.922766678376675","21.922766678376675","21.922766678376675"
"2895","21.448569565586162","21.448569565586162","21.448569565586162"
"2896","21.440639969723083","21.440639969723083","21.440639969723083"
"2897","21.3189245788801","21.3189245788801","21.3189245788801"
"2898","20.908016613888034","20.908016613888034","20.908016613888034"
"2899","20.77280315070855","20.77280315070855","20.77280315070855"
"2900","20.62595960097805","20.62595960097805","20.62595960097805"
"2901","19.384696167210546","19.384696167210546","19.384696167210546"
"2902","19.90179220164676","19.90179220164676","19.90179220164676"
"2903","20.33232375556119","20.33232375556119","20.33232375556119"
"2904","20.996383452596437","20.996383452596437","20.996383452596437"
"2905","20.681207779019022","20.681207779019022","20.681207779019022"
"2906","20.34814670167917","20.34814670167917","20.34814670167917"
"2907","20.818057527364186","20.818057527364186","20.818057527364186"
"2908","21.422067247363728","21.422067247363728","21.422067247363728"
"2909","21.12463742846723","21.12463742846723","21.12463742846723"
"2910","20.974448619718373","20.974448619718373","20.974448619718373"
"2911","21.54497449713297","21.54497449713297","21.54497449713297"
"2912","22.19636711579371","22.19636711579371","22.19636711579371"
"2913","21.353170886016663","21.353170886016663","21.353170886016663"
"2914","22.234624332724938","22.234624332724938","22.234624332724938"
"2915","21.978195961438818","21.978195961438818","21.978195961438818"
"2916","22.44069333510564","22.44069333510564","22.44069333510564"
"2917","22.78907272501807","22.78907272501807","22.78907272501807"
"2918","22.763684606893456","22.763684606893456","22.763684606893456"
"2919","23.57660124909611","23.57660124909611","23.57660124909611"
"2920","23.163023997398565","23.163023997398565","23.163023997398565"
"2921","23.76366117525166","23.76366117525166","23.76366117525166"
"2922","23.40264381302451","23.40264381302451","23.40264381302451"
"2923","23.81490666051424","23.81490666051424","23.81490666051424"
"2924","23.988057993705656","23.988057993705656","23.988057993705656"
"2925","24.12742418638642","24.12742418638642","24.12742418638642"
"2926","24.034090028069336","24.034090028069336","24.034090028069336"
"2927","24.981653856089924","24.981653856089924","24.981653856089924"
"2928","25.842041401043847","25.842041401043847","25.842041401043847"
"2929","25.01293423823514","25.01293423823514","25.01293423823514"
"2930","24.532882010208024","24.532882010208024","24.532882010208024"
"2931","24.476938196002738","24.476938196002738","24.476938196002738"
"2932","24.10815368378264","24.10815368378264","24.10815368378264"
"2933","24.15736913722769","24.15736913722769","24.15736913722769"
"2934","24.02139396156827","24.02139396156827","24.02139396156827"
"2935","23.768778436985052","23.768778436985052","23.768778436985052"
"2936","23.526867970114594","23.526867970114594","23.526867970114594"
"2937","23.54778829960156","23.54778829960156","23.54778829960156"
"2938","24.116450575320528","24.116450575320528","24.116450575320528"
"2939","24.790501703643383","24.790501703643383","24.790501703643383"
"2940","24.47306471549782","24.47306471549782","24.47306471549782"
"2941","25.337957997044512","25.337957997044512","25.337957997044512"
"2942","25.286164782828656","25.286164782828656","25.286164782828656"
"2943","24.68448520467457","24.68448520467457","24.68448520467457"
"2944","24.72662043567993","24.72662043567993","24.72662043567993"
"2945","25.324449757409294","25.324449757409294","25.324449757409294"
"2946","25.498785258757948","25.498785258757948","25.498785258757948"
"2947","24.481941734412253","24.481941734412253","24.481941734412253"
"2948","24.29202120792478","24.29202120792478","24.29202120792478"
"2949","24.566720856121165","24.566720856121165","24.566720856121165"
"2950","24.715971611595883","24.715971611595883","24.715971611595883"
"2951","23.732137193126476","23.732137193126476","23.732137193126476"
"2952","25.09109049270584","25.09109049270584","25.09109049270584"
"2953","25.567716862385886","25.567716862385886","25.567716862385886"
"2954","26.313534145757725","26.313534145757725","26.313534145757725"
"2955","25.091951856608787","25.091951856608787","25.091951856608787"
"2956","24.62308618805954","24.62308618805954","24.62308618805954"
"2957","25.660808443351094","25.660808443351094","25.660808443351094"
"2958","24.777823937555013","24.777823937555013","24.777823937555013"
"2959","24.297071558543177","24.297071558543177","24.297071558543177"
"2960","24.155663544093535","24.155663544093535","24.155663544093535"
"2961","23.823045926659734","23.823045926659734","23.823045926659734"
"2962","23.32563882561301","23.32563882561301","23.32563882561301"
"2963","23.215329098524112","23.215329098524112","23.215329098524112"
"2964","23.170733320439496","23.170733320439496","23.170733320439496"
"2965","23.94379196449173","23.94379196449173","23.94379196449173"
"2966","24.299687623851366","24.299687623851366","24.299687623851366"
"2967","24.00434554961193","24.00434554961193","24.00434554961193"
"2968","23.785790706152707","23.785790706152707","23.785790706152707"
"2969","23.7902773221372","23.7902773221372","23.7902773221372"
"2970","25.16513916633196","25.16513916633196","25.16513916633196"
"2971","24.41444379867625","24.41444379867625","24.41444379867625"
"2972","24.142335292400013","24.142335292400013","24.142335292400013"
"2973","24.169402565552964","24.169402565552964","24.169402565552964"
"2974","25.450422595137958","25.450422595137958","25.450422595137958"
"2975","24.732024455539182","24.732024455539182","24.732024455539182"
"2976","24.318520910961823","24.318520910961823","24.318520910961823"
"2977","24.07449590588879","24.07449590588879","24.07449590588879"
"2978","23.983805532708157","23.983805532708157","23.983805532708157"
"2979","24.00002413772862","24.00002413772862","24.00002413772862"
"2980","24.318062801638977","24.318062801638977","24.318062801638977"
"2981","24.60001110043628","24.60001110043628","24.60001110043628"
"2982","24.648357197601584","24.648357197601584","24.648357197601584"
"2983","23.718972855624035","23.718972855624035","23.718972855624035"
"2984","24.09250417255466","24.09250417255466","24.09250417255466"
"2985","23.413174067033793","23.413174067033793","23.413174067033793"
"2986","22.68407652992572","22.68407652992572","22.68407652992572"
"2987","23.305466407464223","23.305466407464223","23.305466407464223"
"2988","23.543674386691848","23.543674386691848","23.543674386691848"
"2989","23.40458832926016","23.40458832926016","23.40458832926016"
"2990","24.519759065553114","24.519759065553114","24.519759065553114"
"2991","24.148452997828404","24.148452997828404","24.148452997828404"
"2992","23.287884179233103","23.287884179233103","23.287884179233103"
"2993","22.995016289554137","22.995016289554137","22.995016289554137"
"2994","23.346804854376554","23.346804854376554","23.346804854376554"
"2995","24.086010653705763","24.086010653705763","24.086010653705763"
"2996","24.28968742905425","24.28968742905425","24.28968742905425"
"2997","23.877655032178346","23.877655032178346","23.877655032178346"
"2998","24.495339252936986","24.495339252936986","24.495339252936986"
"2999","23.86010329267825","23.86010329267825","23.86010329267825"
"3000","24.2790558575728","24.2790558575728","24.2790558575728"
"3001","24.305399632854147","24.305399632854147","24.305399632854147"
"3002","23.52379254626153","23.52379254626153","23.52379254626153"
"3003","23.883905422006574","23.883905422006574","23.883905422006574"
"3004","23.09580522259914","23.09580522259914","23.09580522259914"
"3005","23.317502301568926","23.317502301568926","23.317502301568926"
"3006","22.817846131960394","22.817846131960394","22.817846131960394"
"3007","22.236012035623347","22.236012035623347","22.236012035623347"
"3008","22.608865604401316","22.608865604401316","22.608865604401316"
"3009","22.314330112842313","22.314330112842313","22.314330112842313"
"3010","22.365150479354146","22.365150479354146","22.365150479354146"
"3011","23.247651754078767","23.247651754078767","23.247651754078767"
"3012","23.398003897752815","23.398003897752815","23.398003897752815"
"3013","22.686340031300944","22.686340031300944","22.686340031300944"
"3014","22.997341706397297","22.997341706397297","22.997341706397297"
"3015","23.582551707854428","23.582551707854428","23.582551707854428"
"3016","23.492521068752414","23.492521068752414","23.492521068752414"
"3017","23.654868324890618","23.654868324890618","23.654868324890618"
"3018","24.146794961934724","24.146794961934724","24.146794961934724"
"3019","23.743422035560787","23.743422035560787","23.743422035560787"
"3020","24.053575098122284","24.053575098122284","24.053575098122284"
"3021","25.15175010447464","25.15175010447464","25.15175010447464"
"3022","24.62086643059505","24.62086643059505","24.62086643059505"
"3023","24.68777169814721","24.68777169814721","24.68777169814721"
"3024","24.984238705722042","24.984238705722042","24.984238705722042"
"3025","24.513054282963655","24.513054282963655","24.513054282963655"
"3026","23.483813270239466","23.483813270239466","23.483813270239466"
"3027","23.02518878132794","23.02518878132794","23.02518878132794"
"3028","23.47033022897442","23.47033022897442","23.47033022897442"
"3029","23.001702506494492","23.001702506494492","23.001702506494492"
"3030","23.161325203490104","23.161325203490104","23.161325203490104"
"3031","23.17938318897367","23.17938318897367","23.17938318897367"
"3032","23.34315116206984","23.34315116206984","23.34315116206984"
"3033","24.694042963503826","24.694042963503826","24.694042963503826"
"3034","24.721949166883725","24.721949166883725","24.721949166883725"
"3035","25.280368144765635","25.280368144765635","25.280368144765635"
"3036","25.444777221648224","25.444777221648224","25.444777221648224"
"3037","25.34208946659338","25.34208946659338","25.34208946659338"
"3038","25.492090536732857","25.492090536732857","25.492090536732857"
"3039","24.573367217755766","24.573367217755766","24.573367217755766"
"3040","24.570888256213493","24.570888256213493","24.570888256213493"
"3041","24.495017777052524","24.495017777052524","24.495017777052524"
"3042","24.554095229272072","24.554095229272072","24.554095229272072"
"3043","24.453077306714455","24.453077306714455","24.453077306714455"
"3044","24.626605105217394","24.626605105217394","24.626605105217394"
"3045","24.778659788930575","24.778659788930575","24.778659788930575"
"3046","24.44612084914702","24.44612084914702","24.44612084914702"
"3047","24.494577541372973","24.494577541372973","24.494577541372973"
"3048","24.141644542437174","24.141644542437174","24.141644542437174"
"3049","24.276506690470505","24.276506690470505","24.276506690470505"
"3050","24.7917858691896","24.7917858691896","24.7917858691896"
"3051","25.407543712272616","25.407543712272616","25.407543712272616"
"3052","24.67908073043254","24.67908073043254","24.67908073043254"
"3053","24.955689747414002","24.955689747414002","24.955689747414002"
"3054","25.62152712690507","25.62152712690507","25.62152712690507"
"3055","26.403244829256845","26.403244829256845","26.403244829256845"
"3056","26.166756781828134","26.166756781828134","26.166756781828134"
"3057","26.903090490678338","26.903090490678338","26.903090490678338"
"3058","27.584021507635367","27.584021507635367","27.584021507635367"
"3059","27.594297127369472","27.594297127369472","27.594297127369472"
"3060","27.530012556552574","27.530012556552574","27.530012556552574"
"3061","27.845932819415626","27.845932819415626","27.845932819415626"
"3062","27.78277971007034","27.78277971007034","27.78277971007034"
"3063","27.88412571775671","27.88412571775671","27.88412571775671"
"3064","27.90508701384654","27.90508701384654","27.90508701384654"
"3065","27.596152458696487","27.596152458696487","27.596152458696487"
"3066","28.60959608885092","28.60959608885092","28.60959608885092"
"3067","28.399929226479575","28.399929226479575","28.399929226479575"
"3068","28.666761742454344","28.666761742454344","28.666761742454344"
"3069","28.956581073253197","28.956581073253197","28.956581073253197"
"3070","28.945046556379843","28.945046556379843","28.945046556379843"
"3071","28.306733510710018","28.306733510710018","28.306733510710018"
"3072","27.8001622498359","27.8001622498359","27.8001622498359"
"3073","27.39617638331442","27.39617638331442","27.39617638331442"
"3074","27.569866717977238","27.569866717977238","27.569866717977238"
