"Step","RAND_RAND_4_2 - Mean Episode Reward (Last 200 episodes)","RAND_RAND_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"2785","-64.32785957575024","-64.32785957575024","-64.32785957575024"
"2786","-64.42060697389981","-64.42060697389981","-64.42060697389981"
"2787","-64.98771714855542","-64.98771714855542","-64.98771714855542"
"2788","-65.46395851846682","-65.46395851846682","-65.46395851846682"
"2789","-64.65582101642468","-64.65582101642468","-64.65582101642468"
"2790","-64.51954278611763","-64.51954278611763","-64.51954278611763"
"2791","-65.20186681381875","-65.20186681381875","-65.20186681381875"
"2792","-65.6373300342167","-65.6373300342167","-65.6373300342167"
"2793","-65.77736558454734","-65.77736558454734","-65.77736558454734"
"2794","-64.99845311371469","-64.99845311371469","-64.99845311371469"
"2795","-65.8541363020011","-65.8541363020011","-65.8541363020011"
"2796","-65.53603373377995","-65.53603373377995","-65.53603373377995"
"2797","-64.67952715387105","-64.67952715387105","-64.67952715387105"
"2798","-64.81489004351977","-64.81489004351977","-64.81489004351977"
"2799","-65.07345178818582","-65.07345178818582","-65.07345178818582"
"2800","-64.49913110986559","-64.49913110986559","-64.49913110986559"
"2801","-64.70521593587827","-64.70521593587827","-64.70521593587827"
"2802","-65.2495546668032","-65.2495546668032","-65.2495546668032"
"2803","-65.42265950092626","-65.42265950092626","-65.42265950092626"
"2804","-65.99300707474202","-65.99300707474202","-65.99300707474202"
"2805","-66.0372872798278","-66.0372872798278","-66.0372872798278"
"2806","-66.0125880190067","-66.0125880190067","-66.0125880190067"
"2807","-65.34063821399596","-65.34063821399596","-65.34063821399596"
"2808","-64.79417483372681","-64.79417483372681","-64.79417483372681"
"2809","-64.85640194904632","-64.85640194904632","-64.85640194904632"
"2810","-64.38668416679373","-64.38668416679373","-64.38668416679373"
"2811","-63.91780067386505","-63.91780067386505","-63.91780067386505"
"2812","-63.977484097793905","-63.977484097793905","-63.977484097793905"
"2813","-63.726176580543004","-63.726176580543004","-63.726176580543004"
"2814","-63.278872005479315","-63.278872005479315","-63.278872005479315"
"2815","-63.233499932306714","-63.233499932306714","-63.233499932306714"
"2816","-63.37980505320311","-63.37980505320311","-63.37980505320311"
"2817","-63.382479092676675","-63.382479092676675","-63.382479092676675"
"2818","-63.581183306989224","-63.581183306989224","-63.581183306989224"
"2819","-64.09661043420641","-64.09661043420641","-64.09661043420641"
"2820","-64.00119133208698","-64.00119133208698","-64.00119133208698"
"2821","-63.90004345569516","-63.90004345569516","-63.90004345569516"
"2822","-64.36955309735265","-64.36955309735265","-64.36955309735265"
"2823","-64.42408704805705","-64.42408704805705","-64.42408704805705"
"2824","-64.77580053842459","-64.77580053842459","-64.77580053842459"
"2825","-64.6859292379816","-64.6859292379816","-64.6859292379816"
"2826","-63.997511076856796","-63.997511076856796","-63.997511076856796"
"2827","-63.90961397280768","-63.90961397280768","-63.90961397280768"
"2828","-63.86536779400252","-63.86536779400252","-63.86536779400252"
"2829","-63.82599925326674","-63.82599925326674","-63.82599925326674"
"2830","-63.96995976855442","-63.96995976855442","-63.96995976855442"
"2831","-63.777855931278665","-63.777855931278665","-63.777855931278665"
"2832","-63.008816695749154","-63.008816695749154","-63.008816695749154"
"2833","-63.11530143948923","-63.11530143948923","-63.11530143948923"
"2834","-63.22906273067938","-63.22906273067938","-63.22906273067938"
"2835","-62.755333177320715","-62.755333177320715","-62.755333177320715"
"2836","-63.2964273662557","-63.2964273662557","-63.2964273662557"
"2837","-63.72668329141679","-63.72668329141679","-63.72668329141679"
"2838","-63.88907086478275","-63.88907086478275","-63.88907086478275"
"2839","-64.586618292162","-64.586618292162","-64.586618292162"
"2840","-63.46063766393261","-63.46063766393261","-63.46063766393261"
"2841","-64.07973021683031","-64.07973021683031","-64.07973021683031"
"2842","-64.28704216419519","-64.28704216419519","-64.28704216419519"
"2843","-65.49857111766732","-65.49857111766732","-65.49857111766732"
"2844","-65.17405383767007","-65.17405383767007","-65.17405383767007"
"2845","-64.08554938263777","-64.08554938263777","-64.08554938263777"
"2846","-64.2423356095642","-64.2423356095642","-64.2423356095642"
"2847","-62.99701752560966","-62.99701752560966","-62.99701752560966"
"2848","-62.37387472908497","-62.37387472908497","-62.37387472908497"
"2849","-62.62584655761381","-62.62584655761381","-62.62584655761381"
"2850","-62.62141527228559","-62.62141527228559","-62.62141527228559"
"2851","-62.3965225622861","-62.3965225622861","-62.3965225622861"
"2852","-62.97705976255836","-62.97705976255836","-62.97705976255836"
"2853","-62.20205868082714","-62.20205868082714","-62.20205868082714"
"2854","-62.301459015674794","-62.301459015674794","-62.301459015674794"
"2855","-61.66863108796056","-61.66863108796056","-61.66863108796056"
"2856","-61.05418456270764","-61.05418456270764","-61.05418456270764"
"2857","-61.08456790786487","-61.08456790786487","-61.08456790786487"
"2858","-61.372594789316324","-61.372594789316324","-61.372594789316324"
"2859","-60.312189300110674","-60.312189300110674","-60.312189300110674"
"2860","-59.2761739269633","-59.2761739269633","-59.2761739269633"
"2861","-59.40473485799534","-59.40473485799534","-59.40473485799534"
"2862","-59.44914160491523","-59.44914160491523","-59.44914160491523"
"2863","-58.63201643490879","-58.63201643490879","-58.63201643490879"
"2864","-59.01040619745962","-59.01040619745962","-59.01040619745962"
"2865","-58.13642818644838","-58.13642818644838","-58.13642818644838"
"2866","-58.32871762798005","-58.32871762798005","-58.32871762798005"
"2867","-58.411334287798546","-58.411334287798546","-58.411334287798546"
"2868","-57.616341292255676","-57.616341292255676","-57.616341292255676"
"2869","-58.20192208532223","-58.20192208532223","-58.20192208532223"
"2870","-58.15344675981884","-58.15344675981884","-58.15344675981884"
"2871","-57.34498445246456","-57.34498445246456","-57.34498445246456"
"2872","-57.56947822143047","-57.56947822143047","-57.56947822143047"
"2873","-58.743735880315036","-58.743735880315036","-58.743735880315036"
"2874","-57.9643750558399","-57.9643750558399","-57.9643750558399"
"2875","-57.46345932823856","-57.46345932823856","-57.46345932823856"
"2876","-57.550591518625545","-57.550591518625545","-57.550591518625545"
"2877","-57.87225506046224","-57.87225506046224","-57.87225506046224"
"2878","-57.87483443702218","-57.87483443702218","-57.87483443702218"
"2879","-59.10217105802768","-59.10217105802768","-59.10217105802768"
"2880","-59.06706918132946","-59.06706918132946","-59.06706918132946"
"2881","-58.57198311302935","-58.57198311302935","-58.57198311302935"
"2882","-57.9272768213933","-57.9272768213933","-57.9272768213933"
"2883","-57.89577392623855","-57.89577392623855","-57.89577392623855"
"2884","-57.79126561935761","-57.79126561935761","-57.79126561935761"
"2885","-57.23528280872246","-57.23528280872246","-57.23528280872246"
"2886","-58.59356457575217","-58.59356457575217","-58.59356457575217"
"2887","-58.46641979390269","-58.46641979390269","-58.46641979390269"
"2888","-58.40687030724821","-58.40687030724821","-58.40687030724821"
"2889","-58.13667469005571","-58.13667469005571","-58.13667469005571"
"2890","-57.65455887555569","-57.65455887555569","-57.65455887555569"
"2891","-57.257962231358135","-57.257962231358135","-57.257962231358135"
"2892","-56.83292198277546","-56.83292198277546","-56.83292198277546"
"2893","-56.898354219731964","-56.898354219731964","-56.898354219731964"
"2894","-56.641062042115884","-56.641062042115884","-56.641062042115884"
"2895","-55.16910085026588","-55.16910085026588","-55.16910085026588"
"2896","-54.31291921858132","-54.31291921858132","-54.31291921858132"
"2897","-55.07820764753839","-55.07820764753839","-55.07820764753839"
"2898","-55.421317330787815","-55.421317330787815","-55.421317330787815"
"2899","-55.61288394224548","-55.61288394224548","-55.61288394224548"
"2900","-55.023533586460005","-55.023533586460005","-55.023533586460005"
"2901","-54.981427206920564","-54.981427206920564","-54.981427206920564"
"2902","-54.4682649325634","-54.4682649325634","-54.4682649325634"
"2903","-54.279985014913926","-54.279985014913926","-54.279985014913926"
"2904","-54.60410503619883","-54.60410503619883","-54.60410503619883"
"2905","-55.49690891841713","-55.49690891841713","-55.49690891841713"
"2906","-55.67364564764002","-55.67364564764002","-55.67364564764002"
"2907","-55.69625820147725","-55.69625820147725","-55.69625820147725"
"2908","-56.157974557844575","-56.157974557844575","-56.157974557844575"
"2909","-55.44749972802593","-55.44749972802593","-55.44749972802593"
"2910","-55.08371084636701","-55.08371084636701","-55.08371084636701"
"2911","-55.368086076895125","-55.368086076895125","-55.368086076895125"
"2912","-55.36013613423353","-55.36013613423353","-55.36013613423353"
"2913","-55.35565715913166","-55.35565715913166","-55.35565715913166"
"2914","-55.14727239992774","-55.14727239992774","-55.14727239992774"
"2915","-54.177148157272","-54.177148157272","-54.177148157272"
"2916","-54.91376372388831","-54.91376372388831","-54.91376372388831"
"2917","-54.9956896001059","-54.9956896001059","-54.9956896001059"
"2918","-55.51190747595075","-55.51190747595075","-55.51190747595075"
"2919","-55.4937925332543","-55.4937925332543","-55.4937925332543"
"2920","-54.71202555364475","-54.71202555364475","-54.71202555364475"
"2921","-54.516210055391745","-54.516210055391745","-54.516210055391745"
"2922","-54.26377776127701","-54.26377776127701","-54.26377776127701"
"2923","-54.7769421587339","-54.7769421587339","-54.7769421587339"
"2924","-52.81514185522056","-52.81514185522056","-52.81514185522056"
"2925","-52.994986388081145","-52.994986388081145","-52.994986388081145"
"2926","-54.28695053253585","-54.28695053253585","-54.28695053253585"
"2927","-53.49087643899219","-53.49087643899219","-53.49087643899219"
"2928","-52.87207635385419","-52.87207635385419","-52.87207635385419"
"2929","-52.80063249493207","-52.80063249493207","-52.80063249493207"
"2930","-52.18541671844771","-52.18541671844771","-52.18541671844771"
"2931","-52.287427309338085","-52.287427309338085","-52.287427309338085"
"2932","-52.35233380654133","-52.35233380654133","-52.35233380654133"
"2933","-52.64174336809063","-52.64174336809063","-52.64174336809063"
"2934","-52.28717946337737","-52.28717946337737","-52.28717946337737"
"2935","-53.1146884647442","-53.1146884647442","-53.1146884647442"
"2936","-53.478438646881614","-53.478438646881614","-53.478438646881614"
"2937","-54.07543130019247","-54.07543130019247","-54.07543130019247"
"2938","-52.66161685744883","-52.66161685744883","-52.66161685744883"
"2939","-53.06010803945741","-53.06010803945741","-53.06010803945741"
"2940","-52.20663713194524","-52.20663713194524","-52.20663713194524"
"2941","-51.5852035598173","-51.5852035598173","-51.5852035598173"
"2942","-51.30705011636612","-51.30705011636612","-51.30705011636612"
"2943","-51.11756712535851","-51.11756712535851","-51.11756712535851"
"2944","-50.06933701073096","-50.06933701073096","-50.06933701073096"
"2945","-49.701495429165234","-49.701495429165234","-49.701495429165234"
"2946","-49.58017286056276","-49.58017286056276","-49.58017286056276"
"2947","-49.2192332797593","-49.2192332797593","-49.2192332797593"
"2948","-49.73552910429504","-49.73552910429504","-49.73552910429504"
"2949","-49.954863750436644","-49.954863750436644","-49.954863750436644"
"2950","-50.20140431913092","-50.20140431913092","-50.20140431913092"
"2951","-50.40376439412344","-50.40376439412344","-50.40376439412344"
"2952","-50.32592432335237","-50.32592432335237","-50.32592432335237"
"2953","-50.13151954191143","-50.13151954191143","-50.13151954191143"
"2954","-50.275594163094404","-50.275594163094404","-50.275594163094404"
"2955","-50.89570842222422","-50.89570842222422","-50.89570842222422"
"2956","-50.14695613569006","-50.14695613569006","-50.14695613569006"
"2957","-51.100648415705464","-51.100648415705464","-51.100648415705464"
"2958","-50.86800950331676","-50.86800950331676","-50.86800950331676"
"2959","-51.56314265138586","-51.56314265138586","-51.56314265138586"
"2960","-51.581132292036706","-51.581132292036706","-51.581132292036706"
"2961","-51.94838729985378","-51.94838729985378","-51.94838729985378"
"2962","-49.87607382184082","-49.87607382184082","-49.87607382184082"
"2963","-50.923020637624056","-50.923020637624056","-50.923020637624056"
"2964","-51.080665918431734","-51.080665918431734","-51.080665918431734"
"2965","-51.45898545817964","-51.45898545817964","-51.45898545817964"
"2966","-50.77967705460911","-50.77967705460911","-50.77967705460911"
"2967","-51.136400563070055","-51.136400563070055","-51.136400563070055"
"2968","-50.55988293068829","-50.55988293068829","-50.55988293068829"
"2969","-50.30728727684491","-50.30728727684491","-50.30728727684491"
"2970","-50.11360367782448","-50.11360367782448","-50.11360367782448"
"2971","-50.36218774154307","-50.36218774154307","-50.36218774154307"
"2972","-50.745441230782426","-50.745441230782426","-50.745441230782426"
"2973","-50.900813431322746","-50.900813431322746","-50.900813431322746"
"2974","-50.23850065064543","-50.23850065064543","-50.23850065064543"
"2975","-50.28032966035058","-50.28032966035058","-50.28032966035058"
"2976","-50.06167401470921","-50.06167401470921","-50.06167401470921"
"2977","-50.388739665001324","-50.388739665001324","-50.388739665001324"
"2978","-49.39866025196759","-49.39866025196759","-49.39866025196759"
"2979","-49.83809304029747","-49.83809304029747","-49.83809304029747"
"2980","-49.11118205412534","-49.11118205412534","-49.11118205412534"
"2981","-48.96830100328833","-48.96830100328833","-48.96830100328833"
"2982","-50.20885381594333","-50.20885381594333","-50.20885381594333"
"2983","-50.08152549267285","-50.08152549267285","-50.08152549267285"
"2984","-50.28760402733217","-50.28760402733217","-50.28760402733217"
"2985","-51.00643317557718","-51.00643317557718","-51.00643317557718"
"2986","-51.098740397564214","-51.098740397564214","-51.098740397564214"
"2987","-50.96590467613549","-50.96590467613549","-50.96590467613549"
"2988","-50.949503194739975","-50.949503194739975","-50.949503194739975"
"2989","-51.25962951186197","-51.25962951186197","-51.25962951186197"
"2990","-51.220480762176166","-51.220480762176166","-51.220480762176166"
"2991","-51.23209110675215","-51.23209110675215","-51.23209110675215"
"2992","-50.908367219585855","-50.908367219585855","-50.908367219585855"
"2993","-50.50064636931331","-50.50064636931331","-50.50064636931331"
"2994","-51.228840664027786","-51.228840664027786","-51.228840664027786"
"2995","-50.84802808942177","-50.84802808942177","-50.84802808942177"
"2996","-50.82848443216025","-50.82848443216025","-50.82848443216025"
"2997","-52.10814054289508","-52.10814054289508","-52.10814054289508"
"2998","-52.603555327087086","-52.603555327087086","-52.603555327087086"
"2999","-52.334075200450656","-52.334075200450656","-52.334075200450656"
"3000","-52.5015802808301","-52.5015802808301","-52.5015802808301"
"3001","-52.37491670566857","-52.37491670566857","-52.37491670566857"
"3002","-51.41918982112972","-51.41918982112972","-51.41918982112972"
"3003","-51.67835695738168","-51.67835695738168","-51.67835695738168"
"3004","-51.98528742357267","-51.98528742357267","-51.98528742357267"
"3005","-51.497894921461075","-51.497894921461075","-51.497894921461075"
"3006","-51.54880029737799","-51.54880029737799","-51.54880029737799"
"3007","-52.14031376651533","-52.14031376651533","-52.14031376651533"
"3008","-52.25070924894667","-52.25070924894667","-52.25070924894667"
"3009","-52.331805914559965","-52.331805914559965","-52.331805914559965"
"3010","-52.93446862781045","-52.93446862781045","-52.93446862781045"
"3011","-52.266584292236715","-52.266584292236715","-52.266584292236715"
"3012","-52.25263255805798","-52.25263255805798","-52.25263255805798"
"3013","-52.932477306035935","-52.932477306035935","-52.932477306035935"
"3014","-51.98349643678428","-51.98349643678428","-51.98349643678428"
"3015","-51.92318190266442","-51.92318190266442","-51.92318190266442"
"3016","-51.17628904961199","-51.17628904961199","-51.17628904961199"
"3017","-51.341012816557125","-51.341012816557125","-51.341012816557125"
"3018","-51.61180063247506","-51.61180063247506","-51.61180063247506"
"3019","-51.184743017095016","-51.184743017095016","-51.184743017095016"
"3020","-51.25291146720639","-51.25291146720639","-51.25291146720639"
"3021","-51.2523345248471","-51.2523345248471","-51.2523345248471"
"3022","-51.3302560397457","-51.3302560397457","-51.3302560397457"
"3023","-51.68350726054454","-51.68350726054454","-51.68350726054454"
"3024","-51.76540405055997","-51.76540405055997","-51.76540405055997"
"3025","-51.49782986100606","-51.49782986100606","-51.49782986100606"
"3026","-51.42189742950739","-51.42189742950739","-51.42189742950739"
"3027","-50.99213371864382","-50.99213371864382","-50.99213371864382"
"3028","-51.4336413094083","-51.4336413094083","-51.4336413094083"
"3029","-50.82869946608223","-50.82869946608223","-50.82869946608223"
"3030","-51.19243145551442","-51.19243145551442","-51.19243145551442"
"3031","-52.75957579860697","-52.75957579860697","-52.75957579860697"
"3032","-53.61676157717473","-53.61676157717473","-53.61676157717473"
"3033","-53.17333370602435","-53.17333370602435","-53.17333370602435"
"3034","-52.75383261156671","-52.75383261156671","-52.75383261156671"
"3035","-52.227923517400384","-52.227923517400384","-52.227923517400384"
"3036","-52.110447676890836","-52.110447676890836","-52.110447676890836"
"3037","-51.68531645696141","-51.68531645696141","-51.68531645696141"
"3038","-50.577225655743476","-50.577225655743476","-50.577225655743476"
"3039","-50.453031750845554","-50.453031750845554","-50.453031750845554"
"3040","-51.39902212306827","-51.39902212306827","-51.39902212306827"
"3041","-49.631729892867135","-49.631729892867135","-49.631729892867135"
"3042","-50.30272947868947","-50.30272947868947","-50.30272947868947"
"3043","-50.07260906154296","-50.07260906154296","-50.07260906154296"
"3044","-49.89912099481135","-49.89912099481135","-49.89912099481135"
"3045","-51.11948271789833","-51.11948271789833","-51.11948271789833"
"3046","-51.582631986266925","-51.582631986266925","-51.582631986266925"
"3047","-53.489834536289045","-53.489834536289045","-53.489834536289045"
"3048","-53.58322514648498","-53.58322514648498","-53.58322514648498"
"3049","-52.67678145617425","-52.67678145617425","-52.67678145617425"
"3050","-52.636865683511154","-52.636865683511154","-52.636865683511154"
"3051","-52.446194132944754","-52.446194132944754","-52.446194132944754"
"3052","-52.05031825813495","-52.05031825813495","-52.05031825813495"
"3053","-52.998822209823885","-52.998822209823885","-52.998822209823885"
"3054","-53.21533153053626","-53.21533153053626","-53.21533153053626"
"3055","-53.45249942341853","-53.45249942341853","-53.45249942341853"
"3056","-53.93443186681052","-53.93443186681052","-53.93443186681052"
"3057","-53.36300081312262","-53.36300081312262","-53.36300081312262"
"3058","-53.208709390118585","-53.208709390118585","-53.208709390118585"
"3059","-53.27665128910335","-53.27665128910335","-53.27665128910335"
"3060","-54.41476327576578","-54.41476327576578","-54.41476327576578"
"3061","-53.07989017693492","-53.07989017693492","-53.07989017693492"
"3062","-52.671577866148624","-52.671577866148624","-52.671577866148624"
"3063","-52.857304656845855","-52.857304656845855","-52.857304656845855"
"3064","-53.02870621669772","-53.02870621669772","-53.02870621669772"
"3065","-53.56879853560839","-53.56879853560839","-53.56879853560839"
"3066","-54.73294303724537","-54.73294303724537","-54.73294303724537"
"3067","-54.14490438928488","-54.14490438928488","-54.14490438928488"
"3068","-53.802883354630765","-53.802883354630765","-53.802883354630765"
"3069","-54.33523004614209","-54.33523004614209","-54.33523004614209"
"3070","-54.27298826859082","-54.27298826859082","-54.27298826859082"
"3071","-54.1723973211409","-54.1723973211409","-54.1723973211409"
"3072","-54.14403713680517","-54.14403713680517","-54.14403713680517"
"3073","-54.80498406217599","-54.80498406217599","-54.80498406217599"
"3074","-55.19911758444512","-55.19911758444512","-55.19911758444512"
"3075","-55.419678435594484","-55.419678435594484","-55.419678435594484"
"3076","-56.09919057456575","-56.09919057456575","-56.09919057456575"
"3077","-56.26974114566017","-56.26974114566017","-56.26974114566017"
"3078","-56.27777796149585","-56.27777796149585","-56.27777796149585"
"3079","-55.57145642088469","-55.57145642088469","-55.57145642088469"
"3080","-55.62987302946645","-55.62987302946645","-55.62987302946645"
"3081","-55.84100479557859","-55.84100479557859","-55.84100479557859"
"3082","-57.10032631717692","-57.10032631717692","-57.10032631717692"
"3083","-56.99994491785002","-56.99994491785002","-56.99994491785002"
"3084","-57.2780670291101","-57.2780670291101","-57.2780670291101"
"3085","-57.8030528871754","-57.8030528871754","-57.8030528871754"
"3086","-57.869739316275016","-57.869739316275016","-57.869739316275016"
"3087","-58.272509560031864","-58.272509560031864","-58.272509560031864"
"3088","-57.86363073781643","-57.86363073781643","-57.86363073781643"
"3089","-57.517912673219605","-57.517912673219605","-57.517912673219605"
"3090","-57.805155647741934","-57.805155647741934","-57.805155647741934"
"3091","-57.66588052672932","-57.66588052672932","-57.66588052672932"
"3092","-57.751475801072644","-57.751475801072644","-57.751475801072644"
"3093","-58.56713790622559","-58.56713790622559","-58.56713790622559"
"3094","-58.203440518431606","-58.203440518431606","-58.203440518431606"
"3095","-59.26371300802625","-59.26371300802625","-59.26371300802625"
"3096","-59.61848989289564","-59.61848989289564","-59.61848989289564"
"3097","-59.47772568385808","-59.47772568385808","-59.47772568385808"
"3098","-58.64956518143302","-58.64956518143302","-58.64956518143302"
"3099","-59.0174583626027","-59.0174583626027","-59.0174583626027"
"3100","-59.37899630969306","-59.37899630969306","-59.37899630969306"
"3101","-59.42308134989353","-59.42308134989353","-59.42308134989353"
"3102","-59.86241874899456","-59.86241874899456","-59.86241874899456"
"3103","-60.324890492084066","-60.324890492084066","-60.324890492084066"
"3104","-59.89471451033976","-59.89471451033976","-59.89471451033976"
"3105","-59.76074051655812","-59.76074051655812","-59.76074051655812"
"3106","-60.44166902653192","-60.44166902653192","-60.44166902653192"
"3107","-61.582701688062635","-61.582701688062635","-61.582701688062635"
"3108","-61.7855041407739","-61.7855041407739","-61.7855041407739"
"3109","-62.06558306612185","-62.06558306612185","-62.06558306612185"
"3110","-62.50399975687911","-62.50399975687911","-62.50399975687911"
"3111","-62.31475903344313","-62.31475903344313","-62.31475903344313"
"3112","-61.98985322258822","-61.98985322258822","-61.98985322258822"
"3113","-61.467936657581085","-61.467936657581085","-61.467936657581085"
"3114","-61.89582071961141","-61.89582071961141","-61.89582071961141"
"3115","-62.364404229038385","-62.364404229038385","-62.364404229038385"
"3116","-61.22062228386043","-61.22062228386043","-61.22062228386043"
"3117","-60.86732452965898","-60.86732452965898","-60.86732452965898"
"3118","-59.98263236507874","-59.98263236507874","-59.98263236507874"
"3119","-59.586290263465855","-59.586290263465855","-59.586290263465855"
"3120","-59.3285700314077","-59.3285700314077","-59.3285700314077"
"3121","-58.830372701933264","-58.830372701933264","-58.830372701933264"
"3122","-57.77777369387016","-57.77777369387016","-57.77777369387016"
"3123","-57.7219042040922","-57.7219042040922","-57.7219042040922"
"3124","-59.1854739995922","-59.1854739995922","-59.1854739995922"
"3125","-59.555804212784054","-59.555804212784054","-59.555804212784054"
"3126","-58.61177833240924","-58.61177833240924","-58.61177833240924"
"3127","-59.644222695323805","-59.644222695323805","-59.644222695323805"
"3128","-59.42741240227437","-59.42741240227437","-59.42741240227437"
"3129","-59.4669560166204","-59.4669560166204","-59.4669560166204"
"3130","-59.32666223702801","-59.32666223702801","-59.32666223702801"
"3131","-59.342437887186826","-59.342437887186826","-59.342437887186826"
"3132","-59.12948385429263","-59.12948385429263","-59.12948385429263"
"3133","-58.3806323740106","-58.3806323740106","-58.3806323740106"
"3134","-58.83183506493688","-58.83183506493688","-58.83183506493688"
"3135","-59.051806596427525","-59.051806596427525","-59.051806596427525"
"3136","-58.94113285057595","-58.94113285057595","-58.94113285057595"
"3137","-57.87267681158538","-57.87267681158538","-57.87267681158538"
"3138","-58.46548451222547","-58.46548451222547","-58.46548451222547"
"3139","-58.300701397380514","-58.300701397380514","-58.300701397380514"
"3140","-58.20201318479813","-58.20201318479813","-58.20201318479813"
"3141","-58.59392137190112","-58.59392137190112","-58.59392137190112"
"3142","-59.64714327851977","-59.64714327851977","-59.64714327851977"
"3143","-59.752126842635896","-59.752126842635896","-59.752126842635896"
"3144","-59.42991303303459","-59.42991303303459","-59.42991303303459"
"3145","-59.284494286235855","-59.284494286235855","-59.284494286235855"
"3146","-58.71877711918242","-58.71877711918242","-58.71877711918242"
"3147","-59.009056974816616","-59.009056974816616","-59.009056974816616"
"3148","-59.257024748281125","-59.257024748281125","-59.257024748281125"
"3149","-58.722391345863095","-58.722391345863095","-58.722391345863095"
"3150","-58.73249802021402","-58.73249802021402","-58.73249802021402"
"3151","-57.86096128905219","-57.86096128905219","-57.86096128905219"
"3152","-57.60709444286448","-57.60709444286448","-57.60709444286448"
"3153","-57.148395751708364","-57.148395751708364","-57.148395751708364"
"3154","-56.31237740416691","-56.31237740416691","-56.31237740416691"
"3155","-56.01682848993162","-56.01682848993162","-56.01682848993162"
"3156","-56.42361962986882","-56.42361962986882","-56.42361962986882"
"3157","-56.442830966242965","-56.442830966242965","-56.442830966242965"
"3158","-57.26057088729625","-57.26057088729625","-57.26057088729625"
"3159","-57.37380977475907","-57.37380977475907","-57.37380977475907"
"3160","-58.11905652935216","-58.11905652935216","-58.11905652935216"
"3161","-58.25615342273177","-58.25615342273177","-58.25615342273177"
"3162","-60.073158143453796","-60.073158143453796","-60.073158143453796"
"3163","-59.5289592609187","-59.5289592609187","-59.5289592609187"
"3164","-58.76247216427952","-58.76247216427952","-58.76247216427952"
"3165","-58.75515322575679","-58.75515322575679","-58.75515322575679"
"3166","-59.2747415955273","-59.2747415955273","-59.2747415955273"
"3167","-58.227869314200014","-58.227869314200014","-58.227869314200014"
"3168","-58.96830852507979","-58.96830852507979","-58.96830852507979"
"3169","-59.04671118297808","-59.04671118297808","-59.04671118297808"
"3170","-59.095727445028295","-59.095727445028295","-59.095727445028295"
"3171","-58.71594684217283","-58.71594684217283","-58.71594684217283"
"3172","-57.98994378361521","-57.98994378361521","-57.98994378361521"
"3173","-57.474558306794826","-57.474558306794826","-57.474558306794826"
"3174","-57.931144301567144","-57.931144301567144","-57.931144301567144"
"3175","-58.59863536410895","-58.59863536410895","-58.59863536410895"
"3176","-58.98900759766233","-58.98900759766233","-58.98900759766233"
"3177","-59.04076246791719","-59.04076246791719","-59.04076246791719"
"3178","-58.50825023441633","-58.50825023441633","-58.50825023441633"
"3179","-58.48131545287266","-58.48131545287266","-58.48131545287266"
"3180","-58.76425325313894","-58.76425325313894","-58.76425325313894"
"3181","-57.99824090722044","-57.99824090722044","-57.99824090722044"
"3182","-57.44598549635335","-57.44598549635335","-57.44598549635335"
"3183","-57.028319968504356","-57.028319968504356","-57.028319968504356"
"3184","-56.991882809076145","-56.991882809076145","-56.991882809076145"
"3185","-56.40768828683246","-56.40768828683246","-56.40768828683246"
"3186","-55.2365345014203","-55.2365345014203","-55.2365345014203"
"3187","-55.16947718100018","-55.16947718100018","-55.16947718100018"
"3188","-54.75835127198582","-54.75835127198582","-54.75835127198582"
"3189","-54.967823985034556","-54.967823985034556","-54.967823985034556"
"3190","-55.791107255897394","-55.791107255897394","-55.791107255897394"
"3191","-55.86195478252566","-55.86195478252566","-55.86195478252566"
"3192","-55.88986963122635","-55.88986963122635","-55.88986963122635"
"3193","-56.0274045342394","-56.0274045342394","-56.0274045342394"
"3194","-55.935302960167476","-55.935302960167476","-55.935302960167476"
"3195","-56.094220656459136","-56.094220656459136","-56.094220656459136"
"3196","-55.567289266911054","-55.567289266911054","-55.567289266911054"
"3197","-54.89716500936613","-54.89716500936613","-54.89716500936613"
"3198","-54.19157723777814","-54.19157723777814","-54.19157723777814"
"3199","-54.08502869453131","-54.08502869453131","-54.08502869453131"
"3200","-54.05507959020454","-54.05507959020454","-54.05507959020454"
"3201","-54.292111890576415","-54.292111890576415","-54.292111890576415"
"3202","-55.16374918590718","-55.16374918590718","-55.16374918590718"
"3203","-54.842692290425845","-54.842692290425845","-54.842692290425845"
"3204","-54.136338760436885","-54.136338760436885","-54.136338760436885"
"3205","-54.969006754557014","-54.969006754557014","-54.969006754557014"
"3206","-55.38962757853951","-55.38962757853951","-55.38962757853951"
"3207","-54.544431013130264","-54.544431013130264","-54.544431013130264"
"3208","-54.630783105924245","-54.630783105924245","-54.630783105924245"
"3209","-54.33084519290336","-54.33084519290336","-54.33084519290336"
"3210","-53.570068354144034","-53.570068354144034","-53.570068354144034"
"3211","-54.22716309893713","-54.22716309893713","-54.22716309893713"
"3212","-52.81256928041337","-52.81256928041337","-52.81256928041337"
"3213","-53.10089753512686","-53.10089753512686","-53.10089753512686"
"3214","-53.20926909018456","-53.20926909018456","-53.20926909018456"
"3215","-53.68986565011619","-53.68986565011619","-53.68986565011619"
"3216","-54.17469408081859","-54.17469408081859","-54.17469408081859"
"3217","-54.44413584146063","-54.44413584146063","-54.44413584146063"
"3218","-53.41597180265698","-53.41597180265698","-53.41597180265698"
