"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"4115","-57.82484877369813","-57.82484877369813","-57.82484877369813","-11.691993253867023","-11.691993253867023","-11.691993253867023","-7.866051706152218","-7.866051706152218","-7.866051706152218"
"4116","-57.99167115076607","-57.99167115076607","-57.99167115076607","-11.523613357481555","-11.523613357481555","-11.523613357481555","-7.545393774617333","-7.545393774617333","-7.545393774617333"
"4117","-58.64221551939388","-58.64221551939388","-58.64221551939388","-11.348858572968464","-11.348858572968464","-11.348858572968464","-7.532937133713809","-7.532937133713809","-7.532937133713809"
"4118","-58.61225574927215","-58.61225574927215","-58.61225574927215","-11.019899720902906","-11.019899720902906","-11.019899720902906","-7.538841392599612","-7.538841392599612","-7.538841392599612"
"4119","-58.781691270160636","-58.781691270160636","-58.781691270160636","-11.062733664868642","-11.062733664868642","-11.062733664868642","-7.504153692156561","-7.504153692156561","-7.504153692156561"
"4120","-59.630306722548795","-59.630306722548795","-59.630306722548795","-11.152337276788495","-11.152337276788495","-11.152337276788495","-7.360396239896552","-7.360396239896552","-7.360396239896552"
"4121","-59.93940290956951","-59.93940290956951","-59.93940290956951","-11.191573670129806","-11.191573670129806","-11.191573670129806","-7.29146179085786","-7.29146179085786","-7.29146179085786"
"4122","-60.115511357440525","-60.115511357440525","-60.115511357440525","-11.277005119879806","-11.277005119879806","-11.277005119879806","-7.123738925612572","-7.123738925612572","-7.123738925612572"
"4123","-60.879660769032434","-60.879660769032434","-60.879660769032434","-11.374581494059456","-11.374581494059456","-11.374581494059456","-7.130725305486098","-7.130725305486098","-7.130725305486098"
"4124","-60.21828414542114","-60.21828414542114","-60.21828414542114","-11.542259556784032","-11.542259556784032","-11.542259556784032","-7.1624141747021675","-7.1624141747021675","-7.1624141747021675"
"4125","-60.4274739513764","-60.4274739513764","-60.4274739513764","-11.875041276959777","-11.875041276959777","-11.875041276959777","-7.075255132021881","-7.075255132021881","-7.075255132021881"
"4126","-60.30071092712274","-60.30071092712274","-60.30071092712274","-11.770251786180893","-11.770251786180893","-11.770251786180893","-7.6155974215544555","-7.6155974215544555","-7.6155974215544555"
"4127","-60.073575778941986","-60.073575778941986","-60.073575778941986","-11.591018964158273","-11.591018964158273","-11.591018964158273","-7.8502299579425285","-7.8502299579425285","-7.8502299579425285"
"4128","-59.959821480936405","-59.959821480936405","-59.959821480936405","-11.777724816966394","-11.777724816966394","-11.777724816966394","-7.732190986353711","-7.732190986353711","-7.732190986353711"
"4129","-59.2887868938485","-59.2887868938485","-59.2887868938485","-12.11353700790713","-12.11353700790713","-12.11353700790713","-7.334721902528682","-7.334721902528682","-7.334721902528682"
"4130","-59.41805772081106","-59.41805772081106","-59.41805772081106","-12.365781992599688","-12.365781992599688","-12.365781992599688","-8.030264824254713","-8.030264824254713","-8.030264824254713"
"4131","-59.397327641788436","-59.397327641788436","-59.397327641788436","-12.409500262692037","-12.409500262692037","-12.409500262692037","-8.053730753610342","-8.053730753610342","-8.053730753610342"
"4132","-59.40979487896857","-59.40979487896857","-59.40979487896857","-12.419809248321544","-12.419809248321544","-12.419809248321544","-7.364080852339796","-7.364080852339796","-7.364080852339796"
"4133","-59.28993967201976","-59.28993967201976","-59.28993967201976","-11.947987230617509","-11.947987230617509","-11.947987230617509","-7.231745846230776","-7.231745846230776","-7.231745846230776"
"4134","-59.22857682543043","-59.22857682543043","-59.22857682543043","-11.845423544655443","-11.845423544655443","-11.845423544655443","-7.265228575609232","-7.265228575609232","-7.265228575609232"
"4135","-58.62312852017148","-58.62312852017148","-58.62312852017148","-11.715157031096997","-11.715157031096997","-11.715157031096997","-6.783792980557206","-6.783792980557206","-6.783792980557206"
"4136","-58.58142714438086","-58.58142714438086","-58.58142714438086","-11.44794964215803","-11.44794964215803","-11.44794964215803","-6.767103983318249","-6.767103983318249","-6.767103983318249"
"4137","-58.425793368341076","-58.425793368341076","-58.425793368341076","-11.509900538872857","-11.509900538872857","-11.509900538872857","-7.5050222338578285","-7.5050222338578285","-7.5050222338578285"
"4138","-59.00737294798173","-59.00737294798173","-59.00737294798173","-11.619523324219681","-11.619523324219681","-11.619523324219681","-6.961009054947231","-6.961009054947231","-6.961009054947231"
"4139","-59.36207253574912","-59.36207253574912","-59.36207253574912","-11.209451481028161","-11.209451481028161","-11.209451481028161","-6.9924657131417165","-6.9924657131417165","-6.9924657131417165"
"4140","-59.45568667315489","-59.45568667315489","-59.45568667315489","-11.235937116340965","-11.235937116340965","-11.235937116340965","-6.981744494165457","-6.981744494165457","-6.981744494165457"
"4141","-59.06905181319085","-59.06905181319085","-59.06905181319085","-11.250378314860189","-11.250378314860189","-11.250378314860189","-6.998997900590133","-6.998997900590133","-6.998997900590133"
"4142","-59.153990704171676","-59.153990704171676","-59.153990704171676","-11.141798080181154","-11.141798080181154","-11.141798080181154","-7.010528969230727","-7.010528969230727","-7.010528969230727"
"4143","-59.580373099104165","-59.580373099104165","-59.580373099104165","-11.257791774616393","-11.257791774616393","-11.257791774616393","-6.724494659890572","-6.724494659890572","-6.724494659890572"
"4144","-58.943871690929846","-58.943871690929846","-58.943871690929846","-11.849616590145455","-11.849616590145455","-11.849616590145455","-6.605099170458033","-6.605099170458033","-6.605099170458033"
"4145","-58.80655316722614","-58.80655316722614","-58.80655316722614","-11.763386468543697","-11.763386468543697","-11.763386468543697","-6.3050748975749915","-6.3050748975749915","-6.3050748975749915"
"4146","-59.13557037516213","-59.13557037516213","-59.13557037516213","-11.791353683447715","-11.791353683447715","-11.791353683447715","-6.226499114709587","-6.226499114709587","-6.226499114709587"
"4147","-59.7097374062827","-59.7097374062827","-59.7097374062827","-11.862871401759596","-11.862871401759596","-11.862871401759596","-6.188706484808316","-6.188706484808316","-6.188706484808316"
"4148","-59.7387733094049","-59.7387733094049","-59.7387733094049","-12.039349770120769","-12.039349770120769","-12.039349770120769","-6.030915432430284","-6.030915432430284","-6.030915432430284"
"4149","-59.863351244966","-59.863351244966","-59.863351244966","-11.99725236843862","-11.99725236843862","-11.99725236843862","-6.269799150078944","-6.269799150078944","-6.269799150078944"
"4150","-59.99577624957709","-59.99577624957709","-59.99577624957709","-12.011206317960191","-12.011206317960191","-12.011206317960191","-6.284077931592028","-6.284077931592028","-6.284077931592028"
"4151","-60.1456400720196","-60.1456400720196","-60.1456400720196","-12.364080912132984","-12.364080912132984","-12.364080912132984","-6.19964453877383","-6.19964453877383","-6.19964453877383"
"4152","-59.419977575771746","-59.419977575771746","-59.419977575771746","-12.492615779283497","-12.492615779283497","-12.492615779283497","-6.360141283056626","-6.360141283056626","-6.360141283056626"
"4153","-59.932682544122564","-59.932682544122564","-59.932682544122564","-12.412456805188718","-12.412456805188718","-12.412456805188718","-6.608953944139844","-6.608953944139844","-6.608953944139844"
"4154","-59.90417460275815","-59.90417460275815","-59.90417460275815","-12.177078132516062","-12.177078132516062","-12.177078132516062","-6.611113268820163","-6.611113268820163","-6.611113268820163"
"4155","-59.27646258288518","-59.27646258288518","-59.27646258288518","-12.740964004838643","-12.740964004838643","-12.740964004838643","-6.63071321346553","-6.63071321346553","-6.63071321346553"
"4156","-59.690023083766434","-59.690023083766434","-59.690023083766434","-12.538134188651902","-12.538134188651902","-12.538134188651902","-6.737319968621243","-6.737319968621243","-6.737319968621243"
"4157","-59.572433461705366","-59.572433461705366","-59.572433461705366","-12.47553492033616","-12.47553492033616","-12.47553492033616","-6.963321172451934","-6.963321172451934","-6.963321172451934"
"4158","-59.689848000043206","-59.689848000043206","-59.689848000043206","-12.77795244372486","-12.77795244372486","-12.77795244372486","-7.026283264044547","-7.026283264044547","-7.026283264044547"
"4159","-59.412612552118816","-59.412612552118816","-59.412612552118816","-12.877026769672197","-12.877026769672197","-12.877026769672197","-7.059163742733179","-7.059163742733179","-7.059163742733179"
"4160","-59.51286162045222","-59.51286162045222","-59.51286162045222","-12.82005322948743","-12.82005322948743","-12.82005322948743","-6.752833543797973","-6.752833543797973","-6.752833543797973"
"4161","-59.24306274635669","-59.24306274635669","-59.24306274635669","-12.621483993836556","-12.621483993836556","-12.621483993836556","-6.756377505164639","-6.756377505164639","-6.756377505164639"
"4162","-59.249171225163515","-59.249171225163515","-59.249171225163515","-12.916822399806428","-12.916822399806428","-12.916822399806428","-6.493899727138792","-6.493899727138792","-6.493899727138792"
"4163","-59.33276144159777","-59.33276144159777","-59.33276144159777","-12.570308502899211","-12.570308502899211","-12.570308502899211","-6.614175758356027","-6.614175758356027","-6.614175758356027"
"4164","-59.60455381580098","-59.60455381580098","-59.60455381580098","-13.3223464136637","-13.3223464136637","-13.3223464136637","-6.737828455053817","-6.737828455053817","-6.737828455053817"
"4165","-59.41839220212425","-59.41839220212425","-59.41839220212425","-13.259470778723207","-13.259470778723207","-13.259470778723207","-6.567283324930313","-6.567283324930313","-6.567283324930313"
"4166","-59.38361007657629","-59.38361007657629","-59.38361007657629","-13.307374628852148","-13.307374628852148","-13.307374628852148","-6.555177967537701","-6.555177967537701","-6.555177967537701"
"4167","-59.91367160333908","-59.91367160333908","-59.91367160333908","-13.382589191318429","-13.382589191318429","-13.382589191318429","-6.485943348665333","-6.485943348665333","-6.485943348665333"
"4168","-59.87500976678643","-59.87500976678643","-59.87500976678643","-13.172281274194267","-13.172281274194267","-13.172281274194267","-7.021196792664877","-7.021196792664877","-7.021196792664877"
"4169","-60.00646614470216","-60.00646614470216","-60.00646614470216","-13.405156308642095","-13.405156308642095","-13.405156308642095","-7.422906893408935","-7.422906893408935","-7.422906893408935"
"4170","-59.827524221317226","-59.827524221317226","-59.827524221317226","-13.576652643040786","-13.576652643040786","-13.576652643040786","-7.873966805819313","-7.873966805819313","-7.873966805819313"
"4171","-59.613889921638894","-59.613889921638894","-59.613889921638894","-13.70949154879895","-13.70949154879895","-13.70949154879895","-7.886007014429531","-7.886007014429531","-7.886007014429531"
"4172","-59.71514624201231","-59.71514624201231","-59.71514624201231","-13.709681299463393","-13.709681299463393","-13.709681299463393","-7.670930267849618","-7.670930267849618","-7.670930267849618"
"4173","-60.07423610258521","-60.07423610258521","-60.07423610258521","-13.60259686472323","-13.60259686472323","-13.60259686472323","-7.602102022061758","-7.602102022061758","-7.602102022061758"
"4174","-59.949959937156855","-59.949959937156855","-59.949959937156855","-14.247040775797966","-14.247040775797966","-14.247040775797966","-7.675275732463506","-7.675275732463506","-7.675275732463506"
"4175","-59.855885465395865","-59.855885465395865","-59.855885465395865","-14.44641282471476","-14.44641282471476","-14.44641282471476","-7.232470067948623","-7.232470067948623","-7.232470067948623"
"4176","-59.71173375460865","-59.71173375460865","-59.71173375460865","-14.454692506667795","-14.454692506667795","-14.454692506667795","-7.000709974757825","-7.000709974757825","-7.000709974757825"
"4177","-60.14869527005368","-60.14869527005368","-60.14869527005368","-15.230482904379535","-15.230482904379535","-15.230482904379535","-7.596473519416314","-7.596473519416314","-7.596473519416314"
"4178","-59.79553885594293","-59.79553885594293","-59.79553885594293","-14.708940464685202","-14.708940464685202","-14.708940464685202","-7.343678718778178","-7.343678718778178","-7.343678718778178"
"4179","-59.315378818139486","-59.315378818139486","-59.315378818139486","-14.55219403046949","-14.55219403046949","-14.55219403046949","-7.439686463484936","-7.439686463484936","-7.439686463484936"
"4180","-58.93371153957382","-58.93371153957382","-58.93371153957382","-14.932436235401788","-14.932436235401788","-14.932436235401788","-6.8650016617468825","-6.8650016617468825","-6.8650016617468825"
"4181","-59.14146375472912","-59.14146375472912","-59.14146375472912","-15.155474025603096","-15.155474025603096","-15.155474025603096","-6.9543335482423405","-6.9543335482423405","-6.9543335482423405"
"4182","-58.96101862762598","-58.96101862762598","-58.96101862762598","-15.15035421993029","-15.15035421993029","-15.15035421993029","-6.84787161539262","-6.84787161539262","-6.84787161539262"
"4183","-58.69381268926172","-58.69381268926172","-58.69381268926172","-15.278133193725724","-15.278133193725724","-15.278133193725724","-6.843181685676837","-6.843181685676837","-6.843181685676837"
"4184","-58.81318418212287","-58.81318418212287","-58.81318418212287","-15.103148204853497","-15.103148204853497","-15.103148204853497","-6.689456265484394","-6.689456265484394","-6.689456265484394"
"4185","-57.86602606261094","-57.86602606261094","-57.86602606261094","-15.04667395572438","-15.04667395572438","-15.04667395572438","-6.684452097057874","-6.684452097057874","-6.684452097057874"
"4186","-57.45423662993719","-57.45423662993719","-57.45423662993719","-15.097355840175505","-15.097355840175505","-15.097355840175505","-7.015445042288346","-7.015445042288346","-7.015445042288346"
"4187","-57.73511146588512","-57.73511146588512","-57.73511146588512","-15.096237032692663","-15.096237032692663","-15.096237032692663","-7.078362863241615","-7.078362863241615","-7.078362863241615"
"4188","-57.69367980498929","-57.69367980498929","-57.69367980498929","-15.094945649406114","-15.094945649406114","-15.094945649406114","-6.959756879096628","-6.959756879096628","-6.959756879096628"
"4189","-57.033695014580374","-57.033695014580374","-57.033695014580374","-15.432335860308829","-15.432335860308829","-15.432335860308829","-6.592344501587568","-6.592344501587568","-6.592344501587568"
"4190","-56.69568573349999","-56.69568573349999","-56.69568573349999","-15.65768099597159","-15.65768099597159","-15.65768099597159","-6.570046223658863","-6.570046223658863","-6.570046223658863"
"4191","-56.73763113346722","-56.73763113346722","-56.73763113346722","-15.811717935178748","-15.811717935178748","-15.811717935178748","-6.864450902638378","-6.864450902638378","-6.864450902638378"
"4192","-56.60184833400838","-56.60184833400838","-56.60184833400838","-15.815390097311333","-15.815390097311333","-15.815390097311333","-6.99518406823575","-6.99518406823575","-6.99518406823575"
"4193","-56.55425894457714","-56.55425894457714","-56.55425894457714","-15.612885138648064","-15.612885138648064","-15.612885138648064","-6.747693675665764","-6.747693675665764","-6.747693675665764"
"4194","-56.55775924412708","-56.55775924412708","-56.55775924412708","-15.521776605804664","-15.521776605804664","-15.521776605804664","-7.23191568111219","-7.23191568111219","-7.23191568111219"
"4195","-56.51443772937868","-56.51443772937868","-56.51443772937868","-15.560535971664828","-15.560535971664828","-15.560535971664828","-7.372100820493089","-7.372100820493089","-7.372100820493089"
"4196","-56.81024905081414","-56.81024905081414","-56.81024905081414","-15.769588299167381","-15.769588299167381","-15.769588299167381","-7.2033370337089435","-7.2033370337089435","-7.2033370337089435"
"4197","-57.054485069759586","-57.054485069759586","-57.054485069759586","-15.532616502873593","-15.532616502873593","-15.532616502873593","-6.783891053953563","-6.783891053953563","-6.783891053953563"
"4198","-56.66236717093896","-56.66236717093896","-56.66236717093896","-15.388066474849728","-15.388066474849728","-15.388066474849728","-6.595634167712162","-6.595634167712162","-6.595634167712162"
"4199","-57.175564047889594","-57.175564047889594","-57.175564047889594","-15.082685385604014","-15.082685385604014","-15.082685385604014","-6.572291849371777","-6.572291849371777","-6.572291849371777"
"4200","-57.08545083318013","-57.08545083318013","-57.08545083318013","-15.270809620955008","-15.270809620955008","-15.270809620955008","-6.3728467416548735","-6.3728467416548735","-6.3728467416548735"
"4201","-57.10052544842759","-57.10052544842759","-57.10052544842759","-14.968096929958863","-14.968096929958863","-14.968096929958863","-6.6387977228633925","-6.6387977228633925","-6.6387977228633925"
"4202","-56.919277082279024","-56.919277082279024","-56.919277082279024","-14.577809604233","-14.577809604233","-14.577809604233","-6.832621228302304","-6.832621228302304","-6.832621228302304"
"4203","-56.42335434328937","-56.42335434328937","-56.42335434328937","-14.3427758866418","-14.3427758866418","-14.3427758866418","-7.549136696162083","-7.549136696162083","-7.549136696162083"
"4204","-56.52262631377543","-56.52262631377543","-56.52262631377543","-14.528126731921136","-14.528126731921136","-14.528126731921136","-7.019205803275518","-7.019205803275518","-7.019205803275518"
"4205","-56.862386974942176","-56.862386974942176","-56.862386974942176","-14.521712488374181","-14.521712488374181","-14.521712488374181","-6.773750904048375","-6.773750904048375","-6.773750904048375"
"4206","-56.605432531524826","-56.605432531524826","-56.605432531524826","-14.57557706745123","-14.57557706745123","-14.57557706745123","-6.86164115972941","-6.86164115972941","-6.86164115972941"
"4207","-56.16233610124436","-56.16233610124436","-56.16233610124436","-14.516249854647379","-14.516249854647379","-14.516249854647379","-6.341615563810803","-6.341615563810803","-6.341615563810803"
"4208","-55.940503319015285","-55.940503319015285","-55.940503319015285","-14.782911615773813","-14.782911615773813","-14.782911615773813","-6.314943164694122","-6.314943164694122","-6.314943164694122"
"4209","-55.73327394167204","-55.73327394167204","-55.73327394167204","-14.705493609990057","-14.705493609990057","-14.705493609990057","-5.991391804713228","-5.991391804713228","-5.991391804713228"
"4210","-55.03606608165544","-55.03606608165544","-55.03606608165544","-15.0098871128213","-15.0098871128213","-15.0098871128213","-5.993572702514723","-5.993572702514723","-5.993572702514723"
"4211","-55.158750339469535","-55.158750339469535","-55.158750339469535","-14.719984828954061","-14.719984828954061","-14.719984828954061","-5.273202314542736","-5.273202314542736","-5.273202314542736"
"4212","-55.46039973492347","-55.46039973492347","-55.46039973492347","-14.954051399135379","-14.954051399135379","-14.954051399135379","-5.696861990605587","-5.696861990605587","-5.696861990605587"
"4213","-55.87360090173905","-55.87360090173905","-55.87360090173905","-14.550599423459605","-14.550599423459605","-14.550599423459605","-5.7062159526580425","-5.7062159526580425","-5.7062159526580425"
"4214","-56.567935621958156","-56.567935621958156","-56.567935621958156","-14.465115118288258","-14.465115118288258","-14.465115118288258","-5.6974622237574035","-5.6974622237574035","-5.6974622237574035"
"4215","-57.02266604469603","-57.02266604469603","-57.02266604469603","-14.21685323661486","-14.21685323661486","-14.21685323661486","-5.217870586260582","-5.217870586260582","-5.217870586260582"
"4216","-56.73938217935672","-56.73938217935672","-56.73938217935672","-14.191118447128082","-14.191118447128082","-14.191118447128082","-5.532769629763045","-5.532769629763045","-5.532769629763045"
"4217","-56.37620428301456","-56.37620428301456","-56.37620428301456","-14.020648662071729","-14.020648662071729","-14.020648662071729","-5.761497540088685","-5.761497540088685","-5.761497540088685"
"4218","-56.28867010052432","-56.28867010052432","-56.28867010052432","-13.8010534389194","-13.8010534389194","-13.8010534389194","-5.559733913580227","-5.559733913580227","-5.559733913580227"
"4219","-56.134181793565595","-56.134181793565595","-56.134181793565595","-13.792056068841866","-13.792056068841866","-13.792056068841866","-5.238481901627861","-5.238481901627861","-5.238481901627861"
"4220","-56.30452176736298","-56.30452176736298","-56.30452176736298","-14.038754993016504","-14.038754993016504","-14.038754993016504","-5.1900369178598496","-5.1900369178598496","-5.1900369178598496"
"4221","-56.890768524128646","-56.890768524128646","-56.890768524128646","-14.143157149957734","-14.143157149957734","-14.143157149957734","-5.465627402053527","-5.465627402053527","-5.465627402053527"
"4222","-56.43697900973094","-56.43697900973094","-56.43697900973094","-14.195134440451902","-14.195134440451902","-14.195134440451902","-5.542226993526188","-5.542226993526188","-5.542226993526188"
"4223","-56.8391147470736","-56.8391147470736","-56.8391147470736","-14.197363632242602","-14.197363632242602","-14.197363632242602","-5.168888615809151","-5.168888615809151","-5.168888615809151"
"4224","-56.658672098071776","-56.658672098071776","-56.658672098071776","-14.188338692572747","-14.188338692572747","-14.188338692572747","-5.428716647640344","-5.428716647640344","-5.428716647640344"
"4225","-56.39360690778563","-56.39360690778563","-56.39360690778563","-14.179019602137977","-14.179019602137977","-14.179019602137977","-5.414318743982007","-5.414318743982007","-5.414318743982007"
"4226","-56.6232060592177","-56.6232060592177","-56.6232060592177","-14.165991749965919","-14.165991749965919","-14.165991749965919","-5.827933912801982","-5.827933912801982","-5.827933912801982"
"4227","-56.50664540983907","-56.50664540983907","-56.50664540983907","-14.171458607088733","-14.171458607088733","-14.171458607088733","-5.805441302358682","-5.805441302358682","-5.805441302358682"
"4228","-56.434683253752844","-56.434683253752844","-56.434683253752844","-14.318042226661754","-14.318042226661754","-14.318042226661754","-5.759286557499993","-5.759286557499993","-5.759286557499993"
"4229","-56.66498096278801","-56.66498096278801","-56.66498096278801","-14.11928502105671","-14.11928502105671","-14.11928502105671","-5.993910124646756","-5.993910124646756","-5.993910124646756"
"4230","-56.88708097070739","-56.88708097070739","-56.88708097070739","-14.029567248550883","-14.029567248550883","-14.029567248550883","-5.778632865812593","-5.778632865812593","-5.778632865812593"
"4231","-56.801983744939264","-56.801983744939264","-56.801983744939264","-14.043981341198801","-14.043981341198801","-14.043981341198801","-5.943483839145115","-5.943483839145115","-5.943483839145115"
"4232","-56.694666856475834","-56.694666856475834","-56.694666856475834","-14.444794007565765","-14.444794007565765","-14.444794007565765","-6.071020924444075","-6.071020924444075","-6.071020924444075"
"4233","-56.52713364643579","-56.52713364643579","-56.52713364643579","-13.972569668344738","-13.972569668344738","-13.972569668344738","-6.166886919688011","-6.166886919688011","-6.166886919688011"
"4234","-56.83461125019474","-56.83461125019474","-56.83461125019474","-14.178802931216648","-14.178802931216648","-14.178802931216648","-6.21322624363196","-6.21322624363196","-6.21322624363196"
"4235","-56.578431805609455","-56.578431805609455","-56.578431805609455","-14.065119178773733","-14.065119178773733","-14.065119178773733","-6.317888061560666","-6.317888061560666","-6.317888061560666"
"4236","-56.438329099453405","-56.438329099453405","-56.438329099453405","-14.174617892908476","-14.174617892908476","-14.174617892908476","-5.8810808635766945","-5.8810808635766945","-5.8810808635766945"
"4237","-56.830325840005855","-56.830325840005855","-56.830325840005855","-14.420282601291635","-14.420282601291635","-14.420282601291635","-5.925200351171326","-5.925200351171326","-5.925200351171326"
"4238","-57.00959585072412","-57.00959585072412","-57.00959585072412","-14.238248258550154","-14.238248258550154","-14.238248258550154","-5.7203609954308865","-5.7203609954308865","-5.7203609954308865"
"4239","-56.78894492452245","-56.78894492452245","-56.78894492452245","-14.423319357014496","-14.423319357014496","-14.423319357014496","-5.721943730565326","-5.721943730565326","-5.721943730565326"
"4240","-57.05607714110115","-57.05607714110115","-57.05607714110115","-14.493995387518648","-14.493995387518648","-14.493995387518648","-5.884333814676711","-5.884333814676711","-5.884333814676711"
"4241","-56.545929903384746","-56.545929903384746","-56.545929903384746","-14.023552048003591","-14.023552048003591","-14.023552048003591","-6.080001911855124","-6.080001911855124","-6.080001911855124"
"4242","-56.177056383292474","-56.177056383292474","-56.177056383292474","-14.076949127149875","-14.076949127149875","-14.076949127149875","-6.102202290384209","-6.102202290384209","-6.102202290384209"
"4243","-55.49863275485147","-55.49863275485147","-55.49863275485147","-14.08772344682398","-14.08772344682398","-14.08772344682398","-5.851522394329211","-5.851522394329211","-5.851522394329211"
"4244","-55.41154216749478","-55.41154216749478","-55.41154216749478","-14.38685724644187","-14.38685724644187","-14.38685724644187","-5.5740695782664496","-5.5740695782664496","-5.5740695782664496"
"4245","-55.41322148355409","-55.41322148355409","-55.41322148355409","-14.069567712831875","-14.069567712831875","-14.069567712831875","-5.299721123246896","-5.299721123246896","-5.299721123246896"
"4246","-54.95527130451205","-54.95527130451205","-54.95527130451205","-14.319864568789027","-14.319864568789027","-14.319864568789027","-5.042185952812374","-5.042185952812374","-5.042185952812374"
"4247","-54.77031865253279","-54.77031865253279","-54.77031865253279","-14.413012875086798","-14.413012875086798","-14.413012875086798","-5.13756880511416","-5.13756880511416","-5.13756880511416"
"4248","-54.814185399471114","-54.814185399471114","-54.814185399471114","-14.463361337894309","-14.463361337894309","-14.463361337894309","-5.102814715784121","-5.102814715784121","-5.102814715784121"
"4249","-55.11484539132869","-55.11484539132869","-55.11484539132869","-14.47238799336696","-14.47238799336696","-14.47238799336696","-4.918721811938512","-4.918721811938512","-4.918721811938512"
"4250","-55.21561442195142","-55.21561442195142","-55.21561442195142","-14.811830034985071","-14.811830034985071","-14.811830034985071","-4.1736521781255025","-4.1736521781255025","-4.1736521781255025"
"4251","-55.266693709671905","-55.266693709671905","-55.266693709671905","-14.666608786594889","-14.666608786594889","-14.666608786594889","-4.644152441916503","-4.644152441916503","-4.644152441916503"
"4252","-54.93839365366558","-54.93839365366558","-54.93839365366558","-14.712362511597997","-14.712362511597997","-14.712362511597997","-4.364492207906105","-4.364492207906105","-4.364492207906105"
"4253","-54.65483914788161","-54.65483914788161","-54.65483914788161","-14.978344723302664","-14.978344723302664","-14.978344723302664","-4.037524513815328","-4.037524513815328","-4.037524513815328"
"4254","-54.6205741683319","-54.6205741683319","-54.6205741683319","-14.9134300418668","-14.9134300418668","-14.9134300418668","-3.900344769687423","-3.900344769687423","-3.900344769687423"
"4255","-54.71313924527701","-54.71313924527701","-54.71313924527701","-15.329551265985968","-15.329551265985968","-15.329551265985968","-4.092508940692332","-4.092508940692332","-4.092508940692332"
"4256","-54.21149831130948","-54.21149831130948","-54.21149831130948","-15.698580058171553","-15.698580058171553","-15.698580058171553","-4.048782035121154","-4.048782035121154","-4.048782035121154"
"4257","-54.13747463374598","-54.13747463374598","-54.13747463374598","-15.466668265687792","-15.466668265687792","-15.466668265687792","-4.003985257210289","-4.003985257210289","-4.003985257210289"
"4258","-54.12483673357685","-54.12483673357685","-54.12483673357685","-15.473178237121715","-15.473178237121715","-15.473178237121715","-3.8221910338753187","-3.8221910338753187","-3.8221910338753187"
"4259","-54.845850476771105","-54.845850476771105","-54.845850476771105","-15.584795089988617","-15.584795089988617","-15.584795089988617","-3.6918515766431126","-3.6918515766431126","-3.6918515766431126"
"4260","-54.831295444906836","-54.831295444906836","-54.831295444906836","-15.428124056397664","-15.428124056397664","-15.428124056397664","-3.770929006484666","-3.770929006484666","-3.770929006484666"
"4261","-54.958544981242284","-54.958544981242284","-54.958544981242284","-15.439334246922856","-15.439334246922856","-15.439334246922856","-3.4723277203867244","-3.4723277203867244","-3.4723277203867244"
"4262","-54.85491150596013","-54.85491150596013","-54.85491150596013","-15.952432340757582","-15.952432340757582","-15.952432340757582","-3.6198742702222995","-3.6198742702222995","-3.6198742702222995"
"4263","-55.14490072290414","-55.14490072290414","-55.14490072290414","-15.885907474206052","-15.885907474206052","-15.885907474206052","-3.621727702323584","-3.621727702323584","-3.621727702323584"
"4264","-55.82558639516712","-55.82558639516712","-55.82558639516712","-15.965628189378474","-15.965628189378474","-15.965628189378474","-3.7353949985586654","-3.7353949985586654","-3.7353949985586654"
"4265","-55.888585203466484","-55.888585203466484","-55.888585203466484","-16.276304610917848","-16.276304610917848","-16.276304610917848","-3.9745877715093423","-3.9745877715093423","-3.9745877715093423"
"4266","-55.858575634940834","-55.858575634940834","-55.858575634940834","-16.4010475466941","-16.4010475466941","-16.4010475466941","-3.9829735674630604","-3.9829735674630604","-3.9829735674630604"
"4267","-55.536456556948266","-55.536456556948266","-55.536456556948266","-16.503789927662748","-16.503789927662748","-16.503789927662748","-4.15522665086791","-4.15522665086791","-4.15522665086791"
"4268","-55.380757131759765","-55.380757131759765","-55.380757131759765","-16.467324739058537","-16.467324739058537","-16.467324739058537","-4.159842673014044","-4.159842673014044","-4.159842673014044"
"4269","-55.08814142829098","-55.08814142829098","-55.08814142829098","-16.709140921969876","-16.709140921969876","-16.709140921969876","-4.136551405166229","-4.136551405166229","-4.136551405166229"
"4270","-55.39086480605627","-55.39086480605627","-55.39086480605627","-16.69634167698645","-16.69634167698645","-16.69634167698645","-4.041630741073898","-4.041630741073898","-4.041630741073898"
"4271","-55.159848145586196","-55.159848145586196","-55.159848145586196","-16.77105960600673","-16.77105960600673","-16.77105960600673","-3.988506261748438","-3.988506261748438","-3.988506261748438"
