"Step","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MAX"
"6560","41.6627487017565","41.6627487017565","41.6627487017565"
"6563","41.437012789615956","41.437012789615956","41.437012789615956"
"6566","41.3365739075894","41.3365739075894","41.3365739075894"
"6569","41.29221498684055","41.29221498684055","41.29221498684055"
"6572","41.08436010178424","41.08436010178424","41.08436010178424"
"6575","40.64212231413438","40.64212231413438","40.64212231413438"
"6578","40.305651831215584","40.305651831215584","40.305651831215584"
"6581","40.647146818766316","40.647146818766316","40.647146818766316"
"6584","40.813844123048526","40.813844123048526","40.813844123048526"
"6587","39.314904146641936","39.314904146641936","39.314904146641936"
"6590","38.70475522038137","38.70475522038137","38.70475522038137"
"6593","38.44262445966627","38.44262445966627","38.44262445966627"
"6596","37.925853284088724","37.925853284088724","37.925853284088724"
"6599","37.157307755169974","37.157307755169974","37.157307755169974"
"6602","36.710721232258926","36.710721232258926","36.710721232258926"
"6605","37.60390989132409","37.60390989132409","37.60390989132409"
"6608","38.26937970000128","38.26937970000128","38.26937970000128"
"6611","37.895971921737534","37.895971921737534","37.895971921737534"
"6614","38.198175680883985","38.198175680883985","38.198175680883985"
"6617","39.017103492435275","39.017103492435275","39.017103492435275"
"6620","38.83936443225665","38.83936443225665","38.83936443225665"
"6623","38.301214260970035","38.301214260970035","38.301214260970035"
"6626","38.37983785817743","38.37983785817743","38.37983785817743"
"6629","38.438851248603086","38.438851248603086","38.438851248603086"
"6632","38.147455570084965","38.147455570084965","38.147455570084965"
"6635","37.416198072306564","37.416198072306564","37.416198072306564"
"6638","36.441275466055984","36.441275466055984","36.441275466055984"
"6641","35.59628725389996","35.59628725389996","35.59628725389996"
"6644","35.25087836128711","35.25087836128711","35.25087836128711"
"6647","34.46190696439991","34.46190696439991","34.46190696439991"
"6650","34.49044203350591","34.49044203350591","34.49044203350591"
"6653","33.95802356195422","33.95802356195422","33.95802356195422"
"6656","33.363400230359915","33.363400230359915","33.363400230359915"
"6659","31.974989278286575","31.974989278286575","31.974989278286575"
"6662","32.17689097691634","32.17689097691634","32.17689097691634"
"6665","31.46205152934996","31.46205152934996","31.46205152934996"
"6668","31.925484782396946","31.925484782396946","31.925484782396946"
"6671","32.54277623222434","32.54277623222434","32.54277623222434"
"6674","33.07381493841319","33.07381493841319","33.07381493841319"
"6677","33.3250709645429","33.3250709645429","33.3250709645429"
"6680","34.52923257588312","34.52923257588312","34.52923257588312"
"6683","34.8781993728197","34.8781993728197","34.8781993728197"
"6686","35.403799292563924","35.403799292563924","35.403799292563924"
"6689","35.20842232668986","35.20842232668986","35.20842232668986"
"6692","35.868589459472034","35.868589459472034","35.868589459472034"
"6695","35.2916772425756","35.2916772425756","35.2916772425756"
"6698","35.08774959035437","35.08774959035437","35.08774959035437"
"6701","34.44731958616183","34.44731958616183","34.44731958616183"
"6704","34.6036372519887","34.6036372519887","34.6036372519887"
"6707","32.55207064414332","32.55207064414332","32.55207064414332"
"6710","32.642474566129565","32.642474566129565","32.642474566129565"
"6713","32.465308165506784","32.465308165506784","32.465308165506784"
"6716","31.60423284821406","31.60423284821406","31.60423284821406"
"6719","31.22674597638343","31.22674597638343","31.22674597638343"
"6722","30.314718498095694","30.314718498095694","30.314718498095694"
"6725","30.047347595055065","30.047347595055065","30.047347595055065"
"6728","30.33486162324766","30.33486162324766","30.33486162324766"
"6731","29.841542872072832","29.841542872072832","29.841542872072832"
"6734","29.400140079238067","29.400140079238067","29.400140079238067"
"6737","29.842312542130667","29.842312542130667","29.842312542130667"
"6740","29.895204666411427","29.895204666411427","29.895204666411427"
"6743","29.774984914853164","29.774984914853164","29.774984914853164"
"6746","29.594877121311946","29.594877121311946","29.594877121311946"
"6749","28.791460633264993","28.791460633264993","28.791460633264993"
"6752","28.668581517426414","28.668581517426414","28.668581517426414"
"6755","28.099622291263444","28.099622291263444","28.099622291263444"
"6758","28.28159014141392","28.28159014141392","28.28159014141392"
"6761","26.907508221266554","26.907508221266554","26.907508221266554"
"6764","27.426475028128152","27.426475028128152","27.426475028128152"
"6767","27.558172153767764","27.558172153767764","27.558172153767764"
"6770","28.382730808102455","28.382730808102455","28.382730808102455"
"6773","26.950928510280978","26.950928510280978","26.950928510280978"
"6776","26.970549114091355","26.970549114091355","26.970549114091355"
"6779","26.446209122546758","26.446209122546758","26.446209122546758"
"6782","26.10888699817958","26.10888699817958","26.10888699817958"
"6785","26.02039394396372","26.02039394396372","26.02039394396372"
"6788","26.809443140456768","26.809443140456768","26.809443140456768"
"6791","26.797233017625704","26.797233017625704","26.797233017625704"
"6794","27.20105177292947","27.20105177292947","27.20105177292947"
"6797","25.971204625605047","25.971204625605047","25.971204625605047"
"6800","26.0182285017051","26.0182285017051","26.0182285017051"
"6803","25.940513751779392","25.940513751779392","25.940513751779392"
"6806","25.62592305530766","25.62592305530766","25.62592305530766"
"6809","25.94091899922397","25.94091899922397","25.94091899922397"
"6812","26.4076949292985","26.4076949292985","26.4076949292985"
"6815","25.513154654699296","25.513154654699296","25.513154654699296"
"6818","25.881193251291894","25.881193251291894","25.881193251291894"
"6821","28.32856158889517","28.32856158889517","28.32856158889517"
"6824","29.525755656062678","29.525755656062678","29.525755656062678"
"6827","28.983621248573517","28.983621248573517","28.983621248573517"
"6830","29.133010524801097","29.133010524801097","29.133010524801097"
"6833","29.8965965777139","29.8965965777139","29.8965965777139"
"6836","29.831341898250766","29.831341898250766","29.831341898250766"
"6839","30.126333952008427","30.126333952008427","30.126333952008427"
"6842","29.86289436087098","29.86289436087098","29.86289436087098"
"6845","29.659418248741904","29.659418248741904","29.659418248741904"
"6848","30.711944665008513","30.711944665008513","30.711944665008513"
"6851","30.943886616389108","30.943886616389108","30.943886616389108"
"6854","30.856628736655228","30.856628736655228","30.856628736655228"
"6857","32.26624848423509","32.26624848423509","32.26624848423509"
"6860","32.55569080843257","32.55569080843257","32.55569080843257"
"6863","31.67299807362509","31.67299807362509","31.67299807362509"
"6866","32.388374449241134","32.388374449241134","32.388374449241134"
"6869","31.712003613932033","31.712003613932033","31.712003613932033"
"6872","31.738056692357464","31.738056692357464","31.738056692357464"
"6875","31.187097656703045","31.187097656703045","31.187097656703045"
"6878","30.382758613547207","30.382758613547207","30.382758613547207"
"6881","29.13582983974626","29.13582983974626","29.13582983974626"
"6884","28.709818174503898","28.709818174503898","28.709818174503898"
"6887","27.93216300968134","27.93216300968134","27.93216300968134"
"6890","26.938814224009633","26.938814224009633","26.938814224009633"
"6893","26.193291229843908","26.193291229843908","26.193291229843908"
"6896","26.420643299370862","26.420643299370862","26.420643299370862"
"6899","27.322161330986738","27.322161330986738","27.322161330986738"
"6902","27.746545751124323","27.746545751124323","27.746545751124323"
"6905","28.12219331916721","28.12219331916721","28.12219331916721"
"6908","28.304751602419724","28.304751602419724","28.304751602419724"
"6911","28.214281684578896","28.214281684578896","28.214281684578896"
"6914","29.53212275931042","29.53212275931042","29.53212275931042"
"6917","28.859656794974654","28.859656794974654","28.859656794974654"
"6920","28.54910523986508","28.54910523986508","28.54910523986508"
"6923","28.31285072018521","28.31285072018521","28.31285072018521"
"6926","28.766539519177865","28.766539519177865","28.766539519177865"
"6929","28.632432864664253","28.632432864664253","28.632432864664253"
"6932","28.634058168947615","28.634058168947615","28.634058168947615"
"6935","29.20696437636546","29.20696437636546","29.20696437636546"
"6938","30.075221333275792","30.075221333275792","30.075221333275792"
"6941","31.250874003547757","31.250874003547757","31.250874003547757"
"6944","32.51803818571955","32.51803818571955","32.51803818571955"
"6947","30.76280332536864","30.76280332536864","30.76280332536864"
"6950","30.200350663687853","30.200350663687853","30.200350663687853"
"6953","29.839978262688483","29.839978262688483","29.839978262688483"
"6956","30.532246207073367","30.532246207073367","30.532246207073367"
"6959","29.73484313604714","29.73484313604714","29.73484313604714"
"6962","30.047847904905005","30.047847904905005","30.047847904905005"
"6965","29.74591768857692","29.74591768857692","29.74591768857692"
"6968","31.185277541287668","31.185277541287668","31.185277541287668"
"6971","31.575985871936172","31.575985871936172","31.575985871936172"
"6974","32.692361025277194","32.692361025277194","32.692361025277194"
"6977","33.14072891565043","33.14072891565043","33.14072891565043"
"6980","32.8579901917476","32.8579901917476","32.8579901917476"
"6983","32.122359068205725","32.122359068205725","32.122359068205725"
"6986","33.70525571639331","33.70525571639331","33.70525571639331"
"6989","33.80990485972865","33.80990485972865","33.80990485972865"
"6992","33.44889398039377","33.44889398039377","33.44889398039377"
"6995","34.64249716416948","34.64249716416948","34.64249716416948"
"6998","36.28972064437939","36.28972064437939","36.28972064437939"
"7001","35.44882692315704","35.44882692315704","35.44882692315704"
"7004","34.21208198500072","34.21208198500072","34.21208198500072"
"7007","33.31106667323424","33.31106667323424","33.31106667323424"
"7010","36.36703269170245","36.36703269170245","36.36703269170245"
"7013","36.53999716480969","36.53999716480969","36.53999716480969"
"7016","37.84734933547928","37.84734933547928","37.84734933547928"
"7019","36.72726132034869","36.72726132034869","36.72726132034869"
"7022","37.930867203787855","37.930867203787855","37.930867203787855"
"7025","38.04327935860246","38.04327935860246","38.04327935860246"
"7028","36.35952408636178","36.35952408636178","36.35952408636178"
"7031","38.90089235966737","38.90089235966737","38.90089235966737"
"7034","39.52155044189821","39.52155044189821","39.52155044189821"
"7037","39.494965984762295","39.494965984762295","39.494965984762295"
"7040","39.57666763796539","39.57666763796539","39.57666763796539"
"7043","38.73859781781974","38.73859781781974","38.73859781781974"
"7046","38.30022399222221","38.30022399222221","38.30022399222221"
"7049","38.54564519970225","38.54564519970225","38.54564519970225"
"7052","39.529836362136095","39.529836362136095","39.529836362136095"
"7055","40.667480953410134","40.667480953410134","40.667480953410134"
"7058","41.026608327561526","41.026608327561526","41.026608327561526"
"7061","40.294361070501836","40.294361070501836","40.294361070501836"
"7064","40.948529665700846","40.948529665700846","40.948529665700846"
"7067","40.37404259336506","40.37404259336506","40.37404259336506"
"7070","40.14863199205026","40.14863199205026","40.14863199205026"
"7073","40.70034683815783","40.70034683815783","40.70034683815783"
"7076","40.399775139916336","40.399775139916336","40.399775139916336"
"7079","41.212840069776384","41.212840069776384","41.212840069776384"
"7082","41.46029202537439","41.46029202537439","41.46029202537439"
"7085","41.117013614142245","41.117013614142245","41.117013614142245"
"7088","40.62492103232922","40.62492103232922","40.62492103232922"
"7091","41.31074391036734","41.31074391036734","41.31074391036734"
"7094","41.676366735913774","41.676366735913774","41.676366735913774"
"7097","41.77652655728853","41.77652655728853","41.77652655728853"
"7100","42.180821001726","42.180821001726","42.180821001726"
"7103","43.077085328774935","43.077085328774935","43.077085328774935"
"7106","42.55440789195574","42.55440789195574","42.55440789195574"
"7109","43.08492499547636","43.08492499547636","43.08492499547636"
"7112","43.06166899743665","43.06166899743665","43.06166899743665"
"7115","43.52630787836632","43.52630787836632","43.52630787836632"
"7118","43.7000413269875","43.7000413269875","43.7000413269875"
"7121","42.72582383232565","42.72582383232565","42.72582383232565"
"7124","42.71970925660042","42.71970925660042","42.71970925660042"
"7127","43.954568821849804","43.954568821849804","43.954568821849804"
"7130","44.66425746603948","44.66425746603948","44.66425746603948"
"7133","45.255355044344334","45.255355044344334","45.255355044344334"
"7136","45.725769879871585","45.725769879871585","45.725769879871585"
"7139","45.394958092226005","45.394958092226005","45.394958092226005"
"7142","42.91455332049404","42.91455332049404","42.91455332049404"
"7145","43.707934710500425","43.707934710500425","43.707934710500425"
"7148","42.94207091984154","42.94207091984154","42.94207091984154"
"7151","41.53221202519873","41.53221202519873","41.53221202519873"
"7154","42.92411187458918","42.92411187458918","42.92411187458918"
"7157","44.65501281351058","44.65501281351058","44.65501281351058"
"7160","44.19558917447096","44.19558917447096","44.19558917447096"
"7163","44.07210688190512","44.07210688190512","44.07210688190512"
"7166","43.90614767923976","43.90614767923976","43.90614767923976"
"7169","44.32448722782802","44.32448722782802","44.32448722782802"
"7172","45.3887165260324","45.3887165260324","45.3887165260324"
"7175","45.45859444609603","45.45859444609603","45.45859444609603"
"7178","45.75455096232824","45.75455096232824","45.75455096232824"
"7181","44.83603866213989","44.83603866213989","44.83603866213989"
"7184","44.31530618986897","44.31530618986897","44.31530618986897"
"7187","43.48612030202439","43.48612030202439","43.48612030202439"
"7190","43.016134200610296","43.016134200610296","43.016134200610296"
"7193","43.519137461388276","43.519137461388276","43.519137461388276"
"7196","42.8317847723388","42.8317847723388","42.8317847723388"
"7199","42.73050364649028","42.73050364649028","42.73050364649028"
"7202","43.00240553460254","43.00240553460254","43.00240553460254"
"7205","41.949628531833525","41.949628531833525","41.949628531833525"
"7208","40.53543472804307","40.53543472804307","40.53543472804307"
"7211","40.36069591705324","40.36069591705324","40.36069591705324"
"7214","41.17662838649126","41.17662838649126","41.17662838649126"
"7217","40.93472837266122","40.93472837266122","40.93472837266122"
"7220","41.149423125516684","41.149423125516684","41.149423125516684"
"7223","42.0332826261401","42.0332826261401","42.0332826261401"
"7226","41.952902218864416","41.952902218864416","41.952902218864416"
"7229","42.01532639578026","42.01532639578026","42.01532639578026"
"7232","41.931444239309904","41.931444239309904","41.931444239309904"
"7235","41.911502653695194","41.911502653695194","41.911502653695194"
"7238","43.15921620538156","43.15921620538156","43.15921620538156"
"7241","44.08479080464827","44.08479080464827","44.08479080464827"
"7244","44.1235989413678","44.1235989413678","44.1235989413678"
"7247","43.97079440996852","43.97079440996852","43.97079440996852"
"7250","43.885289977189714","43.885289977189714","43.885289977189714"
"7253","43.28960611501502","43.28960611501502","43.28960611501502"
"7256","43.10499242753226","43.10499242753226","43.10499242753226"
"7259","43.454872530115956","43.454872530115956","43.454872530115956"
"7262","43.08605638881603","43.08605638881603","43.08605638881603"
"7265","44.37135376586706","44.37135376586706","44.37135376586706"
"7268","44.25972450287395","44.25972450287395","44.25972450287395"
"7271","42.89164435873993","42.89164435873993","42.89164435873993"
"7274","44.044248343521915","44.044248343521915","44.044248343521915"
"7277","43.946500191766845","43.946500191766845","43.946500191766845"
"7280","42.574194103022265","42.574194103022265","42.574194103022265"
"7283","41.94498121881491","41.94498121881491","41.94498121881491"
"7286","42.00831427067576","42.00831427067576","42.00831427067576"
"7289","41.984971713555275","41.984971713555275","41.984971713555275"
"7292","41.40917389181893","41.40917389181893","41.40917389181893"
"7295","41.91891865995074","41.91891865995074","41.91891865995074"
"7298","42.39216241757078","42.39216241757078","42.39216241757078"
"7301","43.2268244686895","43.2268244686895","43.2268244686895"
"7304","43.44251928157039","43.44251928157039","43.44251928157039"
"7307","43.46845668075239","43.46845668075239","43.46845668075239"
"7310","43.6485067881094","43.6485067881094","43.6485067881094"
"7313","44.64971687448765","44.64971687448765","44.64971687448765"
"7316","46.11308179586491","46.11308179586491","46.11308179586491"
"7319","46.258409349532165","46.258409349532165","46.258409349532165"
"7322","48.46523131711842","48.46523131711842","48.46523131711842"
"7325","48.19733174995648","48.19733174995648","48.19733174995648"
"7328","47.454018675133376","47.454018675133376","47.454018675133376"
"7331","49.08548740033494","49.08548740033494","49.08548740033494"
"7334","49.47901291498531","49.47901291498531","49.47901291498531"
"7337","49.75205542348162","49.75205542348162","49.75205542348162"
"7340","49.05156846878188","49.05156846878188","49.05156846878188"
"7343","48.76278246715438","48.76278246715438","48.76278246715438"
"7346","48.94836679092106","48.94836679092106","48.94836679092106"
"7349","49.81419597762904","49.81419597762904","49.81419597762904"
"7352","50.1345814877178","50.1345814877178","50.1345814877178"
"7355","50.7009549637535","50.7009549637535","50.7009549637535"
"7358","52.07747649014491","52.07747649014491","52.07747649014491"
"7361","52.27198753654327","52.27198753654327","52.27198753654327"
"7364","52.24019156020536","52.24019156020536","52.24019156020536"
"7367","52.60216516521425","52.60216516521425","52.60216516521425"
"7370","53.3499720244953","53.3499720244953","53.3499720244953"
"7373","54.17834255680558","54.17834255680558","54.17834255680558"
"7376","54.01087619706926","54.01087619706926","54.01087619706926"
"7379","54.60078787727058","54.60078787727058","54.60078787727058"
"7382","55.97566725745647","55.97566725745647","55.97566725745647"
"7385","56.79566333950248","56.79566333950248","56.79566333950248"
"7388","56.16484956309027","56.16484956309027","56.16484956309027"
"7391","58.39647283426831","58.39647283426831","58.39647283426831"
"7394","57.972539077367976","57.972539077367976","57.972539077367976"
"7397","59.19619810437088","59.19619810437088","59.19619810437088"
"7400","58.442493840422365","58.442493840422365","58.442493840422365"
"7403","58.5620300279991","58.5620300279991","58.5620300279991"
"7406","59.12083350362625","59.12083350362625","59.12083350362625"
"7409","59.44006998719181","59.44006998719181","59.44006998719181"
"7412","58.35404475133269","58.35404475133269","58.35404475133269"
"7415","59.829528884993316","59.829528884993316","59.829528884993316"
"7418","59.34867264013315","59.34867264013315","59.34867264013315"
"7421","59.35683053005483","59.35683053005483","59.35683053005483"
"7424","59.30672088495031","59.30672088495031","59.30672088495031"
"7427","59.08420478297841","59.08420478297841","59.08420478297841"
"7430","57.829926363013044","57.829926363013044","57.829926363013044"
"7433","57.00005039090444","57.00005039090444","57.00005039090444"
"7436","57.30796470131015","57.30796470131015","57.30796470131015"
"7439","57.10442142884651","57.10442142884651","57.10442142884651"
"7442","57.50466663065475","57.50466663065475","57.50466663065475"
"7445","58.74053002543015","58.74053002543015","58.74053002543015"
"7448","57.73040979900532","57.73040979900532","57.73040979900532"
"7451","58.226463029926926","58.226463029926926","58.226463029926926"
"7454","58.149148382808335","58.149148382808335","58.149148382808335"
"7457","57.371148999694995","57.371148999694995","57.371148999694995"
"7460","56.917688851519415","56.917688851519415","56.917688851519415"
"7463","56.383420654952026","56.383420654952026","56.383420654952026"
"7466","55.79850918342231","55.79850918342231","55.79850918342231"
"7469","55.73043380871903","55.73043380871903","55.73043380871903"
"7472","56.31373077428765","56.31373077428765","56.31373077428765"
"7475","56.306691957749635","56.306691957749635","56.306691957749635"
"7478","57.418478190589376","57.418478190589376","57.418478190589376"
"7481","57.691138901557714","57.691138901557714","57.691138901557714"
"7484","58.63628289710093","58.63628289710093","58.63628289710093"
"7487","58.488084882572366","58.488084882572366","58.488084882572366"
"7490","58.51365606725202","58.51365606725202","58.51365606725202"
"7493","58.397754532996174","58.397754532996174","58.397754532996174"
"7496","58.18220079688229","58.18220079688229","58.18220079688229"
"7499","57.73200820344358","57.73200820344358","57.73200820344358"
"7502","57.958078226856315","57.958078226856315","57.958078226856315"
"7505","57.9521445043377","57.9521445043377","57.9521445043377"
"7508","58.19194168124559","58.19194168124559","58.19194168124559"
"7511","57.752866452658765","57.752866452658765","57.752866452658765"
"7514","55.96320704935375","55.96320704935375","55.96320704935375"
"7517","55.93549507661656","55.93549507661656","55.93549507661656"
"7520","56.360216991650866","56.360216991650866","56.360216991650866"
"7523","56.30538040126758","56.30538040126758","56.30538040126758"
"7526","55.18114013048382","55.18114013048382","55.18114013048382"
"7529","56.31238848879946","56.31238848879946","56.31238848879946"
"7532","56.30433153307074","56.30433153307074","56.30433153307074"
"7535","56.24325300666088","56.24325300666088","56.24325300666088"
"7538","54.900916545339186","54.900916545339186","54.900916545339186"
"7541","54.74647242988014","54.74647242988014","54.74647242988014"
"7544","53.93146112197057","53.93146112197057","53.93146112197057"
"7547","53.88583678676309","53.88583678676309","53.88583678676309"
"7550","53.9896309859703","53.9896309859703","53.9896309859703"
"7553","54.95613518816584","54.95613518816584","54.95613518816584"
"7556","54.00559874401506","54.00559874401506","54.00559874401506"
"7559","53.947124834185296","53.947124834185296","53.947124834185296"
"7562","54.059815712246355","54.059815712246355","54.059815712246355"
"7565","54.064554958583365","54.064554958583365","54.064554958583365"
"7568","52.38786287572335","52.38786287572335","52.38786287572335"
"7571","52.49312807312821","52.49312807312821","52.49312807312821"
"7574","51.136723848293705","51.136723848293705","51.136723848293705"
"7577","53.194675634838276","53.194675634838276","53.194675634838276"
"7580","53.33666617666144","53.33666617666144","53.33666617666144"
"7583","54.421791783806654","54.421791783806654","54.421791783806654"
"7586","52.87511395395541","52.87511395395541","52.87511395395541"
"7589","53.02748857532609","53.02748857532609","53.02748857532609"
"7592","54.09675771692937","54.09675771692937","54.09675771692937"
"7595","53.142649517546175","53.142649517546175","53.142649517546175"
"7598","51.85386420449808","51.85386420449808","51.85386420449808"
"7601","51.617749942145295","51.617749942145295","51.617749942145295"
"7604","51.85345358716027","51.85345358716027","51.85345358716027"
"7607","51.69828498368751","51.69828498368751","51.69828498368751"
"7610","49.08226097179673","49.08226097179673","49.08226097179673"
"7613","48.037701959468606","48.037701959468606","48.037701959468606"
"7616","48.61341396282034","48.61341396282034","48.61341396282034"
"7619","50.821948024074025","50.821948024074025","50.821948024074025"
"7622","49.67892619797953","49.67892619797953","49.67892619797953"
"7625","50.11196202349266","50.11196202349266","50.11196202349266"
"7628","49.50656612623749","49.50656612623749","49.50656612623749"
"7631","47.48752863031698","47.48752863031698","47.48752863031698"
"7634","46.49108795967849","46.49108795967849","46.49108795967849"
"7637","45.87645412113752","45.87645412113752","45.87645412113752"
"7640","46.34438336298847","46.34438336298847","46.34438336298847"
"7643","48.50852530076519","48.50852530076519","48.50852530076519"
"7646","48.29622373229065","48.29622373229065","48.29622373229065"
"7649","47.560014870386176","47.560014870386176","47.560014870386176"
"7652","46.43260699392755","46.43260699392755","46.43260699392755"
"7655","46.33819721607551","46.33819721607551","46.33819721607551"
"7658","46.25836463649971","46.25836463649971","46.25836463649971"
"7661","47.39293746025955","47.39293746025955","47.39293746025955"
"7664","48.56733529343414","48.56733529343414","48.56733529343414"
"7667","49.889831163920626","49.889831163920626","49.889831163920626"
"7670","49.28401137381964","49.28401137381964","49.28401137381964"
"7673","47.41411251591956","47.41411251591956","47.41411251591956"
"7676","47.27430393508573","47.27430393508573","47.27430393508573"
"7679","46.937713483336246","46.937713483336246","46.937713483336246"
"7682","45.49900499927477","45.49900499927477","45.49900499927477"
"7685","45.71488738738629","45.71488738738629","45.71488738738629"
"7688","45.8145529983133","45.8145529983133","45.8145529983133"
"7691","46.02363478820576","46.02363478820576","46.02363478820576"
"7694","47.70862147602943","47.70862147602943","47.70862147602943"
"7697","48.93720875035276","48.93720875035276","48.93720875035276"
"7700","48.83971560804768","48.83971560804768","48.83971560804768"
"7703","48.46114544719467","48.46114544719467","48.46114544719467"
"7706","49.536484311391675","49.536484311391675","49.536484311391675"
"7709","48.936440879199964","48.936440879199964","48.936440879199964"
"7712","48.53685221714464","48.53685221714464","48.53685221714464"
"7715","50.45322257233377","50.45322257233377","50.45322257233377"
"7718","51.28905708240951","51.28905708240951","51.28905708240951"
"7721","51.31133319408709","51.31133319408709","51.31133319408709"
"7724","52.026486862044024","52.026486862044024","52.026486862044024"
"7727","50.40325610253357","50.40325610253357","50.40325610253357"
"7730","50.21725942843843","50.21725942843843","50.21725942843843"
"7733","49.77596303828512","49.77596303828512","49.77596303828512"
"7736","48.475988669798554","48.475988669798554","48.475988669798554"
"7739","48.30741152559063","48.30741152559063","48.30741152559063"
"7742","48.697828163003","48.697828163003","48.697828163003"
"7745","48.1961586206692","48.1961586206692","48.1961586206692"
"7748","48.34702295340197","48.34702295340197","48.34702295340197"
"7751","48.81370430856016","48.81370430856016","48.81370430856016"
"7754","47.06646605473247","47.06646605473247","47.06646605473247"
"7757","46.375233899803376","46.375233899803376","46.375233899803376"
"7760","46.70861623527724","46.70861623527724","46.70861623527724"
"7763","46.382504804603585","46.382504804603585","46.382504804603585"
"7766","46.18381713059424","46.18381713059424","46.18381713059424"
"7769","45.57926267419469","45.57926267419469","45.57926267419469"
"7772","45.32101019212154","45.32101019212154","45.32101019212154"
"7775","45.409997845474244","45.409997845474244","45.409997845474244"
"7778","46.000547329572335","46.000547329572335","46.000547329572335"
"7781","46.72947338749525","46.72947338749525","46.72947338749525"
"7784","47.676008126955","47.676008126955","47.676008126955"
"7787","48.74407400603964","48.74407400603964","48.74407400603964"
"7790","49.76997025068323","49.76997025068323","49.76997025068323"
"7793","48.83327197819048","48.83327197819048","48.83327197819048"
"7796","49.4587686649022","49.4587686649022","49.4587686649022"
"7799","49.70693382774318","49.70693382774318","49.70693382774318"
"7802","49.61355352585369","49.61355352585369","49.61355352585369"
"7805","50.270092395652874","50.270092395652874","50.270092395652874"
"7808","50.88464895143124","50.88464895143124","50.88464895143124"
"7811","52.68657954017798","52.68657954017798","52.68657954017798"
"7814","51.49622667388338","51.49622667388338","51.49622667388338"
"7817","52.11628428631951","52.11628428631951","52.11628428631951"
"7820","52.699663929076735","52.699663929076735","52.699663929076735"
"7823","53.23085550150716","53.23085550150716","53.23085550150716"
"7826","52.84128716714496","52.84128716714496","52.84128716714496"
"7829","51.79986228874557","51.79986228874557","51.79986228874557"
"7832","51.705011118271685","51.705011118271685","51.705011118271685"
"7835","54.189156175107016","54.189156175107016","54.189156175107016"
"7838","54.15632781066854","54.15632781066854","54.15632781066854"
"7841","53.90896631240099","53.90896631240099","53.90896631240099"
"7844","54.525902926833126","54.525902926833126","54.525902926833126"
"7847","55.15182030749261","55.15182030749261","55.15182030749261"
"7850","55.14462641110646","55.14462641110646","55.14462641110646"
"7853","55.95929023244367","55.95929023244367","55.95929023244367"
"7856","57.55188760612692","57.55188760612692","57.55188760612692"
"7859","58.726971444108045","58.726971444108045","58.726971444108045"
"7862","58.81191931627521","58.81191931627521","58.81191931627521"
"7865","58.33866019936178","58.33866019936178","58.33866019936178"
"7868","57.95631506271528","57.95631506271528","57.95631506271528"
"7871","58.70689728410603","58.70689728410603","58.70689728410603"
"7874","57.6466579217029","57.6466579217029","57.6466579217029"
"7877","56.76760501611177","56.76760501611177","56.76760501611177"
"7880","56.254344152861414","56.254344152861414","56.254344152861414"
"7883","56.04790398638167","56.04790398638167","56.04790398638167"
"7886","56.27036093144736","56.27036093144736","56.27036093144736"
"7889","55.773015159622055","55.773015159622055","55.773015159622055"
"7892","55.794557026612345","55.794557026612345","55.794557026612345"
"7895","56.91698338711291","56.91698338711291","56.91698338711291"
"7898","57.25310984006591","57.25310984006591","57.25310984006591"
"7901","57.0108281764504","57.0108281764504","57.0108281764504"
"7904","56.79784450818309","56.79784450818309","56.79784450818309"
"7907","57.176334043259196","57.176334043259196","57.176334043259196"
"7910","56.86027061711558","56.86027061711558","56.86027061711558"
"7913","56.2869940168966","56.2869940168966","56.2869940168966"
"7916","54.755561197611975","54.755561197611975","54.755561197611975"
"7919","56.69014586418608","56.69014586418608","56.69014586418608"
"7922","55.83159153867432","55.83159153867432","55.83159153867432"
"7925","56.86507121226557","56.86507121226557","56.86507121226557"
"7928","59.248062510015636","59.248062510015636","59.248062510015636"
"7931","58.3887147046409","58.3887147046409","58.3887147046409"
"7934","58.82247458013645","58.82247458013645","58.82247458013645"
"7937","59.98993805024068","59.98993805024068","59.98993805024068"
"7940","61.5442602855051","61.5442602855051","61.5442602855051"
"7943","61.93771941030097","61.93771941030097","61.93771941030097"
"7946","63.455373536578335","63.455373536578335","63.455373536578335"
"7949","62.83078395122665","62.83078395122665","62.83078395122665"
"7952","63.13787253890154","63.13787253890154","63.13787253890154"
"7955","62.858848405960124","62.858848405960124","62.858848405960124"
"7958","62.342594066750635","62.342594066750635","62.342594066750635"
"7961","63.02864886085204","63.02864886085204","63.02864886085204"
"7964","64.18479074146163","64.18479074146163","64.18479074146163"
"7967","64.6568546047711","64.6568546047711","64.6568546047711"
"7970","63.40961767086721","63.40961767086721","63.40961767086721"
"7973","62.6709875513691","62.6709875513691","62.6709875513691"
"7976","62.62347200709215","62.62347200709215","62.62347200709215"
"7979","62.89025537238172","62.89025537238172","62.89025537238172"
"7982","63.0833894809978","63.0833894809978","63.0833894809978"
"7985","62.94208779357706","62.94208779357706","62.94208779357706"
"7988","63.48518327497153","63.48518327497153","63.48518327497153"
"7991","62.07915109634594","62.07915109634594","62.07915109634594"
