"Step","MADDPG_MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)","MADDPG_MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG_MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"7727","11.485884857569607","11.485884857569607","11.485884857569607"
"7734","11.782110696231433","11.782110696231433","11.782110696231433"
"7741","11.7391210755398","11.7391210755398","11.7391210755398"
"7748","10.356106940442407","10.356106940442407","10.356106940442407"
"7755","9.55436715031879","9.55436715031879","9.55436715031879"
"7762","7.646999586723157","7.646999586723157","7.646999586723157"
"7769","7.307845331638694","7.307845331638694","7.307845331638694"
"7776","7.06069921934255","7.06069921934255","7.06069921934255"
"7783","7.4105486960400615","7.4105486960400615","7.4105486960400615"
"7790","7.718760228981727","7.718760228981727","7.718760228981727"
"7797","5.718609123223291","5.718609123223291","5.718609123223291"
"7804","5.9472992596285215","5.9472992596285215","5.9472992596285215"
"7811","5.577655553285428","5.577655553285428","5.577655553285428"
"7818","6.027650531399342","6.027650531399342","6.027650531399342"
"7825","6.142045804076726","6.142045804076726","6.142045804076726"
"7832","6.0809172096178425","6.0809172096178425","6.0809172096178425"
"7839","5.481528131932144","5.481528131932144","5.481528131932144"
"7846","5.187339927419124","5.187339927419124","5.187339927419124"
"7853","5.069065141126475","5.069065141126475","5.069065141126475"
"7860","5.342354262988756","5.342354262988756","5.342354262988756"
"7867","5.83584555172603","5.83584555172603","5.83584555172603"
"7874","5.918954022646201","5.918954022646201","5.918954022646201"
"7881","6.160743261236976","6.160743261236976","6.160743261236976"
"7888","6.101439762952388","6.101439762952388","6.101439762952388"
"7895","5.750405892912105","5.750405892912105","5.750405892912105"
"7902","4.853797144969551","4.853797144969551","4.853797144969551"
"7909","4.272497911812948","4.272497911812948","4.272497911812948"
"7916","3.3312668894810504","3.3312668894810504","3.3312668894810504"
"7923","3.1048298548696436","3.1048298548696436","3.1048298548696436"
"7930","2.7685851005085316","2.7685851005085316","2.7685851005085316"
"7937","2.9940134389379307","2.9940134389379307","2.9940134389379307"
"7944","2.9898981445929844","2.9898981445929844","2.9898981445929844"
"7951","2.469649167943125","2.469649167943125","2.469649167943125"
"7958","2.8493406355600768","2.8493406355600768","2.8493406355600768"
"7965","3.0052465908631696","3.0052465908631696","3.0052465908631696"
"7972","2.248060467653315","2.248060467653315","2.248060467653315"
"7979","2.3276805877743993","2.3276805877743993","2.3276805877743993"
"7986","1.3566339626784742","1.3566339626784742","1.3566339626784742"
"7993","2.7166875787197267","2.7166875787197267","2.7166875787197267"
"8000","2.7684207583821814","2.7684207583821814","2.7684207583821814"
"8007","2.3557445822799985","2.3557445822799985","2.3557445822799985"
"8014","2.6236003078609684","2.6236003078609684","2.6236003078609684"
"8021","2.213606567303236","2.213606567303236","2.213606567303236"
"8028","2.396276441565367","2.396276441565367","2.396276441565367"
"8035","1.4978683734408467","1.4978683734408467","1.4978683734408467"
"8042","2.3794642519470095","2.3794642519470095","2.3794642519470095"
"8049","1.8665614909614974","1.8665614909614974","1.8665614909614974"
"8056","3.1476168020094324","3.1476168020094324","3.1476168020094324"
"8063","2.796070067479828","2.796070067479828","2.796070067479828"
"8070","2.5860594867083653","2.5860594867083653","2.5860594867083653"
"8077","2.5945041878932624","2.5945041878932624","2.5945041878932624"
"8084","2.3618633788061736","2.3618633788061736","2.3618633788061736"
"8091","2.2188119399553785","2.2188119399553785","2.2188119399553785"
"8098","2.425585287369085","2.425585287369085","2.425585287369085"
"8105","2.027694022916858","2.027694022916858","2.027694022916858"
"8112","1.442383852690291","1.442383852690291","1.442383852690291"
"8119","0.9791400562859037","0.9791400562859037","0.9791400562859037"
"8126","0.24244771480148256","0.24244771480148256","0.24244771480148256"
"8133","-0.3892517995861153","-0.3892517995861153","-0.3892517995861153"
"8140","-1.2240449046214632","-1.2240449046214632","-1.2240449046214632"
"8147","-1.1099440424264309","-1.1099440424264309","-1.1099440424264309"
"8154","-1.5338864595016133","-1.5338864595016133","-1.5338864595016133"
"8161","-1.823051693778459","-1.823051693778459","-1.823051693778459"
"8168","-1.5534542898272992","-1.5534542898272992","-1.5534542898272992"
"8175","-1.5547494200106484","-1.5547494200106484","-1.5547494200106484"
"8182","-1.02783283058222","-1.02783283058222","-1.02783283058222"
"8189","-1.9334440793814898","-1.9334440793814898","-1.9334440793814898"
"8196","-2.7268101273973446","-2.7268101273973446","-2.7268101273973446"
"8203","-3.165142676222232","-3.165142676222232","-3.165142676222232"
"8210","-3.2809234322999843","-3.2809234322999843","-3.2809234322999843"
"8217","-2.863988725695159","-2.863988725695159","-2.863988725695159"
"8224","-3.199229210332325","-3.199229210332325","-3.199229210332325"
"8231","-2.9602021276675945","-2.9602021276675945","-2.9602021276675945"
"8238","-2.936032779902655","-2.936032779902655","-2.936032779902655"
"8245","-1.6241715554703031","-1.6241715554703031","-1.6241715554703031"
"8252","-1.639877049087876","-1.639877049087876","-1.639877049087876"
"8259","-0.8895534613596459","-0.8895534613596459","-0.8895534613596459"
"8266","-1.6492413655543376","-1.6492413655543376","-1.6492413655543376"
"8273","-2.2524923599161566","-2.2524923599161566","-2.2524923599161566"
"8280","-1.628186044346912","-1.628186044346912","-1.628186044346912"
"8287","-1.234533838013853","-1.234533838013853","-1.234533838013853"
"8294","-0.12897235204613197","-0.12897235204613197","-0.12897235204613197"
"8301","1.1604555466320865","1.1604555466320865","1.1604555466320865"
"8308","1.7869855229441236","1.7869855229441236","1.7869855229441236"
"8315","2.1084081386607343","2.1084081386607343","2.1084081386607343"
"8322","2.2595985706459256","2.2595985706459256","2.2595985706459256"
"8329","2.304381575119666","2.304381575119666","2.304381575119666"
"8336","1.8213754156208208","1.8213754156208208","1.8213754156208208"
"8343","2.0283828405187685","2.0283828405187685","2.0283828405187685"
"8350","3.0018689383498596","3.0018689383498596","3.0018689383498596"
"8357","3.0182899866098563","3.0182899866098563","3.0182899866098563"
"8364","3.807248838392478","3.807248838392478","3.807248838392478"
"8371","3.953946588009377","3.953946588009377","3.953946588009377"
"8378","3.7037855474058716","3.7037855474058716","3.7037855474058716"
"8385","3.1566609458293295","3.1566609458293295","3.1566609458293295"
"8392","2.79528756012086","2.79528756012086","2.79528756012086"
"8399","2.841760875804423","2.841760875804423","2.841760875804423"
"8406","2.7150102941557686","2.7150102941557686","2.7150102941557686"
"8413","2.5835373410730273","2.5835373410730273","2.5835373410730273"
"8420","2.1087383279527105","2.1087383279527105","2.1087383279527105"
"8427","1.8432829178371493","1.8432829178371493","1.8432829178371493"
"8434","2.5099345492635035","2.5099345492635035","2.5099345492635035"
"8441","1.804747306768259","1.804747306768259","1.804747306768259"
"8448","1.3608423504286957","1.3608423504286957","1.3608423504286957"
"8455","1.0077815390971223","1.0077815390971223","1.0077815390971223"
"8462","2.2719396922825","2.2719396922825","2.2719396922825"
"8469","0.9041956728544637","0.9041956728544637","0.9041956728544637"
"8476","1.4126852188849839","1.4126852188849839","1.4126852188849839"
"8483","1.190983814772132","1.190983814772132","1.190983814772132"
"8490","1.2518503895953337","1.2518503895953337","1.2518503895953337"
"8497","0.684526329066658","0.684526329066658","0.684526329066658"
"8504","1.05075479941251","1.05075479941251","1.05075479941251"
"8511","0.9496913990072948","0.9496913990072948","0.9496913990072948"
"8518","0.29041699402395627","0.29041699402395627","0.29041699402395627"
"8525","1.7220094419522318","1.7220094419522318","1.7220094419522318"
"8532","1.814761320063923","1.814761320063923","1.814761320063923"
"8539","3.7300043166762396","3.7300043166762396","3.7300043166762396"
"8546","2.7472340962093798","2.7472340962093798","2.7472340962093798"
"8553","2.57624061336407","2.57624061336407","2.57624061336407"
"8560","2.6232321342608356","2.6232321342608356","2.6232321342608356"
"8567","1.7818587728316369","1.7818587728316369","1.7818587728316369"
"8574","2.6916594700352046","2.6916594700352046","2.6916594700352046"
"8581","2.3554088526354917","2.3554088526354917","2.3554088526354917"
"8588","2.079513155502421","2.079513155502421","2.079513155502421"
"8595","3.1648808535866015","3.1648808535866015","3.1648808535866015"
"8602","2.8317673839615822","2.8317673839615822","2.8317673839615822"
"8609","3.0065495676205916","3.0065495676205916","3.0065495676205916"
"8616","3.3301705884396218","3.3301705884396218","3.3301705884396218"
"8623","3.235537450387116","3.235537450387116","3.235537450387116"
"8630","2.744773565271379","2.744773565271379","2.744773565271379"
"8637","2.8219117938260245","2.8219117938260245","2.8219117938260245"
"8644","3.3634353615196404","3.3634353615196404","3.3634353615196404"
"8651","3.397745379821208","3.397745379821208","3.397745379821208"
"8658","4.065397931831519","4.065397931831519","4.065397931831519"
"8665","4.845985396852348","4.845985396852348","4.845985396852348"
"8672","5.239584493623712","5.239584493623712","5.239584493623712"
"8679","4.876258401974822","4.876258401974822","4.876258401974822"
"8686","4.5609774585331335","4.5609774585331335","4.5609774585331335"
"8693","4.825429863236896","4.825429863236896","4.825429863236896"
"8700","5.038165347683761","5.038165347683761","5.038165347683761"
"8707","5.440426184793679","5.440426184793679","5.440426184793679"
"8714","4.818990958071537","4.818990958071537","4.818990958071537"
"8721","3.9427027947424738","3.9427027947424738","3.9427027947424738"
"8728","4.362356406757474","4.362356406757474","4.362356406757474"
"8735","5.138023536194306","5.138023536194306","5.138023536194306"
"8742","4.987207741758179","4.987207741758179","4.987207741758179"
"8749","5.36961712710131","5.36961712710131","5.36961712710131"
"8756","5.560947219955591","5.560947219955591","5.560947219955591"
"8763","4.5616583806054045","4.5616583806054045","4.5616583806054045"
"8770","5.713184127150055","5.713184127150055","5.713184127150055"
"8777","6.858842516466844","6.858842516466844","6.858842516466844"
"8784","7.3217614131363415","7.3217614131363415","7.3217614131363415"
"8791","7.456535797893242","7.456535797893242","7.456535797893242"
"8798","7.953446152950728","7.953446152950728","7.953446152950728"
"8805","8.344127315663968","8.344127315663968","8.344127315663968"
"8812","8.699035055477028","8.699035055477028","8.699035055477028"
"8819","6.687913330069602","6.687913330069602","6.687913330069602"
"8826","7.260403261091572","7.260403261091572","7.260403261091572"
"8833","7.31067228816471","7.31067228816471","7.31067228816471"
"8840","7.18049598681996","7.18049598681996","7.18049598681996"
"8847","7.909914176566304","7.909914176566304","7.909914176566304"
"8854","7.540890759167181","7.540890759167181","7.540890759167181"
"8861","7.1701259961821435","7.1701259961821435","7.1701259961821435"
"8868","7.805138366853655","7.805138366853655","7.805138366853655"
"8875","6.819979349885281","6.819979349885281","6.819979349885281"
"8882","6.243896245793524","6.243896245793524","6.243896245793524"
"8889","6.1463796958602925","6.1463796958602925","6.1463796958602925"
"8896","6.4990631718546465","6.4990631718546465","6.4990631718546465"
"8903","7.111891031096515","7.111891031096515","7.111891031096515"
"8910","7.296490664966012","7.296490664966012","7.296490664966012"
"8917","6.818610530711457","6.818610530711457","6.818610530711457"
"8924","7.5624911156294345","7.5624911156294345","7.5624911156294345"
"8931","7.204061596229946","7.204061596229946","7.204061596229946"
"8938","6.720869041796837","6.720869041796837","6.720869041796837"
"8945","5.930885450404511","5.930885450404511","5.930885450404511"
"8952","5.7649810486429285","5.7649810486429285","5.7649810486429285"
"8959","5.3878749083393025","5.3878749083393025","5.3878749083393025"
"8966","6.498845677288687","6.498845677288687","6.498845677288687"
"8973","6.476664367867342","6.476664367867342","6.476664367867342"
"8980","6.782206796746448","6.782206796746448","6.782206796746448"
"8987","6.746339089084914","6.746339089084914","6.746339089084914"
"8994","6.963974034345657","6.963974034345657","6.963974034345657"
"9001","8.070707826336918","8.070707826336918","8.070707826336918"
"9008","7.657668439991352","7.657668439991352","7.657668439991352"
"9015","8.15820147170044","8.15820147170044","8.15820147170044"
"9022","8.960526785492752","8.960526785492752","8.960526785492752"
"9029","8.388983747396189","8.388983747396189","8.388983747396189"
"9036","8.412625190405794","8.412625190405794","8.412625190405794"
"9043","8.495752023506363","8.495752023506363","8.495752023506363"
"9050","8.076797827276112","8.076797827276112","8.076797827276112"
"9057","8.327091828635563","8.327091828635563","8.327091828635563"
"9064","8.939939551625857","8.939939551625857","8.939939551625857"
"9071","9.083994582898171","9.083994582898171","9.083994582898171"
"9078","8.888556784140581","8.888556784140581","8.888556784140581"
"9085","9.720172970838195","9.720172970838195","9.720172970838195"
"9092","10.36902170523966","10.36902170523966","10.36902170523966"
"9099","10.923925542072398","10.923925542072398","10.923925542072398"
"9106","10.462612986600945","10.462612986600945","10.462612986600945"
"9113","10.52849804640946","10.52849804640946","10.52849804640946"
"9120","10.348797485702242","10.348797485702242","10.348797485702242"
"9127","11.057129483926236","11.057129483926236","11.057129483926236"
"9134","10.884334933268343","10.884334933268343","10.884334933268343"
"9141","10.557798182381353","10.557798182381353","10.557798182381353"
"9148","11.745884946934616","11.745884946934616","11.745884946934616"
"9155","12.025612087709856","12.025612087709856","12.025612087709856"
"9162","12.741702457486532","12.741702457486532","12.741702457486532"
"9169","12.836506227754032","12.836506227754032","12.836506227754032"
"9176","12.916780748166984","12.916780748166984","12.916780748166984"
"9183","12.178649001686372","12.178649001686372","12.178649001686372"
"9190","12.052992283497593","12.052992283497593","12.052992283497593"
"9197","12.144738871807913","12.144738871807913","12.144738871807913"
"9204","12.6906682617033","12.6906682617033","12.6906682617033"
"9211","13.15323935375407","13.15323935375407","13.15323935375407"
"9218","12.98698691725263","12.98698691725263","12.98698691725263"
"9225","12.433765370902593","12.433765370902593","12.433765370902593"
"9232","12.618787348105414","12.618787348105414","12.618787348105414"
"9239","12.65322478152784","12.65322478152784","12.65322478152784"
"9246","13.048462080974923","13.048462080974923","13.048462080974923"
"9253","13.46344570244857","13.46344570244857","13.46344570244857"
"9260","13.473656467780224","13.473656467780224","13.473656467780224"
"9267","12.879306475383988","12.879306475383988","12.879306475383988"
"9274","12.476680293168952","12.476680293168952","12.476680293168952"
"9281","12.465919906348665","12.465919906348665","12.465919906348665"
"9288","13.732228542572477","13.732228542572477","13.732228542572477"
"9295","14.66634853256576","14.66634853256576","14.66634853256576"
"9302","14.774634724862866","14.774634724862866","14.774634724862866"
"9309","15.364745165445697","15.364745165445697","15.364745165445697"
"9316","15.53122888354321","15.53122888354321","15.53122888354321"
"9323","16.038021724726665","16.038021724726665","16.038021724726665"
"9330","15.510720111981788","15.510720111981788","15.510720111981788"
"9337","15.426889318084557","15.426889318084557","15.426889318084557"
"9344","15.393839160681837","15.393839160681837","15.393839160681837"
"9351","15.402319114227534","15.402319114227534","15.402319114227534"
"9358","15.507366672152525","15.507366672152525","15.507366672152525"
"9365","15.284823358359251","15.284823358359251","15.284823358359251"
"9372","15.22263652349927","15.22263652349927","15.22263652349927"
"9379","15.450674316942804","15.450674316942804","15.450674316942804"
"9386","14.77073545366113","14.77073545366113","14.77073545366113"
"9393","13.664570729982657","13.664570729982657","13.664570729982657"
"9400","14.915026320589483","14.915026320589483","14.915026320589483"
"9407","14.956466869373905","14.956466869373905","14.956466869373905"
"9414","15.44494136545134","15.44494136545134","15.44494136545134"
"9421","15.845038219799301","15.845038219799301","15.845038219799301"
"9428","15.447933310541952","15.447933310541952","15.447933310541952"
"9435","13.404974506400077","13.404974506400077","13.404974506400077"
"9442","12.881305329002776","12.881305329002776","12.881305329002776"
"9449","12.712761122739785","12.712761122739785","12.712761122739785"
"9456","11.119914183321123","11.119914183321123","11.119914183321123"
"9463","11.218359682262427","11.218359682262427","11.218359682262427"
"9470","11.464359557024514","11.464359557024514","11.464359557024514"
"9477","10.87016046370717","10.87016046370717","10.87016046370717"
"9484","11.136690403333333","11.136690403333333","11.136690403333333"
"9491","11.109339516885584","11.109339516885584","11.109339516885584"
"9498","10.50424377124707","10.50424377124707","10.50424377124707"
"9505","11.506225685632241","11.506225685632241","11.506225685632241"
"9512","11.252857903916777","11.252857903916777","11.252857903916777"
"9519","11.366224634702432","11.366224634702432","11.366224634702432"
"9526","12.388030233986596","12.388030233986596","12.388030233986596"
"9533","12.297670498334828","12.297670498334828","12.297670498334828"
"9540","13.690492384323084","13.690492384323084","13.690492384323084"
"9547","13.784226290320833","13.784226290320833","13.784226290320833"
"9554","14.75542571708945","14.75542571708945","14.75542571708945"
"9561","14.856019777166612","14.856019777166612","14.856019777166612"
"9568","14.441877250647936","14.441877250647936","14.441877250647936"
"9575","15.379579937679443","15.379579937679443","15.379579937679443"
"9582","14.826544070018576","14.826544070018576","14.826544070018576"
"9589","15.221172186297313","15.221172186297313","15.221172186297313"
"9596","15.59727958922214","15.59727958922214","15.59727958922214"
"9603","15.947644993191584","15.947644993191584","15.947644993191584"
"9610","15.449611417474035","15.449611417474035","15.449611417474035"
"9617","14.586263667844708","14.586263667844708","14.586263667844708"
"9624","14.636497389349328","14.636497389349328","14.636497389349328"
"9631","14.541639984500643","14.541639984500643","14.541639984500643"
"9638","14.33889538982533","14.33889538982533","14.33889538982533"
"9645","13.797853365480634","13.797853365480634","13.797853365480634"
"9652","14.000493302426575","14.000493302426575","14.000493302426575"
"9659","14.264587188126741","14.264587188126741","14.264587188126741"
"9666","14.922459526910483","14.922459526910483","14.922459526910483"
"9673","14.660597343625977","14.660597343625977","14.660597343625977"
"9680","14.403649456448655","14.403649456448655","14.403649456448655"
"9687","14.622583137416004","14.622583137416004","14.622583137416004"
"9694","14.755004403965888","14.755004403965888","14.755004403965888"
"9701","13.861647737014671","13.861647737014671","13.861647737014671"
"9708","13.688692432794447","13.688692432794447","13.688692432794447"
"9715","13.755889658943813","13.755889658943813","13.755889658943813"
"9722","13.520717314667333","13.520717314667333","13.520717314667333"
"9729","13.311624081867606","13.311624081867606","13.311624081867606"
"9736","13.445333578824352","13.445333578824352","13.445333578824352"
"9743","13.3501622050812","13.3501622050812","13.3501622050812"
"9750","11.89947589662377","11.89947589662377","11.89947589662377"
"9757","11.720732107601144","11.720732107601144","11.720732107601144"
"9764","12.055250065390608","12.055250065390608","12.055250065390608"
"9771","12.679569357830733","12.679569357830733","12.679569357830733"
"9778","11.493182885313807","11.493182885313807","11.493182885313807"
"9785","11.669711375695302","11.669711375695302","11.669711375695302"
"9792","12.301598823520894","12.301598823520894","12.301598823520894"
"9799","12.870706403193935","12.870706403193935","12.870706403193935"
"9806","13.051818328310919","13.051818328310919","13.051818328310919"
"9813","12.725779819314717","12.725779819314717","12.725779819314717"
"9820","12.497759686068418","12.497759686068418","12.497759686068418"
"9827","12.794545079175222","12.794545079175222","12.794545079175222"
"9834","11.668709905606972","11.668709905606972","11.668709905606972"
"9841","11.291537546616548","11.291537546616548","11.291537546616548"
"9848","11.782817905546262","11.782817905546262","11.782817905546262"
"9855","13.414929233189877","13.414929233189877","13.414929233189877"
"9862","12.433549423938675","12.433549423938675","12.433549423938675"
"9869","13.499799659510943","13.499799659510943","13.499799659510943"
"9876","13.039325419334816","13.039325419334816","13.039325419334816"
"9883","12.719605563288294","12.719605563288294","12.719605563288294"
"9890","13.629914610595913","13.629914610595913","13.629914610595913"
"9897","14.161404738911024","14.161404738911024","14.161404738911024"
"9904","14.055527585212028","14.055527585212028","14.055527585212028"
"9911","14.898365206383353","14.898365206383353","14.898365206383353"
"9918","14.656320660006465","14.656320660006465","14.656320660006465"
"9925","14.890147616540002","14.890147616540002","14.890147616540002"
"9932","14.572659009406694","14.572659009406694","14.572659009406694"
"9939","15.049700498909644","15.049700498909644","15.049700498909644"
"9946","16.405133550441622","16.405133550441622","16.405133550441622"
"9953","16.76826486054831","16.76826486054831","16.76826486054831"
"9960","16.257889126057435","16.257889126057435","16.257889126057435"
"9967","17.318403029813748","17.318403029813748","17.318403029813748"
"9974","17.037815667252218","17.037815667252218","17.037815667252218"
"9981","17.802187100347783","17.802187100347783","17.802187100347783"
"9988","18.59588059496654","18.59588059496654","18.59588059496654"
"9995","17.815947059499084","17.815947059499084","17.815947059499084"
"10002","18.390929393315393","18.390929393315393","18.390929393315393"
"10009","18.35826069161371","18.35826069161371","18.35826069161371"
"10016","18.178093570500238","18.178093570500238","18.178093570500238"
"10023","18.280661437663625","18.280661437663625","18.280661437663625"
"10030","18.99414128194086","18.99414128194086","18.99414128194086"
"10037","19.72494043376028","19.72494043376028","19.72494043376028"
"10044","19.194966153455837","19.194966153455837","19.194966153455837"
"10051","19.776425575375317","19.776425575375317","19.776425575375317"
"10058","19.591601922832083","19.591601922832083","19.591601922832083"
"10065","20.07405775099935","20.07405775099935","20.07405775099935"
"10072","20.402897949124508","20.402897949124508","20.402897949124508"
"10079","22.07694373482467","22.07694373482467","22.07694373482467"
"10086","20.794458515576416","20.794458515576416","20.794458515576416"
"10093","20.439036453939337","20.439036453939337","20.439036453939337"
"10100","20.127213004748125","20.127213004748125","20.127213004748125"
"10107","19.844717420665216","19.844717420665216","19.844717420665216"
"10114","20.05854152000169","20.05854152000169","20.05854152000169"
"10121","20.73954165964607","20.73954165964607","20.73954165964607"
"10128","20.7561432754351","20.7561432754351","20.7561432754351"
"10135","19.54088865695023","19.54088865695023","19.54088865695023"
"10142","20.11047062416737","20.11047062416737","20.11047062416737"
"10149","19.822404190564395","19.822404190564395","19.822404190564395"
"10156","20.010294293532365","20.010294293532365","20.010294293532365"
"10163","20.926594557772447","20.926594557772447","20.926594557772447"
"10170","19.55413847046829","19.55413847046829","19.55413847046829"
"10177","18.708236814054363","18.708236814054363","18.708236814054363"
"10184","17.775795903622676","17.775795903622676","17.775795903622676"
"10191","16.78889409200678","16.78889409200678","16.78889409200678"
"10198","17.38405419675287","17.38405419675287","17.38405419675287"
"10205","16.86791717914247","16.86791717914247","16.86791717914247"
"10212","16.448489141754525","16.448489141754525","16.448489141754525"
"10219","16.846368757131742","16.846368757131742","16.846368757131742"
"10226","17.018193602811152","17.018193602811152","17.018193602811152"
"10233","17.165593788297702","17.165593788297702","17.165593788297702"
"10240","17.59519287250365","17.59519287250365","17.59519287250365"
"10247","17.337027061501843","17.337027061501843","17.337027061501843"
"10254","17.286583986663736","17.286583986663736","17.286583986663736"
"10261","17.467261215489252","17.467261215489252","17.467261215489252"
"10268","17.094085136202448","17.094085136202448","17.094085136202448"
"10275","16.901632827297465","16.901632827297465","16.901632827297465"
"10282","17.46731288225815","17.46731288225815","17.46731288225815"
"10289","17.753453321077707","17.753453321077707","17.753453321077707"
"10296","17.278270333090205","17.278270333090205","17.278270333090205"
"10303","17.008622279196512","17.008622279196512","17.008622279196512"
"10310","17.1573369435667","17.1573369435667","17.1573369435667"
"10317","16.5951752791883","16.5951752791883","16.5951752791883"
"10324","16.308504522429015","16.308504522429015","16.308504522429015"
"10331","16.227043694016395","16.227043694016395","16.227043694016395"
"10338","16.43591227403708","16.43591227403708","16.43591227403708"
"10345","16.78052905847644","16.78052905847644","16.78052905847644"
"10352","17.37044090789434","17.37044090789434","17.37044090789434"
"10359","16.32372200449692","16.32372200449692","16.32372200449692"
"10366","15.546672601374121","15.546672601374121","15.546672601374121"
"10373","16.0929452662192","16.0929452662192","16.0929452662192"
"10380","15.805072756175129","15.805072756175129","15.805072756175129"
"10387","16.0207274879392","16.0207274879392","16.0207274879392"
"10394","15.842149387603701","15.842149387603701","15.842149387603701"
"10401","15.121974780643917","15.121974780643917","15.121974780643917"
"10408","14.992054853891139","14.992054853891139","14.992054853891139"
"10415","14.663167483241104","14.663167483241104","14.663167483241104"
"10422","13.920522143114535","13.920522143114535","13.920522143114535"
"10429","13.85493246281461","13.85493246281461","13.85493246281461"
"10436","14.815678882219688","14.815678882219688","14.815678882219688"
"10443","14.171453301902813","14.171453301902813","14.171453301902813"
"10450","14.514746733651107","14.514746733651107","14.514746733651107"
"10457","14.364104219101772","14.364104219101772","14.364104219101772"
"10464","14.505250246626723","14.505250246626723","14.505250246626723"
"10471","14.365782809833432","14.365782809833432","14.365782809833432"
"10478","15.945346612740519","15.945346612740519","15.945346612740519"
"10485","15.656945643266852","15.656945643266852","15.656945643266852"
"10492","16.67476214932631","16.67476214932631","16.67476214932631"
"10499","16.623445296566146","16.623445296566146","16.623445296566146"
"10506","16.97706515242584","16.97706515242584","16.97706515242584"
"10513","17.50972868188654","17.50972868188654","17.50972868188654"
"10520","17.41849412102603","17.41849412102603","17.41849412102603"
"10527","17.287838151423895","17.287838151423895","17.287838151423895"
"10534","17.97488345501283","17.97488345501283","17.97488345501283"
"10541","18.263375813336374","18.263375813336374","18.263375813336374"
"10548","17.098260963560094","17.098260963560094","17.098260963560094"
"10555","17.48059027083865","17.48059027083865","17.48059027083865"
"10562","17.444277368797014","17.444277368797014","17.444277368797014"
"10569","18.193956159402408","18.193956159402408","18.193956159402408"
"10576","18.85048248334411","18.85048248334411","18.85048248334411"
"10583","19.35361515323413","19.35361515323413","19.35361515323413"
"10590","20.30295205029285","20.30295205029285","20.30295205029285"
"10597","21.03088881398355","21.03088881398355","21.03088881398355"
"10604","20.448808127321236","20.448808127321236","20.448808127321236"
"10611","20.15719536263264","20.15719536263264","20.15719536263264"
"10618","20.80269279601187","20.80269279601187","20.80269279601187"
"10625","20.73516595185504","20.73516595185504","20.73516595185504"
"10632","20.414920878058414","20.414920878058414","20.414920878058414"
"10639","20.34501222597225","20.34501222597225","20.34501222597225"
"10646","20.607645938013203","20.607645938013203","20.607645938013203"
"10653","20.938391598752595","20.938391598752595","20.938391598752595"
"10660","21.854982191626085","21.854982191626085","21.854982191626085"
"10667","22.013990941074915","22.013990941074915","22.013990941074915"
"10674","23.223637611891622","23.223637611891622","23.223637611891622"
"10681","23.698532569465428","23.698532569465428","23.698532569465428"
"10688","23.049930040281623","23.049930040281623","23.049930040281623"
"10695","22.19512184730922","22.19512184730922","22.19512184730922"
"10702","21.875192345758855","21.875192345758855","21.875192345758855"
"10709","21.693574517720165","21.693574517720165","21.693574517720165"
"10716","21.252557258158994","21.252557258158994","21.252557258158994"
"10723","21.807353941627706","21.807353941627706","21.807353941627706"
"10730","22.367945979280158","22.367945979280158","22.367945979280158"
"10737","22.534247228155238","22.534247228155238","22.534247228155238"
"10744","22.752066430941102","22.752066430941102","22.752066430941102"
"10751","22.81956209836354","22.81956209836354","22.81956209836354"
"10758","23.117210150187784","23.117210150187784","23.117210150187784"
"10765","23.29570619897384","23.29570619897384","23.29570619897384"
"10772","24.445980160049285","24.445980160049285","24.445980160049285"
"10779","24.47144274642611","24.47144274642611","24.47144274642611"
"10786","24.95696975359225","24.95696975359225","24.95696975359225"
"10793","25.739188021012367","25.739188021012367","25.739188021012367"
"10800","24.784325945623255","24.784325945623255","24.784325945623255"
"10807","24.218540652932965","24.218540652932965","24.218540652932965"
"10814","24.015527668660432","24.015527668660432","24.015527668660432"
"10821","23.504700174831115","23.504700174831115","23.504700174831115"
"10828","23.362039844290447","23.362039844290447","23.362039844290447"
"10835","23.70508887801424","23.70508887801424","23.70508887801424"
"10842","24.155885415681542","24.155885415681542","24.155885415681542"
"10849","24.355698993672284","24.355698993672284","24.355698993672284"
"10856","24.38128215759829","24.38128215759829","24.38128215759829"
"10863","24.563996260176065","24.563996260176065","24.563996260176065"
"10870","24.572717588257266","24.572717588257266","24.572717588257266"
"10877","26.562818858716923","26.562818858716923","26.562818858716923"
"10884","26.80899151741692","26.80899151741692","26.80899151741692"
"10891","27.471427175340615","27.471427175340615","27.471427175340615"
"10898","28.542183241906876","28.542183241906876","28.542183241906876"
"10905","27.99434821719009","27.99434821719009","27.99434821719009"
"10912","30.033134064698416","30.033134064698416","30.033134064698416"
"10919","30.243025269755023","30.243025269755023","30.243025269755023"
"10926","30.229625140440202","30.229625140440202","30.229625140440202"
"10933","31.004878264049953","31.004878264049953","31.004878264049953"
"10940","30.73511487146034","30.73511487146034","30.73511487146034"
"10947","30.35685275316445","30.35685275316445","30.35685275316445"
"10954","29.91174439297724","29.91174439297724","29.91174439297724"
"10961","29.950797412852634","29.950797412852634","29.950797412852634"
"10968","29.658856782412066","29.658856782412066","29.658856782412066"
"10975","28.034603356104896","28.034603356104896","28.034603356104896"
"10982","28.383866765474878","28.383866765474878","28.383866765474878"
"10989","28.52080814915778","28.52080814915778","28.52080814915778"
