"Step","DQN_DQN_4_2 - Mean Episode Reward (Last 1000 episodes)","DQN_DQN_4_2 - Mean Episode Reward (Last 1000 episodes)__MIN","DQN_DQN_4_2 - Mean Episode Reward (Last 1000 episodes)__MAX"
"96","-101.79321912432684","-101.79321912432684","-101.79321912432684"
"97","-101.19981042695997","-101.19981042695997","-101.19981042695997"
"98","-102.2055051096262","-102.2055051096262","-102.2055051096262"
"99","-103.5942497935991","-103.5942497935991","-103.5942497935991"
"100","-104.05693196607736","-104.05693196607736","-104.05693196607736"
"101","-105.04679970426115","-105.04679970426115","-105.04679970426115"
"102","-105.8063247987568","-105.8063247987568","-105.8063247987568"
"103","-106.67611441833495","-106.67611441833495","-106.67611441833495"
"104","-107.44265173091117","-107.44265173091117","-107.44265173091117"
"105","-107.20490697622706","-107.20490697622706","-107.20490697622706"
"106","-108.79435885071851","-108.79435885071851","-108.79435885071851"
"107","-107.08802416414528","-107.08802416414528","-107.08802416414528"
"108","-107.62296007409957","-107.62296007409957","-107.62296007409957"
"109","-107.13901497928639","-107.13901497928639","-107.13901497928639"
"110","-106.42099283318585","-106.42099283318585","-106.42099283318585"
"111","-105.90085042800187","-105.90085042800187","-105.90085042800187"
"112","-105.11890697302985","-105.11890697302985","-105.11890697302985"
"113","-105.00853627662005","-105.00853627662005","-105.00853627662005"
"114","-105.35173594963724","-105.35173594963724","-105.35173594963724"
"115","-105.66016878783685","-105.66016878783685","-105.66016878783685"
"116","-105.69624650842628","-105.69624650842628","-105.69624650842628"
"117","-105.93145589974195","-105.93145589974195","-105.93145589974195"
"118","-105.86087389202987","-105.86087389202987","-105.86087389202987"
"119","-105.79621392581514","-105.79621392581514","-105.79621392581514"
"120","-106.49304686829886","-106.49304686829886","-106.49304686829886"
"121","-107.28617693833641","-107.28617693833641","-107.28617693833641"
"122","-108.91814659265312","-108.91814659265312","-108.91814659265312"
"123","-108.99922610481002","-108.99922610481002","-108.99922610481002"
"124","-108.70570133494724","-108.70570133494724","-108.70570133494724"
"125","-108.77466351409987","-108.77466351409987","-108.77466351409987"
"126","-109.27326878662547","-109.27326878662547","-109.27326878662547"
"127","-109.77014045045695","-109.77014045045695","-109.77014045045695"
"128","-111.30382410875377","-111.30382410875377","-111.30382410875377"
"129","-112.64155216805442","-112.64155216805442","-112.64155216805442"
"130","-112.64553392680506","-112.64553392680506","-112.64553392680506"
"131","-112.96344856329263","-112.96344856329263","-112.96344856329263"
"132","-112.81605680733648","-112.81605680733648","-112.81605680733648"
"133","-112.87517311051995","-112.87517311051995","-112.87517311051995"
"134","-111.62893834769709","-111.62893834769709","-111.62893834769709"
"135","-112.08903255577286","-112.08903255577286","-112.08903255577286"
"136","-112.38403590151363","-112.38403590151363","-112.38403590151363"
"137","-113.79745081126558","-113.79745081126558","-113.79745081126558"
"138","-115.42780803304036","-115.42780803304036","-115.42780803304036"
"139","-114.62407995164058","-114.62407995164058","-114.62407995164058"
"140","-115.57542276749317","-115.57542276749317","-115.57542276749317"
"141","-115.63080582209962","-115.63080582209962","-115.63080582209962"
"142","-115.94194091432345","-115.94194091432345","-115.94194091432345"
"143","-116.73060804616314","-116.73060804616314","-116.73060804616314"
"144","-116.74845185598642","-116.74845185598642","-116.74845185598642"
"145","-116.21449837552748","-116.21449837552748","-116.21449837552748"
"146","-117.28117534486921","-117.28117534486921","-117.28117534486921"
"147","-117.56704129680969","-117.56704129680969","-117.56704129680969"
"148","-119.12404695900787","-119.12404695900787","-119.12404695900787"
"149","-119.84665974084265","-119.84665974084265","-119.84665974084265"
"150","-119.50052601320324","-119.50052601320324","-119.50052601320324"
"151","-120.77610651286571","-120.77610651286571","-120.77610651286571"
"152","-120.61673894083634","-120.61673894083634","-120.61673894083634"
"153","-120.27673980866808","-120.27673980866808","-120.27673980866808"
"154","-120.32659924945573","-120.32659924945573","-120.32659924945573"
"155","-120.04989979767404","-120.04989979767404","-120.04989979767404"
"156","-120.44504551935736","-120.44504551935736","-120.44504551935736"
"157","-120.68079856711005","-120.68079856711005","-120.68079856711005"
"158","-121.90797588375453","-121.90797588375453","-121.90797588375453"
"159","-121.9611016798491","-121.9611016798491","-121.9611016798491"
"160","-120.97923335602559","-120.97923335602559","-120.97923335602559"
"161","-121.1044473064872","-121.1044473064872","-121.1044473064872"
"162","-120.63039843186996","-120.63039843186996","-120.63039843186996"
"163","-121.09429760943469","-121.09429760943469","-121.09429760943469"
"164","-121.85495395494178","-121.85495395494178","-121.85495395494178"
"165","-122.12471043943972","-122.12471043943972","-122.12471043943972"
"166","-122.37923277939377","-122.37923277939377","-122.37923277939377"
"167","-122.87954399921207","-122.87954399921207","-122.87954399921207"
"168","-123.30335671907133","-123.30335671907133","-123.30335671907133"
"169","-122.30795684721365","-122.30795684721365","-122.30795684721365"
"170","-122.22340880061746","-122.22340880061746","-122.22340880061746"
"171","-122.59685486803295","-122.59685486803295","-122.59685486803295"
"172","-121.88390685734592","-121.88390685734592","-121.88390685734592"
"173","-121.81496399156441","-121.81496399156441","-121.81496399156441"
"174","-121.86859280968014","-121.86859280968014","-121.86859280968014"
"175","-122.63080188731529","-122.63080188731529","-122.63080188731529"
"176","-123.52074876472398","-123.52074876472398","-123.52074876472398"
"177","-123.56662933656943","-123.56662933656943","-123.56662933656943"
"178","-124.98275976406617","-124.98275976406617","-124.98275976406617"
"179","-125.87887844491553","-125.87887844491553","-125.87887844491553"
"180","-126.0982594545999","-126.0982594545999","-126.0982594545999"
"181","-127.86871165287292","-127.86871165287292","-127.86871165287292"
"182","-127.67014000032977","-127.67014000032977","-127.67014000032977"
"183","-127.46804774452579","-127.46804774452579","-127.46804774452579"
"184","-127.60747657996157","-127.60747657996157","-127.60747657996157"
"185","-128.20612373489766","-128.20612373489766","-128.20612373489766"
"186","-128.49363039225207","-128.49363039225207","-128.49363039225207"
"187","-127.69243734070847","-127.69243734070847","-127.69243734070847"
"188","-128.315058885588","-128.315058885588","-128.315058885588"
"189","-128.40072310141176","-128.40072310141176","-128.40072310141176"
"190","-128.65771720352404","-128.65771720352404","-128.65771720352404"
"191","-128.22499754449905","-128.22499754449905","-128.22499754449905"
"192","-128.19336535869047","-128.19336535869047","-128.19336535869047"
"193","-128.46405386671907","-128.46405386671907","-128.46405386671907"
"194","-128.4486844088563","-128.4486844088563","-128.4486844088563"
"195","-127.63217659528891","-127.63217659528891","-127.63217659528891"
"196","-127.73061443481164","-127.73061443481164","-127.73061443481164"
"197","-127.745724741591","-127.745724741591","-127.745724741591"
"198","-126.89078041892027","-126.89078041892027","-126.89078041892027"
"199","-126.9253988929471","-126.9253988929471","-126.9253988929471"
"200","-127.15823756766306","-127.15823756766306","-127.15823756766306"
"201","-127.86715105000452","-127.86715105000452","-127.86715105000452"
"202","-128.1715622345518","-128.1715622345518","-128.1715622345518"
"203","-128.3908414677422","-128.3908414677422","-128.3908414677422"
"204","-129.87101459949537","-129.87101459949537","-129.87101459949537"
"205","-130.56405184892063","-130.56405184892063","-130.56405184892063"
"206","-131.10487316953012","-131.10487316953012","-131.10487316953012"
"207","-131.64481445453956","-131.64481445453956","-131.64481445453956"
"208","-131.80356439304202","-131.80356439304202","-131.80356439304202"
"209","-131.63015201028728","-131.63015201028728","-131.63015201028728"
"210","-132.39066401303074","-132.39066401303074","-132.39066401303074"
"211","-131.96315999898374","-131.96315999898374","-131.96315999898374"
"212","-132.20496312295526","-132.20496312295526","-132.20496312295526"
"213","-132.45662093216512","-132.45662093216512","-132.45662093216512"
"214","-132.1871526301619","-132.1871526301619","-132.1871526301619"
"215","-132.51333629141962","-132.51333629141962","-132.51333629141962"
"216","-132.53593429873035","-132.53593429873035","-132.53593429873035"
"217","-132.20994886822038","-132.20994886822038","-132.20994886822038"
"218","-132.69779033662076","-132.69779033662076","-132.69779033662076"
"219","-133.3915212647406","-133.3915212647406","-133.3915212647406"
"220","-132.85342580088374","-132.85342580088374","-132.85342580088374"
"221","-133.06959799891845","-133.06959799891845","-133.06959799891845"
"222","-132.5845933498468","-132.5845933498468","-132.5845933498468"
"223","-133.30580665325672","-133.30580665325672","-133.30580665325672"
"224","-133.3905891969241","-133.3905891969241","-133.3905891969241"
"225","-133.8186331355052","-133.8186331355052","-133.8186331355052"
"226","-134.01499977032483","-134.01499977032483","-134.01499977032483"
"227","-134.13591988756238","-134.13591988756238","-134.13591988756238"
"228","-134.07139488950244","-134.07139488950244","-134.07139488950244"
"229","-135.2136876913525","-135.2136876913525","-135.2136876913525"
"230","-135.84822309845015","-135.84822309845015","-135.84822309845015"
"231","-136.7134853244562","-136.7134853244562","-136.7134853244562"
"232","-136.92622862962168","-136.92622862962168","-136.92622862962168"
"233","-137.08993422733255","-137.08993422733255","-137.08993422733255"
"234","-137.5695206650973","-137.5695206650973","-137.5695206650973"
"235","-138.15079099571773","-138.15079099571773","-138.15079099571773"
"236","-138.10852962222765","-138.10852962222765","-138.10852962222765"
"237","-137.55282962504995","-137.55282962504995","-137.55282962504995"
"238","-136.4922987187348","-136.4922987187348","-136.4922987187348"
"239","-137.36204955135113","-137.36204955135113","-137.36204955135113"
"240","-136.98700747269035","-136.98700747269035","-136.98700747269035"
"241","-137.4853352756479","-137.4853352756479","-137.4853352756479"
"242","-137.94809973311308","-137.94809973311308","-137.94809973311308"
"243","-138.8200517369574","-138.8200517369574","-138.8200517369574"
"244","-139.2260997168962","-139.2260997168962","-139.2260997168962"
"245","-140.43542672632975","-140.43542672632975","-140.43542672632975"
"246","-140.71497730556553","-140.71497730556553","-140.71497730556553"
"247","-141.12533768454185","-141.12533768454185","-141.12533768454185"
"248","-140.73175993088594","-140.73175993088594","-140.73175993088594"
"249","-140.83405647125713","-140.83405647125713","-140.83405647125713"
"250","-141.0105577677594","-141.0105577677594","-141.0105577677594"
"251","-140.93677728417282","-140.93677728417282","-140.93677728417282"
"252","-140.41948174476073","-140.41948174476073","-140.41948174476073"
"253","-140.82214125092662","-140.82214125092662","-140.82214125092662"
"254","-140.8425040158987","-140.8425040158987","-140.8425040158987"
"255","-140.52582975686528","-140.52582975686528","-140.52582975686528"
"256","-141.24681690813784","-141.24681690813784","-141.24681690813784"
"257","-141.47296625965575","-141.47296625965575","-141.47296625965575"
"258","-141.63449376395613","-141.63449376395613","-141.63449376395613"
"259","-141.8725197540361","-141.8725197540361","-141.8725197540361"
"260","-141.78034120650628","-141.78034120650628","-141.78034120650628"
"261","-141.54603162798497","-141.54603162798497","-141.54603162798497"
"262","-141.2471555496043","-141.2471555496043","-141.2471555496043"
"263","-141.56039915648932","-141.56039915648932","-141.56039915648932"
"264","-141.8993549558401","-141.8993549558401","-141.8993549558401"
"265","-141.9210513029314","-141.9210513029314","-141.9210513029314"
"266","-141.63402201703929","-141.63402201703929","-141.63402201703929"
"267","-141.73734273181464","-141.73734273181464","-141.73734273181464"
"268","-142.07140038463768","-142.07140038463768","-142.07140038463768"
"269","-142.08743209897062","-142.08743209897062","-142.08743209897062"
"270","-142.1734821018933","-142.1734821018933","-142.1734821018933"
"271","-142.08806043045635","-142.08806043045635","-142.08806043045635"
"272","-142.24110015777825","-142.24110015777825","-142.24110015777825"
"273","-142.3096277991768","-142.3096277991768","-142.3096277991768"
"274","-142.33691477593015","-142.33691477593015","-142.33691477593015"
"275","-142.09766708310033","-142.09766708310033","-142.09766708310033"
"276","-141.62521563934132","-141.62521563934132","-141.62521563934132"
"277","-141.9392865853001","-141.9392865853001","-141.9392865853001"
"278","-141.8406937742584","-141.8406937742584","-141.8406937742584"
"279","-142.0950030805417","-142.0950030805417","-142.0950030805417"
"280","-142.1980115514615","-142.1980115514615","-142.1980115514615"
"281","-141.87562312170942","-141.87562312170942","-141.87562312170942"
"282","-141.53082915059954","-141.53082915059954","-141.53082915059954"
"283","-142.2137498448045","-142.2137498448045","-142.2137498448045"
"284","-142.9449847838755","-142.9449847838755","-142.9449847838755"
"285","-142.98631243800378","-142.98631243800378","-142.98631243800378"
"286","-143.08166416869975","-143.08166416869975","-143.08166416869975"
"287","-143.8060253848676","-143.8060253848676","-143.8060253848676"
"288","-144.09370563357612","-144.09370563357612","-144.09370563357612"
"289","-144.15893679814255","-144.15893679814255","-144.15893679814255"
"290","-144.39401196214553","-144.39401196214553","-144.39401196214553"
"291","-144.96363900528596","-144.96363900528596","-144.96363900528596"
"292","-145.17699861251745","-145.17699861251745","-145.17699861251745"
"293","-145.1369657909938","-145.1369657909938","-145.1369657909938"
"294","-145.39621938095715","-145.39621938095715","-145.39621938095715"
"295","-145.5787445813255","-145.5787445813255","-145.5787445813255"
"296","-144.98088311600952","-144.98088311600952","-144.98088311600952"
"297","-145.14353082826","-145.14353082826","-145.14353082826"
"298","-145.495383385606","-145.495383385606","-145.495383385606"
"299","-146.0846919693414","-146.0846919693414","-146.0846919693414"
"300","-145.35666572014668","-145.35666572014668","-145.35666572014668"
"301","-145.66990566708571","-145.66990566708571","-145.66990566708571"
"302","-145.92928013867865","-145.92928013867865","-145.92928013867865"
"303","-146.72280098334522","-146.72280098334522","-146.72280098334522"
"304","-146.79780009946106","-146.79780009946106","-146.79780009946106"
"305","-146.5382303691248","-146.5382303691248","-146.5382303691248"
"306","-146.17897995144074","-146.17897995144074","-146.17897995144074"
"307","-145.8515775563339","-145.8515775563339","-145.8515775563339"
"308","-145.72607940131172","-145.72607940131172","-145.72607940131172"
"309","-146.46353089715794","-146.46353089715794","-146.46353089715794"
"310","-146.4600838389972","-146.4600838389972","-146.4600838389972"
"311","-146.57868348379597","-146.57868348379597","-146.57868348379597"
"312","-146.71817514727846","-146.71817514727846","-146.71817514727846"
"313","-146.98432634483444","-146.98432634483444","-146.98432634483444"
"314","-146.8570890941158","-146.8570890941158","-146.8570890941158"
"315","-147.36713430178474","-147.36713430178474","-147.36713430178474"
"316","-147.5735130406707","-147.5735130406707","-147.5735130406707"
"317","-147.71286125763265","-147.71286125763265","-147.71286125763265"
"318","-147.74335717648574","-147.74335717648574","-147.74335717648574"
"319","-147.95281597737784","-147.95281597737784","-147.95281597737784"
"320","-148.15966305345123","-148.15966305345123","-148.15966305345123"
"321","-147.95593171848068","-147.95593171848068","-147.95593171848068"
"322","-147.75969770597493","-147.75969770597493","-147.75969770597493"
"323","-147.41099909269136","-147.41099909269136","-147.41099909269136"
"324","-146.96929750806754","-146.96929750806754","-146.96929750806754"
"325","-146.65155034210485","-146.65155034210485","-146.65155034210485"
"326","-147.09759759264267","-147.09759759264267","-147.09759759264267"
"327","-147.78594258063072","-147.78594258063072","-147.78594258063072"
"328","-147.88481075878332","-147.88481075878332","-147.88481075878332"
"329","-147.70720950135976","-147.70720950135976","-147.70720950135976"
"330","-147.44543644641263","-147.44543644641263","-147.44543644641263"
"331","-147.15101075196623","-147.15101075196623","-147.15101075196623"
"332","-147.2922820247014","-147.2922820247014","-147.2922820247014"
"333","-147.1325679912248","-147.1325679912248","-147.1325679912248"
"334","-147.15031132833803","-147.15031132833803","-147.15031132833803"
"335","-147.34185476959988","-147.34185476959988","-147.34185476959988"
"336","-147.31589747194502","-147.31589747194502","-147.31589747194502"
"337","-147.18910379559296","-147.18910379559296","-147.18910379559296"
"338","-146.59688431770482","-146.59688431770482","-146.59688431770482"
"339","-146.52451628025165","-146.52451628025165","-146.52451628025165"
"340","-146.44356733401858","-146.44356733401858","-146.44356733401858"
"341","-146.5841461614089","-146.5841461614089","-146.5841461614089"
"342","-146.60641679059165","-146.60641679059165","-146.60641679059165"
"343","-146.41946525798048","-146.41946525798048","-146.41946525798048"
"344","-146.6974685350372","-146.6974685350372","-146.6974685350372"
"345","-146.51603605787545","-146.51603605787545","-146.51603605787545"
"346","-146.80274504812454","-146.80274504812454","-146.80274504812454"
"347","-147.01762943673242","-147.01762943673242","-147.01762943673242"
"348","-147.359556899095","-147.359556899095","-147.359556899095"
"349","-146.7855520048457","-146.7855520048457","-146.7855520048457"
"350","-146.94032939536513","-146.94032939536513","-146.94032939536513"
"351","-146.88550346129045","-146.88550346129045","-146.88550346129045"
"352","-146.72252613260954","-146.72252613260954","-146.72252613260954"
"353","-146.40438542839104","-146.40438542839104","-146.40438542839104"
"354","-146.40233728277482","-146.40233728277482","-146.40233728277482"
"355","-145.96062399298157","-145.96062399298157","-145.96062399298157"
"356","-146.07278527709326","-146.07278527709326","-146.07278527709326"
"357","-146.04947330041455","-146.04947330041455","-146.04947330041455"
"358","-146.04049019993448","-146.04049019993448","-146.04049019993448"
"359","-146.40505723361883","-146.40505723361883","-146.40505723361883"
"360","-147.03459175707096","-147.03459175707096","-147.03459175707096"
"361","-146.70545839410087","-146.70545839410087","-146.70545839410087"
"362","-146.87930279576298","-146.87930279576298","-146.87930279576298"
"363","-146.96165677378934","-146.96165677378934","-146.96165677378934"
"364","-147.26405062216395","-147.26405062216395","-147.26405062216395"
"365","-147.36219864456353","-147.36219864456353","-147.36219864456353"
"366","-147.36846598969908","-147.36846598969908","-147.36846598969908"
"367","-147.63218577760577","-147.63218577760577","-147.63218577760577"
"368","-147.58114098208267","-147.58114098208267","-147.58114098208267"
"369","-148.19285370082176","-148.19285370082176","-148.19285370082176"
"370","-148.89563941595105","-148.89563941595105","-148.89563941595105"
"371","-149.01310732505306","-149.01310732505306","-149.01310732505306"
"372","-149.1519169277637","-149.1519169277637","-149.1519169277637"
"373","-149.33847673460778","-149.33847673460778","-149.33847673460778"
"374","-149.38916271092936","-149.38916271092936","-149.38916271092936"
"375","-148.98265753588504","-148.98265753588504","-148.98265753588504"
"376","-149.14818078546276","-149.14818078546276","-149.14818078546276"
"377","-149.37665727996628","-149.37665727996628","-149.37665727996628"
"378","-149.0972221328693","-149.0972221328693","-149.0972221328693"
"379","-149.66853149629975","-149.66853149629975","-149.66853149629975"
"380","-149.17579073507696","-149.17579073507696","-149.17579073507696"
"381","-148.7574083352133","-148.7574083352133","-148.7574083352133"
"382","-149.1257149745929","-149.1257149745929","-149.1257149745929"
"383","-148.9797146813943","-148.9797146813943","-148.9797146813943"
"384","-149.012706172999","-149.012706172999","-149.012706172999"
"385","-149.1411359292627","-149.1411359292627","-149.1411359292627"
"386","-149.4247464064059","-149.4247464064059","-149.4247464064059"
"387","-149.69529526767462","-149.69529526767462","-149.69529526767462"
"388","-150.12321067784202","-150.12321067784202","-150.12321067784202"
"389","-150.22032722514618","-150.22032722514618","-150.22032722514618"
"390","-150.58244451348273","-150.58244451348273","-150.58244451348273"
"391","-150.40647735744415","-150.40647735744415","-150.40647735744415"
"392","-150.3014709745701","-150.3014709745701","-150.3014709745701"
"393","-150.0445536084381","-150.0445536084381","-150.0445536084381"
"394","-150.34206963451828","-150.34206963451828","-150.34206963451828"
"395","-150.19376846417094","-150.19376846417094","-150.19376846417094"
"396","-149.9202491488957","-149.9202491488957","-149.9202491488957"
"397","-149.67749193166296","-149.67749193166296","-149.67749193166296"
"398","-149.6791171840914","-149.6791171840914","-149.6791171840914"
"399","-149.96249983518197","-149.96249983518197","-149.96249983518197"
"400","-150.13853254799957","-150.13853254799957","-150.13853254799957"
"401","-150.03189006698773","-150.03189006698773","-150.03189006698773"
"402","-150.06326976600488","-150.06326976600488","-150.06326976600488"
"403","-149.81667723632512","-149.81667723632512","-149.81667723632512"
"404","-150.13693230679598","-150.13693230679598","-150.13693230679598"
"405","-149.9673711614392","-149.9673711614392","-149.9673711614392"
"406","-149.99470169930888","-149.99470169930888","-149.99470169930888"
"407","-149.62362759276846","-149.62362759276846","-149.62362759276846"
"408","-149.78069149528386","-149.78069149528386","-149.78069149528386"
"409","-149.65681581032112","-149.65681581032112","-149.65681581032112"
"410","-150.14026383646052","-150.14026383646052","-150.14026383646052"
"411","-150.09128809723794","-150.09128809723794","-150.09128809723794"
"412","-149.92777788815275","-149.92777788815275","-149.92777788815275"
"413","-149.95679003420662","-149.95679003420662","-149.95679003420662"
"414","-150.24460914103196","-150.24460914103196","-150.24460914103196"
"415","-150.0407965106896","-150.0407965106896","-150.0407965106896"
"416","-150.07903086177197","-150.07903086177197","-150.07903086177197"
"417","-150.25953242135256","-150.25953242135256","-150.25953242135256"
"418","-150.19564806794844","-150.19564806794844","-150.19564806794844"
"419","-150.04578846311918","-150.04578846311918","-150.04578846311918"
"420","-149.87287402651347","-149.87287402651347","-149.87287402651347"
"421","-149.85986456623777","-149.85986456623777","-149.85986456623777"
"422","-149.61596339068007","-149.61596339068007","-149.61596339068007"
"423","-149.82288633489793","-149.82288633489793","-149.82288633489793"
"424","-150.51620648446632","-150.51620648446632","-150.51620648446632"
"425","-150.42117293896442","-150.42117293896442","-150.42117293896442"
"426","-150.63932038824947","-150.63932038824947","-150.63932038824947"
"427","-150.5828458099425","-150.5828458099425","-150.5828458099425"
"428","-150.47801816031054","-150.47801816031054","-150.47801816031054"
"429","-150.75635997805355","-150.75635997805355","-150.75635997805355"
"430","-150.98639732834584","-150.98639732834584","-150.98639732834584"
"431","-151.3781981885939","-151.3781981885939","-151.3781981885939"
"432","-151.88683357086845","-151.88683357086845","-151.88683357086845"
"433","-151.43942152621062","-151.43942152621062","-151.43942152621062"
"434","-151.7148161719346","-151.7148161719346","-151.7148161719346"
"435","-151.61139263912796","-151.61139263912796","-151.61139263912796"
"436","-151.9524191112169","-151.9524191112169","-151.9524191112169"
"437","-151.93066971787906","-151.93066971787906","-151.93066971787906"
"438","-151.77927651077275","-151.77927651077275","-151.77927651077275"
"439","-151.69802210217426","-151.69802210217426","-151.69802210217426"
"440","-151.32004195363942","-151.32004195363942","-151.32004195363942"
"441","-151.04683692027677","-151.04683692027677","-151.04683692027677"
"442","-151.36988519913643","-151.36988519913643","-151.36988519913643"
"443","-151.08163476901154","-151.08163476901154","-151.08163476901154"
"444","-150.88214834171805","-150.88214834171805","-150.88214834171805"
