"Step","DQN_DQN_4_2 - Mean Episode Reward (Last 1000 episodes)","DQN_DQN_4_2 - Mean Episode Reward (Last 1000 episodes)__MIN","DQN_DQN_4_2 - Mean Episode Reward (Last 1000 episodes)__MAX"
"1251","-168.5388829327118","-168.5388829327118","-168.5388829327118"
"1252","-168.81468591041371","-168.81468591041371","-168.81468591041371"
"1253","-168.64904226282144","-168.64904226282144","-168.64904226282144"
"1254","-168.45081863241185","-168.45081863241185","-168.45081863241185"
"1255","-168.44580155126127","-168.44580155126127","-168.44580155126127"
"1256","-168.2782687646527","-168.2782687646527","-168.2782687646527"
"1257","-168.2916261290657","-168.2916261290657","-168.2916261290657"
"1258","-168.3534588958102","-168.3534588958102","-168.3534588958102"
"1259","-168.16821149571481","-168.16821149571481","-168.16821149571481"
"1260","-168.27487509394913","-168.27487509394913","-168.27487509394913"
"1261","-168.16266247665138","-168.16266247665138","-168.16266247665138"
"1262","-168.33665388286371","-168.33665388286371","-168.33665388286371"
"1263","-168.3357981468538","-168.3357981468538","-168.3357981468538"
"1264","-168.2781952118509","-168.2781952118509","-168.2781952118509"
"1265","-168.22505585506548","-168.22505585506548","-168.22505585506548"
"1266","-168.29627303721767","-168.29627303721767","-168.29627303721767"
"1267","-168.36228699995777","-168.36228699995777","-168.36228699995777"
"1268","-168.35630822266558","-168.35630822266558","-168.35630822266558"
"1269","-168.446996834758","-168.446996834758","-168.446996834758"
"1270","-168.3190332405203","-168.3190332405203","-168.3190332405203"
"1271","-168.25567303842948","-168.25567303842948","-168.25567303842948"
"1272","-168.18501695815823","-168.18501695815823","-168.18501695815823"
"1273","-168.1086217629936","-168.1086217629936","-168.1086217629936"
"1274","-168.11322743544554","-168.11322743544554","-168.11322743544554"
"1275","-168.2191850344083","-168.2191850344083","-168.2191850344083"
"1276","-168.38258371810758","-168.38258371810758","-168.38258371810758"
"1277","-168.2630010906892","-168.2630010906892","-168.2630010906892"
"1278","-168.47988005119942","-168.47988005119942","-168.47988005119942"
"1279","-168.381447337619","-168.381447337619","-168.381447337619"
"1280","-168.36547489183076","-168.36547489183076","-168.36547489183076"
"1281","-168.56215145314582","-168.56215145314582","-168.56215145314582"
"1282","-168.7549202710789","-168.7549202710789","-168.7549202710789"
"1283","-168.58449833762492","-168.58449833762492","-168.58449833762492"
"1284","-168.23383806051638","-168.23383806051638","-168.23383806051638"
"1285","-168.34622100921914","-168.34622100921914","-168.34622100921914"
"1286","-168.55304280369202","-168.55304280369202","-168.55304280369202"
"1287","-168.25999331035067","-168.25999331035067","-168.25999331035067"
"1288","-168.23038824586206","-168.23038824586206","-168.23038824586206"
"1289","-168.2350991246937","-168.2350991246937","-168.2350991246937"
"1290","-168.00471379248157","-168.00471379248157","-168.00471379248157"
"1291","-167.92972750295743","-167.92972750295743","-167.92972750295743"
"1292","-167.8158577511809","-167.8158577511809","-167.8158577511809"
"1293","-167.81669335767674","-167.81669335767674","-167.81669335767674"
"1294","-167.83218612606555","-167.83218612606555","-167.83218612606555"
"1295","-167.86141811540335","-167.86141811540335","-167.86141811540335"
"1296","-168.10247667902772","-168.10247667902772","-168.10247667902772"
"1297","-167.96144387215148","-167.96144387215148","-167.96144387215148"
"1298","-167.85314990895728","-167.85314990895728","-167.85314990895728"
"1299","-167.7589829861025","-167.7589829861025","-167.7589829861025"
"1300","-168.0034986748509","-168.0034986748509","-168.0034986748509"
"1301","-167.98392580761342","-167.98392580761342","-167.98392580761342"
"1302","-167.89920505932452","-167.89920505932452","-167.89920505932452"
"1303","-167.640822524877","-167.640822524877","-167.640822524877"
"1304","-167.7379066826251","-167.7379066826251","-167.7379066826251"
"1305","-168.01530769942028","-168.01530769942028","-168.01530769942028"
"1306","-168.0534843924422","-168.0534843924422","-168.0534843924422"
"1307","-168.04923444314804","-168.04923444314804","-168.04923444314804"
"1308","-167.9753783587126","-167.9753783587126","-167.9753783587126"
"1309","-167.76972833419578","-167.76972833419578","-167.76972833419578"
"1310","-167.9436870266506","-167.9436870266506","-167.9436870266506"
"1311","-168.02404896422104","-168.02404896422104","-168.02404896422104"
"1312","-168.06993845244898","-168.06993845244898","-168.06993845244898"
"1313","-168.00616851923385","-168.00616851923385","-168.00616851923385"
"1314","-168.1952619894506","-168.1952619894506","-168.1952619894506"
"1315","-168.06352789559085","-168.06352789559085","-168.06352789559085"
"1316","-168.08843118211988","-168.08843118211988","-168.08843118211988"
"1317","-168.1998447333702","-168.1998447333702","-168.1998447333702"
"1318","-167.74734966227464","-167.74734966227464","-167.74734966227464"
"1319","-167.63184407856383","-167.63184407856383","-167.63184407856383"
"1320","-167.6772329580003","-167.6772329580003","-167.6772329580003"
"1321","-167.9005160359183","-167.9005160359183","-167.9005160359183"
"1322","-168.04484336312134","-168.04484336312134","-168.04484336312134"
"1323","-168.08732810336872","-168.08732810336872","-168.08732810336872"
"1324","-168.5568923730538","-168.5568923730538","-168.5568923730538"
"1325","-168.61517475787048","-168.61517475787048","-168.61517475787048"
"1326","-168.56627137192237","-168.56627137192237","-168.56627137192237"
"1327","-168.45815016067138","-168.45815016067138","-168.45815016067138"
"1328","-168.46745447358066","-168.46745447358066","-168.46745447358066"
"1329","-168.55148341471812","-168.55148341471812","-168.55148341471812"
"1330","-168.80193101429043","-168.80193101429043","-168.80193101429043"
"1331","-168.95009065854148","-168.95009065854148","-168.95009065854148"
"1332","-169.05580155181676","-169.05580155181676","-169.05580155181676"
"1333","-169.14964775794212","-169.14964775794212","-169.14964775794212"
"1334","-169.23816399614736","-169.23816399614736","-169.23816399614736"
"1335","-169.27090425621975","-169.27090425621975","-169.27090425621975"
"1336","-169.342930278156","-169.342930278156","-169.342930278156"
"1337","-169.4962384699015","-169.4962384699015","-169.4962384699015"
"1338","-169.6997129631233","-169.6997129631233","-169.6997129631233"
"1339","-169.77596426476376","-169.77596426476376","-169.77596426476376"
"1340","-169.78356234784465","-169.78356234784465","-169.78356234784465"
"1341","-169.8101297990449","-169.8101297990449","-169.8101297990449"
"1342","-169.78031827908333","-169.78031827908333","-169.78031827908333"
"1343","-169.775522842342","-169.775522842342","-169.775522842342"
"1344","-169.62143270467368","-169.62143270467368","-169.62143270467368"
"1345","-169.7490736188082","-169.7490736188082","-169.7490736188082"
"1346","-169.7069399872464","-169.7069399872464","-169.7069399872464"
"1347","-169.70658194304454","-169.70658194304454","-169.70658194304454"
"1348","-169.54928612552658","-169.54928612552658","-169.54928612552658"
"1349","-169.77430347143428","-169.77430347143428","-169.77430347143428"
"1350","-169.65373909543055","-169.65373909543055","-169.65373909543055"
"1351","-169.51577479513298","-169.51577479513298","-169.51577479513298"
"1352","-169.6284052427106","-169.6284052427106","-169.6284052427106"
"1353","-169.79225062910845","-169.79225062910845","-169.79225062910845"
"1354","-169.80221693999644","-169.80221693999644","-169.80221693999644"
"1355","-169.9726626562239","-169.9726626562239","-169.9726626562239"
"1356","-170.09515695478044","-170.09515695478044","-170.09515695478044"
"1357","-170.20450473965215","-170.20450473965215","-170.20450473965215"
"1358","-170.14986719636585","-170.14986719636585","-170.14986719636585"
"1359","-170.15265937157366","-170.15265937157366","-170.15265937157366"
"1360","-169.74797995941148","-169.74797995941148","-169.74797995941148"
"1361","-169.73736013331037","-169.73736013331037","-169.73736013331037"
"1362","-169.60631900407466","-169.60631900407466","-169.60631900407466"
"1363","-169.6050633330493","-169.6050633330493","-169.6050633330493"
"1364","-169.40798458005065","-169.40798458005065","-169.40798458005065"
"1365","-169.4761047957226","-169.4761047957226","-169.4761047957226"
"1366","-169.54484154642253","-169.54484154642253","-169.54484154642253"
"1367","-169.39522036313141","-169.39522036313141","-169.39522036313141"
"1368","-169.28909951685537","-169.28909951685537","-169.28909951685537"
"1369","-168.91211785489097","-168.91211785489097","-168.91211785489097"
"1370","-168.71051272002077","-168.71051272002077","-168.71051272002077"
"1371","-168.7090331349739","-168.7090331349739","-168.7090331349739"
"1372","-168.61749230489846","-168.61749230489846","-168.61749230489846"
"1373","-168.6916879529716","-168.6916879529716","-168.6916879529716"
"1374","-168.6627815379721","-168.6627815379721","-168.6627815379721"
"1375","-168.8631594448364","-168.8631594448364","-168.8631594448364"
"1376","-168.760998112751","-168.760998112751","-168.760998112751"
"1377","-168.56400994870467","-168.56400994870467","-168.56400994870467"
"1378","-168.7871509076515","-168.7871509076515","-168.7871509076515"
"1379","-168.69912440250053","-168.69912440250053","-168.69912440250053"
"1380","-168.86014038850803","-168.86014038850803","-168.86014038850803"
"1381","-168.99226205082377","-168.99226205082377","-168.99226205082377"
"1382","-169.15057627306393","-169.15057627306393","-169.15057627306393"
"1383","-169.1009771183936","-169.1009771183936","-169.1009771183936"
"1384","-169.20580692946723","-169.20580692946723","-169.20580692946723"
"1385","-169.06505054690243","-169.06505054690243","-169.06505054690243"
"1386","-168.87223376167688","-168.87223376167688","-168.87223376167688"
"1387","-168.89524490763264","-168.89524490763264","-168.89524490763264"
"1388","-168.51536327515095","-168.51536327515095","-168.51536327515095"
"1389","-168.54460250292124","-168.54460250292124","-168.54460250292124"
"1390","-168.50577738990685","-168.50577738990685","-168.50577738990685"
"1391","-168.55369941303485","-168.55369941303485","-168.55369941303485"
"1392","-168.6023290271916","-168.6023290271916","-168.6023290271916"
"1393","-168.73048663783896","-168.73048663783896","-168.73048663783896"
"1394","-168.77097537079402","-168.77097537079402","-168.77097537079402"
"1395","-168.82111286140946","-168.82111286140946","-168.82111286140946"
"1396","-168.99659091352376","-168.99659091352376","-168.99659091352376"
"1397","-169.01653674185926","-169.01653674185926","-169.01653674185926"
"1398","-168.95512976049287","-168.95512976049287","-168.95512976049287"
"1399","-169.04027588588443","-169.04027588588443","-169.04027588588443"
"1400","-169.11233945950255","-169.11233945950255","-169.11233945950255"
"1401","-169.19776376147317","-169.19776376147317","-169.19776376147317"
"1402","-169.1567863141003","-169.1567863141003","-169.1567863141003"
"1403","-169.36740894993713","-169.36740894993713","-169.36740894993713"
"1404","-169.35853873264665","-169.35853873264665","-169.35853873264665"
"1405","-169.32912915324468","-169.32912915324468","-169.32912915324468"
"1406","-169.3320395036277","-169.3320395036277","-169.3320395036277"
"1407","-169.36289815144087","-169.36289815144087","-169.36289815144087"
"1408","-169.19967081251994","-169.19967081251994","-169.19967081251994"
"1409","-169.204399064527","-169.204399064527","-169.204399064527"
"1410","-169.1750002314785","-169.1750002314785","-169.1750002314785"
"1411","-169.19181550646513","-169.19181550646513","-169.19181550646513"
"1412","-169.40530796328892","-169.40530796328892","-169.40530796328892"
"1413","-169.3646926861364","-169.3646926861364","-169.3646926861364"
"1414","-169.47719919408877","-169.47719919408877","-169.47719919408877"
"1415","-169.53625380594366","-169.53625380594366","-169.53625380594366"
"1416","-169.57226258161566","-169.57226258161566","-169.57226258161566"
"1417","-169.41264672747354","-169.41264672747354","-169.41264672747354"
"1418","-169.45785341647695","-169.45785341647695","-169.45785341647695"
"1419","-169.63906723166713","-169.63906723166713","-169.63906723166713"
"1420","-169.7928887315842","-169.7928887315842","-169.7928887315842"
"1421","-169.70716125771492","-169.70716125771492","-169.70716125771492"
"1422","-169.99192614056517","-169.99192614056517","-169.99192614056517"
"1423","-169.85093782362947","-169.85093782362947","-169.85093782362947"
"1424","-169.6248013366862","-169.6248013366862","-169.6248013366862"
"1425","-169.55156622200113","-169.55156622200113","-169.55156622200113"
"1426","-169.26904529936252","-169.26904529936252","-169.26904529936252"
"1427","-169.19143249360064","-169.19143249360064","-169.19143249360064"
"1428","-169.08248466129209","-169.08248466129209","-169.08248466129209"
"1429","-169.21818827027872","-169.21818827027872","-169.21818827027872"
"1430","-169.1831175312415","-169.1831175312415","-169.1831175312415"
"1431","-169.0641091897247","-169.0641091897247","-169.0641091897247"
"1432","-168.83060828656383","-168.83060828656383","-168.83060828656383"
"1433","-169.1225681937413","-169.1225681937413","-169.1225681937413"
"1434","-169.10150403684986","-169.10150403684986","-169.10150403684986"
"1435","-169.08614226889202","-169.08614226889202","-169.08614226889202"
"1436","-169.0263235311516","-169.0263235311516","-169.0263235311516"
"1437","-169.035411839369","-169.035411839369","-169.035411839369"
"1438","-169.06119257439192","-169.06119257439192","-169.06119257439192"
"1439","-169.06140561029088","-169.06140561029088","-169.06140561029088"
"1440","-169.30638853988216","-169.30638853988216","-169.30638853988216"
"1441","-169.43801243353167","-169.43801243353167","-169.43801243353167"
"1442","-169.47568945582933","-169.47568945582933","-169.47568945582933"
"1443","-169.68211164817478","-169.68211164817478","-169.68211164817478"
"1444","-169.87355417792534","-169.87355417792534","-169.87355417792534"
"1445","-169.79060752393724","-169.79060752393724","-169.79060752393724"
"1446","-169.81089721222085","-169.81089721222085","-169.81089721222085"
"1447","-169.73670218705703","-169.73670218705703","-169.73670218705703"
"1448","-169.77946081402027","-169.77946081402027","-169.77946081402027"
"1449","-169.9012900739561","-169.9012900739561","-169.9012900739561"
"1450","-169.83181853779445","-169.83181853779445","-169.83181853779445"
"1451","-169.85283896469016","-169.85283896469016","-169.85283896469016"
"1452","-169.7334704990513","-169.7334704990513","-169.7334704990513"
"1453","-169.4804698336481","-169.4804698336481","-169.4804698336481"
"1454","-169.37832405577763","-169.37832405577763","-169.37832405577763"
"1455","-169.33836193245057","-169.33836193245057","-169.33836193245057"
"1456","-169.37931998275243","-169.37931998275243","-169.37931998275243"
"1457","-169.31000358952016","-169.31000358952016","-169.31000358952016"
"1458","-169.39861678835413","-169.39861678835413","-169.39861678835413"
"1459","-169.34972019294815","-169.34972019294815","-169.34972019294815"
"1460","-169.44661599015794","-169.44661599015794","-169.44661599015794"
"1461","-169.60795074890405","-169.60795074890405","-169.60795074890405"
"1462","-169.75321335514516","-169.75321335514516","-169.75321335514516"
"1463","-169.43117158498845","-169.43117158498845","-169.43117158498845"
"1464","-169.2468092279196","-169.2468092279196","-169.2468092279196"
"1465","-168.85002203304083","-168.85002203304083","-168.85002203304083"
"1466","-168.9724229048023","-168.9724229048023","-168.9724229048023"
"1467","-169.15791583053624","-169.15791583053624","-169.15791583053624"
"1468","-169.17976772308074","-169.17976772308074","-169.17976772308074"
"1469","-169.00425696228118","-169.00425696228118","-169.00425696228118"
"1470","-169.14788998063915","-169.14788998063915","-169.14788998063915"
"1471","-169.30330032010346","-169.30330032010346","-169.30330032010346"
"1472","-169.48620836595822","-169.48620836595822","-169.48620836595822"
"1473","-169.4381059306761","-169.4381059306761","-169.4381059306761"
"1474","-169.24649895238161","-169.24649895238161","-169.24649895238161"
"1475","-169.12746310866171","-169.12746310866171","-169.12746310866171"
"1476","-168.85342948215919","-168.85342948215919","-168.85342948215919"
"1477","-168.60986921619198","-168.60986921619198","-168.60986921619198"
"1478","-168.48843289161067","-168.48843289161067","-168.48843289161067"
"1479","-168.64142218701988","-168.64142218701988","-168.64142218701988"
"1480","-168.67817699899751","-168.67817699899751","-168.67817699899751"
"1481","-168.5574683034545","-168.5574683034545","-168.5574683034545"
"1482","-168.4553962034655","-168.4553962034655","-168.4553962034655"
"1483","-168.40709039973447","-168.40709039973447","-168.40709039973447"
"1484","-168.13678271837972","-168.13678271837972","-168.13678271837972"
"1485","-168.0071991768891","-168.0071991768891","-168.0071991768891"
"1486","-168.03356121030862","-168.03356121030862","-168.03356121030862"
"1487","-168.11905232449587","-168.11905232449587","-168.11905232449587"
"1488","-167.89666720317732","-167.89666720317732","-167.89666720317732"
"1489","-167.86840331547836","-167.86840331547836","-167.86840331547836"
"1490","-167.78557467666982","-167.78557467666982","-167.78557467666982"
"1491","-167.68430005285285","-167.68430005285285","-167.68430005285285"
"1492","-167.5740349663421","-167.5740349663421","-167.5740349663421"
"1493","-167.5891318293081","-167.5891318293081","-167.5891318293081"
"1494","-167.88370968597295","-167.88370968597295","-167.88370968597295"
"1495","-167.89994677111167","-167.89994677111167","-167.89994677111167"
"1496","-167.80395152475992","-167.80395152475992","-167.80395152475992"
"1497","-167.8981615817408","-167.8981615817408","-167.8981615817408"
"1498","-167.79599404566278","-167.79599404566278","-167.79599404566278"
"1499","-167.6339838690591","-167.6339838690591","-167.6339838690591"
"1500","-167.57643936403005","-167.57643936403005","-167.57643936403005"
"1501","-167.46552814741256","-167.46552814741256","-167.46552814741256"
"1502","-167.3757607275833","-167.3757607275833","-167.3757607275833"
"1503","-167.48065263929357","-167.48065263929357","-167.48065263929357"
"1504","-167.53165852744425","-167.53165852744425","-167.53165852744425"
"1505","-167.36860544427134","-167.36860544427134","-167.36860544427134"
"1506","-166.99710265198624","-166.99710265198624","-166.99710265198624"
"1507","-166.9134819927792","-166.9134819927792","-166.9134819927792"
"1508","-166.88941107492778","-166.88941107492778","-166.88941107492778"
"1509","-167.0546639138444","-167.0546639138444","-167.0546639138444"
"1510","-166.84728836750494","-166.84728836750494","-166.84728836750494"
"1511","-166.73475764823527","-166.73475764823527","-166.73475764823527"
"1512","-166.7187025506755","-166.7187025506755","-166.7187025506755"
"1513","-166.86961811098809","-166.86961811098809","-166.86961811098809"
"1514","-166.9330597759157","-166.9330597759157","-166.9330597759157"
"1515","-167.0865605563638","-167.0865605563638","-167.0865605563638"
"1516","-167.37545309421446","-167.37545309421446","-167.37545309421446"
"1517","-167.56539691696548","-167.56539691696548","-167.56539691696548"
"1518","-167.6488384985346","-167.6488384985346","-167.6488384985346"
"1519","-167.7932585755731","-167.7932585755731","-167.7932585755731"
"1520","-167.58547468869125","-167.58547468869125","-167.58547468869125"
"1521","-167.6501327126251","-167.6501327126251","-167.6501327126251"
"1522","-167.69247490831165","-167.69247490831165","-167.69247490831165"
"1523","-167.96618332689636","-167.96618332689636","-167.96618332689636"
"1524","-167.89891665673048","-167.89891665673048","-167.89891665673048"
"1525","-167.79839218560954","-167.79839218560954","-167.79839218560954"
"1526","-167.7953176572652","-167.7953176572652","-167.7953176572652"
"1527","-167.77985934491565","-167.77985934491565","-167.77985934491565"
"1528","-167.68384363132785","-167.68384363132785","-167.68384363132785"
"1529","-167.95669259377416","-167.95669259377416","-167.95669259377416"
"1530","-167.81678832695277","-167.81678832695277","-167.81678832695277"
"1531","-167.96414286681798","-167.96414286681798","-167.96414286681798"
"1532","-168.07860484539887","-168.07860484539887","-168.07860484539887"
"1533","-168.04804502703252","-168.04804502703252","-168.04804502703252"
"1534","-168.21555613678933","-168.21555613678933","-168.21555613678933"
"1535","-168.0326745105899","-168.0326745105899","-168.0326745105899"
"1536","-167.90152933561077","-167.90152933561077","-167.90152933561077"
"1537","-167.78837542107496","-167.78837542107496","-167.78837542107496"
"1538","-167.83757901211385","-167.83757901211385","-167.83757901211385"
"1539","-167.7382997939433","-167.7382997939433","-167.7382997939433"
"1540","-167.61294339693262","-167.61294339693262","-167.61294339693262"
"1541","-167.72455453708616","-167.72455453708616","-167.72455453708616"
"1542","-167.99820969001314","-167.99820969001314","-167.99820969001314"
"1543","-168.0468512932007","-168.0468512932007","-168.0468512932007"
"1544","-168.0368906400686","-168.0368906400686","-168.0368906400686"
"1545","-167.94989246848834","-167.94989246848834","-167.94989246848834"
"1546","-167.9174857979742","-167.9174857979742","-167.9174857979742"
"1547","-167.84013252012937","-167.84013252012937","-167.84013252012937"
"1548","-167.88326285256028","-167.88326285256028","-167.88326285256028"
"1549","-167.94819457782376","-167.94819457782376","-167.94819457782376"
"1550","-168.00364410714658","-168.00364410714658","-168.00364410714658"
"1551","-168.26707053039598","-168.26707053039598","-168.26707053039598"
"1552","-168.23691615415242","-168.23691615415242","-168.23691615415242"
"1553","-168.24593965860458","-168.24593965860458","-168.24593965860458"
"1554","-168.1580673151135","-168.1580673151135","-168.1580673151135"
"1555","-168.3732926215393","-168.3732926215393","-168.3732926215393"
"1556","-168.40166684415496","-168.40166684415496","-168.40166684415496"
"1557","-168.4494174440452","-168.4494174440452","-168.4494174440452"
"1558","-168.28630469521096","-168.28630469521096","-168.28630469521096"
"1559","-168.13591461178876","-168.13591461178876","-168.13591461178876"
"1560","-168.19128149137075","-168.19128149137075","-168.19128149137075"
"1561","-167.98031749163832","-167.98031749163832","-167.98031749163832"
"1562","-167.6347841499123","-167.6347841499123","-167.6347841499123"
"1563","-167.49022571543642","-167.49022571543642","-167.49022571543642"
"1564","-167.45291407451583","-167.45291407451583","-167.45291407451583"
"1565","-167.3361648744737","-167.3361648744737","-167.3361648744737"
"1566","-167.43710902256979","-167.43710902256979","-167.43710902256979"
"1567","-167.52937392311924","-167.52937392311924","-167.52937392311924"
"1568","-167.48057825529526","-167.48057825529526","-167.48057825529526"
"1569","-167.45258151384164","-167.45258151384164","-167.45258151384164"
"1570","-167.28051026949973","-167.28051026949973","-167.28051026949973"
"1571","-167.34643315794744","-167.34643315794744","-167.34643315794744"
"1572","-167.49452349602052","-167.49452349602052","-167.49452349602052"
"1573","-167.62292814494663","-167.62292814494663","-167.62292814494663"
"1574","-167.56861940335645","-167.56861940335645","-167.56861940335645"
"1575","-167.53793177702232","-167.53793177702232","-167.53793177702232"
"1576","-167.55301108455998","-167.55301108455998","-167.55301108455998"
"1577","-167.514753936463","-167.514753936463","-167.514753936463"
"1578","-167.60012977063008","-167.60012977063008","-167.60012977063008"
"1579","-167.96503400536875","-167.96503400536875","-167.96503400536875"
"1580","-168.0228090815098","-168.0228090815098","-168.0228090815098"
"1581","-167.7258347017553","-167.7258347017553","-167.7258347017553"
"1582","-167.62218464456816","-167.62218464456816","-167.62218464456816"
"1583","-167.62903877067748","-167.62903877067748","-167.62903877067748"
"1584","-167.58930554240794","-167.58930554240794","-167.58930554240794"
"1585","-167.58829861823952","-167.58829861823952","-167.58829861823952"
"1586","-167.4444880115103","-167.4444880115103","-167.4444880115103"
"1587","-167.5444754178647","-167.5444754178647","-167.5444754178647"
"1588","-167.45167650474187","-167.45167650474187","-167.45167650474187"
"1589","-167.51108298764166","-167.51108298764166","-167.51108298764166"
"1590","-167.56278295261552","-167.56278295261552","-167.56278295261552"
"1591","-167.62360430963847","-167.62360430963847","-167.62360430963847"
"1592","-167.35303381002197","-167.35303381002197","-167.35303381002197"
"1593","-167.22397477983108","-167.22397477983108","-167.22397477983108"
"1594","-167.25035645483536","-167.25035645483536","-167.25035645483536"
"1595","-167.36678655498653","-167.36678655498653","-167.36678655498653"
"1596","-167.71605789980416","-167.71605789980416","-167.71605789980416"
"1597","-168.02201564681985","-168.02201564681985","-168.02201564681985"
"1598","-167.97249372255993","-167.97249372255993","-167.97249372255993"
"1599","-167.67509638004648","-167.67509638004648","-167.67509638004648"
"1600","-167.61056013672018","-167.61056013672018","-167.61056013672018"
"1601","-167.81781736992394","-167.81781736992394","-167.81781736992394"
"1602","-167.7981508889202","-167.7981508889202","-167.7981508889202"
"1603","-167.9336840115997","-167.9336840115997","-167.9336840115997"
"1604","-167.9425554641555","-167.9425554641555","-167.9425554641555"
"1605","-167.92966533936837","-167.92966533936837","-167.92966533936837"
"1606","-167.7471551293463","-167.7471551293463","-167.7471551293463"
"1607","-167.67278825959121","-167.67278825959121","-167.67278825959121"
"1608","-167.65748602562982","-167.65748602562982","-167.65748602562982"
"1609","-167.7757908137876","-167.7757908137876","-167.7757908137876"
"1610","-167.89906283378943","-167.89906283378943","-167.89906283378943"
"1611","-168.0620130990716","-168.0620130990716","-168.0620130990716"
"1612","-168.2303599255216","-168.2303599255216","-168.2303599255216"
"1613","-168.18016882835425","-168.18016882835425","-168.18016882835425"
"1614","-168.3354779678173","-168.3354779678173","-168.3354779678173"
"1615","-168.2124706853852","-168.2124706853852","-168.2124706853852"
"1616","-168.3489712251722","-168.3489712251722","-168.3489712251722"
"1617","-168.2502604960463","-168.2502604960463","-168.2502604960463"
"1618","-168.0432556053121","-168.0432556053121","-168.0432556053121"
"1619","-168.342789258747","-168.342789258747","-168.342789258747"
"1620","-168.44325376714573","-168.44325376714573","-168.44325376714573"
"1621","-168.50857247766436","-168.50857247766436","-168.50857247766436"
"1622","-168.301091807747","-168.301091807747","-168.301091807747"
"1623","-168.21990730125356","-168.21990730125356","-168.21990730125356"
"1624","-168.00496494723038","-168.00496494723038","-168.00496494723038"
"1625","-168.0130958102626","-168.0130958102626","-168.0130958102626"
"1626","-167.93390551972868","-167.93390551972868","-167.93390551972868"
"1627","-168.0634015321882","-168.0634015321882","-168.0634015321882"
"1628","-168.1834055001933","-168.1834055001933","-168.1834055001933"
"1629","-168.33023776394904","-168.33023776394904","-168.33023776394904"
"1630","-168.40568973297695","-168.40568973297695","-168.40568973297695"
"1631","-167.9975225776853","-167.9975225776853","-167.9975225776853"
"1632","-167.94238468968527","-167.94238468968527","-167.94238468968527"
"1633","-167.92078092438973","-167.92078092438973","-167.92078092438973"
"1634","-167.9426981168236","-167.9426981168236","-167.9426981168236"
"1635","-168.08476859960518","-168.08476859960518","-168.08476859960518"
"1636","-168.06181575972056","-168.06181575972056","-168.06181575972056"
"1637","-168.04594421568726","-168.04594421568726","-168.04594421568726"
"1638","-168.09923890124597","-168.09923890124597","-168.09923890124597"
"1639","-168.3114705866191","-168.3114705866191","-168.3114705866191"
"1640","-168.36944985839148","-168.36944985839148","-168.36944985839148"
"1641","-168.4063233562112","-168.4063233562112","-168.4063233562112"
"1642","-168.38410550390662","-168.38410550390662","-168.38410550390662"
"1643","-168.35980361072694","-168.35980361072694","-168.35980361072694"
"1644","-168.26993667973153","-168.26993667973153","-168.26993667973153"
"1645","-168.2225185579784","-168.2225185579784","-168.2225185579784"
"1646","-168.18155213535536","-168.18155213535536","-168.18155213535536"
"1647","-168.4858261649098","-168.4858261649098","-168.4858261649098"
"1648","-168.32175257136768","-168.32175257136768","-168.32175257136768"
"1649","-168.37515744539863","-168.37515744539863","-168.37515744539863"
"1650","-168.34858536356862","-168.34858536356862","-168.34858536356862"
"1651","-168.3731075326336","-168.3731075326336","-168.3731075326336"
"1652","-168.38539283655172","-168.38539283655172","-168.38539283655172"
"1653","-168.0398165940505","-168.0398165940505","-168.0398165940505"
"1654","-167.94055486288127","-167.94055486288127","-167.94055486288127"
"1655","-167.89781478794578","-167.89781478794578","-167.89781478794578"
"1656","-167.51449180409102","-167.51449180409102","-167.51449180409102"
"1657","-167.5429055989828","-167.5429055989828","-167.5429055989828"
"1658","-167.4950535421264","-167.4950535421264","-167.4950535421264"
"1659","-167.3749656368454","-167.3749656368454","-167.3749656368454"
"1660","-167.31204117833533","-167.31204117833533","-167.31204117833533"
"1661","-167.39015981943484","-167.39015981943484","-167.39015981943484"
"1662","-167.22408741978748","-167.22408741978748","-167.22408741978748"
"1663","-167.21335939148113","-167.21335939148113","-167.21335939148113"
"1664","-167.4418053733745","-167.4418053733745","-167.4418053733745"
"1665","-167.27944937442112","-167.27944937442112","-167.27944937442112"
"1666","-167.3087565147619","-167.3087565147619","-167.3087565147619"
"1667","-167.33995070968564","-167.33995070968564","-167.33995070968564"
"1668","-167.65918588071148","-167.65918588071148","-167.65918588071148"
"1669","-167.49224524251628","-167.49224524251628","-167.49224524251628"
"1670","-167.76674850689653","-167.76674850689653","-167.76674850689653"
"1671","-167.97962845456723","-167.97962845456723","-167.97962845456723"
"1672","-168.01240548547946","-168.01240548547946","-168.01240548547946"
"1673","-168.07109913531127","-168.07109913531127","-168.07109913531127"
"1674","-168.28268460835105","-168.28268460835105","-168.28268460835105"
"1675","-168.44408109173375","-168.44408109173375","-168.44408109173375"
"1676","-168.6233160410989","-168.6233160410989","-168.6233160410989"
"1677","-168.87159660964485","-168.87159660964485","-168.87159660964485"
"1678","-168.76195327054972","-168.76195327054972","-168.76195327054972"
"1679","-168.71691256949885","-168.71691256949885","-168.71691256949885"
"1680","-169.04668336589637","-169.04668336589637","-169.04668336589637"
"1681","-169.40003190792254","-169.40003190792254","-169.40003190792254"
"1682","-169.21430462224743","-169.21430462224743","-169.21430462224743"
"1683","-168.9191155176822","-168.9191155176822","-168.9191155176822"
"1684","-168.8954427699738","-168.8954427699738","-168.8954427699738"
