"Step","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"4584","18.22055960844932","18.22055960844932","18.22055960844932","28.389149093103065","28.389149093103065","28.389149093103065","21.490356468937954","21.490356468937954","21.490356468937954"
"4585","18.276163241297684","18.276163241297684","18.276163241297684","27.45725953691627","27.45725953691627","27.45725953691627","20.770788397667943","20.770788397667943","20.770788397667943"
"4586","19.17867724736749","19.17867724736749","19.17867724736749","27.351835066470944","27.351835066470944","27.351835066470944","20.95220695398293","20.95220695398293","20.95220695398293"
"4587","18.866884577567397","18.866884577567397","18.866884577567397","26.998677424706464","26.998677424706464","26.998677424706464","20.976773225042553","20.976773225042553","20.976773225042553"
"4588","18.359524619525533","18.359524619525533","18.359524619525533","27.216896168202343","27.216896168202343","27.216896168202343","21.462391573731317","21.462391573731317","21.462391573731317"
"4589","18.14519743810745","18.14519743810745","18.14519743810745","26.909071803512255","26.909071803512255","26.909071803512255","22.488038235168066","22.488038235168066","22.488038235168066"
"4590","18.42311813941006","18.42311813941006","18.42311813941006","27.199887455128827","27.199887455128827","27.199887455128827","22.097916310812625","22.097916310812625","22.097916310812625"
"4591","18.113684542116317","18.113684542116317","18.113684542116317","26.921524242698226","26.921524242698226","26.921524242698226","21.894466818580245","21.894466818580245","21.894466818580245"
"4592","17.98799296409269","17.98799296409269","17.98799296409269","26.51620402913914","26.51620402913914","26.51620402913914","22.34003922398087","22.34003922398087","22.34003922398087"
"4593","17.97131337838854","17.97131337838854","17.97131337838854","25.315123493871127","25.315123493871127","25.315123493871127","22.31438330069868","22.31438330069868","22.31438330069868"
"4594","17.68764320705283","17.68764320705283","17.68764320705283","25.283545892217038","25.283545892217038","25.283545892217038","22.700860909114052","22.700860909114052","22.700860909114052"
"4595","16.59855139306693","16.59855139306693","16.59855139306693","25.270717650921316","25.270717650921316","25.270717650921316","22.69283859163665","22.69283859163665","22.69283859163665"
"4596","16.557630400354043","16.557630400354043","16.557630400354043","24.924559904150616","24.924559904150616","24.924559904150616","22.655607729345775","22.655607729345775","22.655607729345775"
"4597","16.241751856955204","16.241751856955204","16.241751856955204","25.495003788808866","25.495003788808866","25.495003788808866","23.128698560446832","23.128698560446832","23.128698560446832"
"4598","16.908262842370082","16.908262842370082","16.908262842370082","25.140408467231676","25.140408467231676","25.140408467231676","21.919445708774298","21.919445708774298","21.919445708774298"
"4599","16.676399410454675","16.676399410454675","16.676399410454675","24.656457578353837","24.656457578353837","24.656457578353837","21.94938384597979","21.94938384597979","21.94938384597979"
"4600","16.985643752328453","16.985643752328453","16.985643752328453","24.038430231379312","24.038430231379312","24.038430231379312","22.703934316822657","22.703934316822657","22.703934316822657"
"4601","16.97638815953311","16.97638815953311","16.97638815953311","23.412078669516177","23.412078669516177","23.412078669516177","22.679469092722574","22.679469092722574","22.679469092722574"
"4602","16.723625248243806","16.723625248243806","16.723625248243806","23.263084148713105","23.263084148713105","23.263084148713105","23.022389654064476","23.022389654064476","23.022389654064476"
"4603","16.95333904262621","16.95333904262621","16.95333904262621","23.59969838470194","23.59969838470194","23.59969838470194","23.064839033418902","23.064839033418902","23.064839033418902"
"4604","16.6594076718264","16.6594076718264","16.6594076718264","23.132134806280366","23.132134806280366","23.132134806280366","23.010448441668064","23.010448441668064","23.010448441668064"
"4605","16.812863820558466","16.812863820558466","16.812863820558466","21.74714960233578","21.74714960233578","21.74714960233578","23.92973793894417","23.92973793894417","23.92973793894417"
"4606","15.808198413582423","15.808198413582423","15.808198413582423","20.97150882930586","20.97150882930586","20.97150882930586","23.970938382453692","23.970938382453692","23.970938382453692"
"4607","15.777472662264335","15.777472662264335","15.777472662264335","20.473211387915175","20.473211387915175","20.473211387915175","23.659435062383317","23.659435062383317","23.659435062383317"
"4608","15.907494628473826","15.907494628473826","15.907494628473826","20.212032317201242","20.212032317201242","20.212032317201242","23.518216312587782","23.518216312587782","23.518216312587782"
"4609","15.9804618931631","15.9804618931631","15.9804618931631","19.750495941132204","19.750495941132204","19.750495941132204","22.873796541908213","22.873796541908213","22.873796541908213"
"4610","15.86113514942867","15.86113514942867","15.86113514942867","19.405764726172148","19.405764726172148","19.405764726172148","22.312587544971716","22.312587544971716","22.312587544971716"
"4611","16.20542333621701","16.20542333621701","16.20542333621701","19.683761947943434","19.683761947943434","19.683761947943434","22.016520975798613","22.016520975798613","22.016520975798613"
"4612","16.16747401496116","16.16747401496116","16.16747401496116","20.648668794987994","20.648668794987994","20.648668794987994","21.996299333578627","21.996299333578627","21.996299333578627"
"4613","16.320652522571606","16.320652522571606","16.320652522571606","21.662821637681787","21.662821637681787","21.662821637681787","21.91726022160431","21.91726022160431","21.91726022160431"
"4614","14.998442695510775","14.998442695510775","14.998442695510775","21.667566243389206","21.667566243389206","21.667566243389206","21.9293578511608","21.9293578511608","21.9293578511608"
"4615","15.015936141625016","15.015936141625016","15.015936141625016","21.559890588464906","21.559890588464906","21.559890588464906","21.877552045866036","21.877552045866036","21.877552045866036"
"4616","14.551257831409403","14.551257831409403","14.551257831409403","21.559771379011625","21.559771379011625","21.559771379011625","23.105548702395918","23.105548702395918","23.105548702395918"
"4617","14.168956585212632","14.168956585212632","14.168956585212632","21.652894814605226","21.652894814605226","21.652894814605226","23.452627158957355","23.452627158957355","23.452627158957355"
"4618","13.682807817685354","13.682807817685354","13.682807817685354","21.50997899044542","21.50997899044542","21.50997899044542","23.3586356242193","23.3586356242193","23.3586356242193"
"4619","13.698220427429948","13.698220427429948","13.698220427429948","20.687403816954028","20.687403816954028","20.687403816954028","22.672636245666098","22.672636245666098","22.672636245666098"
"4620","14.402108677673187","14.402108677673187","14.402108677673187","20.83466278542255","20.83466278542255","20.83466278542255","22.96521330027754","22.96521330027754","22.96521330027754"
"4621","13.73575843423668","13.73575843423668","13.73575843423668","20.63683575298764","20.63683575298764","20.63683575298764","22.765556857303764","22.765556857303764","22.765556857303764"
"4622","13.776378171766009","13.776378171766009","13.776378171766009","20.43050428759136","20.43050428759136","20.43050428759136","22.905487162272188","22.905487162272188","22.905487162272188"
"4623","13.596311892203621","13.596311892203621","13.596311892203621","20.38856786594696","20.38856786594696","20.38856786594696","22.414197696964234","22.414197696964234","22.414197696964234"
"4624","13.92666401592158","13.92666401592158","13.92666401592158","20.361781477234878","20.361781477234878","20.361781477234878","22.49742109657322","22.49742109657322","22.49742109657322"
"4625","14.258329879011274","14.258329879011274","14.258329879011274","20.17886480223027","20.17886480223027","20.17886480223027","22.630643332876502","22.630643332876502","22.630643332876502"
"4626","14.290837526138755","14.290837526138755","14.290837526138755","20.913705505501984","20.913705505501984","20.913705505501984","22.106316867304816","22.106316867304816","22.106316867304816"
"4627","14.320910400259356","14.320910400259356","14.320910400259356","20.485031431929944","20.485031431929944","20.485031431929944","21.996809171158535","21.996809171158535","21.996809171158535"
"4628","14.36523826051981","14.36523826051981","14.36523826051981","20.471683342606003","20.471683342606003","20.471683342606003","21.99993835892367","21.99993835892367","21.99993835892367"
"4629","13.419689822338444","13.419689822338444","13.419689822338444","20.169815495538998","20.169815495538998","20.169815495538998","21.712371756801872","21.712371756801872","21.712371756801872"
"4630","13.497640653237537","13.497640653237537","13.497640653237537","19.995011845192327","19.995011845192327","19.995011845192327","21.77176216141972","21.77176216141972","21.77176216141972"
"4631","13.466985831178453","13.466985831178453","13.466985831178453","21.16324395320344","21.16324395320344","21.16324395320344","21.547030385600557","21.547030385600557","21.547030385600557"
"4632","13.870903333643163","13.870903333643163","13.870903333643163","20.9654760015565","20.9654760015565","20.9654760015565","21.575260561887934","21.575260561887934","21.575260561887934"
"4633","13.971385050824216","13.971385050824216","13.971385050824216","20.56651039940951","20.56651039940951","20.56651039940951","21.587400772787504","21.587400772787504","21.587400772787504"
"4634","12.934933053221355","12.934933053221355","12.934933053221355","20.268501338712518","20.268501338712518","20.268501338712518","22.00741137251657","22.00741137251657","22.00741137251657"
"4635","13.239440932699111","13.239440932699111","13.239440932699111","20.269795860590655","20.269795860590655","20.269795860590655","22.20129576451852","22.20129576451852","22.20129576451852"
"4636","12.646900863808614","12.646900863808614","12.646900863808614","20.832916660711334","20.832916660711334","20.832916660711334","22.20895116985907","22.20895116985907","22.20895116985907"
"4637","12.668967618113875","12.668967618113875","12.668967618113875","20.938769505031477","20.938769505031477","20.938769505031477","23.018875820564713","23.018875820564713","23.018875820564713"
"4638","12.848734900022396","12.848734900022396","12.848734900022396","20.366021980199733","20.366021980199733","20.366021980199733","22.982946520537677","22.982946520537677","22.982946520537677"
"4639","12.480595760021044","12.480595760021044","12.480595760021044","20.29486429046564","20.29486429046564","20.29486429046564","22.33719084794364","22.33719084794364","22.33719084794364"
"4640","12.497143847895831","12.497143847895831","12.497143847895831","20.201418919071553","20.201418919071553","20.201418919071553","22.639391351451927","22.639391351451927","22.639391351451927"
"4641","12.420172794277844","12.420172794277844","12.420172794277844","19.89522378516815","19.89522378516815","19.89522378516815","22.143748650359658","22.143748650359658","22.143748650359658"
"4642","12.137370581112746","12.137370581112746","12.137370581112746","20.000862041474434","20.000862041474434","20.000862041474434","21.987122015220795","21.987122015220795","21.987122015220795"
"4643","11.983889463744745","11.983889463744745","11.983889463744745","19.535315319999835","19.535315319999835","19.535315319999835","21.990826496909396","21.990826496909396","21.990826496909396"
"4644","12.768284963776544","12.768284963776544","12.768284963776544","19.35919375336173","19.35919375336173","19.35919375336173","22.465189931716914","22.465189931716914","22.465189931716914"
"4645","12.726884271805366","12.726884271805366","12.726884271805366","19.504347461001068","19.504347461001068","19.504347461001068","22.144891029915353","22.144891029915353","22.144891029915353"
"4646","12.927291239010506","12.927291239010506","12.927291239010506","19.664660919232265","19.664660919232265","19.664660919232265","22.57628446593624","22.57628446593624","22.57628446593624"
"4647","12.811762144999122","12.811762144999122","12.811762144999122","18.856772700892016","18.856772700892016","18.856772700892016","23.001761591985602","23.001761591985602","23.001761591985602"
"4648","13.151948986065067","13.151948986065067","13.151948986065067","19.478971918751032","19.478971918751032","19.478971918751032","23.15475264182073","23.15475264182073","23.15475264182073"
"4649","13.618577135111169","13.618577135111169","13.618577135111169","19.15866009699901","19.15866009699901","19.15866009699901","23.557832673500233","23.557832673500233","23.557832673500233"
"4650","13.833265894210683","13.833265894210683","13.833265894210683","18.602560562365518","18.602560562365518","18.602560562365518","22.75810375647026","22.75810375647026","22.75810375647026"
"4651","13.852484376249924","13.852484376249924","13.852484376249924","18.456488450495346","18.456488450495346","18.456488450495346","22.29256590609836","22.29256590609836","22.29256590609836"
"4652","13.760371221481241","13.760371221481241","13.760371221481241","18.311088986957294","18.311088986957294","18.311088986957294","22.449131847138222","22.449131847138222","22.449131847138222"
"4653","14.33026254202298","14.33026254202298","14.33026254202298","19.68910535208823","19.68910535208823","19.68910535208823","22.278112600318405","22.278112600318405","22.278112600318405"
"4654","14.38603173605509","14.38603173605509","14.38603173605509","20.026536179579917","20.026536179579917","20.026536179579917","21.32867360474912","21.32867360474912","21.32867360474912"
"4655","15.004794265412395","15.004794265412395","15.004794265412395","20.69208925039222","20.69208925039222","20.69208925039222","21.732589735176116","21.732589735176116","21.732589735176116"
"4656","15.642165225308606","15.642165225308606","15.642165225308606","21.6104667117817","21.6104667117817","21.6104667117817","22.09723892649861","22.09723892649861","22.09723892649861"
"4657","15.853910361978556","15.853910361978556","15.853910361978556","21.67712344268592","21.67712344268592","21.67712344268592","21.72694673152859","21.72694673152859","21.72694673152859"
"4658","15.637815739351131","15.637815739351131","15.637815739351131","22.097825181956047","22.097825181956047","22.097825181956047","21.597951666770214","21.597951666770214","21.597951666770214"
"4659","15.612489948205182","15.612489948205182","15.612489948205182","21.767410210938397","21.767410210938397","21.767410210938397","21.958360294692696","21.958360294692696","21.958360294692696"
"4660","16.0856409198579","16.0856409198579","16.0856409198579","22.22592311649752","22.22592311649752","22.22592311649752","21.8089066259627","21.8089066259627","21.8089066259627"
"4661","16.428179778933792","16.428179778933792","16.428179778933792","22.222495774147056","22.222495774147056","22.222495774147056","21.841782850211146","21.841782850211146","21.841782850211146"
"4662","16.45119928815149","16.45119928815149","16.45119928815149","22.270606558953546","22.270606558953546","22.270606558953546","21.525043909340685","21.525043909340685","21.525043909340685"
"4663","16.464376382690965","16.464376382690965","16.464376382690965","22.04479129522736","22.04479129522736","22.04479129522736","22.618664802446546","22.618664802446546","22.618664802446546"
"4664","15.253967428198377","15.253967428198377","15.253967428198377","22.000172071328343","22.000172071328343","22.000172071328343","22.522997960375864","22.522997960375864","22.522997960375864"
"4665","14.852023185744267","14.852023185744267","14.852023185744267","22.047393642921314","22.047393642921314","22.047393642921314","22.295903927826675","22.295903927826675","22.295903927826675"
"4666","14.755943986491413","14.755943986491413","14.755943986491413","22.33857167724302","22.33857167724302","22.33857167724302","22.129426861476034","22.129426861476034","22.129426861476034"
"4667","14.814056046477344","14.814056046477344","14.814056046477344","22.572542398876863","22.572542398876863","22.572542398876863","21.850789786131198","21.850789786131198","21.850789786131198"
"4668","14.720979135295472","14.720979135295472","14.720979135295472","22.567666365086115","22.567666365086115","22.567666365086115","21.831995943340306","21.831995943340306","21.831995943340306"
"4669","14.646293751595792","14.646293751595792","14.646293751595792","23.11476807001504","23.11476807001504","23.11476807001504","22.591999779973438","22.591999779973438","22.591999779973438"
"4670","14.700861526067357","14.700861526067357","14.700861526067357","22.798453787412868","22.798453787412868","22.798453787412868","22.883985379193245","22.883985379193245","22.883985379193245"
"4671","14.057449415555205","14.057449415555205","14.057449415555205","23.21954524089495","23.21954524089495","23.21954524089495","23.14036640431357","23.14036640431357","23.14036640431357"
"4672","14.337001448187754","14.337001448187754","14.337001448187754","23.264189726687913","23.264189726687913","23.264189726687913","22.85362250393091","22.85362250393091","22.85362250393091"
"4673","14.34114594840611","14.34114594840611","14.34114594840611","23.249527249029825","23.249527249029825","23.249527249029825","23.316596784095378","23.316596784095378","23.316596784095378"
"4674","13.721490439283023","13.721490439283023","13.721490439283023","23.421168011992204","23.421168011992204","23.421168011992204","23.759370642712557","23.759370642712557","23.759370642712557"
"4675","14.154836148063147","14.154836148063147","14.154836148063147","23.09502382105114","23.09502382105114","23.09502382105114","23.896342655558346","23.896342655558346","23.896342655558346"
"4676","14.503490903880518","14.503490903880518","14.503490903880518","23.443396224814954","23.443396224814954","23.443396224814954","24.008157621169353","24.008157621169353","24.008157621169353"
"4677","15.436601133208754","15.436601133208754","15.436601133208754","23.414374183408302","23.414374183408302","23.414374183408302","24.47253036960538","24.47253036960538","24.47253036960538"
"4678","16.042803607958703","16.042803607958703","16.042803607958703","22.69251976548994","22.69251976548994","22.69251976548994","23.96653347665338","23.96653347665338","23.96653347665338"
"4679","16.242851888622752","16.242851888622752","16.242851888622752","22.66462552969907","22.66462552969907","22.66462552969907","23.966090329268408","23.966090329268408","23.966090329268408"
"4680","16.550618804046202","16.550618804046202","16.550618804046202","22.788412480375488","22.788412480375488","22.788412480375488","21.906511881816822","21.906511881816822","21.906511881816822"
"4681","15.620257817388302","15.620257817388302","15.620257817388302","21.519883066324496","21.519883066324496","21.519883066324496","21.562817088848604","21.562817088848604","21.562817088848604"
"4682","15.513984744976247","15.513984744976247","15.513984744976247","21.953913865797844","21.953913865797844","21.953913865797844","22.15937117759704","22.15937117759704","22.15937117759704"
"4683","15.374483596600484","15.374483596600484","15.374483596600484","21.88870749901287","21.88870749901287","21.88870749901287","21.837566129550613","21.837566129550613","21.837566129550613"
"4684","15.241327751643304","15.241327751643304","15.241327751643304","22.346401977172647","22.346401977172647","22.346401977172647","21.805713239058477","21.805713239058477","21.805713239058477"
"4685","15.06987930187145","15.06987930187145","15.06987930187145","22.801231408275807","22.801231408275807","22.801231408275807","21.915727992613938","21.915727992613938","21.915727992613938"
"4686","15.542491217329559","15.542491217329559","15.542491217329559","22.818102198860352","22.818102198860352","22.818102198860352","21.987193633020464","21.987193633020464","21.987193633020464"
"4687","15.190536446896125","15.190536446896125","15.190536446896125","21.910082305038255","21.910082305038255","21.910082305038255","22.594428390268963","22.594428390268963","22.594428390268963"
"4688","15.077629325072351","15.077629325072351","15.077629325072351","21.355082439720228","21.355082439720228","21.355082439720228","22.64382478100153","22.64382478100153","22.64382478100153"
"4689","15.418600391943492","15.418600391943492","15.418600391943492","21.179761028950466","21.179761028950466","21.179761028950466","22.995497907994935","22.995497907994935","22.995497907994935"
"4690","15.233638211174707","15.233638211174707","15.233638211174707","20.684094039746714","20.684094039746714","20.684094039746714","22.664882508808493","22.664882508808493","22.664882508808493"
"4691","15.23554854260193","15.23554854260193","15.23554854260193","20.383023649890873","20.383023649890873","20.383023649890873","22.492467932039627","22.492467932039627","22.492467932039627"
"4692","15.89197547294169","15.89197547294169","15.89197547294169","20.089405266182947","20.089405266182947","20.089405266182947","22.18378882765964","22.18378882765964","22.18378882765964"
"4693","14.502088196509035","14.502088196509035","14.502088196509035","19.321791180201938","19.321791180201938","19.321791180201938","22.00743539995294","22.00743539995294","22.00743539995294"
"4694","14.818502093285279","14.818502093285279","14.818502093285279","19.244616518859758","19.244616518859758","19.244616518859758","20.946005087168743","20.946005087168743","20.946005087168743"
"4695","14.81970918659976","14.81970918659976","14.81970918659976","18.70492395202801","18.70492395202801","18.70492395202801","20.772476881857468","20.772476881857468","20.772476881857468"
"4696","14.123760889494859","14.123760889494859","14.123760889494859","19.250692646009853","19.250692646009853","19.250692646009853","20.32980547939059","20.32980547939059","20.32980547939059"
"4697","14.567864027106014","14.567864027106014","14.567864027106014","19.412814464898783","19.412814464898783","19.412814464898783","20.974754363821017","20.974754363821017","20.974754363821017"
"4698","14.39752411245988","14.39752411245988","14.39752411245988","19.241398696451974","19.241398696451974","19.241398696451974","21.43078062386382","21.43078062386382","21.43078062386382"
"4699","13.595323070010767","13.595323070010767","13.595323070010767","20.485460308010556","20.485460308010556","20.485460308010556","21.4418505252649","21.4418505252649","21.4418505252649"
"4700","14.359954275501572","14.359954275501572","14.359954275501572","20.123067266423412","20.123067266423412","20.123067266423412","21.821711577098082","21.821711577098082","21.821711577098082"
"4701","14.397306703291022","14.397306703291022","14.397306703291022","20.547659370688663","20.547659370688663","20.547659370688663","21.94575861407465","21.94575861407465","21.94575861407465"
"4702","14.731362140998012","14.731362140998012","14.731362140998012","20.763462930293468","20.763462930293468","20.763462930293468","21.343205130472843","21.343205130472843","21.343205130472843"
"4703","15.334739262041833","15.334739262041833","15.334739262041833","20.283405826051602","20.283405826051602","20.283405826051602","20.903473690146853","20.903473690146853","20.903473690146853"
"4704","15.30378151596803","15.30378151596803","15.30378151596803","19.832071492749336","19.832071492749336","19.832071492749336","20.847555846536565","20.847555846536565","20.847555846536565"
"4705","15.344669351777378","15.344669351777378","15.344669351777378","19.837558793073164","19.837558793073164","19.837558793073164","20.667538264975523","20.667538264975523","20.667538264975523"
"4706","15.489214383961246","15.489214383961246","15.489214383961246","19.867856558261668","19.867856558261668","19.867856558261668","20.37692893097686","20.37692893097686","20.37692893097686"
"4707","16.13536063132367","16.13536063132367","16.13536063132367","20.81808794033403","20.81808794033403","20.81808794033403","20.29431198909157","20.29431198909157","20.29431198909157"
"4708","16.081652201872814","16.081652201872814","16.081652201872814","20.75694906617688","20.75694906617688","20.75694906617688","20.432015645213237","20.432015645213237","20.432015645213237"
"4709","16.756462001449602","16.756462001449602","16.756462001449602","19.336762865646183","19.336762865646183","19.336762865646183","20.620569187514953","20.620569187514953","20.620569187514953"
"4710","15.959713190726605","15.959713190726605","15.959713190726605","19.033337882110533","19.033337882110533","19.033337882110533","20.69918343210087","20.69918343210087","20.69918343210087"
"4711","14.599930067057157","14.599930067057157","14.599930067057157","19.18780953033467","19.18780953033467","19.18780953033467","21.023510174165708","21.023510174165708","21.023510174165708"
"4712","13.75227090267856","13.75227090267856","13.75227090267856","19.65443151450117","19.65443151450117","19.65443151450117","20.959872364962813","20.959872364962813","20.959872364962813"
"4713","14.3687576379901","14.3687576379901","14.3687576379901","20.00092829417843","20.00092829417843","20.00092829417843","21.295257807495208","21.295257807495208","21.295257807495208"
"4714","14.025480405052997","14.025480405052997","14.025480405052997","18.90940312820163","18.90940312820163","18.90940312820163","20.64060292858937","20.64060292858937","20.64060292858937"
"4715","14.0244361436757","14.0244361436757","14.0244361436757","19.135650873175145","19.135650873175145","19.135650873175145","19.80954463064487","19.80954463064487","19.80954463064487"
"4716","13.38743951246612","13.38743951246612","13.38743951246612","19.28943873414247","19.28943873414247","19.28943873414247","20.64649726341419","20.64649726341419","20.64649726341419"
"4717","12.945963403303056","12.945963403303056","12.945963403303056","18.638460814130703","18.638460814130703","18.638460814130703","20.617980946100364","20.617980946100364","20.617980946100364"
"4718","13.06656113257098","13.06656113257098","13.06656113257098","17.99377789873786","17.99377789873786","17.99377789873786","20.49726978280212","20.49726978280212","20.49726978280212"
"4719","12.105388419006072","12.105388419006072","12.105388419006072","18.722990444721027","18.722990444721027","18.722990444721027","20.196505197727255","20.196505197727255","20.196505197727255"
"4720","11.791621164925154","11.791621164925154","11.791621164925154","18.12132492240978","18.12132492240978","18.12132492240978","20.014306293630106","20.014306293630106","20.014306293630106"
"4721","11.368977360655121","11.368977360655121","11.368977360655121","17.456108446369306","17.456108446369306","17.456108446369306","19.88626143603922","19.88626143603922","19.88626143603922"
"4722","11.345618344497023","11.345618344497023","11.345618344497023","17.193734383412274","17.193734383412274","17.193734383412274","19.792703391384713","19.792703391384713","19.792703391384713"
"4723","11.91868559183416","11.91868559183416","11.91868559183416","16.407247526530316","16.407247526530316","16.407247526530316","18.944338475412803","18.944338475412803","18.944338475412803"
"4724","12.691587444181318","12.691587444181318","12.691587444181318","15.764016009157169","15.764016009157169","15.764016009157169","18.775180109070742","18.775180109070742","18.775180109070742"
"4725","12.613331316559734","12.613331316559734","12.613331316559734","15.714959284907449","15.714959284907449","15.714959284907449","18.431696169973808","18.431696169973808","18.431696169973808"
"4726","12.303824989328461","12.303824989328461","12.303824989328461","16.203079465132408","16.203079465132408","16.203079465132408","17.66588005771613","17.66588005771613","17.66588005771613"
"4727","12.12659876308077","12.12659876308077","12.12659876308077","15.954296400811048","15.954296400811048","15.954296400811048","17.33544122741667","17.33544122741667","17.33544122741667"
"4728","12.096789125635494","12.096789125635494","12.096789125635494","16.62330269522049","16.62330269522049","16.62330269522049","17.66022525346148","17.66022525346148","17.66022525346148"
"4729","11.903809559367762","11.903809559367762","11.903809559367762","17.081371154085122","17.081371154085122","17.081371154085122","17.490613266173714","17.490613266173714","17.490613266173714"
"4730","12.365250238915362","12.365250238915362","12.365250238915362","17.697409107284827","17.697409107284827","17.697409107284827","17.422188693584424","17.422188693584424","17.422188693584424"
"4731","11.6688785971994","11.6688785971994","11.6688785971994","18.172311581228264","18.172311581228264","18.172311581228264","18.19219909316524","18.19219909316524","18.19219909316524"
"4732","12.812492441733289","12.812492441733289","12.812492441733289","18.91304729950373","18.91304729950373","18.91304729950373","18.20569050052593","18.20569050052593","18.20569050052593"
"4733","13.455508837865125","13.455508837865125","13.455508837865125","18.80197792984902","18.80197792984902","18.80197792984902","18.58552155159349","18.58552155159349","18.58552155159349"
"4734","12.996461745559962","12.996461745559962","12.996461745559962","18.14078982918032","18.14078982918032","18.14078982918032","18.610935076236157","18.610935076236157","18.610935076236157"
"4735","12.870346013809273","12.870346013809273","12.870346013809273","18.306941845631624","18.306941845631624","18.306941845631624","18.099767569563152","18.099767569563152","18.099767569563152"
"4736","12.457282853879226","12.457282853879226","12.457282853879226","18.605400737015067","18.605400737015067","18.605400737015067","17.17185053489973","17.17185053489973","17.17185053489973"
"4737","12.147825660862658","12.147825660862658","12.147825660862658","18.570284959451886","18.570284959451886","18.570284959451886","17.8000771885544","17.8000771885544","17.8000771885544"
"4738","12.578981875403542","12.578981875403542","12.578981875403542","17.27446795627384","17.27446795627384","17.27446795627384","17.77081041341087","17.77081041341087","17.77081041341087"
"4739","12.677413490832867","12.677413490832867","12.677413490832867","17.732486253692993","17.732486253692993","17.732486253692993","18.11853898142108","18.11853898142108","18.11853898142108"
"4740","12.45417464489675","12.45417464489675","12.45417464489675","17.18840998109127","17.18840998109127","17.18840998109127","18.061320254797167","18.061320254797167","18.061320254797167"
"4741","11.984866168508454","11.984866168508454","11.984866168508454","16.161110501591867","16.161110501591867","16.161110501591867","18.501033377891396","18.501033377891396","18.501033377891396"
"4742","12.361815055485108","12.361815055485108","12.361815055485108","15.690380268582311","15.690380268582311","15.690380268582311","17.976764378443374","17.976764378443374","17.976764378443374"
"4743","12.26885790562066","12.26885790562066","12.26885790562066","15.526506669047741","15.526506669047741","15.526506669047741","18.311563246880073","18.311563246880073","18.311563246880073"
"4744","11.77219991453858","11.77219991453858","11.77219991453858","16.145265590201454","16.145265590201454","16.145265590201454","18.29293247112601","18.29293247112601","18.29293247112601"
"4745","11.55673573141437","11.55673573141437","11.55673573141437","16.10208159426691","16.10208159426691","16.10208159426691","17.478338464801606","17.478338464801606","17.478338464801606"
"4746","11.875126024062803","11.875126024062803","11.875126024062803","16.10210425261858","16.10210425261858","16.10210425261858","17.516454676442","17.516454676442","17.516454676442"
"4747","12.17068640483863","12.17068640483863","12.17068640483863","16.022278903667416","16.022278903667416","16.022278903667416","16.74395227405229","16.74395227405229","16.74395227405229"
"4748","11.706284332078042","11.706284332078042","11.706284332078042","15.255376073031648","15.255376073031648","15.255376073031648","16.124291235777964","16.124291235777964","16.124291235777964"
"4749","11.131809611548936","11.131809611548936","11.131809611548936","15.856056689639177","15.856056689639177","15.856056689639177","17.036821517483094","17.036821517483094","17.036821517483094"
"4750","10.584333229375577","10.584333229375577","10.584333229375577","16.07490077306313","16.07490077306313","16.07490077306313","16.081202045734084","16.081202045734084","16.081202045734084"
"4751","10.369083684658158","10.369083684658158","10.369083684658158","15.461860148737017","15.461860148737017","15.461860148737017","16.070790413988572","16.070790413988572","16.070790413988572"
"4752","10.333915801058716","10.333915801058716","10.333915801058716","15.91041897891769","15.91041897891769","15.91041897891769","16.19161497182755","16.19161497182755","16.19161497182755"
"4753","9.875062690785603","9.875062690785603","9.875062690785603","16.234946842292036","16.234946842292036","16.234946842292036","16.23397043838904","16.23397043838904","16.23397043838904"
"4754","9.852601077662296","9.852601077662296","9.852601077662296","16.12862287133287","16.12862287133287","16.12862287133287","15.588944701971101","15.588944701971101","15.588944701971101"
"4755","10.011119154799172","10.011119154799172","10.011119154799172","15.667820488606262","15.667820488606262","15.667820488606262","15.736510174945971","15.736510174945971","15.736510174945971"
"4756","10.77188449137823","10.77188449137823","10.77188449137823","15.969607871797368","15.969607871797368","15.969607871797368","15.827276660258983","15.827276660258983","15.827276660258983"
"4757","11.698398041923856","11.698398041923856","11.698398041923856","16.785652738560874","16.785652738560874","16.785652738560874","16.30623351388345","16.30623351388345","16.30623351388345"
"4758","11.409359440945144","11.409359440945144","11.409359440945144","17.0251416253423","17.0251416253423","17.0251416253423","16.828724331413436","16.828724331413436","16.828724331413436"
"4759","10.97141806314609","10.97141806314609","10.97141806314609","16.99304842051405","16.99304842051405","16.99304842051405","16.91053696000538","16.91053696000538","16.91053696000538"
