"Step","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"1110","6.653869950057816","6.653869950057816","6.653869950057816","10.72291717994449","10.72291717994449","10.72291717994449","8.479957086864774","8.479957086864774","8.479957086864774"
"1111","6.0836417710092014","6.0836417710092014","6.0836417710092014","11.224986553152673","11.224986553152673","11.224986553152673","8.701200969016975","8.701200969016975","8.701200969016975"
"1112","6.070338154467842","6.070338154467842","6.070338154467842","11.51530301361794","11.51530301361794","11.51530301361794","9.223770752326992","9.223770752326992","9.223770752326992"
"1113","5.724535263762394","5.724535263762394","5.724535263762394","11.353975978836775","11.353975978836775","11.353975978836775","9.690525542940518","9.690525542940518","9.690525542940518"
"1114","6.199893087086862","6.199893087086862","6.199893087086862","12.300855523976885","12.300855523976885","12.300855523976885","9.7110708796882","9.7110708796882","9.7110708796882"
"1115","6.381915046916954","6.381915046916954","6.381915046916954","11.830991355794383","11.830991355794383","11.830991355794383","9.302310789711566","9.302310789711566","9.302310789711566"
"1116","6.571218800318013","6.571218800318013","6.571218800318013","12.147665714011175","12.147665714011175","12.147665714011175","9.503271279773559","9.503271279773559","9.503271279773559"
"1117","6.7506673253641285","6.7506673253641285","6.7506673253641285","12.192480733673118","12.192480733673118","12.192480733673118","10.560660159524252","10.560660159524252","10.560660159524252"
"1118","6.829044091928583","6.829044091928583","6.829044091928583","12.042683264769128","12.042683264769128","12.042683264769128","10.962498026667676","10.962498026667676","10.962498026667676"
"1119","7.187692318447051","7.187692318447051","7.187692318447051","13.119259988937367","13.119259988937367","13.119259988937367","10.92531063894234","10.92531063894234","10.92531063894234"
"1120","7.639327676052735","7.639327676052735","7.639327676052735","13.48172420233568","13.48172420233568","13.48172420233568","10.418444232157515","10.418444232157515","10.418444232157515"
"1121","7.403991437144842","7.403991437144842","7.403991437144842","13.754367280306912","13.754367280306912","13.754367280306912","10.04082279936303","10.04082279936303","10.04082279936303"
"1122","6.264521032785143","6.264521032785143","6.264521032785143","13.754187430274888","13.754187430274888","13.754187430274888","10.983556579590948","10.983556579590948","10.983556579590948"
"1123","6.278494381162958","6.278494381162958","6.278494381162958","13.477058207027845","13.477058207027845","13.477058207027845","10.418309100347837","10.418309100347837","10.418309100347837"
"1124","5.982508981828257","5.982508981828257","5.982508981828257","13.164117968602309","13.164117968602309","13.164117968602309","10.565823113825102","10.565823113825102","10.565823113825102"
"1125","6.953568332296","6.953568332296","6.953568332296","13.107595528938909","13.107595528938909","13.107595528938909","10.854267921471658","10.854267921471658","10.854267921471658"
"1126","5.629646702958087","5.629646702958087","5.629646702958087","13.091833919241536","13.091833919241536","13.091833919241536","10.526439349249214","10.526439349249214","10.526439349249214"
"1127","5.372622651187961","5.372622651187961","5.372622651187961","13.177644501314312","13.177644501314312","13.177644501314312","9.924197886351466","9.924197886351466","9.924197886351466"
"1128","4.615535903341517","4.615535903341517","4.615535903341517","13.505683421400986","13.505683421400986","13.505683421400986","9.97321959590372","9.97321959590372","9.97321959590372"
"1129","4.912651857437709","4.912651857437709","4.912651857437709","14.28587204243283","14.28587204243283","14.28587204243283","9.619550210185649","9.619550210185649","9.619550210185649"
"1130","4.692891216569444","4.692891216569444","4.692891216569444","12.89943367644819","12.89943367644819","12.89943367644819","9.103131588599242","9.103131588599242","9.103131588599242"
"1131","4.038031581816268","4.038031581816268","4.038031581816268","12.929711258777868","12.929711258777868","12.929711258777868","10.241869202650456","10.241869202650456","10.241869202650456"
"1132","5.081292104473116","5.081292104473116","5.081292104473116","12.862726682148221","12.862726682148221","12.862726682148221","9.936312558930291","9.936312558930291","9.936312558930291"
"1133","5.094854144157189","5.094854144157189","5.094854144157189","12.95628269510205","12.95628269510205","12.95628269510205","9.645861773370939","9.645861773370939","9.645861773370939"
"1134","4.259569577939346","4.259569577939346","4.259569577939346","12.491127253325011","12.491127253325011","12.491127253325011","9.984659623785","9.984659623785","9.984659623785"
"1135","4.330023020989603","4.330023020989603","4.330023020989603","12.622342858824227","12.622342858824227","12.622342858824227","10.331084219114222","10.331084219114222","10.331084219114222"
"1136","3.805048568976669","3.805048568976669","3.805048568976669","12.129471366048376","12.129471366048376","12.129471366048376","10.92753586633865","10.92753586633865","10.92753586633865"
"1137","3.4654992422152016","3.4654992422152016","3.4654992422152016","11.819007023400568","11.819007023400568","11.819007023400568","10.736607202293545","10.736607202293545","10.736607202293545"
"1138","3.0344081292266223","3.0344081292266223","3.0344081292266223","11.51610576677291","11.51610576677291","11.51610576677291","10.232263027100782","10.232263027100782","10.232263027100782"
"1139","3.0758975475058072","3.0758975475058072","3.0758975475058072","12.072953452725887","12.072953452725887","12.072953452725887","11.370397402977119","11.370397402977119","11.370397402977119"
"1140","3.1057243389874936","3.1057243389874936","3.1057243389874936","12.506903270991488","12.506903270991488","12.506903270991488","11.638193834069071","11.638193834069071","11.638193834069071"
"1141","3.4779020730034533","3.4779020730034533","3.4779020730034533","12.493838584098267","12.493838584098267","12.493838584098267","11.651176031292858","11.651176031292858","11.651176031292858"
"1142","3.4395581677340665","3.4395581677340665","3.4395581677340665","13.181604778264688","13.181604778264688","13.181604778264688","10.891376267811374","10.891376267811374","10.891376267811374"
"1143","3.6556573929952174","3.6556573929952174","3.6556573929952174","12.830598142081136","12.830598142081136","12.830598142081136","10.43386180751919","10.43386180751919","10.43386180751919"
"1144","3.8035744875678494","3.8035744875678494","3.8035744875678494","12.5187103141489","12.5187103141489","12.5187103141489","10.419508125656018","10.419508125656018","10.419508125656018"
"1145","3.7559883074567098","3.7559883074567098","3.7559883074567098","11.998914793814517","11.998914793814517","11.998914793814517","10.753697052609187","10.753697052609187","10.753697052609187"
"1146","3.9970095097718907","3.9970095097718907","3.9970095097718907","12.570961601763752","12.570961601763752","12.570961601763752","11.153701692832199","11.153701692832199","11.153701692832199"
"1147","3.8075825869741955","3.8075825869741955","3.8075825869741955","12.00407353510448","12.00407353510448","12.00407353510448","11.625809480518344","11.625809480518344","11.625809480518344"
"1148","3.94140397444751","3.94140397444751","3.94140397444751","11.876173876651626","11.876173876651626","11.876173876651626","11.46127581998324","11.46127581998324","11.46127581998324"
"1149","3.6948992041496926","3.6948992041496926","3.6948992041496926","12.137369486559182","12.137369486559182","12.137369486559182","12.388068173017821","12.388068173017821","12.388068173017821"
"1150","4.43910751351365","4.43910751351365","4.43910751351365","12.128759752519004","12.128759752519004","12.128759752519004","12.351776708110547","12.351776708110547","12.351776708110547"
"1151","4.318757329574095","4.318757329574095","4.318757329574095","11.66922693214882","11.66922693214882","11.66922693214882","11.499216108925769","11.499216108925769","11.499216108925769"
"1152","4.284033668063477","4.284033668063477","4.284033668063477","11.721239945651543","11.721239945651543","11.721239945651543","12.496703506509832","12.496703506509832","12.496703506509832"
"1153","4.646738740413199","4.646738740413199","4.646738740413199","12.055136811139123","12.055136811139123","12.055136811139123","12.478033089813845","12.478033089813845","12.478033089813845"
"1154","4.154252481785384","4.154252481785384","4.154252481785384","12.34577637298843","12.34577637298843","12.34577637298843","12.737797974759623","12.737797974759623","12.737797974759623"
"1155","3.725960302408363","3.725960302408363","3.725960302408363","12.382046674691068","12.382046674691068","12.382046674691068","12.63723986415117","12.63723986415117","12.63723986415117"
"1156","3.26846044316764","3.26846044316764","3.26846044316764","12.345161180276566","12.345161180276566","12.345161180276566","12.382961564319007","12.382961564319007","12.382961564319007"
"1157","3.7452509931673426","3.7452509931673426","3.7452509931673426","11.497939307434137","11.497939307434137","11.497939307434137","12.862903394685489","12.862903394685489","12.862903394685489"
"1158","3.6539857317182447","3.6539857317182447","3.6539857317182447","11.189021408489898","11.189021408489898","11.189021408489898","12.043943411069842","12.043943411069842","12.043943411069842"
"1159","3.6889563573968576","3.6889563573968576","3.6889563573968576","10.297657982606818","10.297657982606818","10.297657982606818","11.69050265730167","11.69050265730167","11.69050265730167"
"1160","3.226834997102985","3.226834997102985","3.226834997102985","10.303841868338678","10.303841868338678","10.303841868338678","11.84694761421735","11.84694761421735","11.84694761421735"
"1161","3.241265913335722","3.241265913335722","3.241265913335722","10.569287068459523","10.569287068459523","10.569287068459523","11.665644763851736","11.665644763851736","11.665644763851736"
"1162","2.773276119904817","2.773276119904817","2.773276119904817","10.54156405122176","10.54156405122176","10.54156405122176","11.595217077997582","11.595217077997582","11.595217077997582"
"1163","2.4496891186974126","2.4496891186974126","2.4496891186974126","10.7706211271022","10.7706211271022","10.7706211271022","11.802870427441041","11.802870427441041","11.802870427441041"
"1164","2.67392198853919","2.67392198853919","2.67392198853919","10.613430006389022","10.613430006389022","10.613430006389022","11.76277440850485","11.76277440850485","11.76277440850485"
"1165","2.6221283859415934","2.6221283859415934","2.6221283859415934","10.676024301086043","10.676024301086043","10.676024301086043","12.10320664858802","12.10320664858802","12.10320664858802"
"1166","2.5984997391143994","2.5984997391143994","2.5984997391143994","11.13588499666372","11.13588499666372","11.13588499666372","12.514072104629685","12.514072104629685","12.514072104629685"
"1167","2.5770123529514963","2.5770123529514963","2.5770123529514963","11.136865468526008","11.136865468526008","11.136865468526008","12.698954410021575","12.698954410021575","12.698954410021575"
"1168","1.8185814714977646","1.8185814714977646","1.8185814714977646","10.64621146913759","10.64621146913759","10.64621146913759","12.862462796028142","12.862462796028142","12.862462796028142"
"1169","1.355073543809549","1.355073543809549","1.355073543809549","10.624468286893286","10.624468286893286","10.624468286893286","13.337470913632162","13.337470913632162","13.337470913632162"
"1170","1.7824824039770377","1.7824824039770377","1.7824824039770377","10.315454584320237","10.315454584320237","10.315454584320237","14.327025781801323","14.327025781801323","14.327025781801323"
"1171","1.5694562035544548","1.5694562035544548","1.5694562035544548","9.802705271196869","9.802705271196869","9.802705271196869","15.05141938408953","15.05141938408953","15.05141938408953"
"1172","1.5392647658858036","1.5392647658858036","1.5392647658858036","10.30044527020994","10.30044527020994","10.30044527020994","15.020756232853412","15.020756232853412","15.020756232853412"
"1173","1.3588717262424637","1.3588717262424637","1.3588717262424637","10.427755786367623","10.427755786367623","10.427755786367623","15.167479402859776","15.167479402859776","15.167479402859776"
"1174","0.49520349415998843","0.49520349415998843","0.49520349415998843","10.124208906399032","10.124208906399032","10.124208906399032","15.190620833305477","15.190620833305477","15.190620833305477"
"1175","-0.09259442966428201","-0.09259442966428201","-0.09259442966428201","10.36840757596582","10.36840757596582","10.36840757596582","14.188116207716302","14.188116207716302","14.188116207716302"
"1176","0.16640554048063877","0.16640554048063877","0.16640554048063877","11.043094502217492","11.043094502217492","11.043094502217492","14.072941196286282","14.072941196286282","14.072941196286282"
"1177","0.1787528078300908","0.1787528078300908","0.1787528078300908","11.595290177150456","11.595290177150456","11.595290177150456","14.797812840565857","14.797812840565857","14.797812840565857"
"1178","0.4441844397355618","0.4441844397355618","0.4441844397355618","11.654893608513945","11.654893608513945","11.654893608513945","15.11163228780157","15.11163228780157","15.11163228780157"
"1179","0.4773655788180943","0.4773655788180943","0.4773655788180943","11.616083230631762","11.616083230631762","11.616083230631762","15.764929204201112","15.764929204201112","15.764929204201112"
"1180","0.34305888859916583","0.34305888859916583","0.34305888859916583","11.791013938844497","11.791013938844497","11.791013938844497","15.91039291241959","15.91039291241959","15.91039291241959"
"1181","0.3759816640179281","0.3759816640179281","0.3759816640179281","12.399796313179383","12.399796313179383","12.399796313179383","14.549765753902106","14.549765753902106","14.549765753902106"
"1182","0.7152318037777735","0.7152318037777735","0.7152318037777735","13.11452075758424","13.11452075758424","13.11452075758424","14.372441003006266","14.372441003006266","14.372441003006266"
"1183","0.5036217860235485","0.5036217860235485","0.5036217860235485","13.070937106263932","13.070937106263932","13.070937106263932","14.394032830360635","14.394032830360635","14.394032830360635"
"1184","0.9303851213988219","0.9303851213988219","0.9303851213988219","12.926148091130226","12.926148091130226","12.926148091130226","13.953187324331033","13.953187324331033","13.953187324331033"
"1185","0.5171080498284216","0.5171080498284216","0.5171080498284216","13.329124366012977","13.329124366012977","13.329124366012977","13.50970729548981","13.50970729548981","13.50970729548981"
"1186","2.1708470795490555","2.1708470795490555","2.1708470795490555","14.020893460663492","14.020893460663492","14.020893460663492","13.754495823738539","13.754495823738539","13.754495823738539"
"1187","2.1424872158074395","2.1424872158074395","2.1424872158074395","13.585860096017012","13.585860096017012","13.585860096017012","13.987510307247796","13.987510307247796","13.987510307247796"
"1188","2.0400888433817785","2.0400888433817785","2.0400888433817785","13.617272775382485","13.617272775382485","13.617272775382485","14.188347574936426","14.188347574936426","14.188347574936426"
"1189","1.9994903643526398","1.9994903643526398","1.9994903643526398","14.065868070189879","14.065868070189879","14.065868070189879","14.003442547444294","14.003442547444294","14.003442547444294"
"1190","2.5334506876717016","2.5334506876717016","2.5334506876717016","13.348701903049166","13.348701903049166","13.348701903049166","14.1553773958879","14.1553773958879","14.1553773958879"
"1191","2.7470295156947087","2.7470295156947087","2.7470295156947087","13.690514921019975","13.690514921019975","13.690514921019975","14.745238422948386","14.745238422948386","14.745238422948386"
"1192","2.901905985515951","2.901905985515951","2.901905985515951","14.206245749960381","14.206245749960381","14.206245749960381","14.577358644146702","14.577358644146702","14.577358644146702"
"1193","2.766565283084114","2.766565283084114","2.766565283084114","14.22848794942697","14.22848794942697","14.22848794942697","14.759530956768337","14.759530956768337","14.759530956768337"
"1194","2.665701742222743","2.665701742222743","2.665701742222743","14.419773575915858","14.419773575915858","14.419773575915858","15.177837129848065","15.177837129848065","15.177837129848065"
"1195","3.107428729069284","3.107428729069284","3.107428729069284","14.391015551963267","14.391015551963267","14.391015551963267","15.967995124720161","15.967995124720161","15.967995124720161"
"1196","3.591627105669202","3.591627105669202","3.591627105669202","14.301704301630927","14.301704301630927","14.301704301630927","15.882496705205705","15.882496705205705","15.882496705205705"
"1197","3.6521523147383568","3.6521523147383568","3.6521523147383568","14.496926352026817","14.496926352026817","14.496926352026817","15.628207463702262","15.628207463702262","15.628207463702262"
"1198","3.940810351209694","3.940810351209694","3.940810351209694","14.474852252551102","14.474852252551102","14.474852252551102","15.612121920688978","15.612121920688978","15.612121920688978"
"1199","3.7208897010274353","3.7208897010274353","3.7208897010274353","14.502321880687449","14.502321880687449","14.502321880687449","16.17421039594386","16.17421039594386","16.17421039594386"
"1200","3.7025152955353633","3.7025152955353633","3.7025152955353633","14.837391713464294","14.837391713464294","14.837391713464294","15.861813721308222","15.861813721308222","15.861813721308222"
"1201","3.7335475734408443","3.7335475734408443","3.7335475734408443","14.897731875830102","14.897731875830102","14.897731875830102","15.878357822333717","15.878357822333717","15.878357822333717"
"1202","3.8934407542682252","3.8934407542682252","3.8934407542682252","14.944355837792232","14.944355837792232","14.944355837792232","16.32979623628549","16.32979623628549","16.32979623628549"
"1203","3.9245239921819133","3.9245239921819133","3.9245239921819133","15.048787783670445","15.048787783670445","15.048787783670445","16.648087456930583","16.648087456930583","16.648087456930583"
"1204","3.924447356015156","3.924447356015156","3.924447356015156","15.055284564755903","15.055284564755903","15.055284564755903","15.843050777780702","15.843050777780702","15.843050777780702"
"1205","4.07332552500264","4.07332552500264","4.07332552500264","15.660223628543317","15.660223628543317","15.660223628543317","16.17641942745639","16.17641942745639","16.17641942745639"
"1206","3.846619004883312","3.846619004883312","3.846619004883312","15.676572010241669","15.676572010241669","15.676572010241669","16.172439801020772","16.172439801020772","16.172439801020772"
"1207","3.772646086793314","3.772646086793314","3.772646086793314","15.681666207644321","15.681666207644321","15.681666207644321","16.070372350731805","16.070372350731805","16.070372350731805"
"1208","3.8461461846325555","3.8461461846325555","3.8461461846325555","15.185485294396173","15.185485294396173","15.185485294396173","16.553105496764434","16.553105496764434","16.553105496764434"
"1209","3.5447951917509517","3.5447951917509517","3.5447951917509517","15.177056481519426","15.177056481519426","15.177056481519426","17.010281262270272","17.010281262270272","17.010281262270272"
"1210","3.878257017549448","3.878257017549448","3.878257017549448","15.158324374841042","15.158324374841042","15.158324374841042","17.239524779252623","17.239524779252623","17.239524779252623"
"1211","3.882251169261014","3.882251169261014","3.882251169261014","15.194684930258129","15.194684930258129","15.194684930258129","17.332013726584677","17.332013726584677","17.332013726584677"
"1212","4.484467779051972","4.484467779051972","4.484467779051972","14.964177550260997","14.964177550260997","14.964177550260997","17.795875910193317","17.795875910193317","17.795875910193317"
"1213","4.668807060435426","4.668807060435426","4.668807060435426","14.048950871043198","14.048950871043198","14.048950871043198","18.08296849770878","18.08296849770878","18.08296849770878"
"1214","5.749453977018667","5.749453977018667","5.749453977018667","14.050571725403989","14.050571725403989","14.050571725403989","17.90440748510984","17.90440748510984","17.90440748510984"
"1215","5.910202887120749","5.910202887120749","5.910202887120749","13.846378009332948","13.846378009332948","13.846378009332948","17.77597540609879","17.77597540609879","17.77597540609879"
"1216","5.776250102137394","5.776250102137394","5.776250102137394","14.083624564214285","14.083624564214285","14.083624564214285","18.02749079785343","18.02749079785343","18.02749079785343"
"1217","5.203182053745715","5.203182053745715","5.203182053745715","14.094309383216704","14.094309383216704","14.094309383216704","18.06427377007078","18.06427377007078","18.06427377007078"
"1218","5.642727029098892","5.642727029098892","5.642727029098892","13.815706650041308","13.815706650041308","13.815706650041308","18.44441975364551","18.44441975364551","18.44441975364551"
"1219","5.736077190340561","5.736077190340561","5.736077190340561","13.553515056374856","13.553515056374856","13.553515056374856","18.01585655560051","18.01585655560051","18.01585655560051"
"1220","5.888831242879428","5.888831242879428","5.888831242879428","12.974613919666908","12.974613919666908","12.974613919666908","18.296426042966285","18.296426042966285","18.296426042966285"
"1221","6.3742107615162045","6.3742107615162045","6.3742107615162045","13.099026243030373","13.099026243030373","13.099026243030373","18.462305680129983","18.462305680129983","18.462305680129983"
"1222","6.3890485354518685","6.3890485354518685","6.3890485354518685","14.195960334326626","14.195960334326626","14.195960334326626","18.56567281473622","18.56567281473622","18.56567281473622"
"1223","7.1824731530165025","7.1824731530165025","7.1824731530165025","14.34308946800697","14.34308946800697","14.34308946800697","19.05392395286812","19.05392395286812","19.05392395286812"
"1224","7.352698129364333","7.352698129364333","7.352698129364333","14.726590602382439","14.726590602382439","14.726590602382439","19.072281953144085","19.072281953144085","19.072281953144085"
"1225","7.341246580375818","7.341246580375818","7.341246580375818","14.758043398692429","14.758043398692429","14.758043398692429","19.025596482718623","19.025596482718623","19.025596482718623"
"1226","6.896500374273571","6.896500374273571","6.896500374273571","14.755046911146108","14.755046911146108","14.755046911146108","19.42550122033628","19.42550122033628","19.42550122033628"
"1227","7.091641858516532","7.091641858516532","7.091641858516532","14.822418342627762","14.822418342627762","14.822418342627762","20.157371000028164","20.157371000028164","20.157371000028164"
"1228","7.1196600393382505","7.1196600393382505","7.1196600393382505","15.016101507197225","15.016101507197225","15.016101507197225","19.79958819654483","19.79958819654483","19.79958819654483"
"1229","7.094644501061415","7.094644501061415","7.094644501061415","14.996651474468527","14.996651474468527","14.996651474468527","21.158907736760593","21.158907736760593","21.158907736760593"
"1230","7.031131068877267","7.031131068877267","7.031131068877267","15.025309933864955","15.025309933864955","15.025309933864955","21.221426929951598","21.221426929951598","21.221426929951598"
"1231","6.118475249303288","6.118475249303288","6.118475249303288","15.259497275578335","15.259497275578335","15.259497275578335","21.939107061888457","21.939107061888457","21.939107061888457"
"1232","5.6611772476484","5.6611772476484","5.6611772476484","15.433752416101925","15.433752416101925","15.433752416101925","21.957843474128182","21.957843474128182","21.957843474128182"
"1233","5.164804560089909","5.164804560089909","5.164804560089909","14.729689742224634","14.729689742224634","14.729689742224634","21.296614096458057","21.296614096458057","21.296614096458057"
"1234","4.789644206930144","4.789644206930144","4.789644206930144","14.782249477675164","14.782249477675164","14.782249477675164","21.75500643944801","21.75500643944801","21.75500643944801"
"1235","5.06365159596842","5.06365159596842","5.06365159596842","14.407545603748458","14.407545603748458","14.407545603748458","21.30692962643867","21.30692962643867","21.30692962643867"
"1236","4.829497961996267","4.829497961996267","4.829497961996267","14.90145781999288","14.90145781999288","14.90145781999288","21.185415219124902","21.185415219124902","21.185415219124902"
"1237","4.835412871440715","4.835412871440715","4.835412871440715","14.743561651482723","14.743561651482723","14.743561651482723","20.151292634531096","20.151292634531096","20.151292634531096"
"1238","4.31673488388989","4.31673488388989","4.31673488388989","15.243417332741192","15.243417332741192","15.243417332741192","20.859582153255833","20.859582153255833","20.859582153255833"
"1239","4.486953824066342","4.486953824066342","4.486953824066342","15.252014514914785","15.252014514914785","15.252014514914785","20.58331852634111","20.58331852634111","20.58331852634111"
"1240","5.121887031607343","5.121887031607343","5.121887031607343","16.13523019905319","16.13523019905319","16.13523019905319","21.17434986029066","21.17434986029066","21.17434986029066"
"1241","5.108905391341142","5.108905391341142","5.108905391341142","15.761990530363239","15.761990530363239","15.761990530363239","21.300311820275383","21.300311820275383","21.300311820275383"
"1242","5.121960883092497","5.121960883092497","5.121960883092497","15.629469992028874","15.629469992028874","15.629469992028874","21.59213446075777","21.59213446075777","21.59213446075777"
"1243","5.1598323016104715","5.1598323016104715","5.1598323016104715","15.867961883013033","15.867961883013033","15.867961883013033","21.12796043282741","21.12796043282741","21.12796043282741"
"1244","5.336434662387875","5.336434662387875","5.336434662387875","16.157868778458496","16.157868778458496","16.157868778458496","20.492400100336422","20.492400100336422","20.492400100336422"
"1245","5.4078278528234796","5.4078278528234796","5.4078278528234796","16.37164823250242","16.37164823250242","16.37164823250242","21.472250169893353","21.472250169893353","21.472250169893353"
"1246","5.04328178368275","5.04328178368275","5.04328178368275","15.787176494086633","15.787176494086633","15.787176494086633","21.459956008045978","21.459956008045978","21.459956008045978"
"1247","5.537659334556666","5.537659334556666","5.537659334556666","15.78694262649349","15.78694262649349","15.78694262649349","21.063124644902313","21.063124644902313","21.063124644902313"
"1248","5.5533679443878325","5.5533679443878325","5.5533679443878325","16.023006504087533","16.023006504087533","16.023006504087533","21.63602950782781","21.63602950782781","21.63602950782781"
"1249","5.603505884296471","5.603505884296471","5.603505884296471","15.576905510791438","15.576905510791438","15.576905510791438","21.48961175653674","21.48961175653674","21.48961175653674"
"1250","5.1342819425937485","5.1342819425937485","5.1342819425937485","15.820846187027804","15.820846187027804","15.820846187027804","21.339398470729975","21.339398470729975","21.339398470729975"
"1251","5.231771302515849","5.231771302515849","5.231771302515849","16.20411156736248","16.20411156736248","16.20411156736248","21.790244835453567","21.790244835453567","21.790244835453567"
"1252","5.248052648343676","5.248052648343676","5.248052648343676","15.312888576849302","15.312888576849302","15.312888576849302","22.762913643054937","22.762913643054937","22.762913643054937"
"1253","5.367450070661273","5.367450070661273","5.367450070661273","15.354374440908478","15.354374440908478","15.354374440908478","22.34808325552102","22.34808325552102","22.34808325552102"
"1254","5.335108925854804","5.335108925854804","5.335108925854804","15.406779180529625","15.406779180529625","15.406779180529625","22.834034056741235","22.834034056741235","22.834034056741235"
"1255","5.441987163001503","5.441987163001503","5.441987163001503","15.708293264653781","15.708293264653781","15.708293264653781","22.923596457647715","22.923596457647715","22.923596457647715"
"1256","5.563493016790376","5.563493016790376","5.563493016790376","15.40414882082848","15.40414882082848","15.40414882082848","22.423892703094285","22.423892703094285","22.423892703094285"
"1257","5.559856385465274","5.559856385465274","5.559856385465274","14.515425522562246","14.515425522562246","14.515425522562246","22.79373378990864","22.79373378990864","22.79373378990864"
"1258","5.6218011851120675","5.6218011851120675","5.6218011851120675","14.60932836127892","14.60932836127892","14.60932836127892","22.93038637646185","22.93038637646185","22.93038637646185"
"1259","5.49063575753114","5.49063575753114","5.49063575753114","14.841904079980598","14.841904079980598","14.841904079980598","22.984168363430353","22.984168363430353","22.984168363430353"
"1260","5.2077850732359785","5.2077850732359785","5.2077850732359785","15.060383962914749","15.060383962914749","15.060383962914749","22.824307609495932","22.824307609495932","22.824307609495932"
"1261","5.396689055137646","5.396689055137646","5.396689055137646","14.643161824118552","14.643161824118552","14.643161824118552","22.842456644886916","22.842456644886916","22.842456644886916"
"1262","5.542909829761013","5.542909829761013","5.542909829761013","15.049210263765092","15.049210263765092","15.049210263765092","23.605217082573052","23.605217082573052","23.605217082573052"
"1263","6.050783032442371","6.050783032442371","6.050783032442371","15.066333418814374","15.066333418814374","15.066333418814374","23.147043407093644","23.147043407093644","23.147043407093644"
"1264","5.845228833496024","5.845228833496024","5.845228833496024","14.359236100573263","14.359236100573263","14.359236100573263","23.209720944781978","23.209720944781978","23.209720944781978"
"1265","6.242496943195273","6.242496943195273","6.242496943195273","14.785928498463706","14.785928498463706","14.785928498463706","23.348402222958818","23.348402222958818","23.348402222958818"
"1266","5.858736284845779","5.858736284845779","5.858736284845779","14.61245564030295","14.61245564030295","14.61245564030295","23.699437942863714","23.699437942863714","23.699437942863714"
"1267","5.221990693172923","5.221990693172923","5.221990693172923","14.732683399415539","14.732683399415539","14.732683399415539","23.631842388893674","23.631842388893674","23.631842388893674"
"1268","5.1731661787287875","5.1731661787287875","5.1731661787287875","14.509040387113046","14.509040387113046","14.509040387113046","23.3367353379241","23.3367353379241","23.3367353379241"
"1269","4.975684430725377","4.975684430725377","4.975684430725377","14.074414007441424","14.074414007441424","14.074414007441424","22.91423923498849","22.91423923498849","22.91423923498849"
"1270","4.630819169552902","4.630819169552902","4.630819169552902","13.9810983965683","13.9810983965683","13.9810983965683","23.86744046764545","23.86744046764545","23.86744046764545"
"1271","4.176211863591598","4.176211863591598","4.176211863591598","13.940808274643953","13.940808274643953","13.940808274643953","23.616923304996416","23.616923304996416","23.616923304996416"
"1272","4.253702525795538","4.253702525795538","4.253702525795538","13.060971016652234","13.060971016652234","13.060971016652234","23.580064736274153","23.580064736274153","23.580064736274153"
"1273","4.33563164272061","4.33563164272061","4.33563164272061","13.538030453143614","13.538030453143614","13.538030453143614","23.45237282028771","23.45237282028771","23.45237282028771"
"1274","4.926196848583819","4.926196848583819","4.926196848583819","13.271313976190958","13.271313976190958","13.271313976190958","23.49156278349112","23.49156278349112","23.49156278349112"
"1275","5.181142308182718","5.181142308182718","5.181142308182718","12.804094411643796","12.804094411643796","12.804094411643796","23.282902672644482","23.282902672644482","23.282902672644482"
"1276","5.480416983441331","5.480416983441331","5.480416983441331","13.454574528693454","13.454574528693454","13.454574528693454","23.608776534346543","23.608776534346543","23.608776534346543"
"1277","6.3901934829004015","6.3901934829004015","6.3901934829004015","13.24963911199069","13.24963911199069","13.24963911199069","23.128052396599195","23.128052396599195","23.128052396599195"
"1278","6.9906973166769015","6.9906973166769015","6.9906973166769015","12.632220190543778","12.632220190543778","12.632220190543778","22.63594860212553","22.63594860212553","22.63594860212553"
"1279","6.981768446321607","6.981768446321607","6.981768446321607","12.324515517309896","12.324515517309896","12.324515517309896","22.53461935229286","22.53461935229286","22.53461935229286"
"1280","6.990096220664896","6.990096220664896","6.990096220664896","11.810818870717423","11.810818870717423","11.810818870717423","22.591741354001165","22.591741354001165","22.591741354001165"
"1281","7.252472015490722","7.252472015490722","7.252472015490722","12.419016094573884","12.419016094573884","12.419016094573884","22.1985461747431","22.1985461747431","22.1985461747431"
"1282","7.813271096687009","7.813271096687009","7.813271096687009","12.4160017573821","12.4160017573821","12.4160017573821","22.221963629848496","22.221963629848496","22.221963629848496"
